"Entry year","Provider name","Accepted applicants"
"2010 - 2011","S26 Solihull College & University Centre","170"
"2011 - 2012","S26 Solihull College & University Centre","215"
"2012 - 2013","S26 Solihull College & University Centre","155"
"2013 - 2014","S26 Solihull College & University Centre","170"
"2014 - 2015","S26 Solihull College & University Centre","160"
"2015 - 2016","S26 Solihull College & University Centre","130"
"2016 - 2017","S26 Solihull College & University Centre","120"
"2017 - 2018","S26 Solihull College & University Centre","75"
"2018 - 2019","S26 Solihull College & University Centre","145"
"2019 - 2020","S26 Solihull College & University Centre","95"
"2020 - 2021","S26 Solihull College & University Centre","60"
"2021 - 2022","S26 Solihull College & University Centre","70"
"2022 - 2023","S26 Solihull College & University Centre","70"
"2023 - 2024","S26 Solihull College & University Centre","80"
"2006 - 2007","S32 University Centre South Devon","140"
"2007 - 2008","S32 University Centre South Devon","190"
"2008 - 2009","S32 University Centre South Devon","60"
"2009 - 2010","S32 University Centre South Devon","30"
"2010 - 2011","S32 University Centre South Devon","35"
"2011 - 2012","S32 University Centre South Devon","65"
"2012 - 2013","S32 University Centre South Devon","30"
"2013 - 2014","S32 University Centre South Devon","170"
"2014 - 2015","S32 University Centre South Devon","230"
"2015 - 2016","S32 University Centre South Devon","225"
"2016 - 2017","S32 University Centre South Devon","250"
"2017 - 2018","S32 University Centre South Devon","315"
"2018 - 2019","S32 University Centre South Devon","205"
"2019 - 2020","S32 University Centre South Devon","165"
"2020 - 2021","S32 University Centre South Devon","135"
"2021 - 2022","S32 University Centre South Devon","155"
"2022 - 2023","S32 University Centre South Devon","55"
"2023 - 2024","S32 University Centre South Devon","50"
"2006 - 2007","S34 University Centre Sparsholt","145"
"2007 - 2008","S34 University Centre Sparsholt","145"
"2008 - 2009","S34 University Centre Sparsholt","150"
"2009 - 2010","S34 University Centre Sparsholt","195"
"2010 - 2011","S34 University Centre Sparsholt","155"
"2011 - 2012","S34 University Centre Sparsholt","190"
"2012 - 2013","S34 University Centre Sparsholt","155"
"2013 - 2014","S34 University Centre Sparsholt","165"
"2014 - 2015","S34 University Centre Sparsholt","160"
"2015 - 2016","S34 University Centre Sparsholt","170"
"2016 - 2017","S34 University Centre Sparsholt","160"
"2017 - 2018","S34 University Centre Sparsholt","155"
"2018 - 2019","S34 University Centre Sparsholt","160"
"2019 - 2020","S34 University Centre Sparsholt","195"
"2020 - 2021","S34 University Centre Sparsholt","185"
"2021 - 2022","S34 University Centre Sparsholt","185"
"2022 - 2023","S34 University Centre Sparsholt","170"
"2023 - 2024","S34 University Centre Sparsholt","160"
"2006 - 2007","S42 Havant and South Downs College","10"
"2007 - 2008","S42 Havant and South Downs College","35"
"2008 - 2009","S42 Havant and South Downs College","20"
"2009 - 2010","S42 Havant and South Downs College","15"
"2010 - 2011","S42 Havant and South Downs College","15"
"2011 - 2012","S42 Havant and South Downs College","10"
"2012 - 2013","S42 Havant and South Downs College","15"
"2013 - 2014","S42 Havant and South Downs College","5"
"2014 - 2015","S42 Havant and South Downs College","10"
"2015 - 2016","S42 Havant and South Downs College","15"
"2016 - 2017","S42 Havant and South Downs College","30"
"2017 - 2018","S42 Havant and South Downs College","40"
"2018 - 2019","S42 Havant and South Downs College","35"
"2019 - 2020","S42 Havant and South Downs College","60"
"2020 - 2021","S42 Havant and South Downs College","40"
"2021 - 2022","S42 Havant and South Downs College","30"
"2022 - 2023","S42 Havant and South Downs College","20"
"2023 - 2024","S42 Havant and South Downs College","5"
"2006 - 2007","S43 University Centre South Essex","325"
"2007 - 2008","S43 University Centre South Essex","360"
"2008 - 2009","S43 University Centre South Essex","330"
"2009 - 2010","S43 University Centre South Essex","420"
"2010 - 2011","S43 University Centre South Essex","410"
"2011 - 2012","S43 University Centre South Essex","440"
"2012 - 2013","S43 University Centre South Essex","415"
"2013 - 2014","S43 University Centre South Essex","410"
"2014 - 2015","S43 University Centre South Essex","345"
"2015 - 2016","S43 University Centre South Essex","310"
"2016 - 2017","S43 University Centre South Essex","315"
"2017 - 2018","S43 University Centre South Essex","260"
"2018 - 2019","S43 University Centre South Essex","255"
"2019 - 2020","S43 University Centre South Essex","265"
"2020 - 2021","S43 University Centre South Essex","180"
"2021 - 2022","S43 University Centre South Essex","225"
"2022 - 2023","S43 University Centre South Essex","190"
"2023 - 2024","S43 University Centre South Essex","195"
"2006 - 2007","S51 University Centre St Helens","205"
"2007 - 2008","S51 University Centre St Helens","180"
"2008 - 2009","S51 University Centre St Helens","210"
"2009 - 2010","S51 University Centre St Helens","245"
"2010 - 2011","S51 University Centre St Helens","220"
"2011 - 2012","S51 University Centre St Helens","240"
"2012 - 2013","S51 University Centre St Helens","210"
"2013 - 2014","S51 University Centre St Helens","240"
"2014 - 2015","S51 University Centre St Helens","180"
"2015 - 2016","S51 University Centre St Helens","175"
"2016 - 2017","S51 University Centre St Helens","145"
"2017 - 2018","S51 University Centre St Helens","155"
"2018 - 2019","S51 University Centre St Helens","150"
"2019 - 2020","S51 University Centre St Helens","140"
"2020 - 2021","S51 University Centre St Helens","135"
"2021 - 2022","S51 University Centre St Helens","120"
"2022 - 2023","S51 University Centre St Helens","140"
"2023 - 2024","S51 University Centre St Helens","90"
"2016 - 2017","K96 Knowsley Community College","5"
"2017 - 2018","K96 Knowsley Community College","5"
"2013 - 2014","S55 SGS (South Gloucestershire and Stroud College)","25"
"2014 - 2015","S55 SGS (South Gloucestershire and Stroud College)","55"
"2015 - 2016","S55 SGS (South Gloucestershire and Stroud College)","95"
"2016 - 2017","S55 SGS (South Gloucestershire and Stroud College)","120"
"2017 - 2018","S55 SGS (South Gloucestershire and Stroud College)","90"
"2018 - 2019","S55 SGS (South Gloucestershire and Stroud College)","120"
"2019 - 2020","S55 SGS (South Gloucestershire and Stroud College)","115"
"2020 - 2021","S55 SGS (South Gloucestershire and Stroud College)","165"
"2021 - 2022","S55 SGS (South Gloucestershire and Stroud College)","165"
"2022 - 2023","S55 SGS (South Gloucestershire and Stroud College)","130"
"2023 - 2024","S55 SGS (South Gloucestershire and Stroud College)","150"
"2006 - 2007","B79 Bristol Filton College","30"
"2007 - 2008","B79 Bristol Filton College","35"
"2008 - 2009","B79 Bristol Filton College","30"
"2009 - 2010","B79 Bristol Filton College","40"
"2010 - 2011","B79 Bristol Filton College","5"
"2011 - 2012","B79 Bristol Filton College","30"
"2012 - 2013","B79 Bristol Filton College","45"
"2006 - 2007","S76 Trafford College Group","170"
"2007 - 2008","S76 Trafford College Group","180"
"2008 - 2009","S76 Trafford College Group","145"
"2009 - 2010","S76 Trafford College Group","165"
"2010 - 2011","S76 Trafford College Group","145"
"2011 - 2012","S76 Trafford College Group","220"
"2012 - 2013","S76 Trafford College Group","160"
"2013 - 2014","S76 Trafford College Group","115"
"2014 - 2015","S76 Trafford College Group","90"
"2015 - 2016","S76 Trafford College Group","55"
"2016 - 2017","S76 Trafford College Group","5"
"2017 - 2018","S76 Trafford College Group","10"
"2018 - 2019","S76 Trafford College Group","25"
"2019 - 2020","S76 Trafford College Group","105"
"2020 - 2021","S76 Trafford College Group","150"
"2021 - 2022","S76 Trafford College Group","175"
"2022 - 2023","S76 Trafford College Group","100"
"2023 - 2024","S76 Trafford College Group","80"
"2013 - 2014","S89 Sussex Downs College","115"
"2014 - 2015","S89 Sussex Downs College","125"
"2015 - 2016","S89 Sussex Downs College","120"
"2016 - 2017","S89 Sussex Downs College","125"
"2017 - 2018","S89 Sussex Downs College","145"
"2018 - 2019","S89 Sussex Downs College","115"
"2019 - 2020","S89 Sussex Downs College","95"
"2020 - 2021","S89 Sussex Downs College","5"
"2014 - 2015","S83 East Sussex College","5"
"2017 - 2018","S83 East Sussex College","85"
"2018 - 2019","S83 East Sussex College","180"
"2019 - 2020","S83 East Sussex College","120"
"2020 - 2021","S83 East Sussex College","410"
"2021 - 2022","S83 East Sussex College","315"
"2022 - 2023","S83 East Sussex College","520"
"2023 - 2024","S83 East Sussex College","210"
"2015 - 2016","T10 Tameside College","5"
"2016 - 2017","T10 Tameside College","5"
"2018 - 2019","T10 Tameside College","70"
"2019 - 2020","T10 Tameside College","30"
"2020 - 2021","T10 Tameside College","35"
"2021 - 2022","T10 Tameside College","35"
"2022 - 2023","T10 Tameside College","25"
"2023 - 2024","T10 Tameside College","5"
"2007 - 2008","T85 University Centre Truro and Penwith","435"
"2008 - 2009","T85 University Centre Truro and Penwith","475"
"2009 - 2010","T85 University Centre Truro and Penwith","465"
"2010 - 2011","T85 University Centre Truro and Penwith","460"
"2011 - 2012","T85 University Centre Truro and Penwith","480"
"2012 - 2013","T85 University Centre Truro and Penwith","395"
"2013 - 2014","T85 University Centre Truro and Penwith","435"
"2014 - 2015","T85 University Centre Truro and Penwith","410"
"2015 - 2016","T85 University Centre Truro and Penwith","350"
"2016 - 2017","T85 University Centre Truro and Penwith","320"
"2017 - 2018","T85 University Centre Truro and Penwith","225"
"2018 - 2019","T85 University Centre Truro and Penwith","225"
"2019 - 2020","T85 University Centre Truro and Penwith","215"
"2020 - 2021","T85 University Centre Truro and Penwith","160"
"2021 - 2022","T85 University Centre Truro and Penwith","135"
"2022 - 2023","T85 University Centre Truro and Penwith","160"
"2023 - 2024","T85 University Centre Truro and Penwith","155"
"2008 - 2009","S52 South Tyneside College","10"
"2009 - 2010","S52 South Tyneside College","20"
"2010 - 2011","S52 South Tyneside College","45"
"2011 - 2012","S52 South Tyneside College","45"
"2012 - 2013","S52 South Tyneside College","15"
"2013 - 2014","S52 South Tyneside College","10"
"2014 - 2015","S52 South Tyneside College","20"
"2015 - 2016","S52 South Tyneside College","15"
"2016 - 2017","S52 South Tyneside College","30"
"2017 - 2018","S52 South Tyneside College","20"
"2018 - 2019","S52 South Tyneside College","5"
"2006 - 2007","T90 Tyne Coast College","40"
"2007 - 2008","T90 Tyne Coast College","100"
"2008 - 2009","T90 Tyne Coast College","10"
"2009 - 2010","T90 Tyne Coast College","20"
"2010 - 2011","T90 Tyne Coast College","5"
"2011 - 2012","T90 Tyne Coast College","10"
"2012 - 2013","T90 Tyne Coast College","20"
"2013 - 2014","T90 Tyne Coast College","10"
"2014 - 2015","T90 Tyne Coast College","15"
"2015 - 2016","T90 Tyne Coast College","20"
"2018 - 2019","T90 Tyne Coast College","20"
"2019 - 2020","T90 Tyne Coast College","50"
"2020 - 2021","T90 Tyne Coast College","75"
"2021 - 2022","T90 Tyne Coast College","65"
"2022 - 2023","T90 Tyne Coast College","35"
"2023 - 2024","T90 Tyne Coast College","25"
"2011 - 2012","U95 HCUC","5"
"2014 - 2015","U95 HCUC","10"
"2015 - 2016","U95 HCUC","20"
"2016 - 2017","U95 HCUC","5"
"2017 - 2018","U95 HCUC","25"
"2018 - 2019","U95 HCUC","35"
"2019 - 2020","U95 HCUC","55"
"2020 - 2021","U95 HCUC","80"
"2021 - 2022","U95 HCUC","110"
"2022 - 2023","U95 HCUC","130"
"2023 - 2024","U95 HCUC","160"
"2006 - 2007","W08 University Centre at the Heart of Yorkshire Education Group (inc Wakefield College & Selby College)","70"
"2007 - 2008","W08 University Centre at the Heart of Yorkshire Education Group (inc Wakefield College & Selby College)","90"
"2008 - 2009","W08 University Centre at the Heart of Yorkshire Education Group (inc Wakefield College & Selby College)","75"
"2009 - 2010","W08 University Centre at the Heart of Yorkshire Education Group (inc Wakefield College & Selby College)","100"
"2010 - 2011","W08 University Centre at the Heart of Yorkshire Education Group (inc Wakefield College & Selby College)","100"
"2011 - 2012","W08 University Centre at the Heart of Yorkshire Education Group (inc Wakefield College & Selby College)","125"
"2012 - 2013","W08 University Centre at the Heart of Yorkshire Education Group (inc Wakefield College & Selby College)","105"
"2013 - 2014","W08 University Centre at the Heart of Yorkshire Education Group (inc Wakefield College & Selby College)","105"
"2014 - 2015","W08 University Centre at the Heart of Yorkshire Education Group (inc Wakefield College & Selby College)","160"
"2015 - 2016","W08 University Centre at the Heart of Yorkshire Education Group (inc Wakefield College & Selby College)","190"
"2016 - 2017","W08 University Centre at the Heart of Yorkshire Education Group (inc Wakefield College & Selby College)","80"
"2017 - 2018","W08 University Centre at the Heart of Yorkshire Education Group (inc Wakefield College & Selby College)","55"
"2018 - 2019","W08 University Centre at the Heart of Yorkshire Education Group (inc Wakefield College & Selby College)","115"
"2019 - 2020","W08 University Centre at the Heart of Yorkshire Education Group (inc Wakefield College & Selby College)","145"
"2020 - 2021","W08 University Centre at the Heart of Yorkshire Education Group (inc Wakefield College & Selby College)","200"
"2021 - 2022","W08 University Centre at the Heart of Yorkshire Education Group (inc Wakefield College & Selby College)","25"
"2022 - 2023","W08 University Centre at the Heart of Yorkshire Education Group (inc Wakefield College & Selby College)","25"
"2023 - 2024","W08 University Centre at the Heart of Yorkshire Education Group (inc Wakefield College & Selby College)","25"
"2006 - 2007","W12 Walsall College","10"
"2007 - 2008","W12 Walsall College","30"
"2008 - 2009","W12 Walsall College","15"
"2009 - 2010","W12 Walsall College","30"
"2010 - 2011","W12 Walsall College","60"
"2011 - 2012","W12 Walsall College","90"
"2012 - 2013","W12 Walsall College","50"
"2013 - 2014","W12 Walsall College","125"
"2014 - 2015","W12 Walsall College","135"
"2015 - 2016","W12 Walsall College","145"
"2016 - 2017","W12 Walsall College","170"
"2017 - 2018","W12 Walsall College","60"
"2018 - 2019","W12 Walsall College","40"
"2019 - 2020","W12 Walsall College","115"
"2020 - 2021","W12 Walsall College","165"
"2021 - 2022","W12 Walsall College","5"
"2022 - 2023","W12 Walsall College","130"
"2023 - 2024","W12 Walsall College","70"
"2006 - 2007","W25 Warwickshire College and University Centre","225"
"2007 - 2008","W25 Warwickshire College and University Centre","210"
"2008 - 2009","W25 Warwickshire College and University Centre","265"
"2009 - 2010","W25 Warwickshire College and University Centre","260"
"2010 - 2011","W25 Warwickshire College and University Centre","230"
