"------------------------------------------------------------------"
"Sex, area background and ethnic group			"
"------------------------------------------------------------------"
"This file contains data used reported in the Sex, area background and ethnic group reports, covering all providers for whom reports have been published on the UCAS website."
"Cycle years: 2010 - 2022"
"Cycle reference point: End of Cycle"
"Applicant coverage: UK domiciled"
"Equality dimensions: Sex, POLAR4, SIMD 2016, ethnic group"
"Statistics reported:"
"June deadline applicants, placed June deadline applicants, all placed applicants, June deadline applicants per 10,000 population, placed June deadline applicants per 10,000 population,"
"all placed applicants per 10,000 population"
"June deadline applications, offers, offer rate, average offer rate, percentage point difference between offer rate and average offer rate, contribution of group to the average offer rate"
"Non-disclosure controls: To avoid the disclosure of information about any individual the following measures are taken"
"Applicants, placed applicants, applications and offers are rounded to the nearest 5."
"Applicants/placed applicants per 10,000 population figures are reported as 0 if the applicant/placed applicant figures are rounded to 0."
"All statistics related to the offer rate are not reported when the number of applications for a group is less than 10. The percentage point difference between the offer rate and"
"the average offer rate is not reported when the number of applications for a group is less than 50."
"Offer rates are reported as 0% if there are fewer than 5 offers, and 100% if the number of offers is within 5 of the number of applications. When the offer rate is reported as 0% or 100%,"
"it is reported in italics."
"------------------------------------------------------------------"
Please refer to the Sex, area background and ethnic group reports specified above for technical notes and definitions.
Data lines are comma delimited.
Data follows - 9009 lines in total
------------------------------------------------------------------
tariff_band,Cycle,statistic,equality_dimension,agegroup,value
Lower tariff providers,2012,All placed applicants,POLAR4 Q1,All ages,27290
Lower tariff providers,2012,All placed applicants,POLAR4 Q2,All ages,34185
Lower tariff providers,2012,All placed applicants,POLAR4 Q3,All ages,38885
Lower tariff providers,2012,All placed applicants,POLAR4 Q4,All ages,42535
Lower tariff providers,2012,All placed applicants,POLAR4 Q5,All ages,40165
Lower tariff providers,2012,All placed applicants,Men,All ages,78915
Lower tariff providers,2012,All placed applicants,Women,All ages,104685
Lower tariff providers,2013,All placed applicants,Total,All ages,196535
Lower tariff providers,2013,All placed applicants,White ethnic group,All ages,134925
Lower tariff providers,2013,All placed applicants,Black ethnic group,All ages,22535
Lower tariff providers,2013,All placed applicants,Asian ethnic group,All ages,24760
Lower tariff providers,2013,All placed applicants,Mixed ethnic group,All ages,7530
Lower tariff providers,2013,All placed applicants,Other ethnic group,All ages,3555
Lower tariff providers,2013,All placed applicants,POLAR4 Q1,All ages,29795
Lower tariff providers,2013,All placed applicants,POLAR4 Q2,All ages,36535
Lower tariff providers,2013,All placed applicants,POLAR4 Q3,All ages,41535
Lower tariff providers,2013,All placed applicants,POLAR4 Q4,All ages,45640
Lower tariff providers,2013,All placed applicants,POLAR4 Q5,All ages,42525
Lower tariff providers,2013,All placed applicants,Men,All ages,85085
Lower tariff providers,2013,All placed applicants,Women,All ages,111450
Lower tariff providers,2014,All placed applicants,Total,All ages,204645
Lower tariff providers,2014,All placed applicants,White ethnic group,All ages,138210
Lower tariff providers,2014,All placed applicants,Black ethnic group,All ages,24985
Lower tariff providers,2014,All placed applicants,Asian ethnic group,All ages,25920
Lower tariff providers,2014,All placed applicants,Mixed ethnic group,All ages,8395
Lower tariff providers,2014,All placed applicants,Other ethnic group,All ages,4025
Lower tariff providers,2014,All placed applicants,POLAR4 Q1,All ages,31945
Lower tariff providers,2014,All placed applicants,POLAR4 Q2,All ages,38615
Lower tariff providers,2014,All placed applicants,POLAR4 Q3,All ages,43365
Lower tariff providers,2014,All placed applicants,POLAR4 Q4,All ages,47300
Lower tariff providers,2014,All placed applicants,POLAR4 Q5,All ages,43030
Lower tariff providers,2014,All placed applicants,Men,All ages,87805
Lower tariff providers,2014,All placed applicants,Women,All ages,116845
Lower tariff providers,2015,All placed applicants,Total,All ages,205805
Lower tariff providers,2015,All placed applicants,White ethnic group,All ages,137300
Lower tariff providers,2015,All placed applicants,Black ethnic group,All ages,25180
Lower tariff providers,2015,All placed applicants,Asian ethnic group,All ages,26760
Lower tariff providers,2015,All placed applicants,Mixed ethnic group,All ages,8755
Lower tariff providers,2015,All placed applicants,Other ethnic group,All ages,4300
Lower tariff providers,2015,All placed applicants,POLAR4 Q1,All ages,32270
Lower tariff providers,2015,All placed applicants,POLAR4 Q2,All ages,38995
Lower tariff providers,2015,All placed applicants,POLAR4 Q3,All ages,43275
Lower tariff providers,2015,All placed applicants,POLAR4 Q4,All ages,47745
Lower tariff providers,2015,All placed applicants,POLAR4 Q5,All ages,43060
Lower tariff providers,2015,All placed applicants,Men,All ages,87125
Lower tariff providers,2015,All placed applicants,Women,All ages,118680
Lower tariff providers,2016,All placed applicants,Total,All ages,199415
Lower tariff providers,2016,All placed applicants,White ethnic group,All ages,132050
Lower tariff providers,2016,All placed applicants,Black ethnic group,All ages,24530
Lower tariff providers,2016,All placed applicants,Asian ethnic group,All ages,26525
Lower tariff providers,2016,All placed applicants,Mixed ethnic group,All ages,8630
Lower tariff providers,2016,All placed applicants,Other ethnic group,All ages,4270
Lower tariff providers,2016,All placed applicants,POLAR4 Q1,All ages,31565
Lower tariff providers,2016,All placed applicants,POLAR4 Q2,All ages,37855
Lower tariff providers,2016,All placed applicants,POLAR4 Q3,All ages,42085
Lower tariff providers,2016,All placed applicants,POLAR4 Q4,All ages,46005
Lower tariff providers,2016,All placed applicants,POLAR4 Q5,All ages,41505
Lower tariff providers,2016,All placed applicants,Men,All ages,83490
Lower tariff providers,2016,All placed applicants,Women,All ages,115930
Lower tariff providers,2017,All placed applicants,Total,All ages,193755
Lower tariff providers,2017,All placed applicants,White ethnic group,All ages,127055
Lower tariff providers,2017,All placed applicants,Black ethnic group,All ages,24480
Lower tariff providers,2017,All placed applicants,Asian ethnic group,All ages,25805
Lower tariff providers,2017,All placed applicants,Mixed ethnic group,All ages,8475
Lower tariff providers,2017,All placed applicants,Other ethnic group,All ages,4465
Lower tariff providers,2017,All placed applicants,POLAR4 Q1,All ages,30815
Lower tariff providers,2017,All placed applicants,POLAR4 Q2,All ages,36705
Lower tariff providers,2017,All placed applicants,POLAR4 Q3,All ages,41375
Lower tariff providers,2017,All placed applicants,POLAR4 Q4,All ages,44845
Lower tariff providers,2017,All placed applicants,POLAR4 Q5,All ages,39655
Lower tariff providers,2017,All placed applicants,Men,All ages,79880
Lower tariff providers,2017,All placed applicants,Women,All ages,113870
Lower tariff providers,2018,All placed applicants,Total,All ages,194420
Lower tariff providers,2018,All placed applicants,White ethnic group,All ages,124205
Lower tariff providers,2018,All placed applicants,Black ethnic group,All ages,24855
Lower tariff providers,2018,All placed applicants,Asian ethnic group,All ages,26425
Lower tariff providers,2018,All placed applicants,Mixed ethnic group,All ages,8725
Lower tariff providers,2018,All placed applicants,Other ethnic group,All ages,4515
Lower tariff providers,2018,All placed applicants,POLAR4 Q1,All ages,31285
Lower tariff providers,2018,All placed applicants,POLAR4 Q2,All ages,36900
Lower tariff providers,2018,All placed applicants,POLAR4 Q3,All ages,40900
Lower tariff providers,2018,All placed applicants,POLAR4 Q4,All ages,45305
Lower tariff providers,2018,All placed applicants,POLAR4 Q5,All ages,39590
Lower tariff providers,2018,All placed applicants,Men,All ages,79450
Lower tariff providers,2018,All placed applicants,Women,All ages,114970
Lower tariff providers,2019,All placed applicants,Total,All ages,198885
Lower tariff providers,2019,All placed applicants,White ethnic group,All ages,121830
Lower tariff providers,2019,All placed applicants,Black ethnic group,All ages,27190
Lower tariff providers,2019,All placed applicants,Asian ethnic group,All ages,28740
Lower tariff providers,2019,All placed applicants,Mixed ethnic group,All ages,8805
Lower tariff providers,2019,All placed applicants,Other ethnic group,All ages,5080
Lower tariff providers,2019,All placed applicants,POLAR4 Q1,All ages,32180
Lower tariff providers,2019,All placed applicants,POLAR4 Q2,All ages,37625
Lower tariff providers,2019,All placed applicants,POLAR4 Q3,All ages,42105
Lower tariff providers,2019,All placed applicants,POLAR4 Q4,All ages,46360
Lower tariff providers,2019,All placed applicants,POLAR4 Q5,All ages,40130
Lower tariff providers,2019,All placed applicants,Men,All ages,80675
Lower tariff providers,2019,All placed applicants,Women,All ages,118210
Lower tariff providers,2020,All placed applicants,Total,All ages,199850
Lower tariff providers,2020,All placed applicants,White ethnic group,All ages,127340
Lower tariff providers,2020,All placed applicants,Black ethnic group,All ages,25105
Lower tariff providers,2020,All placed applicants,Asian ethnic group,All ages,28285
Lower tariff providers,2020,All placed applicants,Mixed ethnic group,All ages,9255
Lower tariff providers,2020,All placed applicants,Other ethnic group,All ages,5300
Lower tariff providers,2020,All placed applicants,POLAR4 Q1,All ages,33385
Lower tariff providers,2020,All placed applicants,POLAR4 Q2,All ages,38570
Lower tariff providers,2020,All placed applicants,POLAR4 Q3,All ages,42345
Lower tariff providers,2020,All placed applicants,POLAR4 Q4,All ages,44895
Lower tariff providers,2020,All placed applicants,POLAR4 Q5,All ages,40225
Lower tariff providers,2020,All placed applicants,Men,All ages,79985
Lower tariff providers,2020,All placed applicants,Women,All ages,119865
Lower tariff providers,2021,All placed applicants,Total,All ages,198305
Lower tariff providers,2021,All placed applicants,White ethnic group,All ages,124565
Lower tariff providers,2021,All placed applicants,Black ethnic group,All ages,25000
Lower tariff providers,2021,All placed applicants,Asian ethnic group,All ages,28735
Lower tariff providers,2021,All placed applicants,Mixed ethnic group,All ages,9410
Lower tariff providers,2021,All placed applicants,Other ethnic group,All ages,5680
Lower tariff providers,2021,All placed applicants,POLAR4 Q1,All ages,32820
Lower tariff providers,2021,All placed applicants,POLAR4 Q2,All ages,37395
Lower tariff providers,2021,All placed applicants,POLAR4 Q3,All ages,41570
Lower tariff providers,2021,All placed applicants,POLAR4 Q4,All ages,44595
Lower tariff providers,2021,All placed applicants,POLAR4 Q5,All ages,39465
Lower tariff providers,2021,All placed applicants,Men,All ages,80505
Lower tariff providers,2021,All placed applicants,Women,All ages,117800
Lower tariff providers,2022,All placed applicants,Total,All ages,206820
Lower tariff providers,2022,All placed applicants,White ethnic group,All ages,126690
Lower tariff providers,2022,All placed applicants,Black ethnic group,All ages,26600
Lower tariff providers,2022,All placed applicants,Asian ethnic group,All ages,30875
Lower tariff providers,2022,All placed applicants,Mixed ethnic group,All ages,10520
Lower tariff providers,2022,All placed applicants,Other ethnic group,All ages,7315
Lower tariff providers,2022,All placed applicants,POLAR4 Q1,All ages,34690
Lower tariff providers,2022,All placed applicants,POLAR4 Q2,All ages,39105
Lower tariff providers,2022,All placed applicants,POLAR4 Q3,All ages,43490
Lower tariff providers,2022,All placed applicants,POLAR4 Q4,All ages,47030
Lower tariff providers,2022,All placed applicants,POLAR4 Q5,All ages,41660
Lower tariff providers,2022,All placed applicants,Men,All ages,85480
Lower tariff providers,2022,All placed applicants,Women,All ages,121340
Lower tariff providers,2010,June deadline applications,Total,All ages,885790
Lower tariff providers,2010,June deadline applications,White ethnic group,All ages,630335
Lower tariff providers,2010,June deadline applications,Black ethnic group,All ages,103590
Lower tariff providers,2010,June deadline applications,Asian ethnic group,All ages,101590
Lower tariff providers,2010,June deadline applications,Mixed ethnic group,All ages,32655
Lower tariff providers,2010,June deadline applications,Other ethnic group,All ages,11610
Lower tariff providers,2010,June deadline applications,POLAR4 Q1,All ages,123040
Lower tariff providers,2010,June deadline applications,POLAR4 Q2,All ages,158835
Lower tariff providers,2010,June deadline applications,POLAR4 Q3,All ages,185745
Lower tariff providers,2010,June deadline applications,POLAR4 Q4,All ages,211880
Lower tariff providers,2010,June deadline applications,POLAR4 Q5,All ages,204270
Lower tariff providers,2010,June deadline applications,Men,All ages,366175
Lower tariff providers,2010,June deadline applications,Women,All ages,519615
Lower tariff providers,2011,June deadline applications,Total,All ages,968485
Lower tariff providers,2011,June deadline applications,White ethnic group,All ages,676255
Lower tariff providers,2011,June deadline applications,Black ethnic group,All ages,117520
Lower tariff providers,2011,June deadline applications,Asian ethnic group,All ages,118285
Lower tariff providers,2011,June deadline applications,Mixed ethnic group,All ages,36950
Lower tariff providers,2011,June deadline applications,Other ethnic group,All ages,13060
Lower tariff providers,2011,June deadline applications,POLAR4 Q1,All ages,137195
Lower tariff providers,2011,June deadline applications,POLAR4 Q2,All ages,174220
Lower tariff providers,2011,June deadline applications,POLAR4 Q3,All ages,200845
Lower tariff providers,2011,June deadline applications,POLAR4 Q4,All ages,230465
Lower tariff providers,2011,June deadline applications,POLAR4 Q5,All ages,223640
Lower tariff providers,2011,June deadline applications,Men,All ages,402855
Lower tariff providers,2011,June deadline applications,Women,All ages,565630
Lower tariff providers,2012,June deadline applications,Total,All ages,878085
Lower tariff providers,2012,June deadline applications,White ethnic group,All ages,597520
Lower tariff providers,2012,June deadline applications,Black ethnic group,All ages,112890
Lower tariff providers,2012,June deadline applications,Asian ethnic group,All ages,113335
Lower tariff providers,2012,June deadline applications,Mixed ethnic group,All ages,33415
Lower tariff providers,2012,June deadline applications,Other ethnic group,All ages,15720
Lower tariff providers,2012,June deadline applications,POLAR4 Q1,All ages,127490
Lower tariff providers,2012,June deadline applications,POLAR4 Q2,All ages,160050
Lower tariff providers,2012,June deadline applications,POLAR4 Q3,All ages,185635
Lower tariff providers,2012,June deadline applications,POLAR4 Q4,All ages,207900
Lower tariff providers,2012,June deadline applications,POLAR4 Q5,All ages,195145
Lower tariff providers,2012,June deadline applications,Men,All ages,355720
