"Year","Achieved A level points","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2014","11 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","1060","985","0.928","0"
"2015","11 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","1125","1050","0.936","0"
"2016","11 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","1275","1205","0.9440000000000001","0"
"2017","11 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","1400","1330","0.9500000000000001","0"
"2018","11 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","1285","1215","0.9450000000000001","0"
"2019","11 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","1380","1325","0.962","0"
"2020","11 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","1330","1265","0.9510000000000001","0"
"2021","11 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","870","840","0.966","0"
"2022","11 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","1200","1140","0.9490000000000001","0"
"2023","11 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","1370","1285","0.9390000000000001","0"
"2010","12 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","780","730","0.932","0"
"2011","12 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","960","890","0.929","0"
"2012","12 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","905","855","0.9440000000000001","0"
"2013","12 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","855","800","0.932","0"
"2014","12 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","960","900","0.937","0"
"2015","12 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","880","850","0.965","0"
"2016","12 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","1085","1040","0.9580000000000001","0"
"2017","12 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","1240","1175","0.9480000000000001","0"
"2018","12 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","1065","1005","0.9450000000000001","0"
"2019","12 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","1315","1245","0.9480000000000001","0"
"2020","12 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","1630","1555","0.9530000000000001","0"
"2021","12 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","1015","965","0.9470000000000001","0"
"2022","12 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","1265","1185","0.937","0"
"2023","12 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","1350","1260","0.936","0"
"2010","13 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","580","535","0.927","0"
"2011","13 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","600","560","0.932","0"
"2012","13 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","665","640","0.961","0"
"2013","13 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","635","600","0.9420000000000001","0"
"2014","13 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","710","670","0.9440000000000001","0"
"2015","13 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","760","715","0.937","0"
"2016","13 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","825","775","0.9380000000000001","0"
"2017","13 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","860","825","0.9590000000000001","0"
"2018","13 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","885","840","0.9480000000000001","0"
"2019","13 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","895","855","0.9550000000000001","0"
"2020","13 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","1515","1455","0.96","0"
"2021","13 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","915","860","0.9400000000000001","0"
"2022","13 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","1060","970","0.918","0"
"2023","13 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","975","895","0.918","0"
"2010","14 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","300","275","0.92","0"
"2011","14 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","435","400","0.915","0"
"2012","14 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","420","400","0.9550000000000001","0"
"2013","14 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","450","430","0.9510000000000001","0"
"2014","14 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","480","450","0.9420000000000001","0"
"2015","14 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","540","500","0.928","0"
"2016","14 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","565","535","0.9450000000000001","0"
"2017","14 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","565","530","0.935","0"
"2018","14 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","610","565","0.92","0"
"2019","14 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","605","565","0.932","0"
"2020","14 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","1295","1245","0.9590000000000001","0"
"2021","14 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","625","585","0.933","0"
"2022","14 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","780","710","0.909","0"
"2023","14 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","680","610","0.894","0"
"2010","15 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","225","195","0.858","0"
"2011","15 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","285","250","0.875","0"
"2012","15 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","330","300","0.904","0"
"2013","15 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","340","310","0.912","0"
"2014","15 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","325","300","0.914","0"
"2015","15 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","335","310","0.928","0"
"2016","15 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","345","310","0.899","0"
"2017","15 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","365","335","0.915","0"
"2018","15 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","390","355","0.907","0"
"2019","15 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","375","340","0.909","0"
"2020","15 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","1095","1045","0.9540000000000001","0"
"2021","15 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","435","390","0.894","0"
"2022","15 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","550","460","0.84","0"
"2023","15 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","480","425","0.893","0"
"2010","16 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","110","80","0.731","0"
"2011","16 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","140","125","0.893","0"
"2012","16 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","190","175","0.931","0"
"2013","16 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","165","150","0.915","0"
"2014","16 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","190","165","0.867","0"
"2015","16 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","165","145","0.878","0"
"2016","16 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","195","175","0.896","0"
"2017","16 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","180","170","0.9390000000000001","0"
"2018","16 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","170","155","0.929","0"
"2019","16 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","160","150","0.9430000000000001","0"
"2020","16 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","805","775","0.964","0"
"2021","16 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","260","230","0.884","0"
"2022","16 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","385","325","0.849","0"
"2023","16 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","280","250","0.897","0"
"2010","17 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","60","40","0.7000000000000001","0"
"2011","17 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","65","55","0.841","0"
"2012","17 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","80","75","0.89","0"
"2013","17 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","90","85","0.902","0"
"2014","17 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","95","90","0.936","0"
"2015","17 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","85","70","0.855","0"
"2016","17 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","80","75","0.901","0"
"2017","17 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","80","75","0.9390000000000001","0"
"2018","17 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","80","75","0.9490000000000001","0"
"2019","17 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","70","65","0.929","0"
"2020","17 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","420","405","0.964","0"
"2021","17 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","145","120","0.84","0"
"2022","17 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","215","175","0.8180000000000001","0"
"2023","17 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","160","135","0.862","0"
"2010","18 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","20","15","0.8","0"
"2011","18 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","40","35","0.846","0"
"2012","18 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","50","45","0.882","0"
"2013","18 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","50","50","0.923","0"
"2014","18 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","40","30","0.78","0"
"2015","18 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","30","25","0.871","0"
"2016","18 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","40","35","0.8290000000000001","0"
"2017","18 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","35","35","0.917","0"
"2018","18 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","35","30","0.9390000000000001","0"
"2019","18 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","40","35","0.878","0"
"2020","18 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","175","165","0.9490000000000001","0"
"2021","18 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","140","105","0.775","0"
"2022","18 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","215","160","0.746","0"
"2023","18 point(s)","Quintile 5","Main scheme applicant","Not main scheme application","100","85","0.85","0"
"2012","4 point(s)","Unknown","Main scheme applicant","Main scheme application","5","0"," ","0"
"2018","4 point(s)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","4 point(s)","Unknown","Main scheme applicant","Main scheme application","5","0"," ","0"
"2010","5 point(s)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2011","5 point(s)","Unknown","Main scheme applicant","Main scheme application","10","5"," ","0"
"2012","5 point(s)","Unknown","Main scheme applicant","Main scheme application","5","0"," ","0"
"2014","5 point(s)","Unknown","Main scheme applicant","Main scheme application","5","0"," ","0"
"2015","5 point(s)","Unknown","Main scheme applicant","Main scheme application","5","0"," ","0"
"2017","5 point(s)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2018","5 point(s)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2019","5 point(s)","Unknown","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","5 point(s)","Unknown","Main scheme applicant","Main scheme application","5","0"," ","0"
"2010","6 point(s)","Unknown","Main scheme applicant","Main scheme application","10","5"," ","0"
"2011","6 point(s)","Unknown","Main scheme applicant","Main scheme application","10","5"," ","0"
"2012","6 point(s)","Unknown","Main scheme applicant","Main scheme application","5","0"," ","0"
"2013","6 point(s)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2014","6 point(s)","Unknown","Main scheme applicant","Main scheme application","10","5"," ","0"
"2015","6 point(s)","Unknown","Main scheme applicant","Main scheme application","5","0"," ","0"
"2016","6 point(s)","Unknown","Main scheme applicant","Main scheme application","5","0"," ","0"
"2017","6 point(s)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2019","6 point(s)","Unknown","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","6 point(s)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2022","6 point(s)","Unknown","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","6 point(s)","Unknown","Main scheme applicant","Main scheme application","5","0"," ","0"
"2010","7 point(s)","Unknown","Main scheme applicant","Main scheme application","20","10","0.524","0"
"2011","7 point(s)","Unknown","Main scheme applicant","Main scheme application","5","0"," ","0"
"2012","7 point(s)","Unknown","Main scheme applicant","Main scheme application","15","5"," ","0"
"2013","7 point(s)","Unknown","Main scheme applicant","Main scheme application","15","5"," ","0"
"2014","7 point(s)","Unknown","Main scheme applicant","Main scheme application","10","10"," ","0"
"2015","7 point(s)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2016","7 point(s)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2017","7 point(s)","Unknown","Main scheme applicant","Main scheme application","10","5"," ","0"
"2018","7 point(s)","Unknown","Main scheme applicant","Main scheme application","10","5"," ","0"
"2019","7 point(s)","Unknown","Main scheme applicant","Main scheme application","10","5"," ","0"
"2020","7 point(s)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2021","7 point(s)","Unknown","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","7 point(s)","Unknown","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","7 point(s)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2010","8 point(s)","Unknown","Main scheme applicant","Main scheme application","20","10","0.579","0"
"2011","8 point(s)","Unknown","Main scheme applicant","Main scheme application","20","10","0.55","0"
"2012","8 point(s)","Unknown","Main scheme applicant","Main scheme application","10","5"," ","0"
"2013","8 point(s)","Unknown","Main scheme applicant","Main scheme application","10","10","0.909","0"
"2014","8 point(s)","Unknown","Main scheme applicant","Main scheme application","20","10","0.556","0"
"2015","8 point(s)","Unknown","Main scheme applicant","Main scheme application","10","5"," ","0"
"2016","8 point(s)","Unknown","Main scheme applicant","Main scheme application","10","10"," ","0"
"2017","8 point(s)","Unknown","Main scheme applicant","Main scheme application","10","5"," ","0"
"2018","8 point(s)","Unknown","Main scheme applicant","Main scheme application","10","5"," ","0"
"2019","8 point(s)","Unknown","Main scheme applicant","Main scheme application","10","10"," ","0"
"2020","8 point(s)","Unknown","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","8 point(s)","Unknown","Main scheme applicant","Main scheme application","10","5"," ","0"
"2022","8 point(s)","Unknown","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","8 point(s)","Unknown","Main scheme applicant","Main scheme application","5","0"," ","0"
"2010","9 point(s)","Unknown","Main scheme applicant","Main scheme application","25","20","0.769","0"
"2011","9 point(s)","Unknown","Main scheme applicant","Main scheme application","15","10","0.667","0"
"2012","9 point(s)","Unknown","Main scheme applicant","Main scheme application","15","15","0.8130000000000001","0"
"2013","9 point(s)","Unknown","Main scheme applicant","Main scheme application","10","10"," ","0"
"2014","9 point(s)","Unknown","Main scheme applicant","Main scheme application","20","10","0.611","0"
"2015","9 point(s)","Unknown","Main scheme applicant","Main scheme application","10","10"," ","0"
"2016","9 point(s)","Unknown","Main scheme applicant","Main scheme application","15","15","0.765","0"
"2017","9 point(s)","Unknown","Main scheme applicant","Main scheme application","15","10","0.647","0"
"2018","9 point(s)","Unknown","Main scheme applicant","Main scheme application","10","5"," ","0"
"2019","9 point(s)","Unknown","Main scheme applicant","Main scheme application","10","5"," ","0"
"2020","9 point(s)","Unknown","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","9 point(s)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
"2022","9 point(s)","Unknown","Main scheme applicant","Main scheme application","5","5"," ","0"
