"Year","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2022","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","65","15","0.219","0"
"2023","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","60","10","0.177","0"
"2019","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","75","15","0.182","0"
"2020","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","40","10","0.268","0"
"2021","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","65","10","0.169","0"
"2022","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","70","15","0.197","0"
"2023","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","55","5"," ","0"
"2020","17 and under","England","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","17 and under","England","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","17 and under","England","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","17 and under","England","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","18","England","All","Main scheme applicant","Main scheme application","2125","705","0.332","0"
"2020","18","England","All","Main scheme applicant","Main scheme application","2355","925","0.393","0"
"2021","18","England","All","Main scheme applicant","Main scheme application","2885","930","0.322","0"
"2022","18","England","All","Main scheme applicant","Main scheme application","3000","880","0.293","0"
"2023","18","England","All","Main scheme applicant","Main scheme application","2540","995","0.391","0"
"2019","19","England","All","Main scheme applicant","Main scheme application","890","325","0.367","0"
"2020","19","England","All","Main scheme applicant","Main scheme application","885","315","0.357","0"
"2021","19","England","All","Main scheme applicant","Main scheme application","1080","315","0.293","0"
"2022","19","England","All","Main scheme applicant","Main scheme application","1035","245","0.23900000000000002","0"
"2023","19","England","All","Main scheme applicant","Main scheme application","840","275","0.329","0"
"2019","20","England","All","Main scheme applicant","Main scheme application","505","170","0.336","0"
"2020","20","England","All","Main scheme applicant","Main scheme application","525","195","0.373","0"
"2021","20","England","All","Main scheme applicant","Main scheme application","600","160","0.266","0"
"2022","20","England","All","Main scheme applicant","Main scheme application","600","145","0.246","0"
"2023","20","England","All","Main scheme applicant","Main scheme application","505","175","0.34500000000000003","0"
"2019","21 - 24","England","All","Main scheme applicant","Main scheme application","1195","460","0.386","0"
"2020","21 - 24","England","All","Main scheme applicant","Main scheme application","1235","535","0.432","0"
"2021","21 - 24","England","All","Main scheme applicant","Main scheme application","1525","510","0.334","0"
"2022","21 - 24","England","All","Main scheme applicant","Main scheme application","1285","380","0.295","0"
"2023","21 - 24","England","All","Main scheme applicant","Main scheme application","935","335","0.355","0"
"2019","25 - 29","England","All","Main scheme applicant","Main scheme application","1110","465","0.418","0"
"2020","25 - 29","England","All","Main scheme applicant","Main scheme application","1135","555","0.489","0"
"2021","25 - 29","England","All","Main scheme applicant","Main scheme application","1525","590","0.386","0"
"2022","25 - 29","England","All","Main scheme applicant","Main scheme application","1255","500","0.4","0"
"2023","25 - 29","England","All","Main scheme applicant","Main scheme application","885","370","0.418","0"
"2019","30 - 34","England","All","Main scheme applicant","Main scheme application","705","310","0.436","0"
"2020","30 - 34","England","All","Main scheme applicant","Main scheme application","825","385","0.466","0"
"2021","30 - 34","England","All","Main scheme applicant","Main scheme application","1185","500","0.421","0"
"2022","30 - 34","England","All","Main scheme applicant","Main scheme application","1070","445","0.418","0"
"2023","30 - 34","England","All","Main scheme applicant","Main scheme application","770","345","0.447","0"
"2019","35 and over","England","All","Main scheme applicant","Main scheme application","785","310","0.395","0"
"2020","35 and over","England","All","Main scheme applicant","Main scheme application","960","405","0.421","0"
"2021","35 and over","England","All","Main scheme applicant","Main scheme application","1245","455","0.367","0"
"2022","35 and over","England","All","Main scheme applicant","Main scheme application","1105","420","0.378","0"
"2023","35 and over","England","All","Main scheme applicant","Main scheme application","990","430","0.432","0"
"2019","17 and under","Scotland","All","Main scheme applicant","Main scheme application","10","0"," ","0"
"2020","17 and under","Scotland","All","Main scheme applicant","Main scheme application","20","0"," ","0"
"2021","17 and under","Scotland","All","Main scheme applicant","Main scheme application","15","5"," ","0"
"2022","17 and under","Scotland","All","Main scheme applicant","Main scheme application","20","0"," ","0"
"2023","17 and under","Scotland","All","Main scheme applicant","Main scheme application","10","5"," ","0"
"2019","18","Scotland","All","Main scheme applicant","Main scheme application","305","65","0.20800000000000002","0"
"2020","18","Scotland","All","Main scheme applicant","Main scheme application","245","65","0.273","0"
"2021","18","Scotland","All","Main scheme applicant","Main scheme application","350","55","0.16","0"
"2022","18","Scotland","All","Main scheme applicant","Main scheme application","295","60","0.209","0"
"2023","18","Scotland","All","Main scheme applicant","Main scheme application","195","55","0.272","0"
"2019","19","Scotland","All","Main scheme applicant","Main scheme application","95","25","0.277","0"
"2020","19","Scotland","All","Main scheme applicant","Main scheme application","85","25","0.321","0"
"2021","19","Scotland","All","Main scheme applicant","Main scheme application","115","15","0.124","0"
"2022","19","Scotland","All","Main scheme applicant","Main scheme application","100","20","0.2","0"
"2023","19","Scotland","All","Main scheme applicant","Main scheme application","100","30","0.327","0"
"2019","20","Scotland","All","Main scheme applicant","Main scheme application","50","10","0.216","0"
"2020","20","Scotland","All","Main scheme applicant","Main scheme application","65","10","0.19","0"
"2021","20","Scotland","All","Main scheme applicant","Main scheme application","65","10","0.149","0"
"2022","20","Scotland","All","Main scheme applicant","Main scheme application","70","15","0.23500000000000001","0"
"2023","20","Scotland","All","Main scheme applicant","Main scheme application","45","5"," ","0"
"2019","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","150","35","0.24","0"
"2020","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","200","45","0.226","0"
"2021","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","205","35","0.18","0"
"2022","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","200","45","0.216","0"
"2023","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","130","40","0.295","0"
"2019","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","160","45","0.272","0"
"2020","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","205","50","0.234","0"
"2021","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","270","50","0.191","0"
"2022","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","190","40","0.20700000000000002","0"
"2023","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","125","35","0.28800000000000003","0"
"2019","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","115","25","0.23900000000000002","0"
"2020","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","145","40","0.259","0"
"2021","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","175","30","0.158","0"
"2022","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","150","30","0.187","0"
"2023","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","110","40","0.339","0"
"2019","35 and over","Scotland","All","Main scheme applicant","Main scheme application","145","25","0.186","0"
"2020","35 and over","Scotland","All","Main scheme applicant","Main scheme application","155","40","0.25","0"
"2021","35 and over","Scotland","All","Main scheme applicant","Main scheme application","230","25","0.101","0"
"2022","35 and over","Scotland","All","Main scheme applicant","Main scheme application","185","40","0.219","0"
"2023","35 and over","Scotland","All","Main scheme applicant","Main scheme application","140","40","0.302","0"
