"Year","Difference between predicted and achieved BTEC Extended diploma points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","More than 3 points","All","England","Female","All","All","105","85","0.845","0"
"2010","More than 3 points","All","Wales","Female","All","All","5","0"," ","0"
"2012","More than 3 points","All","Wales","Female","All","All","10","10"," ","0"
"2013","More than 3 points","All","Wales","Female","All","All","10","10"," ","0"
"2014","More than 3 points","All","Wales","Female","All","All","5","5"," ","0"
"2016","More than 3 points","All","Wales","Female","All","All","10","10"," ","0"
"2017","More than 3 points","All","Wales","Female","All","All","10","10"," ","0"
"2018","More than 3 points","All","Wales","Female","All","All","5","5"," ","0"
"2020","More than 3 points","All","Wales","Female","All","All","5","5"," ","0"
"2021","More than 3 points","All","Wales","Female","All","All","5","0"," ","0"
"2023","More than 3 points","All","Wales","Female","All","All","5","5"," ","0"
"2010","-1 points","All","Northern Ireland","Female","All","All","30","10","0.41400000000000003","0"
"2011","-1 points","All","Northern Ireland","Female","All","All","30","15","0.464","0"
"2012","-1 points","All","Northern Ireland","Female","All","All","35","20","0.5","0"
"2013","-1 points","All","Northern Ireland","Female","All","All","30","15","0.438","0"
"2014","-1 points","All","Northern Ireland","Female","All","All","25","10","0.458","0"
"2015","-1 points","All","Northern Ireland","Female","All","All","40","20","0.526","0"
"2016","-1 points","All","Northern Ireland","Female","All","All","30","20","0.71","0"
"2017","-1 points","All","Northern Ireland","Female","All","All","35","20","0.5760000000000001","0"
"2018","-1 points","All","Northern Ireland","Female","All","All","40","25","0.605","0"
"2019","-1 points","All","Northern Ireland","Female","All","All","30","20","0.643","0"
"2020","-1 points","All","Northern Ireland","Female","All","All","30","20","0.724","0"
"2021","-1 points","All","Northern Ireland","Female","All","All","35","25","0.639","0"
"2022","-1 points","All","Northern Ireland","Female","All","All","55","40","0.6960000000000001","0"
"2023","-1 points","All","Northern Ireland","Female","All","All","25","15","0.593","0"
"2010","-1 points","All","England","Female","All","All","1050","655","0.623","0"
"2011","-1 points","All","England","Female","All","All","1055","620","0.59","0"
"2012","-1 points","All","England","Female","All","All","1010","680","0.672","0"
"2013","-1 points","All","England","Female","All","All","1200","850","0.708","0"
"2014","-1 points","All","England","Female","All","All","1420","1070","0.755","0"
"2015","-1 points","All","England","Female","All","All","1675","1305","0.777","0"
"2016","-1 points","All","England","Female","All","All","1630","1285","0.787","0"
"2017","-1 points","All","England","Female","All","All","1310","1065","0.812","0"
"2018","-1 points","All","England","Female","All","All","1445","1165","0.807","0"
"2019","-1 points","All","England","Female","All","All","1575","1285","0.8180000000000001","0"
"2020","-1 points","All","England","Female","All","All","1425","1205","0.844","0"
"2021","-1 points","All","England","Female","All","All","1700","1390","0.8190000000000001","0"
"2022","-1 points","All","England","Female","All","All","2100","1675","0.799","0"
"2023","-1 points","All","England","Female","All","All","1875","1510","0.805","0"
"2010","-1 points","All","Wales","Female","All","All","45","30","0.617","0"
"2011","-1 points","All","Wales","Female","All","All","55","30","0.5740000000000001","0"
"2012","-1 points","All","Wales","Female","All","All","45","30","0.744","0"
"2013","-1 points","All","Wales","Female","All","All","50","35","0.712","0"
"2014","-1 points","All","Wales","Female","All","All","75","50","0.676","0"
"2015","-1 points","All","Wales","Female","All","All","75","60","0.776","0"
"2016","-1 points","All","Wales","Female","All","All","85","65","0.783","0"
"2017","-1 points","All","Wales","Female","All","All","85","65","0.783","0"
"2018","-1 points","All","Wales","Female","All","All","95","75","0.792","0"
"2019","-1 points","All","Wales","Female","All","All","80","70","0.852","0"
"2020","-1 points","All","Wales","Female","All","All","90","80","0.848","0"
"2021","-1 points","All","Wales","Female","All","All","90","70","0.767","0"
"2022","-1 points","All","Wales","Female","All","All","80","55","0.6920000000000001","0"
"2023","-1 points","All","Wales","Female","All","All","55","40","0.704","0"
"2010","-2 points","All","Northern Ireland","Female","All","All","15","5"," ","0"
"2011","-2 points","All","Northern Ireland","Female","All","All","25","10"," ","0"
"2012","-2 points","All","Northern Ireland","Female","All","All","15","5"," ","0"
"2013","-2 points","All","Northern Ireland","Female","All","All","15","5"," ","0"
"2014","-2 points","All","Northern Ireland","Female","All","All","20","10","0.524","0"
"2015","-2 points","All","Northern Ireland","Female","All","All","25","15","0.5650000000000001","0"
"2016","-2 points","All","Northern Ireland","Female","All","All","20","5"," ","0"
"2017","-2 points","All","Northern Ireland","Female","All","All","10","5"," ","0"
"2018","-2 points","All","Northern Ireland","Female","All","All","20","10"," ","0"
"2019","-2 points","All","Northern Ireland","Female","All","All","25","15","0.5650000000000001","0"
"2020","-2 points","All","Northern Ireland","Female","All","All","20","10","0.611","0"
"2021","-2 points","All","Northern Ireland","Female","All","All","20","10","0.455","0"
"2022","-2 points","All","Northern Ireland","Female","All","All","35","20","0.5710000000000001","0"
"2023","-2 points","All","Northern Ireland","Female","All","All","25","10","0.5","0"
"2010","-2 points","All","England","Female","All","All","495","250","0.506","0"
"2011","-2 points","All","England","Female","All","All","445","215","0.485","0"
"2012","-2 points","All","England","Female","All","All","540","315","0.581","0"
"2013","-2 points","All","England","Female","All","All","600","385","0.644","0"
"2014","-2 points","All","England","Female","All","All","675","450","0.664","0"
"2015","-2 points","All","England","Female","All","All","845","595","0.705","0"
"2016","-2 points","All","England","Female","All","All","790","580","0.73","0"
"2017","-2 points","All","England","Female","All","All","650","500","0.771","0"
"2018","-2 points","All","England","Female","All","All","760","580","0.764","0"
"2019","-2 points","All","England","Female","All","All","775","625","0.806","0"
"2020","-2 points","All","England","Female","All","All","730","615","0.842","0"
"2021","-2 points","All","England","Female","All","All","775","595","0.768","0"
"2022","-2 points","All","England","Female","All","All","1115","840","0.755","0"
"2023","-2 points","All","England","Female","All","All","980","730","0.747","0"
"2010","-2 points","All","Wales","Female","All","All","20","10"," ","0"
"2011","-2 points","All","Wales","Female","All","All","15","5"," ","0"
"2012","-2 points","All","Wales","Female","All","All","35","25","0.735","0"
"2013","-2 points","All","Wales","Female","All","All","30","20","0.625","0"
"2014","-2 points","All","Wales","Female","All","All","45","30","0.644","0"
"2015","-2 points","All","Wales","Female","All","All","35","30","0.778","0"
"2016","-2 points","All","Wales","Female","All","All","45","25","0.614","0"
"2017","-2 points","All","Wales","Female","All","All","45","35","0.804","0"
"2018","-2 points","All","Wales","Female","All","All","55","40","0.755","0"
"2019","-2 points","All","Wales","Female","All","All","45","45","0.9570000000000001","0"
"2020","-2 points","All","Wales","Female","All","All","40","30","0.763","0"
"2021","-2 points","All","Wales","Female","All","All","60","50","0.8280000000000001","0"
"2022","-2 points","All","Wales","Female","All","All","50","40","0.75","0"
"2023","-2 points","All","Wales","Female","All","All","30","25","0.857","0"
"2010","-3 points","All","Northern Ireland","Female","All","All","15","5"," ","0"
"2011","-3 points","All","Northern Ireland","Female","All","All","10","0"," ","0"
"2012","-3 points","All","Northern Ireland","Female","All","All","20","0"," ","0"
"2013","-3 points","All","Northern Ireland","Female","All","All","10","5"," ","0"
"2014","-3 points","All","Northern Ireland","Female","All","All","10","5"," ","0"
"2015","-3 points","All","Northern Ireland","Female","All","All","5","0"," ","0"
"2016","-3 points","All","Northern Ireland","Female","All","All","5","5"," ","0"
"2017","-3 points","All","Northern Ireland","Female","All","All","10","0"," ","0"
"2018","-3 points","All","Northern Ireland","Female","All","All","10","5"," ","0"
"2019","-3 points","All","Northern Ireland","Female","All","All","10","5"," ","0"
"2020","-3 points","All","Northern Ireland","Female","All","All","5","5"," ","0"
"2021","-3 points","All","Northern Ireland","Female","All","All","20","5"," ","0"
"2022","-3 points","All","Northern Ireland","Female","All","All","15","5"," ","0"
"2023","-3 points","All","Northern Ireland","Female","All","All","20","10"," ","0"
"2010","-3 points","All","England","Female","All","All","210","80","0.38","0"
"2011","-3 points","All","England","Female","All","All","225","80","0.363","0"
"2012","-3 points","All","England","Female","All","All","285","140","0.496","0"
"2013","-3 points","All","England","Female","All","All","345","190","0.551","0"
"2014","-3 points","All","England","Female","All","All","340","195","0.579","0"
"2015","-3 points","All","England","Female","All","All","405","250","0.62","0"
"2016","-3 points","All","England","Female","All","All","390","245","0.623","0"
"2017","-3 points","All","England","Female","All","All","340","240","0.7000000000000001","0"
"2018","-3 points","All","England","Female","All","All","370","280","0.752","0"
"2019","-3 points","All","England","Female","All","All","385","295","0.768","0"
"2020","-3 points","All","England","Female","All","All","345","285","0.8230000000000001","0"
"2021","-3 points","All","England","Female","All","All","385","280","0.721","0"
"2022","-3 points","All","England","Female","All","All","485","335","0.687","0"
"2023","-3 points","All","England","Female","All","All","475","335","0.7000000000000001","0"
"2010","-3 points","All","Wales","Female","All","All","15","5"," ","0"
"2011","-3 points","All","Wales","Female","All","All","10","0"," ","0"
"2012","-3 points","All","Wales","Female","All","All","5","0"," ","0"
"2013","-3 points","All","Wales","Female","All","All","20","10","0.5","0"
"2014","-3 points","All","Wales","Female","All","All","20","15","0.591","0"
"2015","-3 points","All","Wales","Female","All","All","15","10"," ","0"
"2016","-3 points","All","Wales","Female","All","All","30","20","0.655","0"
"2017","-3 points","All","Wales","Female","All","All","20","15","0.636","0"
"2018","-3 points","All","Wales","Female","All","All","25","15","0.708","0"
"2019","-3 points","All","Wales","Female","All","All","25","20","0.8260000000000001","0"
"2020","-3 points","All","Wales","Female","All","All","25","15","0.615","0"
"2021","-3 points","All","Wales","Female","All","All","25","15","0.615","0"
"2022","-3 points","All","Wales","Female","All","All","25","15","0.481","0"
"2023","-3 points","All","Wales","Female","All","All","10","5"," ","0"
"2010","-4 points","All","Northern Ireland","Female","All","All","10","5"," ","0"
"2011","-4 points","All","Northern Ireland","Female","All","All","10","5"," ","0"
"2012","-4 points","All","Northern Ireland","Female","All","All","10","0"," ","0"
"2013","-4 points","All","Northern Ireland","Female","All","All","5","0"," ","0"
"2014","-4 points","All","Northern Ireland","Female","All","All","10","5"," ","0"
"2015","-4 points","All","Northern Ireland","Female","All","All","10","0"," ","0"
"2016","-4 points","All","Northern Ireland","Female","All","All","5","0"," ","0"
"2017","-4 points","All","Northern Ireland","Female","All","All","5","5"," ","0"
"2018","-4 points","All","Northern Ireland","Female","All","All","15","10"," ","0"
"2019","-4 points","All","Northern Ireland","Female","All","All","5","0"," ","0"
"2020","-4 points","All","Northern Ireland","Female","All","All","5","5"," ","0"
"2021","-4 points","All","Northern Ireland","Female","All","All","10","0"," ","0"
"2022","-4 points","All","Northern Ireland","Female","All","All","15","5"," ","0"
"2023","-4 points","All","Northern Ireland","Female","All","All","5","0"," ","0"
"2010","-4 points","All","England","Female","All","All","160","65","0.41200000000000003","0"
"2011","-4 points","All","England","Female","All","All","200","90","0.455","0"
"2012","-4 points","All","England","Female","All","All","235","95","0.41100000000000003","0"
"2013","-4 points","All","England","Female","All","All","215","120","0.56","0"
"2014","-4 points","All","England","Female","All","All","255","125","0.48","0"
"2015","-4 points","All","England","Female","All","All","290","170","0.591","0"
"2016","-4 points","All","England","Female","All","All","245","150","0.614","0"
"2017","-4 points","All","England","Female","All","All","190","135","0.705","0"
"2018","-4 points","All","England","Female","All","All","215","140","0.65","0"
"2019","-4 points","All","England","Female","All","All","235","165","0.6940000000000001","0"
"2020","-4 points","All","England","Female","All","All","200","160","0.787","0"
"2021","-4 points","All","England","Female","All","All","210","135","0.649","0"
"2022","-4 points","All","England","Female","All","All","305","170","0.561","0"
"2023","-4 points","All","England","Female","All","All","265","145","0.555","0"
"2010","-4 points","All","Wales","Female","All","All","10","5"," ","0"
"2011","-4 points","All","Wales","Female","All","All","15","5"," ","0"
"2012","-4 points","All","Wales","Female","All","All","5","0"," ","0"
"2013","-4 points","All","Wales","Female","All","All","5","0"," ","0"
"2014","-4 points","All","Wales","Female","All","All","20","10","0.611","0"
"2015","-4 points","All","Wales","Female","All","All","20","10","0.579","0"
"2016","-4 points","All","Wales","Female","All","All","15","10"," ","0"
"2017","-4 points","All","Wales","Female","All","All","15","10","0.588","0"
"2018","-4 points","All","Wales","Female","All","All","20","10","0.524","0"
"2019","-4 points","All","Wales","Female","All","All","15","10","0.786","0"
"2020","-4 points","All","Wales","Female","All","All","15","15","0.9380000000000001","0"
"2021","-4 points","All","Wales","Female","All","All","10","5"," ","0"
"2022","-4 points","All","Wales","Female","All","All","15","5"," ","0"
"2023","-4 points","All","Wales","Female","All","All","5","5"," ","0"
"2012","-5 points","All","Northern Ireland","Female","All","All","5","0"," ","0"
"2014","-5 points","All","Northern Ireland","Female","All","All","5","0"," ","0"
"2016","-5 points","All","Northern Ireland","Female","All","All","10","5"," ","0"
"2017","-5 points","All","Northern Ireland","Female","All","All","10","5"," ","0"
"2018","-5 points","All","Northern Ireland","Female","All","All","5","0"," ","0"
"2019","-5 points","All","Northern Ireland","Female","All","All","5","0"," ","0"
"2020","-5 points","All","Northern Ireland","Female","All","All","5","0"," ","0"
"2021","-5 points","All","Northern Ireland","Female","All","All","5","0"," ","0"
"2022","-5 points","All","Northern Ireland","Female","All","All","5","0"," ","0"
"2023","-5 points","All","Northern Ireland","Female","All","All","10","0"," ","0"
"2010","-5 points","All","England","Female","All","All","95","55","0.5700000000000001","0"
"2011","-5 points","All","England","Female","All","All","115","65","0.538","0"
"2012","-5 points","All","England","Female","All","All","120","50","0.437","0"
"2013","-5 points","All","England","Female","All","All","170","95","0.561","0"
"2014","-5 points","All","England","Female","All","All","190","105","0.561","0"
"2015","-5 points","All","England","Female","All","All","180","90","0.492","0"
"2016","-5 points","All","England","Female","All","All","120","65","0.554","0"
"2017","-5 points","All","England","Female","All","All","125","75","0.587","0"
"2018","-5 points","All","England","Female","All","All","135","90","0.664","0"
"2019","-5 points","All","England","Female","All","All","140","90","0.64","0"
"2020","-5 points","All","England","Female","All","All","85","65","0.733","5"
"2021","-5 points","All","England","Female","All","All","100","70","0.667","0"
"2022","-5 points","All","England","Female","All","All","175","90","0.511","0"
"2023","-5 points","All","England","Female","All","All","155","85","0.542","0"
"2010","-5 points","All","Wales","Female","All","All","5","5"," ","0"
"2011","-5 points","All","Wales","Female","All","All","5","5"," ","0"
"2012","-5 points","All","Wales","Female","All","All","5","0"," ","0"
"2013","-5 points","All","Wales","Female","All","All","5","5"," ","0"
"2014","-5 points","All","Wales","Female","All","All","10","5"," ","0"
"2015","-5 points","All","Wales","Female","All","All","5","0"," ","0"
"2016","-5 points","All","Wales","Female","All","All","5","0"," ","0"
"2017","-5 points","All","Wales","Female","All","All","10","5"," ","0"
"2018","-5 points","All","Wales","Female","All","All","10","5"," ","0"
"2019","-5 points","All","Wales","Female","All","All","10","10"," ","0"
"2020","-5 points","All","Wales","Female","All","All","5","5"," ","0"
"2021","-5 points","All","Wales","Female","All","All","10","5"," ","0"
"2022","-5 points","All","Wales","Female","All","All","10","5"," ","0"
"2023","-5 points","All","Wales","Female","All","All","5","0"," ","0"
"2011","-6 points","All","Northern Ireland","Female","All","All","10","5"," ","0"
"2012","-6 points","All","Northern Ireland","Female","All","All","5","0"," ","0"
"2014","-6 points","All","Northern Ireland","Female","All","All","10","5"," ","0"
"2015","-6 points","All","Northern Ireland","Female","All","All","5","0"," ","0"
"2016","-6 points","All","Northern Ireland","Female","All","All","5","5"," ","0"
"2017","-6 points","All","Northern Ireland","Female","All","All","5","5"," ","0"
"2018","-6 points","All","Northern Ireland","Female","All","All","5","5"," ","0"
"2019","-6 points","All","Northern Ireland","Female","All","All","5","0"," ","0"
"2020","-6 points","All","Northern Ireland","Female","All","All","5","0"," ","0"
"2021","-6 points","All","Northern Ireland","Female","All","All","5","0"," ","0"
"2022","-6 points","All","Northern Ireland","Female","All","All","10","5"," ","0"
"2023","-6 points","All","Northern Ireland","Female","All","All","5","0"," ","0"
"2010","-6 points","All","England","Female","All","All","70","45","0.62","0"
"2011","-6 points","All","England","Female","All","All","100","60","0.61","0"
"2012","-6 points","All","England","Female","All","All","100","55","0.559","0"
"2013","-6 points","All","England","Female","All","All","110","65","0.586","0"
"2014","-6 points","All","England","Female","All","All","190","100","0.531","0"
"2015","-6 points","All","England","Female","All","All","185","100","0.538","0"
"2016","-6 points","All","England","Female","All","All","130","65","0.508","0"
"2017","-6 points","All","England","Female","All","All","125","60","0.5","0"
"2018","-6 points","All","England","Female","All","All","100","55","0.5640000000000001","0"
"2019","-6 points","All","England","Female","All","All","105","60","0.562","0"
"2020","-6 points","All","England","Female","All","All","50","40","0.731","0"
"2021","-6 points","All","England","Female","All","All","55","30","0.537","0"
"2022","-6 points","All","England","Female","All","All","135","50","0.376","0"
"2023","-6 points","All","England","Female","All","All","80","30","0.366","0"
"2010","-6 points","All","Wales","Female","All","All","5","5"," ","0"
"2011","-6 points","All","Wales","Female","All","All","5","0"," ","0"
"2012","-6 points","All","Wales","Female","All","All","10","0"," ","0"
"2013","-6 points","All","Wales","Female","All","All","5","0"," ","0"
"2014","-6 points","All","Wales","Female","All","All","5","5"," ","0"
"2015","-6 points","All","Wales","Female","All","All","10","5"," ","0"
"2017","-6 points","All","Wales","Female","All","All","5","5"," ","0"
"2018","-6 points","All","Wales","Female","All","All","10","5"," ","0"
"2019","-6 points","All","Wales","Female","All","All","5","5"," ","0"
"2021","-6 points","All","Wales","Female","All","All","5","0"," ","0"
"2022","-6 points","All","Wales","Female","All","All","5","0"," ","0"
"2010","Less than -6 points","All","Northern Ireland","Female","All","All","5","5"," ","0"
"2011","Less than -6 points","All","Northern Ireland","Female","All","All","10","5"," ","0"
"2012","Less than -6 points","All","Northern Ireland","Female","All","All","10","5"," ","0"
"2013","Less than -6 points","All","Northern Ireland","Female","All","All","10","10"," ","0"
"2014","Less than -6 points","All","Northern Ireland","Female","All","All","10","10"," ","0"
"2016","Less than -6 points","All","Northern Ireland","Female","All","All","15","10"," ","0"
"2017","Less than -6 points","All","Northern Ireland","Female","All","All","10","5"," ","0"
"2018","Less than -6 points","All","Northern Ireland","Female","All","All","5","5"," ","0"
"2019","Less than -6 points","All","Northern Ireland","Female","All","All","10","0"," ","0"
"2020","Less than -6 points","All","Northern Ireland","Female","All","All","5","5"," ","0"
"2021","Less than -6 points","All","Northern Ireland","Female","All","All","10","10"," ","0"
"2022","Less than -6 points","All","Northern Ireland","Female","All","All","15","5"," ","0"
"2023","Less than -6 points","All","Northern Ireland","Female","All","All","10","10"," ","0"
"2010","Less than -6 points","All","England","Female","All","All","105","75","0.6980000000000001","0"
"2011","Less than -6 points","All","England","Female","All","All","130","100","0.779","0"
"2012","Less than -6 points","All","England","Female","All","All","180","115","0.657","0"
"2013","Less than -6 points","All","England","Female","All","All","215","150","0.6950000000000001","0"
"2014","Less than -6 points","All","England","Female","All","All","290","195","0.682","5"
"2015","Less than -6 points","All","England","Female","All","All","405","270","0.665","0"
"2016","Less than -6 points","All","England","Female","All","All","270","160","0.602","0"
"2017","Less than -6 points","All","England","Female","All","All","275","185","0.663","0"
"2018","Less than -6 points","All","England","Female","All","All","285","185","0.652","5"
"2019","Less than -6 points","All","England","Female","All","All","270","170","0.62","0"
"2020","Less than -6 points","All","England","Female","All","All","130","100","0.754","5"
"2021","Less than -6 points","All","England","Female","All","All","130","85","0.656","5"
"2022","Less than -6 points","All","England","Female","All","All","255","135","0.529","0"
"2023","Less than -6 points","All","England","Female","All","All","115","60","0.5","5"
"2011","Less than -6 points","All","Wales","Female","All","All","10","10"," ","0"
"2012","Less than -6 points","All","Wales","Female","All","All","10","5"," ","0"
"2013","Less than -6 points","All","Wales","Female","All","All","5","5"," ","0"
"2014","Less than -6 points","All","Wales","Female","All","All","10","5"," ","0"
"2015","Less than -6 points","All","Wales","Female","All","All","20","15","0.682","0"
"2016","Less than -6 points","All","Wales","Female","All","All","5","5"," ","0"
"2017","Less than -6 points","All","Wales","Female","All","All","20","5"," ","0"
"2018","Less than -6 points","All","Wales","Female","All","All","10","5"," ","0"
"2019","Less than -6 points","All","Wales","Female","All","All","15","5"," ","0"
"2020","Less than -6 points","All","Wales","Female","All","All","10","5"," ","0"
"2021","Less than -6 points","All","Wales","Female","All","All","5","0"," ","0"
"2022","Less than -6 points","All","Wales","Female","All","All","10","5"," ","0"
"2023","Less than -6 points","All","Wales","Female","All","All","5","5"," ","0"
"2010","0 points","All","Northern Ireland","Male","All","All","95","75","0.796","0"
"2011","0 points","All","Northern Ireland","Male","All","All","115","80","0.6920000000000001","0"
"2012","0 points","All","Northern Ireland","Male","All","All","45","30","0.617","0"
"2013","0 points","All","Northern Ireland","Male","All","All","65","50","0.761","0"
"2014","0 points","All","Northern Ireland","Male","All","All","60","45","0.754","0"
"2015","0 points","All","Northern Ireland","Male","All","All","100","75","0.786","0"
"2016","0 points","All","Northern Ireland","Male","All","All","95","70","0.732","0"
"2017","0 points","All","Northern Ireland","Male","All","All","65","50","0.754","0"
"2018","0 points","All","Northern Ireland","Male","All","All","80","50","0.65","0"
"2019","0 points","All","Northern Ireland","Male","All","All","75","55","0.757","0"
"2020","0 points","All","Northern Ireland","Male","All","All","95","75","0.781","0"
"2021","0 points","All","Northern Ireland","Male","All","All","110","85","0.748","0"
"2022","0 points","All","Northern Ireland","Male","All","All","90","65","0.75","0"
"2023","0 points","All","Northern Ireland","Male","All","All","65","45","0.667","0"
"2010","0 points","All","England","Male","All","All","3475","2875","0.8270000000000001","5"
"2011","0 points","All","England","Male","All","All","3910","3335","0.852","5"
"2012","0 points","All","England","Male","All","All","1760","1490","0.847","0"
"2013","0 points","All","England","Male","All","All","2630","2325","0.883","0"
"2014","0 points","All","England","Male","All","All","3295","2860","0.869","0"
"2015","0 points","All","England","Male","All","All","3870","3400","0.878","0"
"2016","0 points","All","England","Male","All","All","3930","3465","0.882","0"
"2017","0 points","All","England","Male","All","All","3940","3420","0.868","0"
"2018","0 points","All","England","Male","All","All","3645","3205","0.879","0"
"2019","0 points","All","England","Male","All","All","3335","2935","0.88","0"
"2020","0 points","All","England","Male","All","All","3660","3270","0.893","0"
"2021","0 points","All","England","Male","All","All","4205","3665","0.872","0"
"2022","0 points","All","England","Male","All","All","3135","2580","0.8230000000000001","0"
"2023","0 points","All","England","Male","All","All","3040","2535","0.835","0"
"2010","0 points","All","Wales","Male","All","All","175","145","0.839","0"
"2011","0 points","All","Wales","Male","All","All","170","140","0.8240000000000001","0"
"2012","0 points","All","Wales","Male","All","All","70","60","0.8290000000000001","0"
"2013","0 points","All","Wales","Male","All","All","100","85","0.888","0"
"2014","0 points","All","Wales","Male","All","All","130","110","0.846","0"
"2015","0 points","All","Wales","Male","All","All","155","140","0.904","0"
"2016","0 points","All","Wales","Male","All","All","160","145","0.883","0"
"2017","0 points","All","Wales","Male","All","All","150","130","0.886","0"
"2018","0 points","All","Wales","Male","All","All","160","135","0.838","0"
"2019","0 points","All","Wales","Male","All","All","145","125","0.861","0"
"2020","0 points","All","Wales","Male","All","All","130","115","0.864","0"
"2021","0 points","All","Wales","Male","All","All","155","125","0.808","0"
"2022","0 points","All","Wales","Male","All","All","120","95","0.8150000000000001","0"
"2023","0 points","All","Wales","Male","All","All","130","95","0.744","0"
"2010","1 points","All","Northern Ireland","Male","All","All","60","50","0.847","0"
"2011","1 points","All","Northern Ireland","Male","All","All","45","35","0.733","0"
"2012","1 points","All","Northern Ireland","Male","All","All","35","30","0.879","0"
"2013","1 points","All","Northern Ireland","Male","All","All","40","30","0.667","0"
"2014","1 points","All","Northern Ireland","Male","All","All","30","25","0.793","0"
"2015","1 points","All","Northern Ireland","Male","All","All","55","40","0.736","0"
"2016","1 points","All","Northern Ireland","Male","All","All","50","40","0.784","0"
"2017","1 points","All","Northern Ireland","Male","All","All","55","45","0.8180000000000001","0"
"2018","1 points","All","Northern Ireland","Male","All","All","60","45","0.793","0"
