"Year","Age group","Individual age group","Domicile","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2019","30 - 34","31","Not EU","Male","300","105","0.343"
"2020","30 - 34","31","Not EU","Male","255","95","0.365"
"2021","30 - 34","31","Not EU","Male","345","110","0.325"
"2022","30 - 34","31","Not EU","Male","600","185","0.305"
"2023","30 - 34","31","Not EU","Male","680","225","0.328"
"2006","30 - 34","32","Not EU","Male","475","195","0.40800000000000003"
"2007","30 - 34","32","Not EU","Male","495","205","0.41400000000000003"
"2008","30 - 34","32","Not EU","Male","445","170","0.382"
"2009","30 - 34","32","Not EU","Male","380","145","0.384"
"2010","30 - 34","32","Not EU","Male","365","135","0.373"
"2011","30 - 34","32","Not EU","Male","345","130","0.383"
"2012","30 - 34","32","Not EU","Male","295","95","0.319"
"2013","30 - 34","32","Not EU","Male","275","95","0.34900000000000003"
"2014","30 - 34","32","Not EU","Male","280","100","0.35000000000000003"
"2015","30 - 34","32","Not EU","Male","230","75","0.335"
"2016","30 - 34","32","Not EU","Male","250","95","0.376"
"2017","30 - 34","32","Not EU","Male","180","70","0.389"
"2018","30 - 34","32","Not EU","Male","230","70","0.3"
"2019","30 - 34","32","Not EU","Male","185","75","0.4"
"2020","30 - 34","32","Not EU","Male","225","85","0.378"
"2021","30 - 34","32","Not EU","Male","355","135","0.383"
"2022","30 - 34","32","Not EU","Male","465","155","0.333"
"2023","30 - 34","32","Not EU","Male","620","170","0.271"
"2006","30 - 34","33","Not EU","Male","430","180","0.423"
"2007","30 - 34","33","Not EU","Male","380","145","0.382"
"2008","30 - 34","33","Not EU","Male","265","140","0.528"
"2009","30 - 34","33","Not EU","Male","255","110","0.435"
"2010","30 - 34","33","Not EU","Male","375","160","0.421"
"2011","30 - 34","33","Not EU","Male","220","65","0.305"
"2012","30 - 34","33","Not EU","Male","200","65","0.32"
"2013","30 - 34","33","Not EU","Male","235","70","0.289"
"2014","30 - 34","33","Not EU","Male","205","55","0.268"
"2015","30 - 34","33","Not EU","Male","225","80","0.35100000000000003"
"2016","30 - 34","33","Not EU","Male","195","65","0.323"
"2017","30 - 34","33","Not EU","Male","190","55","0.3"
"2018","30 - 34","33","Not EU","Male","165","40","0.248"
"2019","30 - 34","33","Not EU","Male","230","85","0.361"
"2020","30 - 34","33","Not EU","Male","215","80","0.377"
"2021","30 - 34","33","Not EU","Male","340","105","0.315"
"2022","30 - 34","33","Not EU","Male","485","150","0.307"
"2023","30 - 34","33","Not EU","Male","475","165","0.34900000000000003"
"2006","30 - 34","34","Not EU","Male","415","180","0.434"
"2007","30 - 34","34","Not EU","Male","325","165","0.505"
"2008","30 - 34","34","Not EU","Male","220","75","0.34500000000000003"
"2009","30 - 34","34","Not EU","Male","220","90","0.41400000000000003"
"2010","30 - 34","34","Not EU","Male","215","90","0.419"
"2011","30 - 34","34","Not EU","Male","240","80","0.329"
"2012","30 - 34","34","Not EU","Male","195","70","0.354"
"2013","30 - 34","34","Not EU","Male","160","60","0.388"
"2014","30 - 34","34","Not EU","Male","220","70","0.323"
"2015","30 - 34","34","Not EU","Male","130","60","0.446"
"2016","30 - 34","34","Not EU","Male","160","55","0.356"
"2017","30 - 34","34","Not EU","Male","160","55","0.338"
"2018","30 - 34","34","Not EU","Male","135","55","0.393"
"2019","30 - 34","34","Not EU","Male","160","65","0.4"
"2020","30 - 34","34","Not EU","Male","235","100","0.43"
"2021","30 - 34","34","Not EU","Male","280","80","0.289"
"2022","30 - 34","34","Not EU","Male","485","140","0.28500000000000003"
"2023","30 - 34","34","Not EU","Male","405","110","0.277"
"2006","35 and over","35","Not EU","Male","280","135","0.47900000000000004"
"2007","35 and over","35","Not EU","Male","270","130","0.47400000000000003"
"2008","35 and over","35","Not EU","Male","260","120","0.465"
"2009","35 and over","35","Not EU","Male","225","85","0.387"
"2010","35 and over","35","Not EU","Male","230","90","0.387"
"2011","35 and over","35","Not EU","Male","170","65","0.394"
"2012","35 and over","35","Not EU","Male","200","65","0.325"
"2013","35 and over","35","Not EU","Male","150","45","0.293"
"2014","35 and over","35","Not EU","Male","135","45","0.341"
"2015","35 and over","35","Not EU","Male","170","70","0.406"
"2016","35 and over","35","Not EU","Male","145","40","0.28300000000000003"
"2017","35 and over","35","Not EU","Male","135","40","0.311"
"2018","35 and over","35","Not EU","Male","125","45","0.376"
"2019","35 and over","35","Not EU","Male","135","50","0.378"
"2020","35 and over","35","Not EU","Male","175","70","0.394"
"2021","35 and over","35","Not EU","Male","275","85","0.302"
"2022","35 and over","35","Not EU","Male","320","105","0.322"
"2023","35 and over","35","Not EU","Male","365","80","0.214"
"2006","35 and over","36","Not EU","Male","275","100","0.367"
"2007","35 and over","36","Not EU","Male","190","100","0.521"
"2008","35 and over","36","Not EU","Male","200","90","0.455"
"2009","35 and over","36","Not EU","Male","165","60","0.358"
"2010","35 and over","36","Not EU","Male","200","80","0.4"
"2011","35 and over","36","Not EU","Male","140","60","0.421"
"2012","35 and over","36","Not EU","Male","150","55","0.36"
"2013","35 and over","36","Not EU","Male","125","40","0.304"
"2014","35 and over","36","Not EU","Male","140","55","0.4"
"2015","35 and over","36","Not EU","Male","115","45","0.391"
"2016","35 and over","36","Not EU","Male","90","35","0.367"
"2017","35 and over","36","Not EU","Male","105","45","0.429"
"2018","35 and over","36","Not EU","Male","90","25","0.278"
"2019","35 and over","36","Not EU","Male","145","45","0.324"
"2020","35 and over","36","Not EU","Male","125","35","0.28800000000000003"
"2021","35 and over","36","Not EU","Male","180","55","0.311"
"2022","35 and over","36","Not EU","Male","385","120","0.309"
"2023","35 and over","36","Not EU","Male","330","85","0.264"
"2006","35 and over","37","Not EU","Male","220","90","0.4"
"2007","35 and over","37","Not EU","Male","160","60","0.363"
"2008","35 and over","37","Not EU","Male","125","60","0.47200000000000003"
"2009","35 and over","37","Not EU","Male","150","55","0.373"
"2010","35 and over","37","Not EU","Male","135","55","0.393"
"2011","35 and over","37","Not EU","Male","110","40","0.34500000000000003"
"2012","35 and over","37","Not EU","Male","115","30","0.261"
"2013","35 and over","37","Not EU","Male","120","40","0.35000000000000003"
"2014","35 and over","37","Not EU","Male","100","35","0.36"
"2015","35 and over","37","Not EU","Male","75","15","0.187"
"2016","35 and over","37","Not EU","Male","85","25","0.306"
"2017","35 and over","37","Not EU","Male","100","30","0.3"
"2018","35 and over","37","Not EU","Male","140","50","0.371"
"2019","35 and over","37","Not EU","Male","105","35","0.333"
"2020","35 and over","37","Not EU","Male","140","55","0.379"
"2021","35 and over","37","Not EU","Male","185","50","0.27"
"2022","35 and over","37","Not EU","Male","280","80","0.28200000000000003"
"2023","35 and over","37","Not EU","Male","240","70","0.28800000000000003"
"2006","35 and over","38","Not EU","Male","145","55","0.372"
"2007","35 and over","38","Not EU","Male","140","70","0.486"
"2008","35 and over","38","Not EU","Male","145","55","0.393"
"2009","35 and over","38","Not EU","Male","135","35","0.274"
"2010","35 and over","38","Not EU","Male","100","35","0.35000000000000003"
"2011","35 and over","38","Not EU","Male","75","25","0.36"
"2012","35 and over","38","Not EU","Male","115","30","0.27"
"2013","35 and over","38","Not EU","Male","105","30","0.267"
"2014","35 and over","38","Not EU","Male","95","35","0.389"
"2015","35 and over","38","Not EU","Male","50","15","0.3"
"2016","35 and over","38","Not EU","Male","75","35","0.453"
"2017","35 and over","38","Not EU","Male","60","30","0.5"
"2018","35 and over","38","Not EU","Male","90","25","0.267"
"2019","35 and over","38","Not EU","Male","75","20","0.28"
"2020","35 and over","38","Not EU","Male","70","25","0.329"
"2021","35 and over","38","Not EU","Male","155","30","0.20600000000000002"
"2022","35 and over","38","Not EU","Male","300","75","0.25"
"2023","35 and over","38","Not EU","Male","230","50","0.213"
"2006","35 and over","39","Not EU","Male","95","40","0.4"
"2007","35 and over","39","Not EU","Male","185","85","0.47000000000000003"
"2008","35 and over","39","Not EU","Male","110","45","0.418"
"2009","35 and over","39","Not EU","Male","115","45","0.374"
"2010","35 and over","39","Not EU","Male","120","35","0.275"
"2011","35 and over","39","Not EU","Male","60","25","0.383"
"2012","35 and over","39","Not EU","Male","70","30","0.4"
"2013","35 and over","39","Not EU","Male","60","25","0.417"
"2014","35 and over","39","Not EU","Male","65","35","0.508"
"2015","35 and over","39","Not EU","Male","45","10","0.222"
"2016","35 and over","39","Not EU","Male","60","20","0.35000000000000003"
"2017","35 and over","39","Not EU","Male","65","30","0.431"
"2018","35 and over","39","Not EU","Male","60","15","0.25"
"2019","35 and over","39","Not EU","Male","65","20","0.338"
"2020","35 and over","39","Not EU","Male","80","30","0.4"
"2021","35 and over","39","Not EU","Male","125","35","0.28800000000000003"
"2022","35 and over","39","Not EU","Male","265","80","0.294"
"2023","35 and over","39","Not EU","Male","175","50","0.274"
"2006","35 and over","40","Not EU","Male","100","35","0.33"
"2007","35 and over","40","Not EU","Male","105","50","0.486"
"2008","35 and over","40","Not EU","Male","110","50","0.436"
"2009","35 and over","40","Not EU","Male","85","35","0.424"
"2010","35 and over","40","Not EU","Male","85","20","0.247"
"2011","35 and over","40","Not EU","Male","80","35","0.425"
"2012","35 and over","40","Not EU","Male","80","20","0.23700000000000002"
"2013","35 and over","40","Not EU","Male","70","20","0.314"
"2014","35 and over","40","Not EU","Male","70","20","0.271"
"2015","35 and over","40","Not EU","Male","50","25","0.5"
"2016","35 and over","40","Not EU","Male","40","15","0.375"
"2017","35 and over","40","Not EU","Male","40","15","0.4"
"2018","35 and over","40","Not EU","Male","45","15","0.356"
"2019","35 and over","40","Not EU","Male","85","25","0.318"
"2020","35 and over","40","Not EU","Male","110","35","0.327"
"2021","35 and over","40","Not EU","Male","100","30","0.32"
"2022","35 and over","40","Not EU","Male","150","45","0.313"
"2023","35 and over","40","Not EU","Male","150","35","0.24"
"2006","35 and over","41","Not EU","Male","115","55","0.47800000000000004"
"2007","35 and over","41","Not EU","Male","100","40","0.42"
"2008","35 and over","41","Not EU","Male","40","10","0.275"
"2009","35 and over","41","Not EU","Male","80","40","0.47500000000000003"
"2010","35 and over","41","Not EU","Male","65","25","0.4"
"2011","35 and over","41","Not EU","Male","70","30","0.443"
"2012","35 and over","41","Not EU","Male","70","25","0.329"
"2013","35 and over","41","Not EU","Male","40","10","0.3"
"2014","35 and over","41","Not EU","Male","55","30","0.527"
"2015","35 and over","41","Not EU","Male","50","10","0.22"
"2016","35 and over","41","Not EU","Male","40","15","0.4"
"2017","35 and over","41","Not EU","Male","35","5"," "
"2018","35 and over","41","Not EU","Male","25","5"," "
"2019","35 and over","41","Not EU","Male","75","20","0.253"
"2020","35 and over","41","Not EU","Male","70","20","0.257"
"2021","35 and over","41","Not EU","Male","100","25","0.25"
"2022","35 and over","41","Not EU","Male","110","35","0.336"
"2023","35 and over","41","Not EU","Male","115","35","0.296"
"2006","35 and over","42","Not EU","Male","75","35","0.44"
"2007","35 and over","42","Not EU","Male","80","20","0.275"
"2008","35 and over","42","Not EU","Male","90","45","0.489"
"2009","35 and over","42","Not EU","Male","40","20","0.55"
"2010","35 and over","42","Not EU","Male","40","15","0.375"
"2011","35 and over","42","Not EU","Male","85","35","0.41200000000000003"
"2012","35 and over","42","Not EU","Male","40","10","0.3"
"2013","35 and over","42","Not EU","Male","20","5"," "
"2014","35 and over","42","Not EU","Male","35","10"," "
"2015","35 and over","42","Not EU","Male","20","10"," "
"2016","35 and over","42","Not EU","Male","35","5"," "
"2017","35 and over","42","Not EU","Male","40","10","0.25"
"2018","35 and over","42","Not EU","Male","60","20","0.333"
"2019","35 and over","42","Not EU","Male","35","10","0.28600000000000003"
"2020","35 and over","42","Not EU","Male","60","25","0.433"
"2021","35 and over","42","Not EU","Male","110","30","0.255"
"2022","35 and over","42","Not EU","Male","160","45","0.294"
"2023","35 and over","42","Not EU","Male","145","35","0.255"
"2006","35 and over","43","Not EU","Male","55","15","0.255"
"2007","35 and over","43","Not EU","Male","45","25","0.533"
"2008","35 and over","43","Not EU","Male","40","15","0.4"
"2009","35 and over","43","Not EU","Male","50","20","0.36"
"2010","35 and over","43","Not EU","Male","25","5"," "
"2011","35 and over","43","Not EU","Male","60","25","0.383"
"2012","35 and over","43","Not EU","Male","55","15","0.291"
"2013","35 and over","43","Not EU","Male","50","20","0.36"
"2014","35 and over","43","Not EU","Male","50","15","0.26"
"2015","35 and over","43","Not EU","Male","40","10","0.3"
"2016","35 and over","43","Not EU","Male","35","15","0.429"
"2017","35 and over","43","Not EU","Male","30","5"," "
"2018","35 and over","43","Not EU","Male","30","5"," "
"2019","35 and over","43","Not EU","Male","50","25","0.46"
"2020","35 and over","43","Not EU","Male","65","20","0.292"
"2021","35 and over","43","Not EU","Male","65","20","0.338"
"2022","35 and over","43","Not EU","Male","80","20","0.23700000000000002"
"2023","35 and over","43","Not EU","Male","130","35","0.28500000000000003"
"2006","35 and over","44","Not EU","Male","50","15","0.26"
"2007","35 and over","44","Not EU","Male","40","10"," "
"2008","35 and over","44","Not EU","Male","35","15","0.4"
"2009","35 and over","44","Not EU","Male","45","20","0.444"
"2010","35 and over","44","Not EU","Male","40","5"," "
"2011","35 and over","44","Not EU","Male","25","10","0.4"
"2012","35 and over","44","Not EU","Male","30","15","0.5"
"2013","35 and over","44","Not EU","Male","55","15","0.273"
"2014","35 and over","44","Not EU","Male","25","10","0.4"
"2015","35 and over","44","Not EU","Male","40","5"," "
"2016","35 and over","44","Not EU","Male","20","5"," "
"2017","35 and over","44","Not EU","Male","50","5"," "
"2018","35 and over","44","Not EU","Male","45","20","0.4"
"2019","35 and over","44","Not EU","Male","25","10"," "
"2020","35 and over","44","Not EU","Male","40","10"," "
"2021","35 and over","44","Not EU","Male","45","20","0.422"
"2022","35 and over","44","Not EU","Male","100","15","0.16"
"2023","35 and over","44","Not EU","Male","65","15","0.246"
"2006","35 and over","45","Not EU","Male","35","15","0.457"
"2007","35 and over","45","Not EU","Male","15","5"," "
"2008","35 and over","45","Not EU","Male","65","20","0.338"
"2009","35 and over","45","Not EU","Male","40","15","0.375"
"2010","35 and over","45","Not EU","Male","60","20","0.317"
"2011","35 and over","45","Not EU","Male","25","10","0.4"
"2012","35 and over","45","Not EU","Male","10","5"," "
"2013","35 and over","45","Not EU","Male","30","10","0.4"
"2014","35 and over","45","Not EU","Male","40","10","0.3"
"2015","35 and over","45","Not EU","Male","25","5"," "
"2016","35 and over","45","Not EU","Male","30","10","0.4"
"2017","35 and over","45","Not EU","Male","20","10","0.55"
