"Year","Subject group HECoS","Detailed subject group HECoS","Age group","Domicile","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","All","Wales","All","65","45","0.712"
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","All","Wales","All","65","45","0.681"
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","All","Wales","All","55","40","0.714"
"2022","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","All","Wales","All","95","60","0.608"
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","All","Wales","All","95","55","0.556"
"2019","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","All","Wales","All","200","165","0.8300000000000001"
"2020","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","All","Wales","All","210","180","0.866"
"2021","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","All","Wales","All","200","170","0.855"
"2022","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","All","Wales","All","225","185","0.8240000000000001"
"2023","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","All","Wales","All","190","160","0.85"
"2019","(CAH10) engineering and technology","(CAH10-03-02) materials technology","All","Wales","All","30","25","0.783"
"2020","(CAH10) engineering and technology","(CAH10-03-02) materials technology","All","Wales","All","50","45","0.87"
"2021","(CAH10) engineering and technology","(CAH10-03-02) materials technology","All","Wales","All","35","30","0.874"
"2022","(CAH10) engineering and technology","(CAH10-03-02) materials technology","All","Wales","All","15","15","0.9390000000000001"
"2023","(CAH10) engineering and technology","(CAH10-03-02) materials technology","All","Wales","All","20","15","0.845"
"2019","(CAH10) engineering and technology","(CAH10-03-06) others in technology","All","Wales","All","110","90","0.8"
"2020","(CAH10) engineering and technology","(CAH10-03-06) others in technology","All","Wales","All","115","85","0.746"
"2021","(CAH10) engineering and technology","(CAH10-03-06) others in technology","All","Wales","All","125","105","0.842"
"2022","(CAH10) engineering and technology","(CAH10-03-06) others in technology","All","Wales","All","125","105","0.847"
"2023","(CAH10) engineering and technology","(CAH10-03-06) others in technology","All","Wales","All","125","100","0.807"
"2019","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","All","Wales","All","265","240","0.911"
"2020","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","All","Wales","All","330","290","0.877"
"2021","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","All","Wales","All","395","340","0.865"
"2022","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","All","Wales","All","385","335","0.874"
"2023","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","All","Wales","All","380","320","0.836"
"2019","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","All","Wales","All","595","465","0.782"
"2020","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","All","Wales","All","590","450","0.767"
"2021","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","All","Wales","All","665","525","0.789"
"2022","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","All","Wales","All","745","565","0.759"
"2023","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","All","Wales","All","705","540","0.765"
"2019","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","All","Wales","All","530","430","0.809"
"2020","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","All","Wales","All","535","425","0.792"
"2021","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","All","Wales","All","585","450","0.771"
"2022","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","All","Wales","All","685","515","0.749"
"2023","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","All","Wales","All","575","415","0.725"
"2019","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","All","Wales","All","640","550","0.859"
"2020","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","All","Wales","All","700","620","0.883"
"2021","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","All","Wales","All","795","660","0.833"
"2022","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","All","Wales","All","685","565","0.8250000000000001"
"2023","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","All","Wales","All","575","480","0.8320000000000001"
"2020","(CAH10) engineering and technology","(CAH10-03-05) biotechnology","All","Wales","All","10","10"," "
"2021","(CAH10) engineering and technology","(CAH10-03-05) biotechnology","All","Wales","All","5","5"," "
"2022","(CAH10) engineering and technology","(CAH10-03-05) biotechnology","All","Wales","All","15","10","0.707"
"2023","(CAH10) engineering and technology","(CAH10-03-05) biotechnology","All","Wales","All","15","10","0.78"
"2019","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","All","Wales","All","290","245","0.844"
"2020","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","All","Wales","All","285","245","0.867"
"2021","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","All","Wales","All","290","250","0.865"
"2022","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","All","Wales","All","230","200","0.876"
"2023","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","All","Wales","All","200","170","0.858"
"2019","(CAH10) engineering and technology","(CAH10-03-03) polymers and textiles","All","Wales","All","5","5"," "
"2020","(CAH10) engineering and technology","(CAH10-03-03) polymers and textiles","All","Wales","All","5","5"," "
"2021","(CAH10) engineering and technology","(CAH10-03-03) polymers and textiles","All","Wales","All","5","5"," "
"2022","(CAH10) engineering and technology","(CAH10-03-03) polymers and textiles","All","Wales","All","10","10"," "
"2023","(CAH10) engineering and technology","(CAH10-03-03) polymers and textiles","All","Wales","All","15","10","0.8170000000000001"
"2019","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","All","Wales","All","440","320","0.726"
"2020","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","All","Wales","All","390","275","0.709"
"2021","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","All","Wales","All","445","335","0.758"
"2022","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","All","Wales","All","425","295","0.6950000000000001"
"2023","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","All","Wales","All","380","255","0.669"
"2021","(CAH10) engineering and technology","(CAH10-01-10) others in engineering","All","Wales","All","5","5"," "
"2022","(CAH10) engineering and technology","(CAH10-01-10) others in engineering","All","Wales","All","5","0"," "
"2019","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","All","Wales","All","1015","825","0.8140000000000001"
"2020","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","All","Wales","All","1010","840","0.833"
"2021","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","All","Wales","All","1065","835","0.785"
"2022","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","All","Wales","All","1225","945","0.773"
"2023","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","All","Wales","All","1025","810","0.791"
"2019","(CAH10) engineering and technology","(CAH10-03-04) maritime technology","All","Wales","All","5","5"," "
"2020","(CAH10) engineering and technology","(CAH10-03-04) maritime technology","All","Wales","All","10","10"," "
"2021","(CAH10) engineering and technology","(CAH10-03-04) maritime technology","All","Wales","All","5","5"," "
"2022","(CAH10) engineering and technology","(CAH10-03-04) maritime technology","All","Wales","All","15","10","0.77"
"2023","(CAH10) engineering and technology","(CAH10-03-04) maritime technology","All","Wales","All","5","5"," "
"2020","(CAH10) engineering and technology","(CAH10-01-05) naval architecture","All","Wales","All","5","5"," "
"2021","(CAH10) engineering and technology","(CAH10-01-05) naval architecture","All","Wales","All","5","0"," "
"2022","(CAH10) engineering and technology","(CAH10-01-05) naval architecture","All","Wales","All","5","5"," "
"2019","(CAH10) engineering and technology","(CAH10-03-07) materials science","All","Wales","All","15","5"," "
"2020","(CAH10) engineering and technology","(CAH10-03-07) materials science","All","Wales","All","35","15","0.48"
"2021","(CAH10) engineering and technology","(CAH10-03-07) materials science","All","Wales","All","20","15","0.632"
"2022","(CAH10) engineering and technology","(CAH10-03-07) materials science","All","Wales","All","15","5"," "
"2023","(CAH10) engineering and technology","(CAH10-03-07) materials science","All","Wales","All","10","5"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-06-03) ophthalmics","All","Wales","All","210","115","0.557"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-03) ophthalmics","All","Wales","All","225","130","0.587"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-03) ophthalmics","All","Wales","All","205","130","0.629"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-03) ophthalmics","All","Wales","All","285","150","0.526"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-03) ophthalmics","All","Wales","All","310","195","0.629"
"2019","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","All","Wales","All","210","160","0.772"
"2020","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","All","Wales","All","235","180","0.764"
"2021","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","All","Wales","All","280","210","0.752"
"2022","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","All","Wales","All","265","160","0.605"
"2023","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","All","Wales","All","285","170","0.605"
"2019","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","All","Wales","All","440","220","0.5"
"2020","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","All","Wales","All","480","225","0.47300000000000003"
"2021","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","All","Wales","All","750","355","0.47100000000000003"
"2022","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","All","Wales","All","605","255","0.418"
"2023","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","All","Wales","All","510","220","0.426"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","All","Wales","All","145","95","0.663"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","All","Wales","All","155","105","0.665"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","All","Wales","All","175","125","0.715"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","All","Wales","All","165","120","0.721"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","All","Wales","All","130","95","0.74"
