"Year","Age group","Individual age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2021","30 - 34","30","Not EU","Female","Main scheme applicant","All","145","55","0.375","0"
"2022","30 - 34","30","Not EU","Female","Main scheme applicant","All","235","50","0.219","0"
"2023","30 - 34","30","Not EU","Female","Main scheme applicant","All","220","60","0.279","0"
"2006","30 - 34","31","Not EU","Female","Main scheme applicant","All","90","40","0.418","0"
"2007","30 - 34","31","Not EU","Female","Main scheme applicant","All","85","30","0.376","0"
"2008","30 - 34","31","Not EU","Female","Main scheme applicant","All","65","35","0.515","0"
"2009","30 - 34","31","Not EU","Female","Main scheme applicant","All","90","30","0.33","0"
"2010","30 - 34","31","Not EU","Female","Main scheme applicant","All","70","30","0.394","0"
"2011","30 - 34","31","Not EU","Female","Main scheme applicant","All","85","35","0.429","0"
"2012","30 - 34","31","Not EU","Female","Main scheme applicant","All","75","30","0.397","0"
"2013","30 - 34","31","Not EU","Female","Main scheme applicant","All","85","35","0.398","0"
"2014","30 - 34","31","Not EU","Female","Main scheme applicant","All","65","25","0.358","0"
"2015","30 - 34","31","Not EU","Female","Main scheme applicant","All","90","20","0.25","0"
"2016","30 - 34","31","Not EU","Female","Main scheme applicant","All","75","20","0.25","0"
"2017","30 - 34","31","Not EU","Female","Main scheme applicant","All","90","25","0.272","0"
"2018","30 - 34","31","Not EU","Female","Main scheme applicant","All","70","25","0.329","0"
"2019","30 - 34","31","Not EU","Female","Main scheme applicant","All","80","25","0.313","0"
"2020","30 - 34","31","Not EU","Female","Main scheme applicant","All","105","25","0.24","0"
"2021","30 - 34","31","Not EU","Female","Main scheme applicant","All","165","50","0.293","0"
"2022","30 - 34","31","Not EU","Female","Main scheme applicant","All","210","50","0.248","0"
"2023","30 - 34","31","Not EU","Female","Main scheme applicant","All","210","40","0.19","0"
"2006","30 - 34","32","Not EU","Female","Main scheme applicant","All","75","35","0.507","0"
"2007","30 - 34","32","Not EU","Female","Main scheme applicant","All","75","25","0.365","0"
"2008","30 - 34","32","Not EU","Female","Main scheme applicant","All","60","30","0.483","0"
"2009","30 - 34","32","Not EU","Female","Main scheme applicant","All","75","30","0.384","0"
"2010","30 - 34","32","Not EU","Female","Main scheme applicant","All","75","25","0.355","0"
"2011","30 - 34","32","Not EU","Female","Main scheme applicant","All","65","20","0.273","0"
"2012","30 - 34","32","Not EU","Female","Main scheme applicant","All","65","20","0.328","0"
"2013","30 - 34","32","Not EU","Female","Main scheme applicant","All","50","15","0.327","0"
"2014","30 - 34","32","Not EU","Female","Main scheme applicant","All","75","25","0.311","0"
"2015","30 - 34","32","Not EU","Female","Main scheme applicant","All","55","25","0.404","0"
"2016","30 - 34","32","Not EU","Female","Main scheme applicant","All","50","15","0.28800000000000003","0"
"2017","30 - 34","32","Not EU","Female","Main scheme applicant","All","75","20","0.267","0"
"2018","30 - 34","32","Not EU","Female","Main scheme applicant","All","65","15","0.258","0"
"2019","30 - 34","32","Not EU","Female","Main scheme applicant","All","65","20","0.292","0"
"2020","30 - 34","32","Not EU","Female","Main scheme applicant","All","95","30","0.33","0"
"2021","30 - 34","32","Not EU","Female","Main scheme applicant","All","150","35","0.233","0"
"2022","30 - 34","32","Not EU","Female","Main scheme applicant","All","200","40","0.201","0"
"2023","30 - 34","32","Not EU","Female","Main scheme applicant","All","175","40","0.227","0"
"2006","30 - 34","33","Not EU","Female","Main scheme applicant","All","70","35","0.5","0"
"2007","30 - 34","33","Not EU","Female","Main scheme applicant","All","60","25","0.403","0"
"2008","30 - 34","33","Not EU","Female","Main scheme applicant","All","60","25","0.443","0"
"2009","30 - 34","33","Not EU","Female","Main scheme applicant","All","65","20","0.303","0"
"2010","30 - 34","33","Not EU","Female","Main scheme applicant","All","50","15","0.275","0"
"2011","30 - 34","33","Not EU","Female","Main scheme applicant","All","70","20","0.309","0"
"2012","30 - 34","33","Not EU","Female","Main scheme applicant","All","55","15","0.278","0"
"2013","30 - 34","33","Not EU","Female","Main scheme applicant","All","60","20","0.29","0"
"2014","30 - 34","33","Not EU","Female","Main scheme applicant","All","45","15","0.372","0"
"2015","30 - 34","33","Not EU","Female","Main scheme applicant","All","50","20","0.353","0"
"2016","30 - 34","33","Not EU","Female","Main scheme applicant","All","55","15","0.278","0"
"2017","30 - 34","33","Not EU","Female","Main scheme applicant","All","60","20","0.305","0"
"2018","30 - 34","33","Not EU","Female","Main scheme applicant","All","70","15","0.25","0"
"2019","30 - 34","33","Not EU","Female","Main scheme applicant","All","55","20","0.327","0"
"2020","30 - 34","33","Not EU","Female","Main scheme applicant","All","90","30","0.322","0"
"2021","30 - 34","33","Not EU","Female","Main scheme applicant","All","135","25","0.194","0"
"2022","30 - 34","33","Not EU","Female","Main scheme applicant","All","195","50","0.25","0"
"2023","30 - 34","33","Not EU","Female","Main scheme applicant","All","170","45","0.271","0"
"2006","30 - 34","34","Not EU","Female","Main scheme applicant","All","45","20","0.489","0"
"2007","30 - 34","34","Not EU","Female","Main scheme applicant","All","50","25","0.46900000000000003","0"
"2008","30 - 34","34","Not EU","Female","Main scheme applicant","All","50","25","0.451","0"
"2009","30 - 34","34","Not EU","Female","Main scheme applicant","All","50","20","0.392","0"
"2010","30 - 34","34","Not EU","Female","Main scheme applicant","All","55","15","0.309","0"
"2011","30 - 34","34","Not EU","Female","Main scheme applicant","All","50","15","0.327","0"
"2012","30 - 34","34","Not EU","Female","Main scheme applicant","All","35","10"," ","0"
"2013","30 - 34","34","Not EU","Female","Main scheme applicant","All","40","15","0.31","0"
"2014","30 - 34","34","Not EU","Female","Main scheme applicant","All","35","10","0.27","0"
"2015","30 - 34","34","Not EU","Female","Main scheme applicant","All","45","15","0.362","0"
"2016","30 - 34","34","Not EU","Female","Main scheme applicant","All","35","10","0.324","0"
"2017","30 - 34","34","Not EU","Female","Main scheme applicant","All","50","15","0.327","0"
"2018","30 - 34","34","Not EU","Female","Main scheme applicant","All","45","15","0.28300000000000003","0"
"2019","30 - 34","34","Not EU","Female","Main scheme applicant","All","55","15","0.28600000000000003","0"
"2020","30 - 34","34","Not EU","Female","Main scheme applicant","All","80","25","0.305","0"
"2021","30 - 34","34","Not EU","Female","Main scheme applicant","All","110","30","0.28200000000000003","0"
"2022","30 - 34","34","Not EU","Female","Main scheme applicant","All","155","35","0.224","0"
"2023","30 - 34","34","Not EU","Female","Main scheme applicant","All","125","20","0.169","0"
"2006","35 and over","35","Not EU","Female","Main scheme applicant","All","50","30","0.5710000000000001","0"
"2007","35 and over","35","Not EU","Female","Main scheme applicant","All","40","25","0.5710000000000001","0"
"2008","35 and over","35","Not EU","Female","Main scheme applicant","All","45","20","0.426","0"
"2009","35 and over","35","Not EU","Female","Main scheme applicant","All","35","15","0.47100000000000003","0"
"2010","35 and over","35","Not EU","Female","Main scheme applicant","All","45","15","0.304","0"
"2011","35 and over","35","Not EU","Female","Main scheme applicant","All","40","15","0.325","0"
"2012","35 and over","35","Not EU","Female","Main scheme applicant","All","50","10","0.229","0"
"2013","35 and over","35","Not EU","Female","Main scheme applicant","All","35","10","0.303","0"
"2014","35 and over","35","Not EU","Female","Main scheme applicant","All","35","10","0.333","0"
"2015","35 and over","35","Not EU","Female","Main scheme applicant","All","35","5"," ","0"
"2016","35 and over","35","Not EU","Female","Main scheme applicant","All","45","10","0.25","0"
"2017","35 and over","35","Not EU","Female","Main scheme applicant","All","35","5"," ","0"
"2018","35 and over","35","Not EU","Female","Main scheme applicant","All","40","15","0.341","0"
"2019","35 and over","35","Not EU","Female","Main scheme applicant","All","60","15","0.241","0"
"2020","35 and over","35","Not EU","Female","Main scheme applicant","All","70","20","0.278","0"
"2021","35 and over","35","Not EU","Female","Main scheme applicant","All","115","25","0.214","0"
"2022","35 and over","35","Not EU","Female","Main scheme applicant","All","145","35","0.252","0"
"2023","35 and over","35","Not EU","Female","Main scheme applicant","All","105","25","0.215","0"
"2006","35 and over","36","Not EU","Female","Main scheme applicant","All","35","20","0.514","0"
"2007","35 and over","36","Not EU","Female","Main scheme applicant","All","35","15","0.485","0"
"2008","35 and over","36","Not EU","Female","Main scheme applicant","All","40","15","0.4","0"
"2009","35 and over","36","Not EU","Female","Main scheme applicant","All","30","10"," ","0"
"2010","35 and over","36","Not EU","Female","Main scheme applicant","All","35","10","0.333","0"
"2011","35 and over","36","Not EU","Female","Main scheme applicant","All","35","15","0.441","0"
"2012","35 and over","36","Not EU","Female","Main scheme applicant","All","30","10","0.34500000000000003","0"
"2013","35 and over","36","Not EU","Female","Main scheme applicant","All","30","10"," ","0"
"2014","35 and over","36","Not EU","Female","Main scheme applicant","All","30","10","0.313","0"
"2015","35 and over","36","Not EU","Female","Main scheme applicant","All","25","5"," ","0"
"2016","35 and over","36","Not EU","Female","Main scheme applicant","All","40","10","0.293","0"
"2017","35 and over","36","Not EU","Female","Main scheme applicant","All","35","10"," ","0"
"2018","35 and over","36","Not EU","Female","Main scheme applicant","All","30","10","0.379","0"
"2019","35 and over","36","Not EU","Female","Main scheme applicant","All","45","15","0.34800000000000003","0"
"2020","35 and over","36","Not EU","Female","Main scheme applicant","All","55","20","0.393","0"
"2021","35 and over","36","Not EU","Female","Main scheme applicant","All","105","15","0.151","0"
"2022","35 and over","36","Not EU","Female","Main scheme applicant","All","150","30","0.197","0"
"2023","35 and over","36","Not EU","Female","Main scheme applicant","All","100","30","0.307","0"
"2006","35 and over","37","Not EU","Female","Main scheme applicant","All","35","10","0.353","0"
"2007","35 and over","37","Not EU","Female","Main scheme applicant","All","30","15","0.484","0"
"2008","35 and over","37","Not EU","Female","Main scheme applicant","All","35","15","0.455","0"
"2009","35 and over","37","Not EU","Female","Main scheme applicant","All","30","15","0.483","0"
"2010","35 and over","37","Not EU","Female","Main scheme applicant","All","30","15","0.5710000000000001","0"
"2011","35 and over","37","Not EU","Female","Main scheme applicant","All","35","10"," ","0"
"2012","35 and over","37","Not EU","Female","Main scheme applicant","All","25","5"," ","0"
"2013","35 and over","37","Not EU","Female","Main scheme applicant","All","25","10"," ","0"
"2014","35 and over","37","Not EU","Female","Main scheme applicant","All","25","5"," ","0"
"2015","35 and over","37","Not EU","Female","Main scheme applicant","All","35","10","0.364","0"
"2016","35 and over","37","Not EU","Female","Main scheme applicant","All","25","5"," ","0"
"2017","35 and over","37","Not EU","Female","Main scheme applicant","All","30","5"," ","0"
"2018","35 and over","37","Not EU","Female","Main scheme applicant","All","30","5"," ","0"
"2019","35 and over","37","Not EU","Female","Main scheme applicant","All","35","10","0.278","0"
"2020","35 and over","37","Not EU","Female","Main scheme applicant","All","55","15","0.302","0"
"2021","35 and over","37","Not EU","Female","Main scheme applicant","All","85","20","0.247","0"
"2022","35 and over","37","Not EU","Female","Main scheme applicant","All","115","25","0.23500000000000001","0"
"2023","35 and over","37","Not EU","Female","Main scheme applicant","All","95","20","0.213","0"
"2006","35 and over","38","Not EU","Female","Main scheme applicant","All","35","15","0.485","0"
"2007","35 and over","38","Not EU","Female","Main scheme applicant","All","35","10"," ","0"
"2008","35 and over","38","Not EU","Female","Main scheme applicant","All","20","10","0.526","0"
"2009","35 and over","38","Not EU","Female","Main scheme applicant","All","25","10","0.462","0"
"2010","35 and over","38","Not EU","Female","Main scheme applicant","All","30","15","0.433","0"
"2011","35 and over","38","Not EU","Female","Main scheme applicant","All","25","5"," ","0"
"2012","35 and over","38","Not EU","Female","Main scheme applicant","All","25","10"," ","0"
"2013","35 and over","38","Not EU","Female","Main scheme applicant","All","25","5"," ","0"
"2014","35 and over","38","Not EU","Female","Main scheme applicant","All","20","5"," ","0"
"2015","35 and over","38","Not EU","Female","Main scheme applicant","All","25","5"," ","0"
