"Year","Difference between predicted and achieved A level points","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2021","1 points","Quintile 4","All","All","6775","6145","0.908","0"
"2022","1 points","Quintile 4","All","All","4320","3845","0.89","0"
"2023","1 points","Quintile 4","All","All","1665","1470","0.882","0"
"2010","2 points","Quintile 4","All","All","1630","1470","0.9","0"
"2011","2 points","Quintile 4","All","All","1305","1215","0.931","0"
"2012","2 points","Quintile 4","All","All","925","830","0.897","0"
"2013","2 points","Quintile 4","All","All","830","755","0.91","0"
"2014","2 points","Quintile 4","All","All","855","785","0.916","0"
"2015","2 points","Quintile 4","All","All","765","705","0.918","0"
"2016","2 points","Quintile 4","All","All","735","665","0.905","0"
"2017","2 points","Quintile 4","All","All","955","860","0.899","0"
"2018","2 points","Quintile 4","All","All","870","780","0.893","0"
"2019","2 points","Quintile 4","All","All","660","575","0.874","0"
"2020","2 points","Quintile 4","All","All","1580","1460","0.922","5"
"2021","2 points","Quintile 4","All","All","3200","2870","0.896","0"
"2022","2 points","Quintile 4","All","All","1980","1720","0.868","0"
"2023","2 points","Quintile 4","All","All","545","470","0.861","0"
"2010","3 points","Quintile 4","All","All","485","430","0.885","0"
"2011","3 points","Quintile 4","All","All","385","350","0.911","0"
"2012","3 points","Quintile 4","All","All","235","200","0.852","0"
"2013","3 points","Quintile 4","All","All","210","185","0.882","0"
"2014","3 points","Quintile 4","All","All","185","160","0.863","0"
"2015","3 points","Quintile 4","All","All","210","185","0.885","0"
"2016","3 points","Quintile 4","All","All","205","175","0.868","0"
"2017","3 points","Quintile 4","All","All","275","240","0.873","0"
"2018","3 points","Quintile 4","All","All","265","235","0.89","0"
"2019","3 points","Quintile 4","All","All","200","180","0.881","0"
"2020","3 points","Quintile 4","All","All","385","355","0.92","0"
"2021","3 points","Quintile 4","All","All","1150","1025","0.891","0"
"2022","3 points","Quintile 4","All","All","640","545","0.853","0"
"2023","3 points","Quintile 4","All","All","145","120","0.8280000000000001","0"
"2010","More than 3 points","Quintile 4","All","All","105","90","0.838","0"
"2011","More than 3 points","Quintile 4","All","All","90","85","0.9430000000000001","0"
"2012","More than 3 points","Quintile 4","All","All","50","45","0.846","0"
"2013","More than 3 points","Quintile 4","All","All","55","45","0.8300000000000001","0"
"2014","More than 3 points","Quintile 4","All","All","40","35","0.786","0"
"2015","More than 3 points","Quintile 4","All","All","50","45","0.918","0"
"2016","More than 3 points","Quintile 4","All","All","45","35","0.8220000000000001","0"
"2017","More than 3 points","Quintile 4","All","All","80","65","0.8170000000000001","0"
"2018","More than 3 points","Quintile 4","All","All","70","55","0.75","0"
"2019","More than 3 points","Quintile 4","All","All","60","50","0.852","0"
"2020","More than 3 points","Quintile 4","All","All","70","60","0.871","0"
"2021","More than 3 points","Quintile 4","All","All","350","305","0.868","0"
"2022","More than 3 points","Quintile 4","All","All","275","215","0.782","0"
"2023","More than 3 points","Quintile 4","All","All","40","30","0.78","0"
"2010","-1 points","Quintile 4","All","All","9430","8185","0.868","0"
"2011","-1 points","Quintile 4","All","All","9780","8720","0.891","0"
"2012","-1 points","Quintile 4","All","All","9210","8260","0.897","0"
"2013","-1 points","Quintile 4","All","All","9150","8280","0.905","0"
"2014","-1 points","Quintile 4","All","All","8585","7820","0.911","0"
"2015","-1 points","Quintile 4","All","All","8680","7955","0.916","0"
"2016","-1 points","Quintile 4","All","All","8300","7590","0.914","0"
"2017","-1 points","Quintile 4","All","All","7750","7085","0.915","0"
"2018","-1 points","Quintile 4","All","All","7200","6520","0.906","0"
"2019","-1 points","Quintile 4","All","All","6345","5775","0.91","0"
"2020","-1 points","Quintile 4","All","All","8800","8030","0.912","5"
"2021","-1 points","Quintile 4","All","All","8080","7270","0.9","0"
"2022","-1 points","Quintile 4","All","All","7855","6910","0.88","0"
"2023","-1 points","Quintile 4","All","All","6765","6025","0.891","0"
"2010","-2 points","Quintile 4","All","All","8375","6955","0.8300000000000001","0"
"2011","-2 points","Quintile 4","All","All","8715","7540","0.865","0"
"2012","-2 points","Quintile 4","All","All","8555","7375","0.863","0"
"2013","-2 points","Quintile 4","All","All","8860","7810","0.882","0"
"2014","-2 points","Quintile 4","All","All","8480","7510","0.886","0"
"2015","-2 points","Quintile 4","All","All","8600","7665","0.891","0"
"2016","-2 points","Quintile 4","All","All","8625","7700","0.893","0"
"2017","-2 points","Quintile 4","All","All","7915","7130","0.9","0"
"2018","-2 points","Quintile 4","All","All","7335","6615","0.902","0"
"2019","-2 points","Quintile 4","All","All","7180","6470","0.901","0"
"2020","-2 points","Quintile 4","All","All","6405","5730","0.895","5"
"2021","-2 points","Quintile 4","All","All","5145","4530","0.88","0"
"2022","-2 points","Quintile 4","All","All","6985","6120","0.876","0"
"2023","-2 points","Quintile 4","All","All","7670","6775","0.883","0"
"2010","-3 points","Quintile 4","All","All","5315","4050","0.762","0"
"2011","-3 points","Quintile 4","All","All","5545","4450","0.803","5"
"2012","-3 points","Quintile 4","All","All","6040","4925","0.8150000000000001","0"
"2013","-3 points","Quintile 4","All","All","6140","5175","0.843","0"
"2014","-3 points","Quintile 4","All","All","6195","5215","0.842","0"
"2015","-3 points","Quintile 4","All","All","6480","5600","0.864","0"
"2016","-3 points","Quintile 4","All","All","6655","5790","0.87","0"
"2017","-3 points","Quintile 4","All","All","6385","5615","0.879","0"
"2018","-3 points","Quintile 4","All","All","6200","5465","0.881","0"
"2019","-3 points","Quintile 4","All","All","6205","5515","0.888","0"
"2020","-3 points","Quintile 4","All","All","3905","3395","0.869","0"
"2021","-3 points","Quintile 4","All","All","3090","2630","0.851","0"
"2022","-3 points","Quintile 4","All","All","5335","4570","0.856","0"
"2023","-3 points","Quintile 4","All","All","7220","6300","0.873","0"
"2010","-4 points","Quintile 4","All","All","2665","1825","0.685","0"
"2011","-4 points","Quintile 4","All","All","2885","2125","0.736","0"
"2012","-4 points","Quintile 4","All","All","3115","2300","0.737","0"
"2013","-4 points","Quintile 4","All","All","3200","2540","0.793","0"
"2014","-4 points","Quintile 4","All","All","3465","2710","0.783","0"
"2015","-4 points","Quintile 4","All","All","3715","3010","0.811","0"
"2016","-4 points","Quintile 4","All","All","3810","3155","0.8290000000000001","0"
"2017","-4 points","Quintile 4","All","All","4150","3500","0.843","0"
"2018","-4 points","Quintile 4","All","All","4220","3565","0.845","0"
"2019","-4 points","Quintile 4","All","All","4650","3985","0.857","0"
"2020","-4 points","Quintile 4","All","All","1935","1640","0.846","0"
"2021","-4 points","Quintile 4","All","All","1620","1330","0.8190000000000001","0"
"2022","-4 points","Quintile 4","All","All","3400","2825","0.8310000000000001","0"
"2023","-4 points","Quintile 4","All","All","5605","4750","0.848","0"
"2010","-5 points","Quintile 4","All","All","1275","770","0.603","0"
"2011","-5 points","Quintile 4","All","All","1365","880","0.646","0"
"2012","-5 points","Quintile 4","All","All","1455","970","0.668","0"
"2013","-5 points","Quintile 4","All","All","1585","1120","0.706","0"
"2014","-5 points","Quintile 4","All","All","1730","1235","0.714","0"
"2015","-5 points","Quintile 4","All","All","1880","1420","0.755","0"
"2016","-5 points","Quintile 4","All","All","1995","1560","0.782","0"
"2017","-5 points","Quintile 4","All","All","2410","1900","0.788","0"
"2018","-5 points","Quintile 4","All","All","2655","2135","0.805","0"
"2019","-5 points","Quintile 4","All","All","3150","2620","0.8320000000000001","0"
"2020","-5 points","Quintile 4","All","All","960","770","0.802","0"
"2021","-5 points","Quintile 4","All","All","825","645","0.781","0"
"2022","-5 points","Quintile 4","All","All","2095","1680","0.802","0"
"2023","-5 points","Quintile 4","All","All","3795","3125","0.8220000000000001","0"
"2010","-6 points","Quintile 4","All","All","605","310","0.51","0"
"2011","-6 points","Quintile 4","All","All","600","340","0.5650000000000001","0"
"2012","-6 points","Quintile 4","All","All","615","375","0.607","0"
"2013","-6 points","Quintile 4","All","All","685","410","0.601","0"
"2014","-6 points","Quintile 4","All","All","845","555","0.654","0"
"2015","-6 points","Quintile 4","All","All","870","585","0.675","0"
"2016","-6 points","Quintile 4","All","All","955","660","0.6900000000000001","0"
"2017","-6 points","Quintile 4","All","All","1290","970","0.752","0"
"2018","-6 points","Quintile 4","All","All","1475","1145","0.776","0"
"2019","-6 points","Quintile 4","All","All","1880","1515","0.806","0"
"2020","-6 points","Quintile 4","All","All","475","355","0.744","0"
"2021","-6 points","Quintile 4","All","All","415","300","0.726","0"
"2022","-6 points","Quintile 4","All","All","1280","970","0.757","0"
"2023","-6 points","Quintile 4","All","All","2455","1920","0.782","0"
"2010","Less than -6 points","Quintile 4","All","All","650","215","0.332","0"
"2011","Less than -6 points","Quintile 4","All","All","590","220","0.369","5"
"2012","Less than -6 points","Quintile 4","All","All","630","230","0.362","0"
"2013","Less than -6 points","Quintile 4","All","All","680","270","0.398","0"
"2014","Less than -6 points","Quintile 4","All","All","875","415","0.47600000000000003","0"
"2015","Less than -6 points","Quintile 4","All","All","890","425","0.48","0"
"2016","Less than -6 points","Quintile 4","All","All","920","525","0.5720000000000001","0"
"2017","Less than -6 points","Quintile 4","All","All","1395","800","0.5730000000000001","0"
"2018","Less than -6 points","Quintile 4","All","All","1835","1170","0.638","0"
"2019","Less than -6 points","Quintile 4","All","All","2660","1780","0.67","0"
"2020","Less than -6 points","Quintile 4","All","All","455","290","0.641","0"
"2021","Less than -6 points","Quintile 4","All","All","435","275","0.634","0"
"2022","Less than -6 points","Quintile 4","All","All","1725","1005","0.583","0"
"2023","Less than -6 points","Quintile 4","All","All","3220","2070","0.642","0"
"2010","0 points","Quintile 5","All","All","14495","12945","0.893","0"
"2011","0 points","Quintile 5","All","All","14190","13070","0.921","0"
"2012","0 points","Quintile 5","All","All","12770","11595","0.908","0"
"2013","0 points","Quintile 5","All","All","12195","11170","0.916","0"
"2014","0 points","Quintile 5","All","All","11485","10470","0.911","0"
"2015","0 points","Quintile 5","All","All","11425","10540","0.922","0"
"2016","0 points","Quintile 5","All","All","11240","10325","0.918","0"
"2017","0 points","Quintile 5","All","All","10895","10080","0.925","5"
"2018","0 points","Quintile 5","All","All","10485","9635","0.919","0"
"2019","0 points","Quintile 5","All","All","9375","8680","0.926","0"
"2020","0 points","Quintile 5","All","All","18005","16890","0.9380000000000001","10"
"2021","0 points","Quintile 5","All","All","20195","18495","0.916","5"
"2022","0 points","Quintile 5","All","All","16005","14310","0.894","0"
"2023","0 points","Quintile 5","All","All","10120","9135","0.902","0"
"2010","1 points","Quintile 5","All","All","6960","6195","0.89","0"
"2011","1 points","Quintile 5","All","All","6365","5880","0.924","0"
"2012","1 points","Quintile 5","All","All","5050","4515","0.894","0"
"2013","1 points","Quintile 5","All","All","4720","4295","0.911","0"
"2014","1 points","Quintile 5","All","All","4500","4075","0.906","0"
"2015","1 points","Quintile 5","All","All","4435","4055","0.914","0"
"2016","1 points","Quintile 5","All","All","4055","3705","0.914","0"
"2017","1 points","Quintile 5","All","All","4525","4130","0.913","0"
"2018","1 points","Quintile 5","All","All","4270","3870","0.907","0"
"2019","1 points","Quintile 5","All","All","3530","3180","0.9","0"
"2020","1 points","Quintile 5","All","All","7715","7185","0.932","5"
"2021","1 points","Quintile 5","All","All","11675","10680","0.915","0"
"2022","1 points","Quintile 5","All","All","7600","6670","0.877","0"
"2023","1 points","Quintile 5","All","All","3140","2790","0.888","0"
"2010","2 points","Quintile 5","All","All","2540","2240","0.882","0"
"2011","2 points","Quintile 5","All","All","2210","2045","0.925","0"
"2012","2 points","Quintile 5","All","All","1570","1370","0.875","0"
"2013","2 points","Quintile 5","All","All","1360","1210","0.89","0"
"2014","2 points","Quintile 5","All","All","1315","1185","0.902","0"
"2015","2 points","Quintile 5","All","All","1375","1230","0.893","0"
"2016","2 points","Quintile 5","All","All","1250","1130","0.902","0"
"2017","2 points","Quintile 5","All","All","1585","1415","0.892","0"
"2018","2 points","Quintile 5","All","All","1425","1265","0.889","0"
"2019","2 points","Quintile 5","All","All","1260","1115","0.884","0"
"2020","2 points","Quintile 5","All","All","2355","2175","0.925","0"
"2021","2 points","Quintile 5","All","All","5375","4835","0.9","0"
"2022","2 points","Quintile 5","All","All","3425","2945","0.86","0"
"2023","2 points","Quintile 5","All","All","1035","890","0.858","0"
"2010","3 points","Quintile 5","All","All","785","685","0.875","0"
"2011","3 points","Quintile 5","All","All","610","555","0.907","0"
"2012","3 points","Quintile 5","All","All","370","320","0.858","0"
"2013","3 points","Quintile 5","All","All","290","255","0.87","0"
"2014","3 points","Quintile 5","All","All","330","300","0.912","0"
"2015","3 points","Quintile 5","All","All","305","265","0.865","0"
"2016","3 points","Quintile 5","All","All","315","280","0.88","0"
"2017","3 points","Quintile 5","All","All","385","320","0.8220000000000001","0"
"2018","3 points","Quintile 5","All","All","390","335","0.859","0"
"2019","3 points","Quintile 5","All","All","395","345","0.873","0"
"2020","3 points","Quintile 5","All","All","505","450","0.895","0"
"2021","3 points","Quintile 5","All","All","1640","1440","0.878","0"
"2022","3 points","Quintile 5","All","All","1225","1025","0.836","0"
