"Year","Subject group HECoS","Detailed subject group HECoS","POLAR4 Quintile","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2020","(CAH17) business and management","(CAH17-01-09) others in business and management","All","30","25","0.781"
"2021","(CAH17) business and management","(CAH17-01-09) others in business and management","All","35","25","0.726"
"2022","(CAH17) business and management","(CAH17-01-09) others in business and management","All","30","25","0.803"
"2023","(CAH17) business and management","(CAH17-01-09) others in business and management","All","30","25","0.803"
"2019","(CAH15) social sciences","(CAH15-03-01) politics","All","44400","36660","0.8260000000000001"
"2020","(CAH15) social sciences","(CAH15-03-01) politics","All","42990","35715","0.8310000000000001"
"2021","(CAH15) social sciences","(CAH15-03-01) politics","All","46255","36800","0.796"
"2022","(CAH15) social sciences","(CAH15-03-01) politics","All","45790","34245","0.748"
"2023","(CAH15) social sciences","(CAH15-03-01) politics","All","49370","37915","0.768"
"2019","(CAH15) social sciences","(CAH15-01-04) anthropology","All","4985","3955","0.794"
"2020","(CAH15) social sciences","(CAH15-01-04) anthropology","All","4690","3735","0.796"
"2021","(CAH15) social sciences","(CAH15-01-04) anthropology","All","5090","3795","0.745"
"2022","(CAH15) social sciences","(CAH15-01-04) anthropology","All","5125","3635","0.709"
"2023","(CAH15) social sciences","(CAH15-01-04) anthropology","All","4810","3545","0.737"
"2019","(CAH15) social sciences","(CAH15-02-01) economics","All","54925","43175","0.786"
"2020","(CAH15) social sciences","(CAH15-02-01) economics","All","55690","43485","0.781"
"2021","(CAH15) social sciences","(CAH15-02-01) economics","All","59280","44410","0.749"
"2022","(CAH15) social sciences","(CAH15-02-01) economics","All","57735","37895","0.656"
"2023","(CAH15) social sciences","(CAH15-02-01) economics","All","63845","43440","0.68"
"2019","(CAH15) social sciences","(CAH15-04-02) childhood and youth studies","All","12420","10560","0.85"
"2020","(CAH15) social sciences","(CAH15-04-02) childhood and youth studies","All","11395","9800","0.86"
"2021","(CAH15) social sciences","(CAH15-04-02) childhood and youth studies","All","11335","9975","0.88"
"2022","(CAH15) social sciences","(CAH15-04-02) childhood and youth studies","All","11095","9715","0.876"
"2023","(CAH15) social sciences","(CAH15-04-02) childhood and youth studies","All","9815","8725","0.889"
"2019","(CAH15) social sciences","(CAH15-04-01) social work","All","29600","11730","0.396"
"2020","(CAH15) social sciences","(CAH15-04-01) social work","All","30315","13410","0.442"
"2021","(CAH15) social sciences","(CAH15-04-01) social work","All","32575","14070","0.432"
"2022","(CAH15) social sciences","(CAH15-04-01) social work","All","27460","11840","0.431"
"2023","(CAH15) social sciences","(CAH15-04-01) social work","All","22150","10240","0.462"
"2019","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","All","5790","4710","0.8130000000000001"
"2020","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","All","6370","5460","0.857"
"2021","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","All","7000","6005","0.858"
"2022","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","All","6185","5165","0.835"
"2023","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","All","5665","4920","0.868"
"2019","(CAH15) social sciences","(CAH15-04-03) health studies","All","11750","10440","0.889"
"2020","(CAH15) social sciences","(CAH15-04-03) health studies","All","11440","10360","0.906"
"2021","(CAH15) social sciences","(CAH15-04-03) health studies","All","14465","13360","0.924"
"2022","(CAH15) social sciences","(CAH15-04-03) health studies","All","13205","12195","0.924"
"2023","(CAH15) social sciences","(CAH15-04-03) health studies","All","11735","10785","0.919"
"2019","(CAH15) social sciences","(CAH15-01-03) social policy","All","7685","6245","0.812"
"2020","(CAH15) social sciences","(CAH15-01-03) social policy","All","7170","5775","0.805"
"2021","(CAH15) social sciences","(CAH15-01-03) social policy","All","7945","5805","0.73"
"2022","(CAH15) social sciences","(CAH15-01-03) social policy","All","6620","4580","0.6920000000000001"
"2023","(CAH15) social sciences","(CAH15-01-03) social policy","All","6120","4695","0.767"
"2019","(CAH15) social sciences","(CAH15-01-02) sociology","All","75925","68480","0.902"
"2020","(CAH15) social sciences","(CAH15-01-02) sociology","All","76935","69710","0.906"
"2021","(CAH15) social sciences","(CAH15-01-02) sociology","All","83335","74480","0.894"
"2022","(CAH15) social sciences","(CAH15-01-02) sociology","All","86555","75175","0.869"
"2023","(CAH15) social sciences","(CAH15-01-02) sociology","All","80025","70995","0.887"
"2019","(CAH15) social sciences","(CAH15-01-05) development studies","All","1480","1330","0.898"
"2020","(CAH15) social sciences","(CAH15-01-05) development studies","All","1520","1390","0.915"
"2021","(CAH15) social sciences","(CAH15-01-05) development studies","All","1685","1550","0.921"
"2022","(CAH15) social sciences","(CAH15-01-05) development studies","All","1475","1275","0.866"
"2023","(CAH15) social sciences","(CAH15-01-05) development studies","All","1410","1245","0.883"
"2019","(CAH15) social sciences","(CAH15-01-06) cultural studies","All","835","735","0.878"
"2020","(CAH15) social sciences","(CAH15-01-06) cultural studies","All","580","490","0.846"
"2021","(CAH15) social sciences","(CAH15-01-06) cultural studies","All","705","595","0.845"
"2022","(CAH15) social sciences","(CAH15-01-06) cultural studies","All","600","500","0.835"
"2023","(CAH15) social sciences","(CAH15-01-06) cultural studies","All","535","455","0.855"
"2019","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","All","68405","56610","0.8280000000000001"
"2020","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","All","70325","58160","0.8270000000000001"
"2021","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","All","77420","64185","0.8290000000000001"
"2022","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","All","83090","65730","0.791"
"2023","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","All","74810","61065","0.8160000000000001"
"2019","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","All","1270","1060","0.833"
"2020","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","All","1190","1000","0.84"
"2021","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","All","1335","1160","0.868"
"2022","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","All","1260","1090","0.865"
"2023","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","All","1095","950","0.866"
"2019","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","All","2315","1990","0.86"
"2020","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","All","2410","1995","0.8280000000000001"
"2021","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","All","2610","2160","0.8270000000000001"
"2022","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","All","2595","2205","0.849"
"2023","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","All","2315","1985","0.857"
"2019","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","All","16455","14140","0.859"
"2020","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","All","15510","13235","0.853"
"2021","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","All","16550","13965","0.844"
"2022","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","All","15725","12270","0.78"
"2023","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","All","16925","13685","0.809"
"2019","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","All","11395","9740","0.855"
"2020","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","All","11675","10015","0.858"
"2021","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","All","12845","10865","0.846"
"2022","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","All","12025","9705","0.807"
"2023","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","All","12140","10370","0.854"
"2019","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","All","20465","17560","0.858"
"2020","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","All","19785","16830","0.851"
"2021","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","All","18550","15680","0.845"
"2022","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","All","17330","13985","0.807"
"2023","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","All","18195","15145","0.8320000000000001"
"2019","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","All","7070","6285","0.889"
"2020","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","All","7650","6715","0.878"
"2021","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","All","9005","7815","0.868"
"2022","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","All","9885","8525","0.862"
"2023","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","All","9135","8020","0.878"
"2019","(CAH03) biological and sport sciences","(CAH03-01-04) microbiology and cell science","All","3405","2915","0.856"
"2020","(CAH03) biological and sport sciences","(CAH03-01-04) microbiology and cell science","All","3300","2770","0.839"
"2021","(CAH03) biological and sport sciences","(CAH03-01-04) microbiology and cell science","All","3610","3020","0.837"
"2022","(CAH03) biological and sport sciences","(CAH03-01-04) microbiology and cell science","All","3245","2655","0.8190000000000001"
"2023","(CAH03) biological and sport sciences","(CAH03-01-04) microbiology and cell science","All","2970","2500","0.841"
"2019","(CAH03) biological and sport sciences","(CAH03-01-05) plant sciences","All","170","130","0.766"
"2020","(CAH03) biological and sport sciences","(CAH03-01-05) plant sciences","All","190","145","0.768"
"2021","(CAH03) biological and sport sciences","(CAH03-01-05) plant sciences","All","240","185","0.776"
"2022","(CAH03) biological and sport sciences","(CAH03-01-05) plant sciences","All","250","190","0.762"
"2023","(CAH03) biological and sport sciences","(CAH03-01-05) plant sciences","All","330","265","0.799"
"2019","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","All","8210","6770","0.8240000000000001"
"2020","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","All","7980","6485","0.8130000000000001"
"2021","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","All","9425","7680","0.8150000000000001"
"2022","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","All","9725","7820","0.804"
"2023","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","All","8880","7295","0.8220000000000001"
"2019","(CAH03) biological and sport sciences","(CAH03-01-09) hair and beauty sciences","All","160","100","0.627"
"2020","(CAH03) biological and sport sciences","(CAH03-01-09) hair and beauty sciences","All","155","100","0.641"
"2021","(CAH03) biological and sport sciences","(CAH03-01-09) hair and beauty sciences","All","155","80","0.523"
"2022","(CAH03) biological and sport sciences","(CAH03-01-09) hair and beauty sciences","All","55","45","0.836"
