"Year","Deferred entry","Age group","Domicile","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2023","Deferred","20","England","Female","1010","685","0.676"
"2006","Not deferred","21 - 24","England","Female","60025","27235","0.454"
"2007","Not deferred","21 - 24","England","Female","66925","29695","0.444"
"2008","Not deferred","21 - 24","England","Female","72960","32600","0.447"
"2009","Not deferred","21 - 24","England","Female","84885","35625","0.42"
"2010","Not deferred","21 - 24","England","Female","103980","36660","0.353"
"2011","Not deferred","21 - 24","England","Female","108720","36340","0.334"
"2012","Not deferred","21 - 24","England","Female","97765","32800","0.335"
"2013","Not deferred","21 - 24","England","Female","99865","36900","0.369"
"2014","Not deferred","21 - 24","England","Female","104955","39600","0.377"
"2015","Not deferred","21 - 24","England","Female","99370","40235","0.405"
"2016","Not deferred","21 - 24","England","Female","94210","38580","0.40900000000000003"
"2017","Not deferred","21 - 24","England","Female","81645","37450","0.459"
"2018","Not deferred","21 - 24","England","Female","76590","38070","0.497"
"2019","Not deferred","21 - 24","England","Female","73395","37325","0.509"
"2020","Not deferred","21 - 24","England","Female","75350","39525","0.525"
"2021","Not deferred","21 - 24","England","Female","85615","41940","0.49"
"2022","Not deferred","21 - 24","England","Female","79120","35060","0.443"
"2023","Not deferred","21 - 24","England","Female","68320","30730","0.45"
"2006","Deferred","21 - 24","England","Female","1115","735","0.658"
"2007","Deferred","21 - 24","England","Female","1170","830","0.71"
"2008","Deferred","21 - 24","England","Female","1475","910","0.616"
"2009","Deferred","21 - 24","England","Female","1890","1075","0.5690000000000001"
"2010","Deferred","21 - 24","England","Female","2985","1220","0.40900000000000003"
"2011","Deferred","21 - 24","England","Female","2410","685","0.28300000000000003"
"2012","Deferred","21 - 24","England","Female","2375","850","0.359"
"2013","Deferred","21 - 24","England","Female","2340","970","0.41500000000000004"
"2014","Deferred","21 - 24","England","Female","2485","1075","0.433"
"2015","Deferred","21 - 24","England","Female","2465","1085","0.441"
"2016","Deferred","21 - 24","England","Female","2120","1005","0.47400000000000003"
"2017","Deferred","21 - 24","England","Female","1910","1050","0.551"
"2018","Deferred","21 - 24","England","Female","1630","1040","0.637"
"2019","Deferred","21 - 24","England","Female","1560","1025","0.657"
"2020","Deferred","21 - 24","England","Female","1780","1255","0.706"
"2021","Deferred","21 - 24","England","Female","1875","1330","0.708"
"2022","Deferred","21 - 24","England","Female","1715","1010","0.588"
"2023","Deferred","21 - 24","England","Female","1445","910","0.629"
"2006","Not deferred","25 - 29","England","Female","27065","11325","0.419"
"2007","Not deferred","25 - 29","England","Female","29080","12275","0.422"
"2008","Not deferred","25 - 29","England","Female","33750","14330","0.425"
"2009","Not deferred","25 - 29","England","Female","39865","15745","0.395"
"2010","Not deferred","25 - 29","England","Female","51665","16410","0.318"
"2011","Not deferred","25 - 29","England","Female","55565","16070","0.289"
"2012","Not deferred","25 - 29","England","Female","49720","14300","0.28800000000000003"
"2013","Not deferred","25 - 29","England","Female","50790","15795","0.311"
"2014","Not deferred","25 - 29","England","Female","53505","17510","0.327"
"2015","Not deferred","25 - 29","England","Female","51305","18145","0.354"
"2016","Not deferred","25 - 29","England","Female","51520","18355","0.356"
"2017","Not deferred","25 - 29","England","Female","40350","16540","0.41000000000000003"
"2018","Not deferred","25 - 29","England","Female","35425","16535","0.467"
"2019","Not deferred","25 - 29","England","Female","34535","16300","0.47200000000000003"
"2020","Not deferred","25 - 29","England","Female","36490","18395","0.504"
"2021","Not deferred","25 - 29","England","Female","43890","20315","0.463"
"2022","Not deferred","25 - 29","England","Female","36020","15780","0.438"
"2023","Not deferred","25 - 29","England","Female","28395","12340","0.435"
"2006","Deferred","25 - 29","England","Female","740","510","0.6880000000000001"
"2007","Deferred","25 - 29","England","Female","690","470","0.684"
"2008","Deferred","25 - 29","England","Female","1010","635","0.63"
"2009","Deferred","25 - 29","England","Female","1135","690","0.61"
"2010","Deferred","25 - 29","England","Female","1960","790","0.403"
"2011","Deferred","25 - 29","England","Female","1705","505","0.296"
"2012","Deferred","25 - 29","England","Female","1590","500","0.314"
"2013","Deferred","25 - 29","England","Female","1525","565","0.371"
"2014","Deferred","25 - 29","England","Female","1750","655","0.373"
"2015","Deferred","25 - 29","England","Female","1705","700","0.41200000000000003"
"2016","Deferred","25 - 29","England","Female","1495","535","0.359"
"2017","Deferred","25 - 29","England","Female","1165","600","0.513"
"2018","Deferred","25 - 29","England","Female","965","605","0.625"
"2019","Deferred","25 - 29","England","Female","890","555","0.621"
"2020","Deferred","25 - 29","England","Female","965","660","0.682"
"2021","Deferred","25 - 29","England","Female","1170","800","0.685"
"2022","Deferred","25 - 29","England","Female","940","585","0.623"
"2023","Deferred","25 - 29","England","Female","780","470","0.605"
"2006","Not deferred","30 - 34","England","Female","15055","6510","0.432"
"2007","Not deferred","30 - 34","England","Female","14650","6055","0.41300000000000003"
"2008","Not deferred","30 - 34","England","Female","17990","7670","0.426"
"2009","Not deferred","30 - 34","England","Female","22115","8750","0.396"
"2010","Not deferred","30 - 34","England","Female","29400","9055","0.308"
"2011","Not deferred","30 - 34","England","Female","32770","9225","0.28200000000000003"
"2012","Not deferred","30 - 34","England","Female","30430","8235","0.271"
"2013","Not deferred","30 - 34","England","Female","29790","8875","0.298"
"2014","Not deferred","30 - 34","England","Female","30960","9800","0.317"
"2015","Not deferred","30 - 34","England","Female","29130","9930","0.341"
"2016","Not deferred","30 - 34","England","Female","29435","10000","0.34"
"2017","Not deferred","30 - 34","England","Female","22860","9220","0.403"
"2018","Not deferred","30 - 34","England","Female","20340","9380","0.461"
"2019","Not deferred","30 - 34","England","Female","19735","9755","0.494"
"2020","Not deferred","30 - 34","England","Female","22065","11205","0.508"
"2021","Not deferred","30 - 34","England","Female","26715","12615","0.47200000000000003"
"2022","Not deferred","30 - 34","England","Female","23770","10665","0.449"
"2023","Not deferred","30 - 34","England","Female","18565","8250","0.444"
"2006","Deferred","30 - 34","England","Female","335","280","0.839"
"2007","Deferred","30 - 34","England","Female","380","280","0.737"
"2008","Deferred","30 - 34","England","Female","525","325","0.621"
"2009","Deferred","30 - 34","England","Female","685","450","0.66"
"2010","Deferred","30 - 34","England","Female","1205","510","0.423"
"2011","Deferred","30 - 34","England","Female","1095","290","0.266"
"2012","Deferred","30 - 34","England","Female","1125","380","0.339"
"2013","Deferred","30 - 34","England","Female","1015","370","0.367"
"2014","Deferred","30 - 34","England","Female","1065","385","0.36"
"2015","Deferred","30 - 34","England","Female","910","370","0.40800000000000003"
"2016","Deferred","30 - 34","England","Female","860","325","0.377"
"2017","Deferred","30 - 34","England","Female","705","380","0.538"
"2018","Deferred","30 - 34","England","Female","630","385","0.613"
"2019","Deferred","30 - 34","England","Female","575","325","0.5670000000000001"
"2020","Deferred","30 - 34","England","Female","660","445","0.676"
"2021","Deferred","30 - 34","England","Female","730","505","0.6930000000000001"
"2022","Deferred","30 - 34","England","Female","680","400","0.585"
"2023","Deferred","30 - 34","England","Female","575","315","0.55"
"2006","Not deferred","35 and over","England","Female","22890","10975","0.47900000000000004"
"2007","Not deferred","35 and over","England","Female","23945","11195","0.468"
"2008","Not deferred","35 and over","England","Female","29780","13860","0.465"
"2009","Not deferred","35 and over","England","Female","35155","15005","0.427"
"2010","Not deferred","35 and over","England","Female","47245","15350","0.325"
"2011","Not deferred","35 and over","England","Female","51220","14910","0.291"
"2012","Not deferred","35 and over","England","Female","46135","12965","0.281"
"2013","Not deferred","35 and over","England","Female","44045","13110","0.298"
"2014","Not deferred","35 and over","England","Female","48360","15055","0.311"
"2015","Not deferred","35 and over","England","Female","46450","14995","0.323"
"2016","Not deferred","35 and over","England","Female","50040","16335","0.326"
"2017","Not deferred","35 and over","England","Female","40735","15580","0.382"
"2018","Not deferred","35 and over","England","Female","35950","16340","0.455"
"2019","Not deferred","35 and over","England","Female","36275","16910","0.466"
"2020","Not deferred","35 and over","England","Female","42435","20285","0.47800000000000004"
"2021","Not deferred","35 and over","England","Female","49110","21795","0.444"
"2022","Not deferred","35 and over","England","Female","45800","19440","0.424"
"2023","Not deferred","35 and over","England","Female","42235","18600","0.44"
"2006","Deferred","35 and over","England","Female","575","485","0.84"
"2007","Deferred","35 and over","England","Female","580","480","0.8290000000000001"
"2008","Deferred","35 and over","England","Female","780","555","0.709"
"2009","Deferred","35 and over","England","Female","1070","725","0.679"
"2010","Deferred","35 and over","England","Female","1825","720","0.393"
"2011","Deferred","35 and over","England","Female","1555","385","0.246"
"2012","Deferred","35 and over","England","Female","1420","490","0.34400000000000003"
"2013","Deferred","35 and over","England","Female","1280","500","0.391"
"2014","Deferred","35 and over","England","Female","1475","560","0.38"
"2015","Deferred","35 and over","England","Female","1465","575","0.392"
"2016","Deferred","35 and over","England","Female","1350","550","0.40700000000000003"
"2017","Deferred","35 and over","England","Female","1050","535","0.511"
"2018","Deferred","35 and over","England","Female","875","555","0.634"
"2019","Deferred","35 and over","England","Female","940","580","0.616"
"2020","Deferred","35 and over","England","Female","1160","785","0.678"
"2021","Deferred","35 and over","England","Female","1185","880","0.743"
"2022","Deferred","35 and over","England","Female","1005","615","0.611"
"2023","Deferred","35 and over","England","Female","990","595","0.599"
"2006","Not deferred","17 and under","Scotland","Female","2410","1715","0.712"
"2007","Not deferred","17 and under","Scotland","Female","2260","1675","0.741"
"2008","Not deferred","17 and under","Scotland","Female","1890","1435","0.76"
"2009","Not deferred","17 and under","Scotland","Female","1855","1370","0.739"
"2010","Not deferred","17 and under","Scotland","Female","1940","1200","0.62"
"2011","Not deferred","17 and under","Scotland","Female","1875","1120","0.598"
"2012","Not deferred","17 and under","Scotland","Female","1645","1075","0.654"
"2013","Not deferred","17 and under","Scotland","Female","1380","815","0.59"
"2014","Not deferred","17 and under","Scotland","Female","1475","900","0.609"
"2015","Not deferred","17 and under","Scotland","Female","1520","960","0.633"
"2016","Not deferred","17 and under","Scotland","Female","1605","945","0.588"
"2017","Not deferred","17 and under","Scotland","Female","1640","940","0.5740000000000001"
"2018","Not deferred","17 and under","Scotland","Female","1615","1050","0.651"
"2019","Not deferred","17 and under","Scotland","Female","1610","1020","0.632"
"2020","Not deferred","17 and under","Scotland","Female","1815","1150","0.635"
"2021","Not deferred","17 and under","Scotland","Female","2235","1195","0.535"
"2022","Not deferred","17 and under","Scotland","Female","2435","1355","0.557"
