"Year","Domicile UK International","Domicile","Age group","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2007","All","All","18","Male","Main scheme applicant","All","85390","393990","0.217"
"2008","All","All","18","Male","Main scheme applicant","All","89500","403520","0.222"
"2009","All","All","18","Male","Main scheme applicant","All","93860","409390","0.229"
"2010","All","All","18","Male","Main scheme applicant","All","94590","401650","0.23600000000000002"
"2011","All","All","18","Male","Main scheme applicant","All","97070","393520","0.247"
"2012","All","All","18","Male","Main scheme applicant","All","92610","396580","0.234"
"2013","All","All","18","Male","Main scheme applicant","All","96040","390410","0.246"
"2014","All","All","18","Male","Main scheme applicant","All","98600","387110","0.255"
"2015","All","All","18","Male","Main scheme applicant","All","101290","392430","0.258"
"2016","All","All","18","Male","Main scheme applicant","All","102840","384150","0.268"
"2017","All","All","18","Male","Main scheme applicant","All","103560","379820","0.273"
"2018","All","All","18","Male","Main scheme applicant","All","101670","370460","0.274"
"2019","All","All","18","Male","Main scheme applicant","All","102300","362260","0.28200000000000003"
"2020","All","All","18","Male","Main scheme applicant","All","108270","357580","0.303"
"2021","All","All","18","Male","Main scheme applicant","All","117190","369190","0.317"
"2022","All","All","18","Male","Main scheme applicant","All","118880","378850","0.314"
"2023","All","All","18","Male","Main scheme applicant","All","116550","388850","0.3"
"2006","UK","Northern Ireland","All","Female","Not main scheme applicant","All","10","13160","0.001"
"2007","UK","Northern Ireland","All","Female","Not main scheme applicant","All","10","12760","0.001"
"2008","UK","Northern Ireland","All","Female","Not main scheme applicant","All","10","12750","0"
"2009","UK","Northern Ireland","All","Female","Not main scheme applicant","All","0","12680","0"
"2010","UK","Northern Ireland","All","Female","Not main scheme applicant","All","0","12440","0"
"2011","UK","Northern Ireland","All","Female","Not main scheme applicant","All","0","12340","0"
"2012","UK","Northern Ireland","All","Female","Not main scheme applicant","All","10","12380","0.001"
"2013","UK","Northern Ireland","All","Female","Not main scheme applicant","All","10","12080","0.001"
"2014","UK","Northern Ireland","All","Female","Not main scheme applicant","All","0","11930","0"
"2015","UK","Northern Ireland","All","Female","Not main scheme applicant","All","0","12160","0"
"2016","UK","Northern Ireland","All","Female","Not main scheme applicant","All","10","11920","0.001"
"2017","UK","Northern Ireland","All","Female","Not main scheme applicant","All","10","11820","0.001"
"2018","UK","Northern Ireland","All","Female","Not main scheme applicant","All","10","11140","0.001"
"2019","UK","Northern Ireland","All","Female","Not main scheme applicant","All","10","10920","0.001"
"2020","UK","Northern Ireland","All","Female","Not main scheme applicant","All","30","10880","0.003"
"2021","UK","Northern Ireland","All","Female","Not main scheme applicant","All","20","10940","0.001"
"2022","UK","Northern Ireland","All","Female","Not main scheme applicant","All","10","11080","0.001"
"2023","UK","Northern Ireland","All","Female","Not main scheme applicant","All","10","11240","0.001"
"2006","UK","England","All","Female","Not main scheme applicant","All","1160","319840","0.004"
"2007","UK","England","All","Female","Not main scheme applicant","All","1260","315670","0.004"
"2008","UK","England","All","Female","Not main scheme applicant","All","1260","320340","0.004"
"2009","UK","England","All","Female","Not main scheme applicant","All","1010","325520","0.003"
"2010","UK","England","All","Female","Not main scheme applicant","All","460","324070","0.001"
"2011","UK","England","All","Female","Not main scheme applicant","All","540","314540","0.002"
"2012","UK","England","All","Female","Not main scheme applicant","All","910","315630","0.003"
"2013","UK","England","All","Female","Not main scheme applicant","All","1170","310320","0.004"
"2014","UK","England","All","Female","Not main scheme applicant","All","1070","306120","0.003"
"2015","UK","England","All","Female","Not main scheme applicant","All","1200","313890","0.004"
"2016","UK","England","All","Female","Not main scheme applicant","All","1200","307070","0.004"
"2017","UK","England","All","Female","Not main scheme applicant","All","1550","304090","0.005"
"2018","UK","England","All","Female","Not main scheme applicant","All","1850","296680","0.006"
"2019","UK","England","All","Female","Not main scheme applicant","All","2120","292160","0.007"
"2020","UK","England","All","Female","Not main scheme applicant","All","2800","286880","0.01"
"2021","UK","England","All","Female","Not main scheme applicant","All","1860","296020","0.006"
"2022","UK","England","All","Female","Not main scheme applicant","All","1800","305000","0.006"
"2023","UK","England","All","Female","Not main scheme applicant","All","1890","313350","0.006"
"2006","UK","Scotland","All","Female","Not main scheme applicant","All","70","31170","0.002"
"2007","UK","Scotland","All","Female","Not main scheme applicant","All","80","30920","0.003"
"2008","UK","Scotland","All","Female","Not main scheme applicant","All","250","31970","0.008"
"2009","UK","Scotland","All","Female","Not main scheme applicant","All","220","32080","0.007"
"2010","UK","Scotland","All","Female","Not main scheme applicant","All","220","31480","0.007"
"2011","UK","Scotland","All","Female","Not main scheme applicant","All","100","30710","0.003"
"2012","UK","Scotland","All","Female","Not main scheme applicant","All","150","30110","0.005"
"2013","UK","Scotland","All","Female","Not main scheme applicant","All","190","29740","0.006"
"2014","UK","Scotland","All","Female","Not main scheme applicant","All","20","29770","0.001"
"2015","UK","Scotland","All","Female","Not main scheme applicant","All","180","29350","0.006"
"2016","UK","Scotland","All","Female","Not main scheme applicant","All","190","28640","0.007"
"2017","UK","Scotland","All","Female","Not main scheme applicant","All","190","27820","0.007"
"2018","UK","Scotland","All","Female","Not main scheme applicant","All","190","27330","0.007"
"2019","UK","Scotland","All","Female","Not main scheme applicant","All","170","26390","0.006"
"2020","UK","Scotland","All","Female","Not main scheme applicant","All","220","26010","0.009000000000000001"
"2021","UK","Scotland","All","Female","Not main scheme applicant","All","160","26770","0.006"
"2022","UK","Scotland","All","Female","Not main scheme applicant","All","140","27390","0.005"
"2023","UK","Scotland","All","Female","Not main scheme applicant","All","210","27970","0.007"
"2006","UK","Wales","All","Female","Not main scheme applicant","All","120","19370","0.006"
"2007","UK","Wales","All","Female","Not main scheme applicant","All","110","18990","0.006"
"2008","UK","Wales","All","Female","Not main scheme applicant","All","110","19090","0.006"
"2009","UK","Wales","All","Female","Not main scheme applicant","All","90","19530","0.005"
"2010","UK","Wales","All","Female","Not main scheme applicant","All","40","19880","0.002"
"2011","UK","Wales","All","Female","Not main scheme applicant","All","40","19000","0.002"
"2012","UK","Wales","All","Female","Not main scheme applicant","All","100","18800","0.005"
"2013","UK","Wales","All","Female","Not main scheme applicant","All","90","18430","0.005"
"2014","UK","Wales","All","Female","Not main scheme applicant","All","70","18230","0.004"
"2015","UK","Wales","All","Female","Not main scheme applicant","All","90","18320","0.005"
"2016","UK","Wales","All","Female","Not main scheme applicant","All","90","17770","0.005"
"2017","UK","Wales","All","Female","Not main scheme applicant","All","110","17340","0.006"
"2018","UK","Wales","All","Female","Not main scheme applicant","All","80","16730","0.005"
"2019","UK","Wales","All","Female","Not main scheme applicant","All","110","16100","0.007"
"2020","UK","Wales","All","Female","Not main scheme applicant","All","100","15720","0.007"
"2021","UK","Wales","All","Female","Not main scheme applicant","All","70","15960","0.004"
"2022","UK","Wales","All","Female","Not main scheme applicant","All","60","16520","0.004"
"2023","UK","Wales","All","Female","Not main scheme applicant","All","70","17200","0.004"
"2006","UK","Northern Ireland","All","Male","Not main scheme applicant","All","20","13680","0.001"
"2007","UK","Northern Ireland","All","Male","Not main scheme applicant","All","10","13500","0.001"
"2008","UK","Northern Ireland","All","Male","Not main scheme applicant","All","10","13280","0.001"
"2009","UK","Northern Ireland","All","Male","Not main scheme applicant","All","0","13310","0"
"2010","UK","Northern Ireland","All","Male","Not main scheme applicant","All","10","13070","0.001"
"2011","UK","Northern Ireland","All","Male","Not main scheme applicant","All","10","12660","0"
"2012","UK","Northern Ireland","All","Male","Not main scheme applicant","All","10","12750","0"
"2013","UK","Northern Ireland","All","Male","Not main scheme applicant","All","0","12440","0"
"2014","UK","Northern Ireland","All","Male","Not main scheme applicant","All","0","12340","0"
"2015","UK","Northern Ireland","All","Male","Not main scheme applicant","All","10","12680","0.001"
"2016","UK","Northern Ireland","All","Male","Not main scheme applicant","All","0","12530","0"
"2017","UK","Northern Ireland","All","Male","Not main scheme applicant","All","10","12380","0.001"
"2018","UK","Northern Ireland","All","Male","Not main scheme applicant","All","10","12060","0"
"2019","UK","Northern Ireland","All","Male","Not main scheme applicant","All","10","11470","0.001"
"2020","UK","Northern Ireland","All","Male","Not main scheme applicant","All","30","11390","0.003"
"2021","UK","Northern Ireland","All","Male","Not main scheme applicant","All","10","11400","0.001"
"2022","UK","Northern Ireland","All","Male","Not main scheme applicant","All","20","11800","0.001"
"2023","UK","Northern Ireland","All","Male","Not main scheme applicant","All","20","11950","0.001"
"2006","UK","England","All","Male","Not main scheme applicant","All","1500","332100","0.005"
"2007","UK","England","All","Male","Not main scheme applicant","All","1420","327910","0.004"
"2008","UK","England","All","Male","Not main scheme applicant","All","1520","336660","0.005"
"2009","UK","England","All","Male","Not main scheme applicant","All","1230","342500","0.004"
"2010","UK","England","All","Male","Not main scheme applicant","All","570","336200","0.002"
"2011","UK","England","All","Male","Not main scheme applicant","All","550","329110","0.002"
"2012","UK","England","All","Male","Not main scheme applicant","All","1120","332250","0.003"
"2013","UK","England","All","Male","Not main scheme applicant","All","1270","326760","0.004"
"2014","UK","England","All","Male","Not main scheme applicant","All","1120","324000","0.003"
"2015","UK","England","All","Male","Not main scheme applicant","All","1250","329560","0.004"
"2016","UK","England","All","Male","Not main scheme applicant","All","1320","322880","0.004"
"2017","UK","England","All","Male","Not main scheme applicant","All","1600","319730","0.005"
"2018","UK","England","All","Male","Not main scheme applicant","All","1810","312490","0.006"
