"Year","Achieved BTEC Extended diploma points","Ethnic group","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2015","7 points (DDD)","Other","Main scheme applicant","All","60","55","0.902","0"
"2016","7 points (DDD)","Other","Main scheme applicant","All","40","35","0.878","0"
"2017","7 points (DDD)","Other","Main scheme applicant","All","50","45","0.92","0"
"2018","7 points (DDD)","Other","Main scheme applicant","All","90","85","0.9430000000000001","0"
"2019","7 points (DDD)","Other","Main scheme applicant","All","70","70","0.9580000000000001","0"
"2020","7 points (DDD)","Other","Main scheme applicant","All","80","75","0.913","0"
"2021","7 points (DDD)","Other","Main scheme applicant","All","115","105","0.921","0"
"2022","7 points (DDD)","Other","Main scheme applicant","All","120","105","0.869","0"
"2023","7 points (DDD)","Other","Main scheme applicant","All","125","110","0.887","0"
"2012","8 points (D*DD)","Other","Main scheme applicant","All","20","20","0.909","0"
"2013","8 points (D*DD)","Other","Main scheme applicant","All","30","25","0.862","0"
"2014","8 points (D*DD)","Other","Main scheme applicant","All","35","35","0.9430000000000001","0"
"2015","8 points (D*DD)","Other","Main scheme applicant","All","60","55","0.919","0"
"2016","8 points (D*DD)","Other","Main scheme applicant","All","45","40","0.932","0"
"2017","8 points (D*DD)","Other","Main scheme applicant","All","65","60","0.937","0"
"2018","8 points (D*DD)","Other","Main scheme applicant","All","65","65","0.97","0"
"2019","8 points (D*DD)","Other","Main scheme applicant","All","90","85","0.9550000000000001","0"
"2020","8 points (D*DD)","Other","Main scheme applicant","All","80","75","0.925","0"
"2021","8 points (D*DD)","Other","Main scheme applicant","All","90","80","0.92","0"
"2022","8 points (D*DD)","Other","Main scheme applicant","All","120","115","0.9420000000000001","0"
"2023","8 points (D*DD)","Other","Main scheme applicant","All","110","100","0.917","0"
"2012","9 points (D*D*D)","Other","Main scheme applicant","All","15","15","1","0"
"2013","9 points (D*D*D)","Other","Main scheme applicant","All","25","25","0.96","0"
"2014","9 points (D*D*D)","Other","Main scheme applicant","All","35","30","0.9410000000000001","0"
"2015","9 points (D*D*D)","Other","Main scheme applicant","All","45","40","0.894","0"
"2016","9 points (D*D*D)","Other","Main scheme applicant","All","45","40","0.889","0"
"2017","9 points (D*D*D)","Other","Main scheme applicant","All","50","45","0.902","0"
"2018","9 points (D*D*D)","Other","Main scheme applicant","All","55","50","0.907","0"
"2019","9 points (D*D*D)","Other","Main scheme applicant","All","60","55","0.903","0"
"2020","9 points (D*D*D)","Other","Main scheme applicant","All","85","75","0.871","0"
"2021","9 points (D*D*D)","Other","Main scheme applicant","All","75","65","0.905","0"
"2022","9 points (D*D*D)","Other","Main scheme applicant","All","120","115","0.9580000000000001","0"
"2023","9 points (D*D*D)","Other","Main scheme applicant","All","85","75","0.893","0"
"2012","10 points (D*D*D*)","Other","Main scheme applicant","All","30","30","0.906","0"
"2013","10 points (D*D*D*)","Other","Main scheme applicant","All","50","45","0.882","0"
"2014","10 points (D*D*D*)","Other","Main scheme applicant","All","75","65","0.904","0"
"2015","10 points (D*D*D*)","Other","Main scheme applicant","All","100","90","0.918","0"
"2016","10 points (D*D*D*)","Other","Main scheme applicant","All","95","85","0.905","0"
"2017","10 points (D*D*D*)","Other","Main scheme applicant","All","110","105","0.9450000000000001","0"
"2018","10 points (D*D*D*)","Other","Main scheme applicant","All","115","105","0.922","0"
"2019","10 points (D*D*D*)","Other","Main scheme applicant","All","85","75","0.881","0"
"2020","10 points (D*D*D*)","Other","Main scheme applicant","All","140","130","0.929","0"
"2021","10 points (D*D*D*)","Other","Main scheme applicant","All","160","150","0.937","0"
"2022","10 points (D*D*D*)","Other","Main scheme applicant","All","65","60","0.925","0"
"2023","10 points (D*D*D*)","Other","Main scheme applicant","All","50","45","0.885","0"
"2010","1 point (PPP)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2011","1 point (PPP)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","5"," ","0"
"2013","1 point (PPP)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2014","1 point (PPP)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2018","1 point (PPP)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2019","1 point (PPP)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2020","1 point (PPP)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2021","1 point (PPP)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","0"," ","0"
"2022","1 point (PPP)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","0"," ","0"
"2023","1 point (PPP)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2010","2 points (MPP)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2011","2 points (MPP)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2012","2 points (MPP)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","0"," ","0"
"2013","2 points (MPP)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","0"," ","0"
"2015","2 points (MPP)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2016","2 points (MPP)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2018","2 points (MPP)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","0"," ","0"
"2019","2 points (MPP)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2020","2 points (MPP)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2021","2 points (MPP)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","5"," ","0"
"2022","2 points (MPP)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","0"," ","0"
"2023","2 points (MPP)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2010","3 points (MMP)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","5"," ","0"
"2011","3 points (MMP)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","0"," ","0"
"2012","3 points (MMP)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","0"," ","0"
"2013","3 points (MMP)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2014","3 points (MMP)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","0"," ","0"
"2015","3 points (MMP)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","5"," ","0"
"2016","3 points (MMP)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10"," ","0"
"2017","3 points (MMP)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","0"," ","0"
"2018","3 points (MMP)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","5"," ","0"
"2019","3 points (MMP)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2020","3 points (MMP)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10"," ","0"
"2021","3 points (MMP)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2022","3 points (MMP)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2023","3 points (MMP)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","5"," ","0"
"2010","4 points (MMM)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10"," ","0"
"2011","4 points (MMM)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2012","4 points (MMM)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2013","4 points (MMM)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","5"," ","0"
"2014","4 points (MMM)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","5"," ","0"
"2015","4 points (MMM)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2016","4 points (MMM)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2017","4 points (MMM)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10","1","0"
"2018","4 points (MMM)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2019","4 points (MMM)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","5"," ","0"
"2020","4 points (MMM)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2021","4 points (MMM)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10","0.909","0"
"2022","4 points (MMM)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","5"," ","0"
"2023","4 points (MMM)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2010","5 points (DMM)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2011","5 points (DMM)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10"," ","0"
"2012","5 points (DMM)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2013","5 points (DMM)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10","0.833","0"
"2014","5 points (DMM)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","5"," ","0"
"2015","5 points (DMM)","Unknown or Prefer Not To Say","Main scheme applicant","All","20","15","0.9440000000000001","0"
"2016","5 points (DMM)","Unknown or Prefer Not To Say","Main scheme applicant","All","15","15","1","0"
"2017","5 points (DMM)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2018","5 points (DMM)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2019","5 points (DMM)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10"," ","0"
"2020","5 points (DMM)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2021","5 points (DMM)","Unknown or Prefer Not To Say","Main scheme applicant","All","15","15","0.933","0"
"2022","5 points (DMM)","Unknown or Prefer Not To Say","Main scheme applicant","All","20","15","0.778","0"
"2023","5 points (DMM)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10"," ","0"
"2010","6 points (DDM)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2011","6 points (DDM)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","5"," ","0"
"2012","6 points (DDM)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10"," ","0"
"2013","6 points (DDM)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2014","6 points (DDM)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2015","6 points (DDM)","Unknown or Prefer Not To Say","Main scheme applicant","All","15","10","0.923","0"
"2016","6 points (DDM)","Unknown or Prefer Not To Say","Main scheme applicant","All","15","15","1","0"
"2017","6 points (DDM)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10","0.917","0"
"2018","6 points (DDM)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2019","6 points (DDM)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","5"," ","0"
"2020","6 points (DDM)","Unknown or Prefer Not To Say","Main scheme applicant","All","20","15","0.75","0"
"2021","6 points (DDM)","Unknown or Prefer Not To Say","Main scheme applicant","All","20","20","0.909","0"
"2022","6 points (DDM)","Unknown or Prefer Not To Say","Main scheme applicant","All","20","15","0.833","0"
"2023","6 points (DDM)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10","0.833","0"
"2010","7 points (DDD)","Unknown or Prefer Not To Say","Main scheme applicant","All","35","30","0.912","0"
"2011","7 points (DDD)","Unknown or Prefer Not To Say","Main scheme applicant","All","35","30","0.857","0"
"2012","7 points (DDD)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","0"," ","0"
"2013","7 points (DDD)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","5"," ","0"
"2014","7 points (DDD)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2015","7 points (DDD)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10","0.917","0"
"2016","7 points (DDD)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10","1","0"
"2017","7 points (DDD)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10","0.909","0"
"2018","7 points (DDD)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10"," ","0"
"2019","7 points (DDD)","Unknown or Prefer Not To Say","Main scheme applicant","All","20","15","0.895","0"
"2020","7 points (DDD)","Unknown or Prefer Not To Say","Main scheme applicant","All","15","15","1","0"
"2021","7 points (DDD)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10","0.909","0"
"2022","7 points (DDD)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10","0.917","0"
"2023","7 points (DDD)","Unknown or Prefer Not To Say","Main scheme applicant","All","15","15","0.8130000000000001","0"
"2012","8 points (D*DD)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2013","8 points (D*DD)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","0"," ","0"
"2014","8 points (D*DD)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","5"," ","0"
"2015","8 points (D*DD)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2016","8 points (D*DD)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10","1","0"
"2017","8 points (D*DD)","Unknown or Prefer Not To Say","Main scheme applicant","All","20","15","0.895","0"
"2018","8 points (D*DD)","Unknown or Prefer Not To Say","Main scheme applicant","All","20","20","0.905","0"
"2019","8 points (D*DD)","Unknown or Prefer Not To Say","Main scheme applicant","All","20","20","1","0"
"2020","8 points (D*DD)","Unknown or Prefer Not To Say","Main scheme applicant","All","15","10","0.923","0"
"2021","8 points (D*DD)","Unknown or Prefer Not To Say","Main scheme applicant","All","20","20","0.9550000000000001","0"
