"Year","Qualification group","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2013","A level Only (Without extended project)","Quintile 4","All","Main scheme application","52180","38175","0.732","0"
"2014","A level Only (Without extended project)","Quintile 4","All","Main scheme application","49665","35450","0.714","0"
"2015","A level Only (Without extended project)","Quintile 4","All","Main scheme application","49925","36150","0.724","0"
"2016","A level Only (Without extended project)","Quintile 4","All","Main scheme application","48650","35180","0.723","0"
"2017","A level Only (Without extended project)","Quintile 4","All","Main scheme application","47190","34375","0.728","0"
"2018","A level Only (Without extended project)","Quintile 4","All","Main scheme application","44715","32425","0.725","0"
"2019","A level Only (Without extended project)","Quintile 4","All","Main scheme application","43365","30950","0.714","0"
"2020","A level Only (Without extended project)","Quintile 4","All","Main scheme application","43905","31600","0.72","0"
"2021","A level Only (Without extended project)","Quintile 4","All","Main scheme application","45930","34620","0.754","0"
"2022","A level Only (Without extended project)","Quintile 4","All","Main scheme application","46135","32555","0.706","0"
"2023","A level Only (Without extended project)","Quintile 4","All","Main scheme application","46005","32020","0.6960000000000001","0"
"2008","BTEC Only","Quintile 4","All","Main scheme application","1670","1200","0.72","0"
"2009","BTEC Only","Quintile 4","All","Main scheme application","2210","1555","0.7030000000000001","0"
"2010","BTEC Only","Quintile 4","All","Main scheme application","3165","1970","0.622","0"
"2011","BTEC Only","Quintile 4","All","Main scheme application","3590","2215","0.617","0"
"2012","BTEC Only","Quintile 4","All","Main scheme application","13125","8735","0.666","0"
"2013","BTEC Only","Quintile 4","All","Main scheme application","14625","10255","0.7010000000000001","0"
"2014","BTEC Only","Quintile 4","All","Main scheme application","16645","11545","0.6940000000000001","0"
"2015","BTEC Only","Quintile 4","All","Main scheme application","17320","12145","0.7010000000000001","0"
"2016","BTEC Only","Quintile 4","All","Main scheme application","16905","11925","0.705","0"
"2017","BTEC Only","Quintile 4","All","Main scheme application","16090","11725","0.729","0"
"2018","BTEC Only","Quintile 4","All","Main scheme application","14760","10950","0.742","0"
"2019","BTEC Only","Quintile 4","All","Main scheme application","13525","9965","0.737","0"
"2020","BTEC Only","Quintile 4","All","Main scheme application","13690","10405","0.76","0"
"2021","BTEC Only","Quintile 4","All","Main scheme application","14730","10560","0.717","0"
"2022","BTEC Only","Quintile 4","All","Main scheme application","13415","9200","0.686","0"
"2023","BTEC Only","Quintile 4","All","Main scheme application","11315","7730","0.683","0"
"2008","A level & BTEC","Quintile 4","All","Main scheme application","455","330","0.727","0"
"2009","A level & BTEC","Quintile 4","All","Main scheme application","795","590","0.744","0"
"2010","A level & BTEC","Quintile 4","All","Main scheme application","1000","715","0.715","0"
"2011","A level & BTEC","Quintile 4","All","Main scheme application","1425","950","0.668","0"
"2012","A level & BTEC","Quintile 4","All","Main scheme application","5205","3735","0.717","0"
"2013","A level & BTEC","Quintile 4","All","Main scheme application","6275","4650","0.741","0"
"2014","A level & BTEC","Quintile 4","All","Main scheme application","7825","5875","0.751","0"
"2015","A level & BTEC","Quintile 4","All","Main scheme application","8495","6430","0.757","0"
"2016","A level & BTEC","Quintile 4","All","Main scheme application","8715","6625","0.76","0"
"2017","A level & BTEC","Quintile 4","All","Main scheme application","7800","5945","0.762","0"
"2018","A level & BTEC","Quintile 4","All","Main scheme application","6820","5225","0.767","0"
"2019","A level & BTEC","Quintile 4","All","Main scheme application","6535","4975","0.762","0"
"2020","A level & BTEC","Quintile 4","All","Main scheme application","6815","5305","0.778","0"
"2021","A level & BTEC","Quintile 4","All","Main scheme application","7510","5750","0.766","0"
"2022","A level & BTEC","Quintile 4","All","Main scheme application","7165","5285","0.738","0"
"2023","A level & BTEC","Quintile 4","All","Main scheme application","6410","4630","0.722","0"
"2008","SQA Only","Quintile 4","All","Main scheme application","6295","4525","0.719","0"
"2009","SQA Only","Quintile 4","All","Main scheme application","6795","4840","0.713","0"
"2010","SQA Only","Quintile 4","All","Main scheme application","7810","5190","0.665","0"
"2011","SQA Only","Quintile 4","All","Main scheme application","7990","5025","0.629","0"
"2012","SQA Only","Quintile 4","All","Main scheme application","8080","5270","0.652","0"
"2013","SQA Only","Quintile 4","All","Main scheme application","8190","5255","0.642","0"
"2014","SQA Only","Quintile 4","All","Main scheme application","8450","5585","0.661","0"
"2015","SQA Only","Quintile 4","All","Main scheme application","9200","5900","0.641","0"
"2016","SQA Only","Quintile 4","All","Main scheme application","9450","6175","0.653","0"
"2017","SQA Only","Quintile 4","All","Main scheme application","9425","6305","0.669","0"
"2018","SQA Only","Quintile 4","All","Main scheme application","9155","6275","0.685","0"
"2019","SQA Only","Quintile 4","All","Main scheme application","8640","5895","0.682","0"
"2020","SQA Only","Quintile 4","All","Main scheme application","8735","6285","0.72","0"
"2021","SQA Only","Quintile 4","All","Main scheme application","9820","6770","0.6890000000000001","0"
"2022","SQA Only","Quintile 4","All","Main scheme application","8915","6350","0.712","0"
"2023","SQA Only","Quintile 4","All","Main scheme application","8170","6105","0.747","0"
"2008","IB Only","Quintile 4","All","Main scheme application","290","220","0.758","0"
"2009","IB Only","Quintile 4","All","Main scheme application","455","315","0.6920000000000001","0"
"2010","IB Only","Quintile 4","All","Main scheme application","735","470","0.644","0"
"2011","IB Only","Quintile 4","All","Main scheme application","855","585","0.684","0"
"2012","IB Only","Quintile 4","All","Main scheme application","810","575","0.713","0"
"2013","IB Only","Quintile 4","All","Main scheme application","715","505","0.705","0"
"2014","IB Only","Quintile 4","All","Main scheme application","820","600","0.729","0"
"2015","IB Only","Quintile 4","All","Main scheme application","845","640","0.762","0"
"2016","IB Only","Quintile 4","All","Main scheme application","825","620","0.749","0"
"2017","IB Only","Quintile 4","All","Main scheme application","795","585","0.734","0"
"2018","IB Only","Quintile 4","All","Main scheme application","795","590","0.741","0"
"2019","IB Only","Quintile 4","All","Main scheme application","810","615","0.761","0"
"2020","IB Only","Quintile 4","All","Main scheme application","785","610","0.775","0"
"2021","IB Only","Quintile 4","All","Main scheme application","795","625","0.784","0"
"2022","IB Only","Quintile 4","All","Main scheme application","835","635","0.759","0"
"2023","IB Only","Quintile 4","All","Main scheme application","845","620","0.735","0"
"2008","A level & WB","Quintile 4","All","Main scheme application","185","145","0.78","0"
"2009","A level & WB","Quintile 4","All","Main scheme application","420","350","0.8250000000000001","0"
"2010","A level & WB","Quintile 4","All","Main scheme application","785","630","0.803","0"
"2011","A level & WB","Quintile 4","All","Main scheme application","1170","940","0.804","0"
"2012","A level & WB","Quintile 4","All","Main scheme application","1235","970","0.787","0"
"2013","A level & WB","Quintile 4","All","Main scheme application","1330","1090","0.8220000000000001","0"
"2014","A level & WB","Quintile 4","All","Main scheme application","1380","1110","0.804","0"
"2015","A level & WB","Quintile 4","All","Main scheme application","1395","1145","0.8210000000000001","0"
"2016","A level & WB","Quintile 4","All","Main scheme application","1365","1135","0.8290000000000001","0"
"2017","A level & WB","Quintile 4","All","Main scheme application","1225","1000","0.8150000000000001","0"
"2018","A level & WB","Quintile 4","All","Main scheme application","1205","980","0.8140000000000001","0"
"2019","A level & WB","Quintile 4","All","Main scheme application","1065","875","0.8220000000000001","0"
"2020","A level & WB","Quintile 4","All","Main scheme application","1110","900","0.808","0"
"2021","A level & WB","Quintile 4","All","Main scheme application","1215","1055","0.868","0"
"2022","A level & WB","Quintile 4","All","Main scheme application","1240","990","0.799","0"
"2023","A level & WB","Quintile 4","All","Main scheme application","1105","885","0.8","0"
"2013","Cambridge Technicals only","Quintile 4","All","Main scheme application","5","0"," ","0"
"2014","Cambridge Technicals only","Quintile 4","All","Main scheme application","115","75","0.675","0"
"2015","Cambridge Technicals only","Quintile 4","All","Main scheme application","175","115","0.653","0"
"2016","Cambridge Technicals only","Quintile 4","All","Main scheme application","275","210","0.754","0"
"2017","Cambridge Technicals only","Quintile 4","All","Main scheme application","440","320","0.726","0"
"2018","Cambridge Technicals only","Quintile 4","All","Main scheme application","575","420","0.726","0"
"2019","Cambridge Technicals only","Quintile 4","All","Main scheme application","770","575","0.746","0"
"2020","Cambridge Technicals only","Quintile 4","All","Main scheme application","835","650","0.774","0"
"2021","Cambridge Technicals only","Quintile 4","All","Main scheme application","1040","760","0.728","0"
"2022","Cambridge Technicals only","Quintile 4","All","Main scheme application","1245","850","0.685","0"
"2023","Cambridge Technicals only","Quintile 4","All","Main scheme application","1115","705","0.629","0"
"2009","Access to HE only","Quintile 4","All","Main scheme application","300","180","0.589","0"
"2010","Access to HE only","Quintile 4","All","Main scheme application","175","100","0.5660000000000001","0"
"2011","Access to HE only","Quintile 4","All","Main scheme application","55","25","0.439","0"
"2012","Access to HE only","Quintile 4","All","Main scheme application","1425","850","0.598","0"
"2013","Access to HE only","Quintile 4","All","Main scheme application","3905","2425","0.621","0"
