"Year","Qualification group","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2020","A level Only (With extended project)","20","All","All","Main scheme applicant","All","770","640","0.835","0"
"2021","A level Only (With extended project)","20","All","All","Main scheme applicant","All","795","650","0.8180000000000001","0"
"2022","A level Only (With extended project)","20","All","All","Main scheme applicant","All","675","540","0.796","0"
"2023","A level Only (With extended project)","20","All","All","Main scheme applicant","All","700","565","0.806","0"
"2008","A level Only (Without extended project)","20","All","All","Main scheme applicant","All","10865","9160","0.843","0"
"2009","A level Only (Without extended project)","20","All","All","Main scheme applicant","All","12015","9845","0.8190000000000001","0"
"2010","A level Only (Without extended project)","20","All","All","Main scheme applicant","All","12765","9990","0.782","0"
"2011","A level Only (Without extended project)","20","All","All","Main scheme applicant","All","13130","10285","0.783","0"
"2012","A level Only (Without extended project)","20","All","All","Main scheme applicant","All","9875","7645","0.775","0"
"2013","A level Only (Without extended project)","20","All","All","Main scheme applicant","All","9355","7470","0.798","0"
"2014","A level Only (Without extended project)","20","All","All","Main scheme applicant","All","9955","7990","0.803","0"
"2015","A level Only (Without extended project)","20","All","All","Main scheme applicant","All","9065","7280","0.803","0"
"2016","A level Only (Without extended project)","20","All","All","Main scheme applicant","All","8380","6730","0.803","0"
"2017","A level Only (Without extended project)","20","All","All","Main scheme applicant","All","8005","6610","0.8260000000000001","0"
"2018","A level Only (Without extended project)","20","All","All","Main scheme applicant","All","7440","6040","0.812","0"
"2019","A level Only (Without extended project)","20","All","All","Main scheme applicant","All","7360","6015","0.8180000000000001","0"
"2020","A level Only (Without extended project)","20","All","All","Main scheme applicant","All","7030","5810","0.8260000000000001","0"
"2021","A level Only (Without extended project)","20","All","All","Main scheme applicant","All","6470","5210","0.805","0"
"2022","A level Only (Without extended project)","20","All","All","Main scheme applicant","All","6675","5195","0.778","0"
"2023","A level Only (Without extended project)","20","All","All","Main scheme applicant","All","7130","5715","0.801","0"
"2008","BTEC Only","20","All","All","Main scheme applicant","All","2380","1860","0.781","0"
"2009","BTEC Only","20","All","All","Main scheme applicant","All","3015","2285","0.758","0"
"2010","BTEC Only","20","All","All","Main scheme applicant","All","3905","2785","0.714","0"
"2011","BTEC Only","20","All","All","Main scheme applicant","All","4550","3225","0.709","0"
"2012","BTEC Only","20","All","All","Main scheme applicant","All","8705","6660","0.765","0"
"2013","BTEC Only","20","All","All","Main scheme applicant","All","9095","7185","0.79","0"
"2014","BTEC Only","20","All","All","Main scheme applicant","All","10725","8355","0.779","0"
"2015","BTEC Only","20","All","All","Main scheme applicant","All","10475","8230","0.786","0"
"2016","BTEC Only","20","All","All","Main scheme applicant","All","10035","7905","0.788","0"
"2017","BTEC Only","20","All","All","Main scheme applicant","All","9320","7535","0.808","0"
"2018","BTEC Only","20","All","All","Main scheme applicant","All","8170","6780","0.8300000000000001","0"
"2019","BTEC Only","20","All","All","Main scheme applicant","All","6930","5680","0.8200000000000001","0"
"2020","BTEC Only","20","All","All","Main scheme applicant","All","6545","5495","0.84","0"
"2021","BTEC Only","20","All","All","Main scheme applicant","All","6280","5010","0.798","0"
"2022","BTEC Only","20","All","All","Main scheme applicant","All","6000","4695","0.783","0"
"2023","BTEC Only","20","All","All","Main scheme applicant","All","5370","4160","0.774","0"
"2008","A level & BTEC","20","All","All","Main scheme applicant","All","435","350","0.8130000000000001","0"
"2009","A level & BTEC","20","All","All","Main scheme applicant","All","655","535","0.8180000000000001","0"
"2010","A level & BTEC","20","All","All","Main scheme applicant","All","860","665","0.771","0"
"2011","A level & BTEC","20","All","All","Main scheme applicant","All","1155","865","0.749","0"
"2012","A level & BTEC","20","All","All","Main scheme applicant","All","2665","2195","0.8250000000000001","0"
"2013","A level & BTEC","20","All","All","Main scheme applicant","All","2800","2320","0.8300000000000001","0"
"2014","A level & BTEC","20","All","All","Main scheme applicant","All","3190","2640","0.8280000000000001","0"
"2015","A level & BTEC","20","All","All","Main scheme applicant","All","3235","2640","0.8170000000000001","0"
"2016","A level & BTEC","20","All","All","Main scheme applicant","All","3065","2515","0.8210000000000001","0"
"2017","A level & BTEC","20","All","All","Main scheme applicant","All","2695","2245","0.8320000000000001","0"
"2018","A level & BTEC","20","All","All","Main scheme applicant","All","2235","1890","0.846","0"
"2019","A level & BTEC","20","All","All","Main scheme applicant","All","1780","1465","0.8210000000000001","0"
"2020","A level & BTEC","20","All","All","Main scheme applicant","All","1695","1425","0.842","0"
"2021","A level & BTEC","20","All","All","Main scheme applicant","All","1480","1210","0.8180000000000001","0"
"2022","A level & BTEC","20","All","All","Main scheme applicant","All","1275","1000","0.786","0"
"2023","A level & BTEC","20","All","All","Main scheme applicant","All","1215","970","0.801","0"
"2008","SQA Only","20","All","All","Main scheme applicant","All","2065","1570","0.759","0"
"2009","SQA Only","20","All","All","Main scheme applicant","All","2145","1625","0.758","0"
"2010","SQA Only","20","All","All","Main scheme applicant","All","2555","1730","0.677","0"
"2011","SQA Only","20","All","All","Main scheme applicant","All","2840","1800","0.635","0"
"2012","SQA Only","20","All","All","Main scheme applicant","All","2950","1975","0.67","0"
"2013","SQA Only","20","All","All","Main scheme applicant","All","3275","2215","0.677","0"
"2014","SQA Only","20","All","All","Main scheme applicant","All","3310","2295","0.6930000000000001","0"
"2015","SQA Only","20","All","All","Main scheme applicant","All","3360","2400","0.715","0"
"2016","SQA Only","20","All","All","Main scheme applicant","All","3465","2430","0.7020000000000001","0"
"2017","SQA Only","20","All","All","Main scheme applicant","All","3530","2525","0.716","0"
"2018","SQA Only","20","All","All","Main scheme applicant","All","3520","2550","0.724","0"
"2019","SQA Only","20","All","All","Main scheme applicant","All","3155","2280","0.723","0"
"2020","SQA Only","20","All","All","Main scheme applicant","All","2990","2255","0.755","0"
"2021","SQA Only","20","All","All","Main scheme applicant","All","3165","2165","0.683","0"
"2022","SQA Only","20","All","All","Main scheme applicant","All","2645","1880","0.71","0"
"2023","SQA Only","20","All","All","Main scheme applicant","All","2470","1875","0.758","0"
"2008","IB Only","20","All","All","Main scheme applicant","All","15","15","0.8130000000000001","0"
"2009","IB Only","20","All","All","Main scheme applicant","All","30","20","0.679","0"
"2010","IB Only","20","All","All","Main scheme applicant","All","140","95","0.662","0"
"2011","IB Only","20","All","All","Main scheme applicant","All","180","135","0.742","0"
"2012","IB Only","20","All","All","Main scheme applicant","All","140","100","0.729","0"
"2013","IB Only","20","All","All","Main scheme applicant","All","160","130","0.796","0"
"2014","IB Only","20","All","All","Main scheme applicant","All","170","135","0.789","0"
"2015","IB Only","20","All","All","Main scheme applicant","All","175","145","0.8130000000000001","0"
"2016","IB Only","20","All","All","Main scheme applicant","All","165","125","0.773","0"
"2017","IB Only","20","All","All","Main scheme applicant","All","160","125","0.785","0"
"2018","IB Only","20","All","All","Main scheme applicant","All","150","115","0.773","0"
"2019","IB Only","20","All","All","Main scheme applicant","All","150","120","0.792","0"
"2020","IB Only","20","All","All","Main scheme applicant","All","150","115","0.763","0"
"2021","IB Only","20","All","All","Main scheme applicant","All","140","105","0.743","0"
"2022","IB Only","20","All","All","Main scheme applicant","All","165","120","0.731","0"
"2023","IB Only","20","All","All","Main scheme applicant","All","180","135","0.746","0"
"2008","A level & WB","20","All","All","Main scheme applicant","All","10","10"," ","0"
"2009","A level & WB","20","All","All","Main scheme applicant","All","55","50","0.857","0"
"2010","A level & WB","20","All","All","Main scheme applicant","All","65","55","0.848","0"
"2011","A level & WB","20","All","All","Main scheme applicant","All","140","110","0.804","0"
"2012","A level & WB","20","All","All","Main scheme applicant","All","200","165","0.8250000000000001","0"
"2013","A level & WB","20","All","All","Main scheme applicant","All","220","185","0.836","0"
"2014","A level & WB","20","All","All","Main scheme applicant","All","215","180","0.8290000000000001","0"
"2015","A level & WB","20","All","All","Main scheme applicant","All","255","210","0.8300000000000001","0"
"2016","A level & WB","20","All","All","Main scheme applicant","All","230","185","0.8170000000000001","0"
"2017","A level & WB","20","All","All","Main scheme applicant","All","190","165","0.879","0"
"2018","A level & WB","20","All","All","Main scheme applicant","All","125","105","0.811","0"
"2019","A level & WB","20","All","All","Main scheme applicant","All","40","35","0.9470000000000001","0"
"2020","A level & WB","20","All","All","Main scheme applicant","All","40","40","0.9520000000000001","0"
"2021","A level & WB","20","All","All","Main scheme applicant","All","25","25","0.852","0"
"2022","A level & WB","20","All","All","Main scheme applicant","All","25","25","0.963","0"
"2023","A level & WB","20","All","All","Main scheme applicant","All","20","20","0.9500000000000001","0"
"2014","Cambridge Technicals only","20","All","All","Main scheme applicant","All","15","10"," ","0"
"2015","Cambridge Technicals only","20","All","All","Main scheme applicant","All","45","35","0.739","0"
"2016","Cambridge Technicals only","20","All","All","Main scheme applicant","All","85","65","0.759","0"
"2017","Cambridge Technicals only","20","All","All","Main scheme applicant","All","185","140","0.765","0"
