"Year","Predicted A level points","Age group","Domicile","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2013","0 point(s)","18","England","All","5","5"," "
"2023","0 point(s)","18","England","All","5","5"," "
"2022","0 point(s)","18","Wales","All","5","0"," "
"2018","1 point(s)","18","England","All","5","0"," "
"2020","1 point(s)","18","England","All","5","5"," "
"2023","1 point(s)","18","England","All","5","0"," "
"2014","2 point(s)","18","Northern Ireland","All","5","5"," "
"2010","2 point(s)","18","England","All","10","0"," "
"2011","2 point(s)","18","England","All","5","5"," "
"2012","2 point(s)","18","England","All","5","0"," "
"2013","2 point(s)","18","England","All","15","5"," "
"2017","2 point(s)","18","England","All","5","5"," "
"2018","2 point(s)","18","England","All","5","5"," "
"2019","2 point(s)","18","England","All","10","10"," "
"2020","2 point(s)","18","England","All","5","0"," "
"2021","2 point(s)","18","England","All","20","15","0.75"
"2022","2 point(s)","18","England","All","10","5"," "
"2023","2 point(s)","18","England","All","25","15","0.56"
"2011","3 point(s)","18","Northern Ireland","All","5","5"," "
"2012","3 point(s)","18","Northern Ireland","All","10","5"," "
"2010","3 point(s)","18","England","All","245","135","0.543"
"2011","3 point(s)","18","England","All","120","45","0.392"
"2012","3 point(s)","18","England","All","60","30","0.517"
"2013","3 point(s)","18","England","All","60","35","0.55"
"2014","3 point(s)","18","England","All","35","15","0.457"
"2015","3 point(s)","18","England","All","25","10","0.44"
"2016","3 point(s)","18","England","All","45","20","0.489"
"2017","3 point(s)","18","England","All","45","15","0.378"
"2018","3 point(s)","18","England","All","100","55","0.5700000000000001"
"2019","3 point(s)","18","England","All","120","60","0.508"
"2020","3 point(s)","18","England","All","135","95","0.6890000000000001"
"2021","3 point(s)","18","England","All","155","90","0.587"
"2022","3 point(s)","18","England","All","235","140","0.596"
"2023","3 point(s)","18","England","All","200","125","0.63"
"2010","3 point(s)","18","Wales","All","15","5"," "
"2011","3 point(s)","18","Wales","All","10","5"," "
"2013","3 point(s)","18","Wales","All","5","0"," "
"2020","3 point(s)","18","Wales","All","5","5"," "
"2021","3 point(s)","18","Wales","All","20","10","0.6"
"2022","3 point(s)","18","Wales","All","10","10"," "
"2023","3 point(s)","18","Wales","All","5","5"," "
"2010","4 point(s)","18","Northern Ireland","All","15","10","0.8"
"2011","4 point(s)","18","Northern Ireland","All","40","15","0.4"
"2019","4 point(s)","18","Northern Ireland","All","5","5"," "
"2020","4 point(s)","18","Northern Ireland","All","5","5"," "
"2023","4 point(s)","18","Northern Ireland","All","5","0"," "
"2010","4 point(s)","18","England","All","670","400","0.599"
"2011","4 point(s)","18","England","All","555","290","0.519"
"2012","4 point(s)","18","England","All","295","145","0.498"
"2013","4 point(s)","18","England","All","240","135","0.5670000000000001"
"2014","4 point(s)","18","England","All","200","115","0.5750000000000001"
"2015","4 point(s)","18","England","All","185","85","0.459"
"2016","4 point(s)","18","England","All","145","75","0.524"
"2017","4 point(s)","18","England","All","180","90","0.506"
"2018","4 point(s)","18","England","All","300","185","0.623"
"2019","4 point(s)","18","England","All","405","255","0.63"
"2020","4 point(s)","18","England","All","350","225","0.646"
"2021","4 point(s)","18","England","All","535","360","0.677"
"2022","4 point(s)","18","England","All","535","360","0.669"
"2023","4 point(s)","18","England","All","515","340","0.656"
"2010","4 point(s)","18","Scotland","All","5","0"," "
"2012","4 point(s)","18","Scotland","All","5","0"," "
"2010","4 point(s)","18","Wales","All","30","15","0.5"
"2011","4 point(s)","18","Wales","All","30","15","0.533"
"2012","4 point(s)","18","Wales","All","10","10"," "
"2013","4 point(s)","18","Wales","All","10","10"," "
"2014","4 point(s)","18","Wales","All","10","5"," "
"2017","4 point(s)","18","Wales","All","5","5"," "
"2019","4 point(s)","18","Wales","All","5","5"," "
"2020","4 point(s)","18","Wales","All","5","5"," "
"2021","4 point(s)","18","Wales","All","10","10"," "
"2022","4 point(s)","18","Wales","All","15","10","0.733"
"2023","4 point(s)","18","Wales","All","5","5"," "
"2010","5 point(s)","18","Northern Ireland","All","45","30","0.711"
"2011","5 point(s)","18","Northern Ireland","All","45","25","0.578"
"2012","5 point(s)","18","Northern Ireland","All","50","20","0.44"
"2013","5 point(s)","18","Northern Ireland","All","45","20","0.422"
"2014","5 point(s)","18","Northern Ireland","All","30","25","0.767"
"2015","5 point(s)","18","Northern Ireland","All","15","10"," "
"2016","5 point(s)","18","Northern Ireland","All","15","10","0.733"
"2018","5 point(s)","18","Northern Ireland","All","5","0"," "
"2019","5 point(s)","18","Northern Ireland","All","5","5"," "
"2021","5 point(s)","18","Northern Ireland","All","5","5"," "
"2010","5 point(s)","18","England","All","2600","1575","0.605"
"2011","5 point(s)","18","England","All","2005","955","0.47700000000000004"
"2012","5 point(s)","18","England","All","1290","665","0.515"
"2013","5 point(s)","18","England","All","900","540","0.602"
"2014","5 point(s)","18","England","All","760","450","0.595"
"2015","5 point(s)","18","England","All","660","400","0.608"
"2016","5 point(s)","18","England","All","580","375","0.643"
"2017","5 point(s)","18","England","All","755","440","0.584"
"2018","5 point(s)","18","England","All","820","555","0.677"
"2019","5 point(s)","18","England","All","995","655","0.66"
"2020","5 point(s)","18","England","All","925","670","0.723"
"2021","5 point(s)","18","England","All","1105","795","0.719"
"2022","5 point(s)","18","England","All","1350","900","0.666"
"2023","5 point(s)","18","England","All","1240","825","0.665"
"2013","5 point(s)","18","Scotland","All","5","5"," "
"2016","5 point(s)","18","Scotland","All","5","5"," "
"2020","5 point(s)","18","Scotland","All","5","5"," "
"2010","5 point(s)","18","Wales","All","90","45","0.5"
"2011","5 point(s)","18","Wales","All","60","25","0.45"
"2012","5 point(s)","18","Wales","All","30","25","0.867"
"2013","5 point(s)","18","Wales","All","20","20","0.9"
"2014","5 point(s)","18","Wales","All","20","15","0.8"
"2015","5 point(s)","18","Wales","All","15","10","0.667"
"2016","5 point(s)","18","Wales","All","10","10"," "
"2017","5 point(s)","18","Wales","All","15","15","1"
"2018","5 point(s)","18","Wales","All","15","15","0.867"
"2020","5 point(s)","18","Wales","All","5","5"," "
"2021","5 point(s)","18","Wales","All","40","30","0.75"
"2022","5 point(s)","18","Wales","All","15","10","0.733"
"2023","5 point(s)","18","Wales","All","15","15","0.867"
"2010","6 point(s)","18","Northern Ireland","All","140","105","0.764"
"2011","6 point(s)","18","Northern Ireland","All","130","65","0.515"
"2012","6 point(s)","18","Northern Ireland","All","105","60","0.581"
"2013","6 point(s)","18","Northern Ireland","All","95","55","0.6"
"2014","6 point(s)","18","Northern Ireland","All","60","40","0.683"
"2015","6 point(s)","18","Northern Ireland","All","35","25","0.657"
"2016","6 point(s)","18","Northern Ireland","All","30","20","0.6"
"2017","6 point(s)","18","Northern Ireland","All","10","10","1"
"2018","6 point(s)","18","Northern Ireland","All","20","10"," "
"2019","6 point(s)","18","Northern Ireland","All","25","20","0.76"
"2020","6 point(s)","18","Northern Ireland","All","10","5"," "
"2022","6 point(s)","18","Northern Ireland","All","10","5"," "
"2023","6 point(s)","18","Northern Ireland","All","25","25","0.96"
"2010","6 point(s)","18","England","All","7755","4745","0.612"
"2011","6 point(s)","18","England","All","5960","3135","0.526"
"2012","6 point(s)","18","England","All","4000","2205","0.552"
"2013","6 point(s)","18","England","All","3115","1930","0.62"
"2014","6 point(s)","18","England","All","2805","1775","0.632"
"2015","6 point(s)","18","England","All","2385","1540","0.645"
"2016","6 point(s)","18","England","All","2040","1340","0.658"
"2017","6 point(s)","18","England","All","2435","1510","0.621"
"2018","6 point(s)","18","England","All","2285","1610","0.704"
"2019","6 point(s)","18","England","All","2605","1840","0.706"
"2020","6 point(s)","18","England","All","2275","1665","0.733"
"2021","6 point(s)","18","England","All","3005","2220","0.738"
"2022","6 point(s)","18","England","All","3340","2470","0.74"
"2023","6 point(s)","18","England","All","2915","2130","0.731"
"2010","6 point(s)","18","Scotland","All","5","0"," "
"2011","6 point(s)","18","Scotland","All","5","0"," "
"2012","6 point(s)","18","Scotland","All","5","0"," "
"2016","6 point(s)","18","Scotland","All","10","5"," "
"2010","6 point(s)","18","Wales","All","325","210","0.646"
"2011","6 point(s)","18","Wales","All","270","145","0.544"
"2012","6 point(s)","18","Wales","All","185","110","0.584"
"2013","6 point(s)","18","Wales","All","110","85","0.764"
"2014","6 point(s)","18","Wales","All","70","45","0.671"
"2015","6 point(s)","18","Wales","All","70","50","0.714"
"2016","6 point(s)","18","Wales","All","40","35","0.8250000000000001"
"2017","6 point(s)","18","Wales","All","45","35","0.733"
"2018","6 point(s)","18","Wales","All","55","40","0.727"
"2019","6 point(s)","18","Wales","All","35","25","0.771"
"2020","6 point(s)","18","Wales","All","70","55","0.786"
"2021","6 point(s)","18","Wales","All","90","80","0.878"
"2022","6 point(s)","18","Wales","All","100","70","0.6900000000000001"
"2023","6 point(s)","18","Wales","All","60","45","0.767"
"2010","7 point(s)","18","Northern Ireland","All","430","280","0.656"
"2011","7 point(s)","18","Northern Ireland","All","280","140","0.493"
"2012","7 point(s)","18","Northern Ireland","All","205","135","0.663"
"2013","7 point(s)","18","Northern Ireland","All","170","115","0.6880000000000001"
"2014","7 point(s)","18","Northern Ireland","All","190","125","0.668"
"2015","7 point(s)","18","Northern Ireland","All","150","110","0.733"
"2016","7 point(s)","18","Northern Ireland","All","80","55","0.7000000000000001"
"2017","7 point(s)","18","Northern Ireland","All","70","60","0.8290000000000001"
"2018","7 point(s)","18","Northern Ireland","All","65","50","0.785"
"2019","7 point(s)","18","Northern Ireland","All","35","25","0.743"
"2020","7 point(s)","18","Northern Ireland","All","15","15","0.867"
"2021","7 point(s)","18","Northern Ireland","All","20","15","0.85"
"2022","7 point(s)","18","Northern Ireland","All","60","40","0.683"
"2023","7 point(s)","18","Northern Ireland","All","55","40","0.709"
"2010","7 point(s)","18","England","All","16125","10630","0.659"
"2011","7 point(s)","18","England","All","12680","7325","0.578"
"2012","7 point(s)","18","England","All","9430","5350","0.5670000000000001"
"2013","7 point(s)","18","England","All","7660","5085","0.664"
"2014","7 point(s)","18","England","All","6815","4585","0.672"
"2015","7 point(s)","18","England","All","6520","4440","0.681"
"2016","7 point(s)","18","England","All","5805","3870","0.667"
"2017","7 point(s)","18","England","All","5860","4045","0.6900000000000001"
"2018","7 point(s)","18","England","All","5300","3860","0.728"
"2019","7 point(s)","18","England","All","5285","3840","0.727"
"2020","7 point(s)","18","England","All","4870","3660","0.751"
"2021","7 point(s)","18","England","All","5620","4300","0.765"
"2022","7 point(s)","18","England","All","6820","5210","0.764"
"2023","7 point(s)","18","England","All","5775","4325","0.749"
"2010","7 point(s)","18","Scotland","All","30","25","0.833"
"2011","7 point(s)","18","Scotland","All","10","5"," "
"2012","7 point(s)","18","Scotland","All","5","5"," "
"2014","7 point(s)","18","Scotland","All","5","0"," "
"2016","7 point(s)","18","Scotland","All","5","0"," "
"2017","7 point(s)","18","Scotland","All","5","5"," "
"2019","7 point(s)","18","Scotland","All","10","5"," "
"2021","7 point(s)","18","Scotland","All","5","5"," "
"2022","7 point(s)","18","Scotland","All","5","0"," "
"2023","7 point(s)","18","Scotland","All","5","5"," "
"2010","7 point(s)","18","Wales","All","630","445","0.7030000000000001"
"2011","7 point(s)","18","Wales","All","545","340","0.622"
"2012","7 point(s)","18","Wales","All","270","175","0.641"
"2013","7 point(s)","18","Wales","All","325","240","0.745"
"2014","7 point(s)","18","Wales","All","225","165","0.724"
"2015","7 point(s)","18","Wales","All","275","210","0.756"
"2016","7 point(s)","18","Wales","All","175","125","0.7030000000000001"
"2017","7 point(s)","18","Wales","All","130","105","0.8230000000000001"
"2018","7 point(s)","18","Wales","All","115","85","0.757"
"2019","7 point(s)","18","Wales","All","100","80","0.8200000000000001"
"2020","7 point(s)","18","Wales","All","105","85","0.81"
"2021","7 point(s)","18","Wales","All","175","140","0.8"
"2022","7 point(s)","18","Wales","All","250","195","0.776"
"2023","7 point(s)","18","Wales","All","105","95","0.905"
"2010","8 point(s)","18","Northern Ireland","All","790","585","0.738"
"2011","8 point(s)","18","Northern Ireland","All","745","450","0.605"
"2012","8 point(s)","18","Northern Ireland","All","610","375","0.615"
"2013","8 point(s)","18","Northern Ireland","All","640","470","0.731"
"2014","8 point(s)","18","Northern Ireland","All","535","390","0.725"
"2015","8 point(s)","18","Northern Ireland","All","350","255","0.731"
"2016","8 point(s)","18","Northern Ireland","All","285","190","0.67"
"2017","8 point(s)","18","Northern Ireland","All","170","120","0.718"
