"Year","Applied by deadline","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2016","Applied by January deadline","19","Scotland","Male","All","All","2210","1605","0.727","0"
"2017","Applied by January deadline","19","Scotland","Male","All","All","2125","1555","0.733","0"
"2018","Applied by January deadline","19","Scotland","Male","All","All","2190","1690","0.771","0"
"2019","Applied by January deadline","19","Scotland","Male","All","All","2005","1580","0.789","0"
"2020","Applied by January deadline","19","Scotland","Male","All","All","1900","1550","0.8140000000000001","0"
"2021","Applied by January deadline","19","Scotland","Male","All","All","2110","1640","0.779","0"
"2022","Applied by January deadline","19","Scotland","Male","All","All","2110","1695","0.804","0"
"2023","Applied by January deadline","19","Scotland","Male","All","All","2105","1695","0.806","0"
"2006","Applied by June deadline","19","Scotland","Male","All","All","450","335","0.737","0"
"2007","Applied by June deadline","19","Scotland","Male","All","All","430","320","0.738","0"
"2008","Applied by June deadline","19","Scotland","Male","All","All","360","270","0.751","0"
"2009","Applied by June deadline","19","Scotland","Male","All","All","425","320","0.751","0"
"2010","Applied by June deadline","19","Scotland","Male","All","All","260","155","0.602","0"
"2011","Applied by June deadline","19","Scotland","Male","All","All","190","90","0.463","0"
"2012","Applied by June deadline","19","Scotland","Male","All","All","155","80","0.513","0"
"2013","Applied by June deadline","19","Scotland","Male","All","All","145","70","0.497","0"
"2014","Applied by June deadline","19","Scotland","Male","All","All","115","55","0.462","0"
"2015","Applied by June deadline","19","Scotland","Male","All","All","130","70","0.534","0"
"2016","Applied by June deadline","19","Scotland","Male","All","All","110","60","0.56","0"
"2017","Applied by June deadline","19","Scotland","Male","All","All","155","90","0.595","0"
"2018","Applied by June deadline","19","Scotland","Male","All","All","155","95","0.634","0"
"2019","Applied by June deadline","19","Scotland","Male","All","All","145","90","0.636","0"
"2020","Applied by June deadline","19","Scotland","Male","All","All","145","85","0.593","0"
"2021","Applied by June deadline","19","Scotland","Male","All","All","125","85","0.659","0"
"2022","Applied by June deadline","19","Scotland","Male","All","All","180","110","0.62","0"
"2023","Applied by June deadline","19","Scotland","Male","All","All","200","130","0.64","0"
"2006","Other","19","Scotland","Male","All","All","150","150","0.993","10"
"2007","Other","19","Scotland","Male","All","All","160","160","0.994","10"
"2008","Other","19","Scotland","Male","All","All","260","255","0.977","10"
"2009","Other","19","Scotland","Male","All","All","275","270","0.982","15"
"2010","Other","19","Scotland","Male","All","All","210","205","0.981","15"
"2011","Other","19","Scotland","Male","All","All","80","80","0.963","10"
"2012","Other","19","Scotland","Male","All","All","185","185","0.989","10"
"2013","Other","19","Scotland","Male","All","All","155","155","0.987","10"
"2014","Other","19","Scotland","Male","All","All","35","35","0.9430000000000001","10"
"2015","Other","19","Scotland","Male","All","All","145","145","1","10"
"2016","Other","19","Scotland","Male","All","All","170","170","0.994","10"
"2017","Other","19","Scotland","Male","All","All","165","165","0.994","10"
"2018","Other","19","Scotland","Male","All","All","155","150","0.961","10"
"2019","Other","19","Scotland","Male","All","All","165","160","0.9580000000000001","10"
"2020","Other","19","Scotland","Male","All","All","175","165","0.9480000000000001","30"
"2021","Other","19","Scotland","Male","All","All","110","105","0.9550000000000001","15"
"2022","Other","19","Scotland","Male","All","All","165","145","0.89","20"
"2023","Other","19","Scotland","Male","All","All","225","210","0.9460000000000001","25"
"2006","Applied by October deadline","20","Scotland","Male","All","All","35","25","0.788","0"
"2007","Applied by October deadline","20","Scotland","Male","All","All","30","25","0.774","0"
"2008","Applied by October deadline","20","Scotland","Male","All","All","30","20","0.75","0"
"2009","Applied by October deadline","20","Scotland","Male","All","All","30","20","0.677","0"
"2010","Applied by October deadline","20","Scotland","Male","All","All","35","25","0.6970000000000001","0"
"2011","Applied by October deadline","20","Scotland","Male","All","All","40","25","0.595","0"
"2012","Applied by October deadline","20","Scotland","Male","All","All","40","30","0.763","0"
"2013","Applied by October deadline","20","Scotland","Male","All","All","25","15","0.593","0"
"2014","Applied by October deadline","20","Scotland","Male","All","All","25","20","0.731","0"
"2015","Applied by October deadline","20","Scotland","Male","All","All","25","20","0.741","0"
"2016","Applied by October deadline","20","Scotland","Male","All","All","25","15","0.64","0"
"2017","Applied by October deadline","20","Scotland","Male","All","All","20","15","0.789","0"
"2018","Applied by October deadline","20","Scotland","Male","All","All","25","20","0.808","0"
"2019","Applied by October deadline","20","Scotland","Male","All","All","35","25","0.75","0"
"2020","Applied by October deadline","20","Scotland","Male","All","All","25","20","0.88","0"
"2021","Applied by October deadline","20","Scotland","Male","All","All","30","25","0.767","0"
"2022","Applied by October deadline","20","Scotland","Male","All","All","35","25","0.6940000000000001","0"
"2023","Applied by October deadline","20","Scotland","Male","All","All","30","25","0.833","0"
"2006","Applied by January deadline","20","Scotland","Male","All","All","575","445","0.778","0"
"2007","Applied by January deadline","20","Scotland","Male","All","All","685","525","0.766","0"
"2008","Applied by January deadline","20","Scotland","Male","All","All","775","600","0.773","0"
"2009","Applied by January deadline","20","Scotland","Male","All","All","790","620","0.78","0"
"2010","Applied by January deadline","20","Scotland","Male","All","All","1145","790","0.6920000000000001","0"
"2011","Applied by January deadline","20","Scotland","Male","All","All","1260","820","0.65","0"
"2012","Applied by January deadline","20","Scotland","Male","All","All","1345","935","0.6960000000000001","0"
"2013","Applied by January deadline","20","Scotland","Male","All","All","1575","1070","0.68","0"
"2014","Applied by January deadline","20","Scotland","Male","All","All","1510","1085","0.718","0"
"2015","Applied by January deadline","20","Scotland","Male","All","All","1555","1105","0.712","0"
"2016","Applied by January deadline","20","Scotland","Male","All","All","1530","1085","0.709","0"
"2017","Applied by January deadline","20","Scotland","Male","All","All","1465","1060","0.722","0"
"2018","Applied by January deadline","20","Scotland","Male","All","All","1505","1090","0.724","0"
"2019","Applied by January deadline","20","Scotland","Male","All","All","1345","980","0.73","0"
"2020","Applied by January deadline","20","Scotland","Male","All","All","1215","915","0.755","0"
"2021","Applied by January deadline","20","Scotland","Male","All","All","1275","900","0.706","0"
"2022","Applied by January deadline","20","Scotland","Male","All","All","1040","750","0.72","0"
"2023","Applied by January deadline","20","Scotland","Male","All","All","970","740","0.763","0"
"2006","Applied by June deadline","20","Scotland","Male","All","All","415","315","0.758","0"
"2007","Applied by June deadline","20","Scotland","Male","All","All","365","270","0.732","0"
"2008","Applied by June deadline","20","Scotland","Male","All","All","320","250","0.773","0"
"2009","Applied by June deadline","20","Scotland","Male","All","All","365","270","0.733","0"
"2010","Applied by June deadline","20","Scotland","Male","All","All","215","120","0.5650000000000001","0"
"2011","Applied by June deadline","20","Scotland","Male","All","All","200","95","0.465","0"
"2012","Applied by June deadline","20","Scotland","Male","All","All","160","80","0.509","0"
"2013","Applied by June deadline","20","Scotland","Male","All","All","115","65","0.5750000000000001","0"
"2014","Applied by June deadline","20","Scotland","Male","All","All","130","60","0.454","0"
"2015","Applied by June deadline","20","Scotland","Male","All","All","130","65","0.523","0"
"2016","Applied by June deadline","20","Scotland","Male","All","All","125","70","0.548","0"
"2017","Applied by June deadline","20","Scotland","Male","All","All","175","100","0.5750000000000001","0"
"2018","Applied by June deadline","20","Scotland","Male","All","All","135","85","0.615","0"
"2019","Applied by June deadline","20","Scotland","Male","All","All","140","90","0.643","0"
"2020","Applied by June deadline","20","Scotland","Male","All","All","160","110","0.6890000000000001","0"
"2021","Applied by June deadline","20","Scotland","Male","All","All","125","85","0.672","0"
"2022","Applied by June deadline","20","Scotland","Male","All","All","145","85","0.586","0"
"2023","Applied by June deadline","20","Scotland","Male","All","All","160","120","0.747","0"
"2006","Other","20","Scotland","Male","All","All","160","155","0.981","15"
"2007","Other","20","Scotland","Male","All","All","155","155","1","15"
"2008","Other","20","Scotland","Male","All","All","185","180","0.989","15"
"2009","Other","20","Scotland","Male","All","All","210","205","0.981","10"
"2010","Other","20","Scotland","Male","All","All","125","125","0.992","20"
"2011","Other","20","Scotland","Male","All","All","65","60","0.9520000000000001","10"
"2012","Other","20","Scotland","Male","All","All","110","105","0.991","15"
"2013","Other","20","Scotland","Male","All","All","130","130","0.977","10"
"2014","Other","20","Scotland","Male","All","All","40","40","0.927","5"
"2015","Other","20","Scotland","Male","All","All","105","105","0.991","10"
"2016","Other","20","Scotland","Male","All","All","150","145","0.973","10"
"2017","Other","20","Scotland","Male","All","All","125","115","0.929","15"
