"Year","Achieved A level points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2021","15 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2022","15 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2019","16 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2020","16 point(s)","18","All","Male","Not main scheme applicant","All","10","5"," ","5"
"2021","16 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2010","3 point(s)","18","All","Female","Main scheme applicant","All","210","90","0.423","0"
"2011","3 point(s)","18","All","Female","Main scheme applicant","All","145","55","0.368","0"
"2012","3 point(s)","18","All","Female","Main scheme applicant","All","95","40","0.406","0"
"2013","3 point(s)","18","All","Female","Main scheme applicant","All","120","75","0.608","0"
"2014","3 point(s)","18","All","Female","Main scheme applicant","All","105","65","0.598","0"
"2015","3 point(s)","18","All","Female","Main scheme applicant","All","100","60","0.592","0"
"2016","3 point(s)","18","All","Female","Main scheme applicant","All","105","70","0.654","0"
"2017","3 point(s)","18","All","Female","Main scheme applicant","All","125","90","0.718","0"
"2018","3 point(s)","18","All","Female","Main scheme applicant","All","145","95","0.639","0"
"2019","3 point(s)","18","All","Female","Main scheme applicant","All","180","135","0.739","0"
"2020","3 point(s)","18","All","Female","Main scheme applicant","All","65","50","0.81","0"
"2021","3 point(s)","18","All","Female","Main scheme applicant","All","100","75","0.75","0"
"2022","3 point(s)","18","All","Female","Main scheme applicant","All","175","115","0.659","0"
"2023","3 point(s)","18","All","Female","Main scheme applicant","All","295","205","0.6940000000000001","0"
"2010","4 point(s)","18","All","Female","Main scheme applicant","All","730","355","0.485","0"
"2011","4 point(s)","18","All","Female","Main scheme applicant","All","635","315","0.492","0"
"2012","4 point(s)","18","All","Female","Main scheme applicant","All","535","290","0.54","0"
"2013","4 point(s)","18","All","Female","Main scheme applicant","All","455","285","0.628","0"
"2014","4 point(s)","18","All","Female","Main scheme applicant","All","480","305","0.641","0"
"2015","4 point(s)","18","All","Female","Main scheme applicant","All","465","305","0.661","0"
"2016","4 point(s)","18","All","Female","Main scheme applicant","All","475","335","0.707","0"
"2017","4 point(s)","18","All","Female","Main scheme applicant","All","530","385","0.73","0"
"2018","4 point(s)","18","All","Female","Main scheme applicant","All","590","460","0.779","0"
"2019","4 point(s)","18","All","Female","Main scheme applicant","All","750","565","0.754","0"
"2020","4 point(s)","18","All","Female","Main scheme applicant","All","200","160","0.8140000000000001","0"
"2021","4 point(s)","18","All","Female","Main scheme applicant","All","245","180","0.742","0"
"2022","4 point(s)","18","All","Female","Main scheme applicant","All","555","405","0.726","0"
"2023","4 point(s)","18","All","Female","Main scheme applicant","All","920","650","0.7030000000000001","0"
"2010","5 point(s)","18","All","Female","Main scheme applicant","All","1810","1030","0.5690000000000001","0"
"2011","5 point(s)","18","All","Female","Main scheme applicant","All","1555","860","0.552","0"
"2012","5 point(s)","18","All","Female","Main scheme applicant","All","1370","825","0.6","0"
"2013","5 point(s)","18","All","Female","Main scheme applicant","All","1290","880","0.681","0"
"2014","5 point(s)","18","All","Female","Main scheme applicant","All","1325","910","0.687","0"
"2015","5 point(s)","18","All","Female","Main scheme applicant","All","1275","915","0.717","0"
"2016","5 point(s)","18","All","Female","Main scheme applicant","All","1315","985","0.749","0"
"2017","5 point(s)","18","All","Female","Main scheme applicant","All","1450","1120","0.772","0"
"2018","5 point(s)","18","All","Female","Main scheme applicant","All","1480","1190","0.804","0"
"2019","5 point(s)","18","All","Female","Main scheme applicant","All","1725","1385","0.804","0"
"2020","5 point(s)","18","All","Female","Main scheme applicant","All","475","375","0.788","0"
"2021","5 point(s)","18","All","Female","Main scheme applicant","All","555","425","0.768","0"
"2022","5 point(s)","18","All","Female","Main scheme applicant","All","1220","920","0.755","0"
"2023","5 point(s)","18","All","Female","Main scheme applicant","All","1835","1430","0.78","0"
"2010","6 point(s)","18","All","Female","Main scheme applicant","All","3310","2165","0.653","0"
"2011","6 point(s)","18","All","Female","Main scheme applicant","All","3040","1905","0.627","0"
"2012","6 point(s)","18","All","Female","Main scheme applicant","All","2835","1940","0.685","0"
"2013","6 point(s)","18","All","Female","Main scheme applicant","All","2605","1920","0.738","0"
"2014","6 point(s)","18","All","Female","Main scheme applicant","All","2785","2090","0.75","0"
"2015","6 point(s)","18","All","Female","Main scheme applicant","All","2615","2010","0.768","0"
"2016","6 point(s)","18","All","Female","Main scheme applicant","All","2705","2125","0.787","0"
"2017","6 point(s)","18","All","Female","Main scheme applicant","All","2775","2270","0.8180000000000001","0"
"2018","6 point(s)","18","All","Female","Main scheme applicant","All","2830","2375","0.839","0"
"2019","6 point(s)","18","All","Female","Main scheme applicant","All","3115","2560","0.8220000000000001","0"
"2020","6 point(s)","18","All","Female","Main scheme applicant","All","1065","895","0.84","0"
"2021","6 point(s)","18","All","Female","Main scheme applicant","All","1095","865","0.787","0"
"2022","6 point(s)","18","All","Female","Main scheme applicant","All","1990","1600","0.805","0"
"2023","6 point(s)","18","All","Female","Main scheme applicant","All","3170","2570","0.81","0"
"2010","7 point(s)","18","All","Female","Main scheme applicant","All","5235","3725","0.712","0"
"2011","7 point(s)","18","All","Female","Main scheme applicant","All","4935","3510","0.712","0"
"2012","7 point(s)","18","All","Female","Main scheme applicant","All","4640","3400","0.734","0"
"2013","7 point(s)","18","All","Female","Main scheme applicant","All","4480","3485","0.778","0"
"2014","7 point(s)","18","All","Female","Main scheme applicant","All","4460","3570","0.8","0"
"2015","7 point(s)","18","All","Female","Main scheme applicant","All","4730","3785","0.8","0"
"2016","7 point(s)","18","All","Female","Main scheme applicant","All","4755","3850","0.81","0"
"2017","7 point(s)","18","All","Female","Main scheme applicant","All","4745","3985","0.84","0"
"2018","7 point(s)","18","All","Female","Main scheme applicant","All","4655","3945","0.848","0"
"2019","7 point(s)","18","All","Female","Main scheme applicant","All","4715","4015","0.851","0"
"2020","7 point(s)","18","All","Female","Main scheme applicant","All","1970","1700","0.864","0"
"2021","7 point(s)","18","All","Female","Main scheme applicant","All","1890","1580","0.838","0"
"2022","7 point(s)","18","All","Female","Main scheme applicant","All","3185","2610","0.8200000000000001","0"
"2023","7 point(s)","18","All","Female","Main scheme applicant","All","4625","3825","0.8270000000000001","0"
"2010","8 point(s)","18","All","Female","Main scheme applicant","All","7160","5440","0.759","0"
"2011","8 point(s)","18","All","Female","Main scheme applicant","All","7020","5425","0.773","0"
"2012","8 point(s)","18","All","Female","Main scheme applicant","All","6580","5190","0.789","0"
"2013","8 point(s)","18","All","Female","Main scheme applicant","All","6390","5185","0.812","0"
"2014","8 point(s)","18","All","Female","Main scheme applicant","All","6805","5565","0.8170000000000001","0"
"2015","8 point(s)","18","All","Female","Main scheme applicant","All","7075","5840","0.8260000000000001","0"
"2016","8 point(s)","18","All","Female","Main scheme applicant","All","6970","5830","0.837","0"
"2017","8 point(s)","18","All","Female","Main scheme applicant","All","6895","5920","0.859","0"
"2018","8 point(s)","18","All","Female","Main scheme applicant","All","6735","5795","0.861","0"
"2019","8 point(s)","18","All","Female","Main scheme applicant","All","6605","5720","0.866","0"
"2020","8 point(s)","18","All","Female","Main scheme applicant","All","3595","3125","0.87","0"
"2021","8 point(s)","18","All","Female","Main scheme applicant","All","2965","2535","0.854","0"
"2022","8 point(s)","18","All","Female","Main scheme applicant","All","4685","3935","0.84","0"
"2023","8 point(s)","18","All","Female","Main scheme applicant","All","6355","5360","0.843","0"
"2010","9 point(s)","18","All","Female","Main scheme applicant","All","9285","7505","0.808","0"
"2011","9 point(s)","18","All","Female","Main scheme applicant","All","9145","7525","0.8230000000000001","0"
"2012","9 point(s)","18","All","Female","Main scheme applicant","All","8590","7020","0.8170000000000001","0"
"2013","9 point(s)","18","All","Female","Main scheme applicant","All","8485","7135","0.84","0"
"2014","9 point(s)","18","All","Female","Main scheme applicant","All","8665","7290","0.841","0"
"2015","9 point(s)","18","All","Female","Main scheme applicant","All","9205","7760","0.843","0"
"2016","9 point(s)","18","All","Female","Main scheme applicant","All","9145","7910","0.865","0"
"2017","9 point(s)","18","All","Female","Main scheme applicant","All","9135","7910","0.866","0"
"2018","9 point(s)","18","All","Female","Main scheme applicant","All","8555","7490","0.875","0"
"2019","9 point(s)","18","All","Female","Main scheme applicant","All","8280","7285","0.88","0"
"2020","9 point(s)","18","All","Female","Main scheme applicant","All","5655","5035","0.891","0"
"2021","9 point(s)","18","All","Female","Main scheme applicant","All","4625","4050","0.876","0"
"2022","9 point(s)","18","All","Female","Main scheme applicant","All","6270","5345","0.853","0"
"2023","9 point(s)","18","All","Female","Main scheme applicant","All","7965","6800","0.854","0"
"2010","10 point(s)","18","All","Female","Main scheme applicant","All","10250","8510","0.8300000000000001","0"
"2011","10 point(s)","18","All","Female","Main scheme applicant","All","10550","8990","0.852","0"
"2012","10 point(s)","18","All","Female","Main scheme applicant","All","10105","8510","0.842","0"
"2013","10 point(s)","18","All","Female","Main scheme applicant","All","10320","8920","0.864","0"
"2014","10 point(s)","18","All","Female","Main scheme applicant","All","10230","8730","0.853","0"
"2015","10 point(s)","18","All","Female","Main scheme applicant","All","10635","9195","0.864","0"
"2016","10 point(s)","18","All","Female","Main scheme applicant","All","10620","9300","0.876","0"
"2017","10 point(s)","18","All","Female","Main scheme applicant","All","10660","9315","0.874","0"
"2018","10 point(s)","18","All","Female","Main scheme applicant","All","10230","9000","0.88","0"
"2019","10 point(s)","18","All","Female","Main scheme applicant","All","9700","8580","0.885","0"
"2020","10 point(s)","18","All","Female","Main scheme applicant","All","7725","6895","0.892","0"
"2021","10 point(s)","18","All","Female","Main scheme applicant","All","6535","5740","0.879","0"
"2022","10 point(s)","18","All","Female","Main scheme applicant","All","7960","6855","0.861","0"
"2023","10 point(s)","18","All","Female","Main scheme applicant","All","9605","8350","0.869","0"
"2010","11 point(s)","18","All","Female","Main scheme applicant","All","10930","9150","0.837","0"
"2011","11 point(s)","18","All","Female","Main scheme applicant","All","11020","9645","0.875","0"
"2012","11 point(s)","18","All","Female","Main scheme applicant","All","10925","9355","0.856","0"
"2013","11 point(s)","18","All","Female","Main scheme applicant","All","11035","9645","0.874","0"
"2014","11 point(s)","18","All","Female","Main scheme applicant","All","10785","9415","0.873","0"
"2015","11 point(s)","18","All","Female","Main scheme applicant","All","11465","10100","0.881","0"
"2016","11 point(s)","18","All","Female","Main scheme applicant","All","11325","10015","0.884","0"
"2017","11 point(s)","18","All","Female","Main scheme applicant","All","11625","10355","0.891","0"
"2018","11 point(s)","18","All","Female","Main scheme applicant","All","10750","9565","0.89","0"
"2019","11 point(s)","18","All","Female","Main scheme applicant","All","10460","9325","0.891","0"
