"Year","Subject group HECoS","Detailed subject group HECoS","UK region","Main scheme applicant","Main scheme application","Accepted applicants"
"2022","(CAH26) geography, earth and environmental studies","(CAH26-01-04) environmental sciences","East of England","Main scheme applicant","All","130"
"2023","(CAH26) geography, earth and environmental studies","(CAH26-01-04) environmental sciences","East of England","Main scheme applicant","All","105"
"2019","(CAH26) geography, earth and environmental studies","(CAH26-01-02) physical geographical sciences","East of England","Main scheme applicant","All","190"
"2020","(CAH26) geography, earth and environmental studies","(CAH26-01-02) physical geographical sciences","East of England","Main scheme applicant","All","185"
"2021","(CAH26) geography, earth and environmental studies","(CAH26-01-02) physical geographical sciences","East of England","Main scheme applicant","All","225"
"2022","(CAH26) geography, earth and environmental studies","(CAH26-01-02) physical geographical sciences","East of England","Main scheme applicant","All","205"
"2023","(CAH26) geography, earth and environmental studies","(CAH26-01-02) physical geographical sciences","East of England","Main scheme applicant","All","180"
"2019","(CAH26) geography, earth and environmental studies","(CAH26-01-01) geography (non-specific)","East of England","Main scheme applicant","All","110"
"2020","(CAH26) geography, earth and environmental studies","(CAH26-01-01) geography (non-specific)","East of England","Main scheme applicant","All","95"
"2021","(CAH26) geography, earth and environmental studies","(CAH26-01-01) geography (non-specific)","East of England","Main scheme applicant","All","100"
"2022","(CAH26) geography, earth and environmental studies","(CAH26-01-01) geography (non-specific)","East of England","Main scheme applicant","All","105"
"2023","(CAH26) geography, earth and environmental studies","(CAH26-01-01) geography (non-specific)","East of England","Main scheme applicant","All","115"
"2019","(CAH26) geography, earth and environmental studies","(CAH26-01-03) human geography","East of England","Main scheme applicant","All","305"
"2020","(CAH26) geography, earth and environmental studies","(CAH26-01-03) human geography","East of England","Main scheme applicant","All","310"
"2021","(CAH26) geography, earth and environmental studies","(CAH26-01-03) human geography","East of England","Main scheme applicant","All","305"
"2022","(CAH26) geography, earth and environmental studies","(CAH26-01-03) human geography","East of England","Main scheme applicant","All","290"
"2023","(CAH26) geography, earth and environmental studies","(CAH26-01-03) human geography","East of England","Main scheme applicant","All","305"
"2019","(CAH07) physical sciences","(CAH07-04-02) forensic and archaeological sciences","East of England","Main scheme applicant","All","235"
"2020","(CAH07) physical sciences","(CAH07-04-02) forensic and archaeological sciences","East of England","Main scheme applicant","All","235"
"2021","(CAH07) physical sciences","(CAH07-04-02) forensic and archaeological sciences","East of England","Main scheme applicant","All","260"
"2022","(CAH07) physical sciences","(CAH07-04-02) forensic and archaeological sciences","East of England","Main scheme applicant","All","280"
"2023","(CAH07) physical sciences","(CAH07-04-02) forensic and archaeological sciences","East of England","Main scheme applicant","All","260"
"2019","(CAH07) physical sciences","(CAH07-04-03) sciences (non-specific)","East of England","Main scheme applicant","All","10"
"2020","(CAH07) physical sciences","(CAH07-04-03) sciences (non-specific)","East of England","Main scheme applicant","All","20"
"2021","(CAH07) physical sciences","(CAH07-04-03) sciences (non-specific)","East of England","Main scheme applicant","All","15"
"2022","(CAH07) physical sciences","(CAH07-04-03) sciences (non-specific)","East of England","Main scheme applicant","All","25"
"2023","(CAH07) physical sciences","(CAH07-04-03) sciences (non-specific)","East of England","Main scheme applicant","All","20"
"2019","(CAH07) physical sciences","(CAH07-04-04) natural sciences (non-specific)","East of England","Main scheme applicant","All","90"
"2020","(CAH07) physical sciences","(CAH07-04-04) natural sciences (non-specific)","East of England","Main scheme applicant","All","85"
"2021","(CAH07) physical sciences","(CAH07-04-04) natural sciences (non-specific)","East of England","Main scheme applicant","All","100"
"2022","(CAH07) physical sciences","(CAH07-04-04) natural sciences (non-specific)","East of England","Main scheme applicant","All","85"
"2023","(CAH07) physical sciences","(CAH07-04-04) natural sciences (non-specific)","East of England","Main scheme applicant","All","75"
"2019","(CAH07) physical sciences","(CAH07-02-01) chemistry","East of England","Main scheme applicant","All","370"
"2020","(CAH07) physical sciences","(CAH07-02-01) chemistry","East of England","Main scheme applicant","All","370"
"2021","(CAH07) physical sciences","(CAH07-02-01) chemistry","East of England","Main scheme applicant","All","340"
"2022","(CAH07) physical sciences","(CAH07-02-01) chemistry","East of England","Main scheme applicant","All","335"
"2023","(CAH07) physical sciences","(CAH07-02-01) chemistry","East of England","Main scheme applicant","All","380"
"2019","(CAH07) physical sciences","(CAH07-01-02) astronomy","East of England","Main scheme applicant","All","60"
"2020","(CAH07) physical sciences","(CAH07-01-02) astronomy","East of England","Main scheme applicant","All","50"
"2021","(CAH07) physical sciences","(CAH07-01-02) astronomy","East of England","Main scheme applicant","All","55"
"2022","(CAH07) physical sciences","(CAH07-01-02) astronomy","East of England","Main scheme applicant","All","70"
"2023","(CAH07) physical sciences","(CAH07-01-02) astronomy","East of England","Main scheme applicant","All","60"
"2019","(CAH07) physical sciences","(CAH07-01-01) physics","East of England","Main scheme applicant","All","400"
"2020","(CAH07) physical sciences","(CAH07-01-01) physics","East of England","Main scheme applicant","All","390"
"2021","(CAH07) physical sciences","(CAH07-01-01) physics","East of England","Main scheme applicant","All","395"
"2022","(CAH07) physical sciences","(CAH07-01-01) physics","East of England","Main scheme applicant","All","380"
"2023","(CAH07) physical sciences","(CAH07-01-01) physics","East of England","Main scheme applicant","All","370"
"2019","(CAH07) physical sciences","(CAH07-04-01) physical sciences (non-specific)","East of England","Main scheme applicant","All","5"
"2021","(CAH07) physical sciences","(CAH07-04-01) physical sciences (non-specific)","East of England","Main scheme applicant","All","5"
"2022","(CAH07) physical sciences","(CAH07-04-01) physical sciences (non-specific)","East of England","Main scheme applicant","All","5"
"2019","(CAH04) psychology","(CAH04-01-02) applied psychology","East of England","Main scheme applicant","All","135"
"2020","(CAH04) psychology","(CAH04-01-02) applied psychology","East of England","Main scheme applicant","All","140"
"2021","(CAH04) psychology","(CAH04-01-02) applied psychology","East of England","Main scheme applicant","All","175"
"2022","(CAH04) psychology","(CAH04-01-02) applied psychology","East of England","Main scheme applicant","All","170"
"2023","(CAH04) psychology","(CAH04-01-02) applied psychology","East of England","Main scheme applicant","All","140"
"2019","(CAH04) psychology","(CAH04-01-04) psychology and health","East of England","Main scheme applicant","All","15"
"2020","(CAH04) psychology","(CAH04-01-04) psychology and health","East of England","Main scheme applicant","All","10"
"2021","(CAH04) psychology","(CAH04-01-04) psychology and health","East of England","Main scheme applicant","All","20"
"2022","(CAH04) psychology","(CAH04-01-04) psychology and health","East of England","Main scheme applicant","All","10"
"2023","(CAH04) psychology","(CAH04-01-04) psychology and health","East of England","Main scheme applicant","All","15"
"2019","(CAH04) psychology","(CAH04-01-03) developmental psychology","East of England","Main scheme applicant","All","40"
"2020","(CAH04) psychology","(CAH04-01-03) developmental psychology","East of England","Main scheme applicant","All","30"
"2021","(CAH04) psychology","(CAH04-01-03) developmental psychology","East of England","Main scheme applicant","All","40"
"2022","(CAH04) psychology","(CAH04-01-03) developmental psychology","East of England","Main scheme applicant","All","60"
"2023","(CAH04) psychology","(CAH04-01-03) developmental psychology","East of England","Main scheme applicant","All","40"
"2019","(CAH04) psychology","(CAH04-01-01) psychology (non-specific)","East of England","Main scheme applicant","All","1730"
"2020","(CAH04) psychology","(CAH04-01-01) psychology (non-specific)","East of England","Main scheme applicant","All","1845"
"2021","(CAH04) psychology","(CAH04-01-01) psychology (non-specific)","East of England","Main scheme applicant","All","1955"
