"Year","Deferred entry","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate"
"2018","All","All","Wales","All","Main scheme applicant","Main scheme application","21835","16530","0.757"
"2019","All","All","Wales","All","Main scheme applicant","Main scheme application","21475","16155","0.752"
"2020","All","All","Wales","All","Main scheme applicant","Main scheme application","21330","16385","0.768"
"2021","All","All","Wales","All","Main scheme applicant","Main scheme application","23340","17350","0.743"
"2022","All","All","Wales","All","Main scheme applicant","Main scheme application","23505","16595","0.706"
"2023","All","All","Wales","All","Main scheme applicant","Main scheme application","21325","15605","0.732"
"2006","All","All","Not EU","All","Main scheme applicant","Main scheme application","39975","21195","0.53"
"2007","All","All","Not EU","All","Main scheme applicant","Main scheme application","42310","22045","0.521"
"2008","All","All","Not EU","All","Main scheme applicant","Main scheme application","46305","23140","0.5"
"2009","All","All","Not EU","All","Main scheme applicant","Main scheme application","49000","23720","0.484"
"2010","All","All","Not EU","All","Main scheme applicant","Main scheme application","54040","25535","0.47300000000000003"
"2011","All","All","Not EU","All","Main scheme applicant","Main scheme application","56660","26580","0.46900000000000003"
"2012","All","All","Not EU","All","Main scheme applicant","Main scheme application","61435","27315","0.445"
"2013","All","All","Not EU","All","Main scheme applicant","Main scheme application","65100","29605","0.455"
"2014","All","All","Not EU","All","Main scheme applicant","Main scheme application","69305","30300","0.437"
"2015","All","All","Not EU","All","Main scheme applicant","Main scheme application","70765","31685","0.448"
"2016","All","All","Not EU","All","Main scheme applicant","Main scheme application","69545","30735","0.442"
"2017","All","All","Not EU","All","Main scheme applicant","Main scheme application","71070","32185","0.453"
"2018","All","All","Not EU","All","Main scheme applicant","Main scheme application","75605","33510","0.443"
"2019","All","All","Not EU","All","Main scheme applicant","Main scheme application","81630","35605","0.436"
"2020","All","All","Not EU","All","Main scheme applicant","Main scheme application","89400","40130","0.449"
"2021","All","All","Not EU","All","Main scheme applicant","Main scheme application","102085","43040","0.422"
"2022","All","All","Not EU","All","Main scheme applicant","Main scheme application","111605","45590","0.40900000000000003"
"2023","All","All","Not EU","All","Main scheme applicant","Main scheme application","115580","44690","0.387"
"2006","All","All","EU (excluding UK)","All","Main scheme applicant","Main scheme application","27865","15405","0.553"
"2007","All","All","EU (excluding UK)","All","Main scheme applicant","Main scheme application","31120","17460","0.561"
"2008","All","All","EU (excluding UK)","All","Main scheme applicant","Main scheme application","31725","17805","0.561"
"2009","All","All","EU (excluding UK)","All","Main scheme applicant","Main scheme application","36710","20115","0.548"
"2010","All","All","EU (excluding UK)","All","Main scheme applicant","Main scheme application","44670","21835","0.489"
"2011","All","All","EU (excluding UK)","All","Main scheme applicant","Main scheme application","47275","23660","0.5"
"2012","All","All","EU (excluding UK)","All","Main scheme applicant","Main scheme application","41200","19935","0.484"
"2013","All","All","EU (excluding UK)","All","Main scheme applicant","Main scheme application","43035","21405","0.497"
"2014","All","All","EU (excluding UK)","All","Main scheme applicant","Main scheme application","45060","23155","0.514"
"2015","All","All","EU (excluding UK)","All","Main scheme applicant","Main scheme application","48605","25655","0.528"
"2016","All","All","EU (excluding UK)","All","Main scheme applicant","Main scheme application","51525","27665","0.537"
"2017","All","All","EU (excluding UK)","All","Main scheme applicant","Main scheme application","48945","26825","0.548"
"2018","All","All","EU (excluding UK)","All","Main scheme applicant","Main scheme application","49820","27485","0.552"
"2019","All","All","EU (excluding UK)","All","Main scheme applicant","Main scheme application","50290","27345","0.544"
"2020","All","All","EU (excluding UK)","All","Main scheme applicant","Main scheme application","49310","27230","0.552"
"2021","All","All","EU (excluding UK)","All","Main scheme applicant","Main scheme application","28060","11960","0.426"
"2022","All","All","EU (excluding UK)","All","Main scheme applicant","Main scheme application","23120","9910","0.429"
"2023","All","All","EU (excluding UK)","All","Main scheme applicant","Main scheme application","22365","9220","0.41200000000000003"
"2006","Not deferred","17 and under","All","All","Not main scheme applicant","Not main scheme application","480","460","0.96"
"2007","Not deferred","17 and under","All","All","Not main scheme applicant","Not main scheme application","575","560","0.977"
"2008","Not deferred","17 and under","All","All","Not main scheme applicant","Not main scheme application","745","715","0.96"
"2009","Not deferred","17 and under","All","All","Not main scheme applicant","Not main scheme application","600","555","0.928"
"2010","Not deferred","17 and under","All","All","Not main scheme applicant","Not main scheme application","445","415","0.932"
"2011","Not deferred","17 and under","All","All","Not main scheme applicant","Not main scheme application","320","280","0.884"
"2012","Not deferred","17 and under","All","All","Not main scheme applicant","Not main scheme application","450","410","0.913"
"2013","Not deferred","17 and under","All","All","Not main scheme applicant","Not main scheme application","515","470","0.911"
"2014","Not deferred","17 and under","All","All","Not main scheme applicant","Not main scheme application","375","330","0.878"
"2015","Not deferred","17 and under","All","All","Not main scheme applicant","Not main scheme application","455","400","0.885"
"2016","Not deferred","17 and under","All","All","Not main scheme applicant","Not main scheme application","415","365","0.877"
"2017","Not deferred","17 and under","All","All","Not main scheme applicant","Not main scheme application","485","435","0.903"
"2018","Not deferred","17 and under","All","All","Not main scheme applicant","Not main scheme application","585","515","0.882"
"2019","Not deferred","17 and under","All","All","Not main scheme applicant","Not main scheme application","595","535","0.896"
"2020","Not deferred","17 and under","All","All","Not main scheme applicant","Not main scheme application","760","680","0.897"
"2021","Not deferred","17 and under","All","All","Not main scheme applicant","Not main scheme application","670","595","0.888"
"2022","Not deferred","17 and under","All","All","Not main scheme applicant","Not main scheme application","970","830","0.853"
"2023","Not deferred","17 and under","All","All","Not main scheme applicant","Not main scheme application","940","835","0.888"
"2006","Deferred","17 and under","All","All","Not main scheme applicant","Not main scheme application","10","5"," "
"2007","Deferred","17 and under","All","All","Not main scheme applicant","Not main scheme application","20","20","0.9520000000000001"
"2008","Deferred","17 and under","All","All","Not main scheme applicant","Not main scheme application","15","15","1"
"2009","Deferred","17 and under","All","All","Not main scheme applicant","Not main scheme application","10","5"," "
"2010","Deferred","17 and under","All","All","Not main scheme applicant","Not main scheme application","5","5"," "
"2011","Deferred","17 and under","All","All","Not main scheme applicant","Not main scheme application","5","5"," "
"2012","Deferred","17 and under","All","All","Not main scheme applicant","Not main scheme application","5","5"," "
"2013","Deferred","17 and under","All","All","Not main scheme applicant","Not main scheme application","5","5"," "
"2014","Deferred","17 and under","All","All","Not main scheme applicant","Not main scheme application","10","10"," "
