"Year","Achieved SQA higher points","Ethnic group","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2015","14 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2016","14 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","0"," ","0"
"2017","14 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","0"," ","0"
"2019","14 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2020","14 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2021","14 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2023","14 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2010","15 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2011","15 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2012","15 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2013","15 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2014","15 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2015","15 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10","1","0"
"2016","15 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","0"," ","0"
"2017","15 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2018","15 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2019","15 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","5"," ","0"
"2020","15 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2021","15 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2022","15 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2023","15 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2010","16 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2011","16 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2012","16 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","0"," ","0"
"2015","16 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2016","16 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2017","16 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2018","16 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10"," ","0"
"2019","16 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2020","16 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2021","16 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2022","16 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2023","16 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2011","17 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2013","17 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2014","17 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2015","17 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2016","17 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2017","17 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2018","17 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10","1","0"
"2019","17 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","15","10","0.923","0"
"2020","17 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2021","17 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10"," ","0"
"2022","17 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2023","17 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10","0.909","0"
"2010","18 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2011","18 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2013","18 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2014","18 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2015","18 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2016","18 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10"," ","0"
"2017","18 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2018","18 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2019","18 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10"," ","0"
"2020","18 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2021","18 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","5"," ","0"
"2023","18 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10","1","0"
"2010","19 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2011","19 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2012","19 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2013","19 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2015","19 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2016","19 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10","1","0"
"2017","19 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10","0.909","0"
"2018","19 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","5"," ","0"
"2019","19 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10"," ","0"
"2020","19 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10","0.909","0"
"2021","19 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","5"," ","0"
"2022","19 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2023","19 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","15","15","1","0"
"2010","20 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","5"," ","0"
"2011","20 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2012","20 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2013","20 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","15","15","1","0"
"2014","20 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10","1","0"
"2015","20 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2016","20 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","30","25","0.964","0"
"2017","20 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","20","20","0.9","0"
"2018","20 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","25","20","0.88","0"
"2019","20 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","30","30","0.969","0"
"2020","20 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","30","25","0.9","0"
"2021","20 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","40","40","0.905","0"
"2022","20 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","45","35","0.841","0"
"2023","20 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","All","35","30","0.909","0"
"2010","All","White","Not main scheme applicant","All","5","5"," ","0"
"2012","All","White","Not main scheme applicant","All","5","5"," ","5"
"2013","All","White","Not main scheme applicant","All","5","5"," ","5"
"2014","All","White","Not main scheme applicant","All","10","10","1","0"
"2015","All","White","Not main scheme applicant","All","10","10"," ","5"
"2016","All","White","Not main scheme applicant","All","5","5"," ","0"
"2017","All","White","Not main scheme applicant","All","5","5"," ","0"
"2018","All","White","Not main scheme applicant","All","0","0"," ","5"
"2019","All","White","Not main scheme applicant","All","10","10"," ","0"
"2020","All","White","Not main scheme applicant","All","25","25","0.923","0"
"2021","All","White","Not main scheme applicant","All","10","10"," ","0"
"2022","All","White","Not main scheme applicant","All","10","10"," ","5"
"2023","All","White","Not main scheme applicant","All","5","5"," ","0"
"2022","All","Asian","Not main scheme applicant","All","5","5"," ","0"
"2023","All","Asian","Not main scheme applicant","All","5","5"," ","0"
"2010","All","White","Main scheme applicant","All","13565","11665","0.86","0"
"2011","All","White","Main scheme applicant","All","13820","11430","0.8270000000000001","0"
"2012","All","White","Main scheme applicant","All","13985","11695","0.836","0"
"2013","All","White","Main scheme applicant","All","14265","11820","0.8290000000000001","0"
"2014","All","White","Main scheme applicant","All","14630","12050","0.8240000000000001","0"
"2015","All","White","Main scheme applicant","All","14685","11960","0.8140000000000001","0"
"2016","All","White","Main scheme applicant","All","14640","12025","0.8220000000000001","0"
"2017","All","White","Main scheme applicant","All","14395","11930","0.8290000000000001","0"
"2018","All","White","Main scheme applicant","All","13760","11705","0.851","0"
"2019","All","White","Main scheme applicant","All","13355","11295","0.846","0"
"2020","All","White","Main scheme applicant","All","13400","11820","0.882","0"
"2021","All","White","Main scheme applicant","All","14925","13115","0.879","0"
"2022","All","White","Main scheme applicant","All","14595","12805","0.877","0"
"2023","All","White","Main scheme applicant","All","13835","12330","0.891","0"
"2010","All","Black","Main scheme applicant","All","35","30","0.886","0"
"2011","All","Black","Main scheme applicant","All","45","40","0.864","0"
"2012","All","Black","Main scheme applicant","All","65","60","0.9380000000000001","0"
"2013","All","Black","Main scheme applicant","All","70","60","0.845","0"
"2014","All","Black","Main scheme applicant","All","65","55","0.851","0"
"2015","All","Black","Main scheme applicant","All","80","70","0.85","0"
"2016","All","Black","Main scheme applicant","All","90","80","0.886","0"
"2017","All","Black","Main scheme applicant","All","115","100","0.862","0"
"2018","All","Black","Main scheme applicant","All","140","125","0.887","0"
"2019","All","Black","Main scheme applicant","All","145","125","0.863","0"
"2020","All","Black","Main scheme applicant","All","225","210","0.921","0"
"2021","All","Black","Main scheme applicant","All","260","230","0.884","0"
"2022","All","Black","Main scheme applicant","All","255","230","0.898","0"
"2023","All","Black","Main scheme applicant","All","340","315","0.921","0"
"2010","All","Asian","Main scheme applicant","All","425","375","0.878","0"
"2011","All","Asian","Main scheme applicant","All","495","400","0.812","0"
"2012","All","Asian","Main scheme applicant","All","555","475","0.851","0"
"2013","All","Asian","Main scheme applicant","All","535","455","0.849","0"
"2014","All","Asian","Main scheme applicant","All","605","515","0.853","0"
"2015","All","Asian","Main scheme applicant","All","630","530","0.838","0"
"2016","All","Asian","Main scheme applicant","All","705","585","0.8270000000000001","0"
"2017","All","Asian","Main scheme applicant","All","725","610","0.844","0"
"2018","All","Asian","Main scheme applicant","All","790","685","0.867","0"
"2019","All","Asian","Main scheme applicant","All","800","665","0.8310000000000001","0"
"2020","All","Asian","Main scheme applicant","All","1010","885","0.877","0"
"2021","All","Asian","Main scheme applicant","All","950","820","0.862","0"
"2022","All","Asian","Main scheme applicant","All","1115","990","0.886","0"
"2023","All","Asian","Main scheme applicant","All","1160","1055","0.913","0"
"2010","All","Mixed","Main scheme applicant","All","165","135","0.835","0"
"2011","All","Mixed","Main scheme applicant","All","215","180","0.8280000000000001","0"
"2012","All","Mixed","Main scheme applicant","All","195","160","0.8220000000000001","0"
"2013","All","Mixed","Main scheme applicant","All","225","195","0.859","0"
"2014","All","Mixed","Main scheme applicant","All","235","190","0.8200000000000001","0"
"2015","All","Mixed","Main scheme applicant","All","250","210","0.84","0"
"2016","All","Mixed","Main scheme applicant","All","280","240","0.863","0"
"2017","All","Mixed","Main scheme applicant","All","275","245","0.884","0"
"2018","All","Mixed","Main scheme applicant","All","305","270","0.891","0"
"2019","All","Mixed","Main scheme applicant","All","335","290","0.874","0"
"2020","All","Mixed","Main scheme applicant","All","350","315","0.889","0"
"2021","All","Mixed","Main scheme applicant","All","435","390","0.901","0"
"2022","All","Mixed","Main scheme applicant","All","495","450","0.909","0"
"2023","All","Mixed","Main scheme applicant","All","570","520","0.912","0"
"2010","All","Other","Main scheme applicant","All","15","15","0.882","0"
"2011","All","Other","Main scheme applicant","All","30","20","0.71","0"
"2012","All","Other","Main scheme applicant","All","40","30","0.8","0"
"2013","All","Other","Main scheme applicant","All","40","35","0.8290000000000001","0"
"2014","All","Other","Main scheme applicant","All","40","30","0.762","0"
"2015","All","Other","Main scheme applicant","All","60","50","0.839","0"
"2016","All","Other","Main scheme applicant","All","60","50","0.845","0"
"2017","All","Other","Main scheme applicant","All","65","55","0.857","0"
"2018","All","Other","Main scheme applicant","All","65","65","0.969","0"
"2019","All","Other","Main scheme applicant","All","85","75","0.871","0"
