"Year","Subject group HECoS","Detailed subject group HECoS","Ethnic group","Main scheme applicant","Main scheme application","Accepted applicants"
"2023","(CAH15) social sciences","(CAH15-04-02) childhood and youth studies","Mixed","All","All","85"
"2019","(CAH15) social sciences","(CAH15-04-01) social work","Mixed","All","All","240"
"2020","(CAH15) social sciences","(CAH15-04-01) social work","Mixed","All","All","305"
"2021","(CAH15) social sciences","(CAH15-04-01) social work","Mixed","All","All","320"
"2022","(CAH15) social sciences","(CAH15-04-01) social work","Mixed","All","All","265"
"2023","(CAH15) social sciences","(CAH15-04-01) social work","Mixed","All","All","230"
"2019","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","Mixed","All","All","90"
"2020","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","Mixed","All","All","85"
"2021","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","Mixed","All","All","75"
"2022","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","Mixed","All","All","65"
"2023","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","Mixed","All","All","95"
"2019","(CAH15) social sciences","(CAH15-04-03) health studies","Mixed","All","All","165"
"2020","(CAH15) social sciences","(CAH15-04-03) health studies","Mixed","All","All","155"
"2021","(CAH15) social sciences","(CAH15-04-03) health studies","Mixed","All","All","175"
"2022","(CAH15) social sciences","(CAH15-04-03) health studies","Mixed","All","All","155"
"2023","(CAH15) social sciences","(CAH15-04-03) health studies","Mixed","All","All","160"
"2019","(CAH15) social sciences","(CAH15-01-03) social policy","Mixed","All","All","65"
"2020","(CAH15) social sciences","(CAH15-01-03) social policy","Mixed","All","All","70"
"2021","(CAH15) social sciences","(CAH15-01-03) social policy","Mixed","All","All","75"
"2022","(CAH15) social sciences","(CAH15-01-03) social policy","Mixed","All","All","70"
"2023","(CAH15) social sciences","(CAH15-01-03) social policy","Mixed","All","All","75"
"2019","(CAH15) social sciences","(CAH15-01-02) sociology","Mixed","All","All","875"
"2020","(CAH15) social sciences","(CAH15-01-02) sociology","Mixed","All","All","890"
"2021","(CAH15) social sciences","(CAH15-01-02) sociology","Mixed","All","All","975"
"2022","(CAH15) social sciences","(CAH15-01-02) sociology","Mixed","All","All","940"
"2023","(CAH15) social sciences","(CAH15-01-02) sociology","Mixed","All","All","915"
"2019","(CAH15) social sciences","(CAH15-01-05) development studies","Mixed","All","All","30"
"2020","(CAH15) social sciences","(CAH15-01-05) development studies","Mixed","All","All","30"
"2021","(CAH15) social sciences","(CAH15-01-05) development studies","Mixed","All","All","25"
"2022","(CAH15) social sciences","(CAH15-01-05) development studies","Mixed","All","All","40"
"2023","(CAH15) social sciences","(CAH15-01-05) development studies","Mixed","All","All","25"
"2019","(CAH15) social sciences","(CAH15-01-06) cultural studies","Mixed","All","All","10"
"2020","(CAH15) social sciences","(CAH15-01-06) cultural studies","Mixed","All","All","5"
"2021","(CAH15) social sciences","(CAH15-01-06) cultural studies","Mixed","All","All","10"
"2022","(CAH15) social sciences","(CAH15-01-06) cultural studies","Mixed","All","All","10"
"2023","(CAH15) social sciences","(CAH15-01-06) cultural studies","Mixed","All","All","10"
"2019","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","Mixed","All","All","750"
"2020","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","Mixed","All","All","785"
"2021","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","Mixed","All","All","905"
"2022","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","Mixed","All","All","955"
"2023","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","Mixed","All","All","845"
"2019","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","Mixed","All","All","10"
"2020","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","Mixed","All","All","15"
"2021","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","Mixed","All","All","20"
"2022","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","Mixed","All","All","20"
"2023","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","Mixed","All","All","15"
"2019","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","Mixed","All","All","25"
"2020","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","Mixed","All","All","25"
"2021","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","Mixed","All","All","25"
"2022","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","Mixed","All","All","25"
"2023","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","Mixed","All","All","25"
"2019","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","Mixed","All","All","170"
"2020","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","Mixed","All","All","195"
"2021","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","Mixed","All","All","205"
"2022","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","Mixed","All","All","205"
"2023","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","Mixed","All","All","225"
"2019","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","Mixed","All","All","140"
"2020","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","Mixed","All","All","140"
"2021","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","Mixed","All","All","135"
"2022","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","Mixed","All","All","135"
"2023","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","Mixed","All","All","160"
"2019","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","Mixed","All","All","245"
"2020","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","Mixed","All","All","235"
"2021","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","Mixed","All","All","240"
"2022","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","Mixed","All","All","220"
"2023","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","Mixed","All","All","215"
"2019","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","Mixed","All","All","65"
"2020","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","Mixed","All","All","70"
"2021","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","Mixed","All","All","85"
"2022","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","Mixed","All","All","100"
"2023","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","Mixed","All","All","105"
"2019","(CAH03) biological and sport sciences","(CAH03-01-04) microbiology and cell science","Mixed","All","All","30"
"2020","(CAH03) biological and sport sciences","(CAH03-01-04) microbiology and cell science","Mixed","All","All","25"
"2021","(CAH03) biological and sport sciences","(CAH03-01-04) microbiology and cell science","Mixed","All","All","25"
"2022","(CAH03) biological and sport sciences","(CAH03-01-04) microbiology and cell science","Mixed","All","All","25"
"2023","(CAH03) biological and sport sciences","(CAH03-01-04) microbiology and cell science","Mixed","All","All","35"
"2019","(CAH03) biological and sport sciences","(CAH03-01-05) plant sciences","Mixed","All","All","5"
"2020","(CAH03) biological and sport sciences","(CAH03-01-05) plant sciences","Mixed","All","All","5"
"2021","(CAH03) biological and sport sciences","(CAH03-01-05) plant sciences","Mixed","All","All","5"
"2022","(CAH03) biological and sport sciences","(CAH03-01-05) plant sciences","Mixed","All","All","5"
"2019","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","Mixed","All","All","65"
"2020","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","Mixed","All","All","70"
"2021","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","Mixed","All","All","80"
"2022","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","Mixed","All","All","90"
"2023","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","Mixed","All","All","85"
"2019","(CAH03) biological and sport sciences","(CAH03-01-09) hair and beauty sciences","Mixed","All","All","5"
"2019","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","Mixed","All","All","240"
"2020","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","Mixed","All","All","315"
"2021","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","Mixed","All","All","305"
"2022","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","Mixed","All","All","350"
"2023","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","Mixed","All","All","335"
"2020","(CAH13) architecture, building and planning","(CAH13-01-03) landscape design","Mixed","All","All","5"
"2021","(CAH13) architecture, building and planning","(CAH13-01-03) landscape design","Mixed","All","All","5"
"2023","(CAH13) architecture, building and planning","(CAH13-01-03) landscape design","Mixed","All","All","5"
"2019","(CAH13) architecture, building and planning","(CAH13-01-02) building","Mixed","All","All","105"
"2020","(CAH13) architecture, building and planning","(CAH13-01-02) building","Mixed","All","All","120"
"2021","(CAH13) architecture, building and planning","(CAH13-01-02) building","Mixed","All","All","125"
"2022","(CAH13) architecture, building and planning","(CAH13-01-02) building","Mixed","All","All","210"
"2023","(CAH13) architecture, building and planning","(CAH13-01-02) building","Mixed","All","All","255"
"2019","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","Mixed","All","All","55"
"2020","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","Mixed","All","All","60"
"2021","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","Mixed","All","All","35"
"2022","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","Mixed","All","All","50"
"2023","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","Mixed","All","All","45"
"2019","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","Mixed","All","All","5"
"2020","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","Mixed","All","All","15"
"2021","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","Mixed","All","All","10"
"2022","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","Mixed","All","All","10"
"2023","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","Mixed","All","All","5"
"2019","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","Mixed","All","All","50"
"2020","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","Mixed","All","All","80"
"2021","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","Mixed","All","All","55"
"2022","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","Mixed","All","All","60"
"2023","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","Mixed","All","All","70"
"2019","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Mixed","All","All","490"
"2020","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Mixed","All","All","535"
"2021","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Mixed","All","All","515"
"2022","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Mixed","All","All","485"
"2023","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Mixed","All","All","545"
"2019","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","Mixed","All","All","15"
