"Year","Predicted BTEC Extended diploma points","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2022","8 points (D*DD)","Quintile 4","All","All","700","585","0.837","0"
"2023","8 points (D*DD)","Quintile 4","All","All","680","580","0.856","0"
"2012","9 points (D*D*D)","Quintile 4","All","All","290","240","0.8250000000000001","0"
"2013","9 points (D*D*D)","Quintile 4","All","All","180","150","0.8130000000000001","0"
"2014","9 points (D*D*D)","Quintile 4","All","All","330","270","0.8210000000000001","0"
"2015","9 points (D*D*D)","Quintile 4","All","All","490","410","0.833","0"
"2016","9 points (D*D*D)","Quintile 4","All","All","545","470","0.861","0"
"2017","9 points (D*D*D)","Quintile 4","All","All","540","460","0.859","0"
"2018","9 points (D*D*D)","Quintile 4","All","All","560","470","0.841","0"
"2019","9 points (D*D*D)","Quintile 4","All","All","575","490","0.849","0"
"2020","9 points (D*D*D)","Quintile 4","All","All","580","505","0.869","0"
"2021","9 points (D*D*D)","Quintile 4","All","All","790","670","0.852","0"
"2022","9 points (D*D*D)","Quintile 4","All","All","615","515","0.84","0"
"2023","9 points (D*D*D)","Quintile 4","All","All","490","405","0.8230000000000001","0"
"2012","10 points (D*D*D*)","Quintile 4","All","All","5","5"," ","0"
"2013","10 points (D*D*D*)","Quintile 4","All","All","590","500","0.843","0"
"2014","10 points (D*D*D*)","Quintile 4","All","All","825","695","0.84","0"
"2015","10 points (D*D*D*)","Quintile 4","All","All","1075","910","0.847","0"
"2016","10 points (D*D*D*)","Quintile 4","All","All","1170","1000","0.857","0"
"2017","10 points (D*D*D*)","Quintile 4","All","All","1285","1100","0.855","0"
"2018","10 points (D*D*D*)","Quintile 4","All","All","1225","1055","0.86","0"
"2019","10 points (D*D*D*)","Quintile 4","All","All","1155","985","0.852","0"
"2020","10 points (D*D*D*)","Quintile 4","All","All","1280","1135","0.888","0"
"2021","10 points (D*D*D*)","Quintile 4","All","All","1275","1105","0.867","0"
"2022","10 points (D*D*D*)","Quintile 4","All","All","765","620","0.811","0"
"2023","10 points (D*D*D*)","Quintile 4","All","All","485","390","0.803","0"
"2010","1 point (PPP)","Quintile 5","All","All","150","75","0.503","0"
"2011","1 point (PPP)","Quintile 5","All","All","85","40","0.506","0"
"2012","1 point (PPP)","Quintile 5","All","All","65","40","0.641","0"
"2013","1 point (PPP)","Quintile 5","All","All","75","55","0.6880000000000001","0"
"2014","1 point (PPP)","Quintile 5","All","All","55","40","0.667","0"
"2015","1 point (PPP)","Quintile 5","All","All","50","35","0.635","0"
"2016","1 point (PPP)","Quintile 5","All","All","70","45","0.653","0"
"2017","1 point (PPP)","Quintile 5","All","All","40","30","0.78","0"
"2018","1 point (PPP)","Quintile 5","All","All","30","25","0.774","0"
"2019","1 point (PPP)","Quintile 5","All","All","35","30","0.784","0"
"2020","1 point (PPP)","Quintile 5","All","All","40","30","0.775","0"
"2021","1 point (PPP)","Quintile 5","All","All","70","55","0.778","0"
"2022","1 point (PPP)","Quintile 5","All","All","80","50","0.646","0"
"2023","1 point (PPP)","Quintile 5","All","All","85","60","0.735","0"
"2010","2 points (MPP)","Quintile 5","All","All","200","140","0.712","0"
"2011","2 points (MPP)","Quintile 5","All","All","145","90","0.636","0"
"2012","2 points (MPP)","Quintile 5","All","All","75","45","0.61","0"
"2013","2 points (MPP)","Quintile 5","All","All","80","60","0.72","0"
"2014","2 points (MPP)","Quintile 5","All","All","100","65","0.646","0"
"2015","2 points (MPP)","Quintile 5","All","All","100","80","0.8270000000000001","0"
"2016","2 points (MPP)","Quintile 5","All","All","80","60","0.725","0"
"2017","2 points (MPP)","Quintile 5","All","All","80","60","0.769","0"
"2018","2 points (MPP)","Quintile 5","All","All","70","45","0.647","0"
"2019","2 points (MPP)","Quintile 5","All","All","65","45","0.746","0"
"2020","2 points (MPP)","Quintile 5","All","All","70","65","0.9","0"
"2021","2 points (MPP)","Quintile 5","All","All","75","55","0.733","0"
"2022","2 points (MPP)","Quintile 5","All","All","130","90","0.6980000000000001","0"
"2023","2 points (MPP)","Quintile 5","All","All","120","90","0.76","0"
"2010","3 points (MMP)","Quintile 5","All","All","300","185","0.624","0"
"2011","3 points (MMP)","Quintile 5","All","All","210","140","0.683","0"
"2012","3 points (MMP)","Quintile 5","All","All","160","105","0.65","0"
"2013","3 points (MMP)","Quintile 5","All","All","135","110","0.803","0"
"2014","3 points (MMP)","Quintile 5","All","All","130","100","0.781","0"
"2015","3 points (MMP)","Quintile 5","All","All","140","100","0.717","0"
"2016","3 points (MMP)","Quintile 5","All","All","135","100","0.752","0"
"2017","3 points (MMP)","Quintile 5","All","All","80","60","0.72","0"
"2018","3 points (MMP)","Quintile 5","All","All","85","70","0.81","0"
"2019","3 points (MMP)","Quintile 5","All","All","95","75","0.792","0"
"2020","3 points (MMP)","Quintile 5","All","All","95","80","0.8250000000000001","0"
"2021","3 points (MMP)","Quintile 5","All","All","150","120","0.8240000000000001","0"
"2022","3 points (MMP)","Quintile 5","All","All","160","115","0.704","0"
"2023","3 points (MMP)","Quintile 5","All","All","155","110","0.714","0"
"2010","4 points (MMM)","Quintile 5","All","All","675","495","0.73","0"
"2011","4 points (MMM)","Quintile 5","All","All","645","470","0.728","0"
"2012","4 points (MMM)","Quintile 5","All","All","490","355","0.717","0"
"2013","4 points (MMM)","Quintile 5","All","All","525","400","0.755","0"
"2014","4 points (MMM)","Quintile 5","All","All","445","350","0.787","0"
"2015","4 points (MMM)","Quintile 5","All","All","435","335","0.771","0"
"2016","4 points (MMM)","Quintile 5","All","All","365","285","0.784","0"
"2017","4 points (MMM)","Quintile 5","All","All","270","210","0.765","0"
"2018","4 points (MMM)","Quintile 5","All","All","240","190","0.787","0"
"2019","4 points (MMM)","Quintile 5","All","All","235","185","0.789","0"
"2020","4 points (MMM)","Quintile 5","All","All","250","210","0.845","0"
"2021","4 points (MMM)","Quintile 5","All","All","320","260","0.807","0"
"2022","4 points (MMM)","Quintile 5","All","All","400","300","0.756","0"
"2023","4 points (MMM)","Quintile 5","All","All","410","310","0.757","0"
"2010","5 points (DMM)","Quintile 5","All","All","665","535","0.808","0"
"2011","5 points (DMM)","Quintile 5","All","All","730","570","0.783","0"
"2012","5 points (DMM)","Quintile 5","All","All","590","425","0.722","0"
"2013","5 points (DMM)","Quintile 5","All","All","620","485","0.779","0"
"2014","5 points (DMM)","Quintile 5","All","All","600","480","0.803","0"
"2015","5 points (DMM)","Quintile 5","All","All","630","515","0.8160000000000001","0"
"2016","5 points (DMM)","Quintile 5","All","All","610","510","0.833","0"
"2017","5 points (DMM)","Quintile 5","All","All","490","395","0.801","0"
"2018","5 points (DMM)","Quintile 5","All","All","460","370","0.8","0"
"2019","5 points (DMM)","Quintile 5","All","All","460","370","0.81","0"
"2020","5 points (DMM)","Quintile 5","All","All","485","425","0.876","0"
"2021","5 points (DMM)","Quintile 5","All","All","550","460","0.833","0"
"2022","5 points (DMM)","Quintile 5","All","All","565","435","0.773","0"
"2023","5 points (DMM)","Quintile 5","All","All","610","485","0.798","0"
"2010","6 points (DDM)","Quintile 5","All","All","655","520","0.799","0"
"2011","6 points (DDM)","Quintile 5","All","All","790","635","0.807","0"
"2012","6 points (DDM)","Quintile 5","All","All","590","445","0.756","0"
"2013","6 points (DDM)","Quintile 5","All","All","635","535","0.841","0"
"2014","6 points (DDM)","Quintile 5","All","All","720","590","0.8230000000000001","0"
"2015","6 points (DDM)","Quintile 5","All","All","765","645","0.842","0"
"2016","6 points (DDM)","Quintile 5","All","All","740","630","0.848","0"
"2017","6 points (DDM)","Quintile 5","All","All","670","560","0.837","0"
"2018","6 points (DDM)","Quintile 5","All","All","560","455","0.8170000000000001","0"
"2019","6 points (DDM)","Quintile 5","All","All","555","465","0.835","0"
"2020","6 points (DDM)","Quintile 5","All","All","575","505","0.872","0"
"2021","6 points (DDM)","Quintile 5","All","All","685","590","0.862","0"
"2022","6 points (DDM)","Quintile 5","All","All","695","570","0.8190000000000001","0"
"2023","6 points (DDM)","Quintile 5","All","All","625","500","0.799","0"
"2010","7 points (DDD)","Quintile 5","All","All","1015","835","0.8200000000000001","0"
"2011","7 points (DDD)","Quintile 5","All","All","1270","1050","0.8280000000000001","5"
"2012","7 points (DDD)","Quintile 5","All","All","985","795","0.806","0"
"2013","7 points (DDD)","Quintile 5","All","All","840","700","0.8290000000000001","0"
"2014","7 points (DDD)","Quintile 5","All","All","915","755","0.8270000000000001","0"
"2015","7 points (DDD)","Quintile 5","All","All","860","715","0.8320000000000001","0"
"2016","7 points (DDD)","Quintile 5","All","All","785","665","0.842","0"
"2017","7 points (DDD)","Quintile 5","All","All","810","680","0.84","0"
"2018","7 points (DDD)","Quintile 5","All","All","775","645","0.834","0"
"2019","7 points (DDD)","Quintile 5","All","All","755","650","0.861","0"
"2020","7 points (DDD)","Quintile 5","All","All","740","650","0.876","0"
"2021","7 points (DDD)","Quintile 5","All","All","825","725","0.877","0"
"2022","7 points (DDD)","Quintile 5","All","All","910","740","0.8140000000000001","0"
"2023","7 points (DDD)","Quintile 5","All","All","825","670","0.812","0"
"2012","8 points (D*DD)","Quintile 5","All","All","60","50","0.8200000000000001","0"
"2013","8 points (D*DD)","Quintile 5","All","All","130","95","0.742","0"
"2014","8 points (D*DD)","Quintile 5","All","All","225","185","0.8230000000000001","0"
"2015","8 points (D*DD)","Quintile 5","All","All","440","365","0.8310000000000001","0"
"2016","8 points (D*DD)","Quintile 5","All","All","505","425","0.844","0"
"2017","8 points (D*DD)","Quintile 5","All","All","480","410","0.854","0"
"2018","8 points (D*DD)","Quintile 5","All","All","465","395","0.845","0"
"2019","8 points (D*DD)","Quintile 5","All","All","495","420","0.846","0"
"2020","8 points (D*DD)","Quintile 5","All","All","500","445","0.894","0"
"2021","8 points (D*DD)","Quintile 5","All","All","655","575","0.875","0"
"2022","8 points (D*DD)","Quintile 5","All","All","615","515","0.8310000000000001","0"
"2023","8 points (D*DD)","Quintile 5","All","All","510","435","0.859","0"
"2012","9 points (D*D*D)","Quintile 5","All","All","255","205","0.794","0"
"2013","9 points (D*D*D)","Quintile 5","All","All","185","150","0.811","0"
"2014","9 points (D*D*D)","Quintile 5","All","All","260","210","0.805","0"
"2015","9 points (D*D*D)","Quintile 5","All","All","410","340","0.8220000000000001","0"
"2016","9 points (D*D*D)","Quintile 5","All","All","465","385","0.834","0"
"2017","9 points (D*D*D)","Quintile 5","All","All","505","410","0.8170000000000001","0"
"2018","9 points (D*D*D)","Quintile 5","All","All","475","410","0.857","0"
"2019","9 points (D*D*D)","Quintile 5","All","All","460","385","0.833","0"
"2020","9 points (D*D*D)","Quintile 5","All","All","495","435","0.875","0"
"2021","9 points (D*D*D)","Quintile 5","All","All","615","520","0.846","0"
"2022","9 points (D*D*D)","Quintile 5","All","All","510","430","0.841","0"
"2023","9 points (D*D*D)","Quintile 5","All","All","425","355","0.833","0"
"2012","10 points (D*D*D*)","Quintile 5","All","All","5","5"," ","0"
"2013","10 points (D*D*D*)","Quintile 5","All","All","525","440","0.838","0"
"2014","10 points (D*D*D*)","Quintile 5","All","All","695","580","0.834","0"
"2015","10 points (D*D*D*)","Quintile 5","All","All","955","785","0.8220000000000001","0"
"2016","10 points (D*D*D*)","Quintile 5","All","All","1000","840","0.839","0"
"2017","10 points (D*D*D*)","Quintile 5","All","All","1065","890","0.838","0"
"2018","10 points (D*D*D*)","Quintile 5","All","All","1065","920","0.863","0"
"2019","10 points (D*D*D*)","Quintile 5","All","All","880","755","0.857","0"
"2020","10 points (D*D*D*)","Quintile 5","All","All","1025","900","0.874","0"
"2021","10 points (D*D*D*)","Quintile 5","All","All","1195","1010","0.843","0"
"2022","10 points (D*D*D*)","Quintile 5","All","All","770","645","0.839","0"
"2023","10 points (D*D*D*)","Quintile 5","All","All","460","375","0.809","0"
"2010","All","Unknown","All","All","25","15","0.6960000000000001","0"
"2011","All","Unknown","All","All","25","20","0.792","0"
"2012","All","Unknown","All","All","25","20","0.808","0"
"2013","All","Unknown","All","All","30","25","0.893","0"
"2014","All","Unknown","All","All","25","15","0.654","0"
"2015","All","Unknown","All","All","30","30","0.966","0"
"2016","All","Unknown","All","All","20","15","0.737","0"
"2017","All","Unknown","All","All","20","20","0.9520000000000001","0"
"2018","All","Unknown","All","All","30","25","0.929","0"
"2019","All","Unknown","All","All","20","20","0.8180000000000001","0"
"2020","All","Unknown","All","All","20","15","0.737","0"
"2021","All","Unknown","All","All","20","20","0.857","0"
"2022","All","Unknown","All","All","5","5"," ","0"
"2023","All","Unknown","All","All","5","5"," ","0"
"2010","All","Quintile 1","All","All","3595","2615","0.727","5"
"2011","All","Quintile 1","All","All","4010","2920","0.728","5"
"2012","All","Quintile 1","All","All","3550","2655","0.748","0"
"2013","All","Quintile 1","All","All","3860","2935","0.761","5"
"2014","All","Quintile 1","All","All","4600","3605","0.784","5"
"2015","All","Quintile 1","All","All","5210","4085","0.784","5"
"2016","All","Quintile 1","All","All","4795","3855","0.804","5"
"2017","All","Quintile 1","All","All","4330","3585","0.8280000000000001","5"
"2018","All","Quintile 1","All","All","4190","3460","0.8260000000000001","5"
"2019","All","Quintile 1","All","All","3800","3160","0.8320000000000001","0"
"2020","All","Quintile 1","All","All","4020","3430","0.853","5"
"2021","All","Quintile 1","All","All","4450","3675","0.8260000000000001","10"
"2022","All","Quintile 1","All","All","4325","3415","0.79","5"
"2023","All","Quintile 1","All","All","3785","3020","0.798","5"
"2010","All","Quintile 2","All","All","4300","3220","0.748","5"
"2011","All","Quintile 2","All","All","4650","3500","0.753","0"
"2012","All","Quintile 2","All","All","4045","3095","0.766","5"
"2013","All","Quintile 2","All","All","4545","3600","0.791","0"
"2014","All","Quintile 2","All","All","5275","4210","0.798","5"
"2015","All","Quintile 2","All","All","5865","4685","0.799","5"
"2016","All","Quintile 2","All","All","5510","4435","0.805","5"
"2017","All","Quintile 2","All","All","4940","4075","0.8250000000000001","5"
"2018","All","Quintile 2","All","All","4580","3820","0.834","0"
"2019","All","Quintile 2","All","All","4335","3610","0.833","5"
"2020","All","Quintile 2","All","All","4710","4075","0.865","0"
"2021","All","Quintile 2","All","All","5155","4275","0.8290000000000001","5"
"2022","All","Quintile 2","All","All","4730","3705","0.784","5"
"2023","All","Quintile 2","All","All","4360","3470","0.796","5"
"2010","All","Quintile 3","All","All","4405","3300","0.749","5"
"2011","All","Quintile 3","All","All","4500","3425","0.761","5"
"2012","All","Quintile 3","All","All","4045","3075","0.76","5"
"2013","All","Quintile 3","All","All","4450","3535","0.794","0"
"2014","All","Quintile 3","All","All","5105","4025","0.788","5"
"2015","All","Quintile 3","All","All","5810","4735","0.8150000000000001","5"
"2016","All","Quintile 3","All","All","5660","4605","0.8140000000000001","5"
"2017","All","Quintile 3","All","All","5315","4420","0.8320000000000001","0"
"2018","All","Quintile 3","All","All","4985","4190","0.84","5"
"2019","All","Quintile 3","All","All","4790","4020","0.839","0"
"2020","All","Quintile 3","All","All","5155","4510","0.875","5"
"2021","All","Quintile 3","All","All","5825","4870","0.836","0"
"2022","All","Quintile 3","All","All","5625","4455","0.792","5"
