"Year","Domicile UK International","Domicile","Domicile named country","Age group","Gender","Registered for Clearing Plus","Placed at provider of interest through Clearing Plus","Placed on course of interest through Clearing Plus"
"2020","International","EU (excluding UK)","Czech Republic","18","All","5","0","0"
"2020","International","EU (excluding UK)","Cyprus (European Union)","18","All","15","5","5"
"2021","International","EU (excluding UK)","Cyprus (European Union)","18","All","5","0","0"
"2022","International","EU (excluding UK)","Cyprus (European Union)","18","All","5","5","0"
"2023","International","EU (excluding UK)","Cyprus (European Union)","18","All","10","5","5"
"2022","International","Not EU","Guernsey","18","All","5","0","0"
"2023","International","Not EU","Guernsey","18","All","5","0","0"
"2020","International","Not EU","Jersey","18","All","10","5","0"
"2021","International","Not EU","Jersey","18","All","5","5","5"
"2023","International","Not EU","Jersey","18","All","10","5","5"
"2020","International","Not EU","Isle of Man","18","All","5","5","5"
"2021","International","Not EU","Isle of Man","18","All","5","0","0"
"2022","International","Not EU","Isle of Man","18","All","5","5","5"
"2023","International","Not EU","Isle of Man","18","All","5","0","0"
"2023","International","Not EU","Albania","18","All","5","0","0"
"2021","International","Not EU","Angola","18","All","5","0","0"
"2023","International","Not EU","Angola","18","All","5","0","0"
"2020","International","Not EU","Bahrain","18","All","5","0","0"
"2022","International","Not EU","Bahrain","18","All","10","5","0"
"2023","International","Not EU","Bahrain","18","All","5","0","0"
"2020","International","Not EU","Bermuda","18","All","5","0","0"
"2022","International","Not EU","Bermuda","18","All","5","0","0"
"2021","International","Not EU","Brazil","18","All","5","0","0"
"2022","International","Not EU","Burma (Myanmar)","18","All","5","0","0"
"2023","International","Not EU","Cambodia","18","All","5","5","0"
"2021","International","Not EU","Canada","18","All","5","0","0"
"2022","International","Not EU","Canada","18","All","5","0","0"
"2023","International","Not EU","Canada","18","All","5","0","0"
"2020","International","Not EU","Sri Lanka","18","All","5","0","0"
"2021","International","Not EU","Sri Lanka","18","All","5","0","0"
"2020","International","Not EU","China","18","All","195","35","15"
"2021","International","Not EU","China","18","All","70","25","15"
"2022","International","Not EU","China","18","All","50","15","10"
"2023","International","Not EU","China","18","All","105","30","30"
"2022","International","Not EU","Taiwan","18","All","5","0","0"
"2020","International","Not EU","Ghana","18","All","5","0","0"
"2021","International","Not EU","Ghana","18","All","5","0","0"
"2022","International","Not EU","Ghana","18","All","5","0","0"
"2023","International","Not EU","Ghana","18","All","10","0","0"
"2020","International","Not EU","Gibraltar","18","All","5","0","0"
"2021","International","Not EU","Gibraltar","18","All","5","0","0"
"2022","International","Not EU","Gibraltar","18","All","5","0","0"
"2023","International","Not EU","Gibraltar","18","All","5","5","5"
"2020","International","Not EU","Hong Kong","18","All","70","15","10"
"2021","International","Not EU","Hong Kong","18","All","40","10","5"
"2022","International","Not EU","Hong Kong","18","All","30","10","5"
"2023","International","Not EU","Hong Kong","18","All","35","10","5"
"2020","International","Not EU","India","18","All","80","20","15"
"2021","International","Not EU","India","18","All","60","10","10"
"2022","International","Not EU","India","18","All","85","20","10"
"2023","International","Not EU","India","18","All","60","10","5"
"2020","International","Not EU","Indonesia","18","All","10","5","0"
"2021","International","Not EU","Indonesia","18","All","5","0","0"
"2022","International","Not EU","Indonesia","18","All","5","0","0"
"2023","International","Not EU","Indonesia","18","All","5","5","5"
"2020","International","Not EU","Iran, Islamic Republic of","18","All","5","0","0"
"2022","International","Not EU","Iran, Islamic Republic of","18","All","5","0","0"
"2020","International","Not EU","Japan","18","All","5","0","0"
"2023","International","Not EU","Japan","18","All","5","0","0"
"2020","International","Not EU","Jordan","18","All","10","5","5"
"2021","International","Not EU","Jordan","18","All","5","5","0"
"2022","International","Not EU","Jordan","18","All","5","0","0"
"2023","International","Not EU","Jordan","18","All","5","0","0"
"2020","International","Not EU","Kenya","18","All","10","0","0"
"2021","International","Not EU","Kenya","18","All","10","0","0"
"2022","International","Not EU","Kenya","18","All","15","5","5"
"2023","International","Not EU","Kenya","18","All","10","0","0"
"2020","International","Not EU","Korea, Republic of","18","All","10","0","0"
"2020","International","Not EU","Kuwait","18","All","5","0","0"
"2021","International","Not EU","Kuwait","18","All","5","0","0"
"2022","International","Not EU","Kuwait","18","All","5","0","0"
"2023","International","Not EU","Kuwait","18","All","5","0","0"
"2020","International","Not EU","Lebanon","18","All","5","0","0"
"2021","International","Not EU","Lebanon","18","All","5","0","0"
"2022","International","Not EU","Lebanon","18","All","5","0","0"
"2020","International","Not EU","Macao","18","All","5","0","0"
"2021","International","Not EU","Malawi","18","All","5","5","5"
"2020","International","Not EU","Malaysia","18","All","30","5","5"
"2021","International","Not EU","Malaysia","18","All","20","5","5"
"2022","International","Not EU","Malaysia","18","All","15","5","0"
"2023","International","Not EU","Malaysia","18","All","15","0","0"
"2020","International","Not EU","Morocco","18","All","5","0","0"
"2021","International","Not EU","Morocco","18","All","5","0","0"
"2022","International","Not EU","Morocco","18","All","5","0","0"
"2023","International","Not EU","Morocco","18","All","5","0","0"
"2020","International","Not EU","Oman","18","All","5","5","0"
"2021","International","Not EU","Oman","18","All","5","0","0"
"2022","International","Not EU","Oman","18","All","5","0","0"
"2023","International","Not EU","Oman","18","All","10","5","5"
"2020","International","Not EU","Nigeria","18","All","30","10","5"
"2021","International","Not EU","Nigeria","18","All","25","5","5"
"2022","International","Not EU","Nigeria","18","All","30","5","5"
"2023","International","Not EU","Nigeria","18","All","30","5","0"
"2020","International","Not EU","Norway","18","All","5","0","0"
"2021","International","Not EU","Norway","18","All","5","0","0"
"2020","International","Not EU","Pakistan","18","All","20","5","5"
"2021","International","Not EU","Pakistan","18","All","30","10","5"
"2022","International","Not EU","Pakistan","18","All","15","5","5"
"2023","International","Not EU","Pakistan","18","All","20","5","5"
"2021","International","Not EU","Qatar","18","All","5","0","0"
"2022","International","Not EU","Qatar","18","All","10","5","5"
"2023","International","Not EU","Qatar","18","All","5","0","0"
"2020","International","Not EU","Saudi Arabia","18","All","15","5","0"
"2021","International","Not EU","Saudi Arabia","18","All","5","0","0"
"2022","International","Not EU","Saudi Arabia","18","All","10","0","0"
"2023","International","Not EU","Saudi Arabia","18","All","25","0","0"
"2020","International","Not EU","Singapore","18","All","10","5","5"
"2021","International","Not EU","Singapore","18","All","5","0","0"
"2022","International","Not EU","Singapore","18","All","5","0","0"
"2023","International","Not EU","Singapore","18","All","20","5","5"
"2021","International","Not EU","South Africa","18","All","5","0","0"
"2022","International","Not EU","South Africa","18","All","10","0","0"
"2023","International","Not EU","South Africa","18","All","5","0","0"
"2020","International","Not EU","Switzerland","18","All","10","5","0"
"2023","International","Not EU","Switzerland","18","All","10","5","5"
"2020","International","Not EU","Tanzania, United Republic of","18","All","5","0","0"
"2020","International","Not EU","Thailand","18","All","15","5","5"
"2021","International","Not EU","Thailand","18","All","5","0","0"
"2022","International","Not EU","Thailand","18","All","10","5","5"
"2023","International","Not EU","Thailand","18","All","5","0","0"
"2020","International","Not EU","United Arab Emirates","18","All","55","20","15"
"2021","International","Not EU","United Arab Emirates","18","All","25","10","10"
"2022","International","Not EU","United Arab Emirates","18","All","35","5","5"
"2023","International","Not EU","United Arab Emirates","18","All","40","5","5"
"2020","International","Not EU","Turkey","18","All","10","5","0"
"2021","International","Not EU","Turkey","18","All","5","0","0"
"2022","International","Not EU","Turkey","18","All","5","0","0"
"2023","International","Not EU","Turkey","18","All","10","5","0"
"2021","International","Not EU","Uganda","18","All","5","0","0"
"2022","International","Not EU","Uganda","18","All","5","0","0"
"2023","International","Not EU","Uganda","18","All","5","0","0"
"2020","International","Not EU","Egypt","18","All","5","0","0"
"2021","International","Not EU","Egypt","18","All","5","0","0"
"2022","International","Not EU","Egypt","18","All","5","0","0"
"2023","International","Not EU","Egypt","18","All","5","0","0"
"2020","International","Not EU","United States of America","18","All","15","0","0"
"2021","International","Not EU","United States of America","18","All","20","5","0"
"2022","International","Not EU","United States of America","18","All","20","5","5"
"2023","International","Not EU","United States of America","18","All","10","5","0"
"2020","International","Not EU","Vietnam [Viet Nam]","18","All","5","0","0"
"2021","International","Not EU","Vietnam [Viet Nam]","18","All","5","0","0"
"2022","International","Not EU","Vietnam [Viet Nam]","18","All","5","0","0"
"2023","International","Not EU","Vietnam [Viet Nam]","18","All","5","0","0"
"2020","International","Not EU","Bangladesh","18","All","5","0","0"
"2022","International","Not EU","Bangladesh","18","All","5","0","0"
"2023","International","Not EU","Bangladesh","18","All","5","0","0"
"2021","International","Not EU","Cayman Islands","18","All","5","0","0"
"2022","International","Not EU","Cayman Islands","18","All","5","0","0"
"2023","International","Not EU","Cayman Islands","18","All","5","5","0"
"2020","International","Not EU","Maldives","18","All","5","0","0"
"2023","International","Not EU","Azerbaijan","18","All","5","0","0"
"2020","International","Not EU","Kazakhstan","18","All","5","0","0"
"2022","International","Not EU","Kazakhstan","18","All","5","0","0"
"2023","International","Not EU","Kazakhstan","18","All","10","5","0"
"2020","International","Not EU","Russian Federation","18","All","10","0","0"
