"Year","Tariff group of provider","Age group","Domicile","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2022","Higher tariff","30 - 34","Northern Ireland","Male","35","5"," "
"2023","Higher tariff","30 - 34","Northern Ireland","Male","35","10","0.28600000000000003"
"2006","Medium tariff","30 - 34","Northern Ireland","Male","110","65","0.591"
"2007","Medium tariff","30 - 34","Northern Ireland","Male","95","55","0.5680000000000001"
"2008","Medium tariff","30 - 34","Northern Ireland","Male","75","35","0.467"
"2009","Medium tariff","30 - 34","Northern Ireland","Male","75","45","0.627"
"2010","Medium tariff","30 - 34","Northern Ireland","Male","115","75","0.635"
"2011","Medium tariff","30 - 34","Northern Ireland","Male","105","65","0.619"
"2012","Medium tariff","30 - 34","Northern Ireland","Male","105","70","0.667"
"2013","Medium tariff","30 - 34","Northern Ireland","Male","140","65","0.457"
"2014","Medium tariff","30 - 34","Northern Ireland","Male","155","75","0.47100000000000003"
"2015","Medium tariff","30 - 34","Northern Ireland","Male","190","95","0.511"
"2016","Medium tariff","30 - 34","Northern Ireland","Male","180","80","0.439"
"2017","Medium tariff","30 - 34","Northern Ireland","Male","160","75","0.456"
"2018","Medium tariff","30 - 34","Northern Ireland","Male","115","65","0.5740000000000001"
"2019","Medium tariff","30 - 34","Northern Ireland","Male","120","65","0.558"
"2020","Medium tariff","30 - 34","Northern Ireland","Male","105","60","0.581"
"2021","Medium tariff","30 - 34","Northern Ireland","Male","120","60","0.508"
"2022","Medium tariff","30 - 34","Northern Ireland","Male","135","70","0.526"
"2023","Medium tariff","30 - 34","Northern Ireland","Male","85","40","0.494"
"2006","Lower tariff","35 and over","Northern Ireland","Male","185","105","0.5680000000000001"
"2007","Lower tariff","35 and over","Northern Ireland","Male","235","140","0.587"
"2008","Lower tariff","35 and over","Northern Ireland","Male","170","120","0.6940000000000001"
"2009","Lower tariff","35 and over","Northern Ireland","Male","195","125","0.631"
"2010","Lower tariff","35 and over","Northern Ireland","Male","215","120","0.553"
"2011","Lower tariff","35 and over","Northern Ireland","Male","210","110","0.529"
"2012","Lower tariff","35 and over","Northern Ireland","Male","230","115","0.504"
"2013","Lower tariff","35 and over","Northern Ireland","Male","220","130","0.582"
"2014","Lower tariff","35 and over","Northern Ireland","Male","240","150","0.629"
"2015","Lower tariff","35 and over","Northern Ireland","Male","225","125","0.547"
"2016","Lower tariff","35 and over","Northern Ireland","Male","240","155","0.646"
"2017","Lower tariff","35 and over","Northern Ireland","Male","190","105","0.558"
"2018","Lower tariff","35 and over","Northern Ireland","Male","175","110","0.634"
"2019","Lower tariff","35 and over","Northern Ireland","Male","120","65","0.558"
"2020","Lower tariff","35 and over","Northern Ireland","Male","175","125","0.72"
"2021","Lower tariff","35 and over","Northern Ireland","Male","190","95","0.511"
"2022","Lower tariff","35 and over","Northern Ireland","Male","155","75","0.47700000000000004"
"2023","Lower tariff","35 and over","Northern Ireland","Male","200","120","0.605"
"2006","Higher tariff","35 and over","Northern Ireland","Male","25","10"," "
"2007","Higher tariff","35 and over","Northern Ireland","Male","20","0"," "
"2008","Higher tariff","35 and over","Northern Ireland","Male","20","5"," "
"2009","Higher tariff","35 and over","Northern Ireland","Male","10","0"," "
"2010","Higher tariff","35 and over","Northern Ireland","Male","15","5"," "
"2011","Higher tariff","35 and over","Northern Ireland","Male","15","5"," "
"2012","Higher tariff","35 and over","Northern Ireland","Male","25","5"," "
"2013","Higher tariff","35 and over","Northern Ireland","Male","20","0"," "
"2014","Higher tariff","35 and over","Northern Ireland","Male","15","0"," "
"2015","Higher tariff","35 and over","Northern Ireland","Male","20","0"," "
"2016","Higher tariff","35 and over","Northern Ireland","Male","30","0"," "
"2017","Higher tariff","35 and over","Northern Ireland","Male","15","0"," "
"2018","Higher tariff","35 and over","Northern Ireland","Male","10","0"," "
"2019","Higher tariff","35 and over","Northern Ireland","Male","20","0"," "
"2020","Higher tariff","35 and over","Northern Ireland","Male","10","0"," "
"2021","Higher tariff","35 and over","Northern Ireland","Male","15","5"," "
"2022","Higher tariff","35 and over","Northern Ireland","Male","20","0"," "
"2023","Higher tariff","35 and over","Northern Ireland","Male","20","5"," "
"2006","Medium tariff","35 and over","Northern Ireland","Male","95","55","0.6"
"2007","Medium tariff","35 and over","Northern Ireland","Male","120","70","0.6"
"2008","Medium tariff","35 and over","Northern Ireland","Male","95","60","0.611"
"2009","Medium tariff","35 and over","Northern Ireland","Male","90","60","0.656"
"2010","Medium tariff","35 and over","Northern Ireland","Male","115","45","0.4"
"2011","Medium tariff","35 and over","Northern Ireland","Male","145","85","0.586"
"2012","Medium tariff","35 and over","Northern Ireland","Male","115","70","0.617"
"2013","Medium tariff","35 and over","Northern Ireland","Male","150","80","0.547"
"2014","Medium tariff","35 and over","Northern Ireland","Male","185","100","0.551"
"2015","Medium tariff","35 and over","Northern Ireland","Male","175","80","0.446"
"2016","Medium tariff","35 and over","Northern Ireland","Male","195","100","0.508"
"2017","Medium tariff","35 and over","Northern Ireland","Male","110","50","0.464"
"2018","Medium tariff","35 and over","Northern Ireland","Male","130","75","0.562"
"2019","Medium tariff","35 and over","Northern Ireland","Male","115","60","0.522"
"2020","Medium tariff","35 and over","Northern Ireland","Male","120","65","0.558"
"2021","Medium tariff","35 and over","Northern Ireland","Male","85","40","0.447"
"2022","Medium tariff","35 and over","Northern Ireland","Male","120","50","0.417"
"2023","Medium tariff","35 and over","Northern Ireland","Male","130","50","0.392"
"2006","Lower tariff","17 and under","England","Male","515","355","0.6910000000000001"
"2007","Lower tariff","17 and under","England","Male","485","385","0.796"
"2008","Lower tariff","17 and under","England","Male","340","230","0.674"
"2009","Lower tariff","17 and under","England","Male","390","260","0.667"
"2010","Lower tariff","17 and under","England","Male","435","255","0.586"
"2011","Lower tariff","17 and under","England","Male","350","215","0.611"
"2012","Lower tariff","17 and under","England","Male","335","225","0.678"
"2013","Lower tariff","17 and under","England","Male","390","290","0.744"
"2014","Lower tariff","17 and under","England","Male","360","265","0.742"
"2015","Lower tariff","17 and under","England","Male","415","300","0.72"
"2016","Lower tariff","17 and under","England","Male","460","345","0.746"
"2017","Lower tariff","17 and under","England","Male","300","215","0.723"
"2018","Lower tariff","17 and under","England","Male","320","245","0.766"
"2019","Lower tariff","17 and under","England","Male","225","145","0.644"
"2020","Lower tariff","17 and under","England","Male","335","245","0.731"
"2021","Lower tariff","17 and under","England","Male","315","215","0.683"
"2022","Lower tariff","17 and under","England","Male","450","305","0.678"
"2023","Lower tariff","17 and under","England","Male","490","310","0.635"
"2006","Higher tariff","17 and under","England","Male","2165","1430","0.661"
"2007","Higher tariff","17 and under","England","Male","1925","1275","0.662"
"2008","Higher tariff","17 and under","England","Male","1720","1095","0.635"
"2009","Higher tariff","17 and under","England","Male","1585","950","0.598"
"2010","Higher tariff","17 and under","England","Male","1385","840","0.606"
"2011","Higher tariff","17 and under","England","Male","1350","835","0.618"
"2012","Higher tariff","17 and under","England","Male","1135","710","0.627"
"2013","Higher tariff","17 and under","England","Male","960","600","0.626"
"2014","Higher tariff","17 and under","England","Male","1025","670","0.654"
"2015","Higher tariff","17 and under","England","Male","1130","740","0.653"
"2016","Higher tariff","17 and under","England","Male","1125","725","0.645"
"2017","Higher tariff","17 and under","England","Male","1100","710","0.647"
"2018","Higher tariff","17 and under","England","Male","1140","690","0.606"
"2019","Higher tariff","17 and under","England","Male","1005","635","0.633"
"2020","Higher tariff","17 and under","England","Male","1035","640","0.618"
"2021","Higher tariff","17 and under","England","Male","1075","615","0.5710000000000001"
"2022","Higher tariff","17 and under","England","Male","1320","680","0.515"
"2023","Higher tariff","17 and under","England","Male","1250","600","0.482"
"2006","Medium tariff","17 and under","England","Male","610","495","0.811"
"2007","Medium tariff","17 and under","England","Male","710","560","0.786"
"2008","Medium tariff","17 and under","England","Male","515","395","0.771"
"2009","Medium tariff","17 and under","England","Male","515","405","0.784"
"2010","Medium tariff","17 and under","England","Male","520","360","0.6920000000000001"
"2011","Medium tariff","17 and under","England","Male","460","300","0.652"
"2012","Medium tariff","17 and under","England","Male","365","265","0.726"
"2013","Medium tariff","17 and under","England","Male","380","295","0.774"
"2014","Medium tariff","17 and under","England","Male","390","275","0.708"
"2015","Medium tariff","17 and under","England","Male","405","325","0.798"
"2016","Medium tariff","17 and under","England","Male","415","320","0.766"
"2017","Medium tariff","17 and under","England","Male","395","300","0.762"
"2018","Medium tariff","17 and under","England","Male","390","300","0.772"
"2019","Medium tariff","17 and under","England","Male","370","290","0.781"
"2020","Medium tariff","17 and under","England","Male","435","340","0.782"
"2021","Medium tariff","17 and under","England","Male","405","310","0.768"
"2022","Medium tariff","17 and under","England","Male","610","420","0.6900000000000001"
"2023","Medium tariff","17 and under","England","Male","615","435","0.706"
"2006","Lower tariff","18","England","Male","135235","116655","0.863"
"2007","Lower tariff","18","England","Male","134285","114180","0.85"
"2008","Lower tariff","18","England","Male","115420","99415","0.861"
"2009","Lower tariff","18","England","Male","123895","104665","0.845"
"2010","Lower tariff","18","England","Male","142960","114305","0.8"
"2011","Lower tariff","18","England","Male","156555","120080","0.767"
"2012","Lower tariff","18","England","Male","143320","113090","0.789"
"2013","Lower tariff","18","England","Male","142370","120540","0.847"
"2014","Lower tariff","18","England","Male","147350","125340","0.851"
"2015","Lower tariff","18","England","Male","146680","126110","0.86"
"2016","Lower tariff","18","England","Male","143060","123285","0.862"
"2017","Lower tariff","18","England","Male","135480","118645","0.876"
"2018","Lower tariff","18","England","Male","130045","115015","0.884"
"2019","Lower tariff","18","England","Male","129040","114755","0.889"
"2020","Lower tariff","18","England","Male","131250","117825","0.898"
"2021","Lower tariff","18","England","Male","152180","139355","0.916"
"2022","Lower tariff","18","England","Male","169595","151855","0.895"
"2023","Lower tariff","18","England","Male","164015","147485","0.899"
"2006","Higher tariff","18","England","Male","188815","124190","0.658"
"2007","Higher tariff","18","England","Male","193000","127025","0.658"
"2008","Higher tariff","18","England","Male","171620","115755","0.674"
"2009","Higher tariff","18","England","Male","176670","115910","0.656"
"2010","Higher tariff","18","England","Male","177620","113570","0.639"
"2011","Higher tariff","18","England","Male","166905","107225","0.642"
"2012","Higher tariff","18","England","Male","164475","113550","0.6900000000000001"
"2013","Higher tariff","18","England","Male","167715","120885","0.721"
"2014","Higher tariff","18","England","Male","172385","127455","0.739"
"2015","Higher tariff","18","England","Male","181355","136065","0.75"
"2016","Higher tariff","18","England","Male","185545","139050","0.749"
"2017","Higher tariff","18","England","Male","198855","148870","0.749"
"2018","Higher tariff","18","England","Male","197900","146670","0.741"
"2019","Higher tariff","18","England","Male","204700","150805","0.737"
"2020","Higher tariff","18","England","Male","212200","155515","0.733"
"2021","Higher tariff","18","England","Male","230940","157975","0.684"
"2022","Higher tariff","18","England","Male","243375","147425","0.606"
"2023","Higher tariff","18","England","Male","248090","159795","0.644"
"2006","Medium tariff","18","England","Male","127120","104840","0.8250000000000001"
"2007","Medium tariff","18","England","Male","131330","108380","0.8250000000000001"
"2008","Medium tariff","18","England","Male","120730","100690","0.834"
"2009","Medium tariff","18","England","Male","133785","109955","0.8220000000000001"
"2010","Medium tariff","18","England","Male","148285","115780","0.781"
