"Year","UK region","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2012","All","All","England","Female","Main scheme applicant","All","98330","315630","0.312"
"2013","All","All","England","Female","Main scheme applicant","All","101700","310320","0.328"
"2014","All","All","England","Female","Main scheme applicant","All","104750","306120","0.342"
"2015","All","All","England","Female","Main scheme applicant","All","111650","313890","0.356"
"2016","All","All","England","Female","Main scheme applicant","All","113330","307070","0.369"
"2017","All","All","England","Female","Main scheme applicant","All","114780","304090","0.377"
"2018","All","All","England","Female","Main scheme applicant","All","113370","296680","0.382"
"2019","All","All","England","Female","Main scheme applicant","All","115200","292160","0.394"
"2020","All","All","England","Female","Main scheme applicant","All","122870","286880","0.428"
"2021","All","All","England","Female","Main scheme applicant","All","131250","296020","0.443"
"2022","All","All","England","Female","Main scheme applicant","All","132620","305000","0.435"
"2023","All","All","England","Female","Main scheme applicant","All","129550","313350","0.41300000000000003"
"2006","All","All","Northern Ireland","Female","Main scheme applicant","All","4880","13160","0.37"
"2007","All","All","Northern Ireland","Female","Main scheme applicant","All","5030","12760","0.394"
"2008","All","All","Northern Ireland","Female","Main scheme applicant","All","5140","12750","0.403"
"2009","All","All","Northern Ireland","Female","Main scheme applicant","All","5230","12680","0.41300000000000003"
"2010","All","All","Northern Ireland","Female","Main scheme applicant","All","4910","12440","0.394"
"2011","All","All","Northern Ireland","Female","Main scheme applicant","All","4770","12340","0.387"
"2012","All","All","Northern Ireland","Female","Main scheme applicant","All","4740","12380","0.382"
"2013","All","All","Northern Ireland","Female","Main scheme applicant","All","4850","12080","0.401"
"2014","All","All","Northern Ireland","Female","Main scheme applicant","All","4720","11930","0.396"
"2015","All","All","Northern Ireland","Female","Main scheme applicant","All","4740","12160","0.39"
"2016","All","All","Northern Ireland","Female","Main scheme applicant","All","4860","11920","0.40700000000000003"
"2017","All","All","Northern Ireland","Female","Main scheme applicant","All","4830","11820","0.40900000000000003"
"2018","All","All","Northern Ireland","Female","Main scheme applicant","All","4600","11140","0.41300000000000003"
"2019","All","All","Northern Ireland","Female","Main scheme applicant","All","4600","10920","0.421"
"2020","All","All","Northern Ireland","Female","Main scheme applicant","All","5260","10880","0.484"
"2021","All","All","Northern Ireland","Female","Main scheme applicant","All","5400","10940","0.494"
"2022","All","All","Northern Ireland","Female","Main scheme applicant","All","5360","11080","0.484"
"2023","All","All","Northern Ireland","Female","Main scheme applicant","All","5230","11240","0.465"
"2006","All","All","Scotland","Female","Main scheme applicant","All","7590","31170","0.243"
"2007","All","All","Scotland","Female","Main scheme applicant","All","7480","30920","0.242"
"2008","All","All","Scotland","Female","Main scheme applicant","All","7690","31970","0.24"
"2009","All","All","Scotland","Female","Main scheme applicant","All","7940","32080","0.248"
"2010","All","All","Scotland","Female","Main scheme applicant","All","8420","31480","0.268"
"2011","All","All","Scotland","Female","Main scheme applicant","All","7930","30710","0.258"
"2012","All","All","Scotland","Female","Main scheme applicant","All","8110","30110","0.269"
"2013","All","All","Scotland","Female","Main scheme applicant","All","8100","29740","0.272"
"2014","All","All","Scotland","Female","Main scheme applicant","All","8260","29770","0.277"
"2015","All","All","Scotland","Female","Main scheme applicant","All","8380","29350","0.28600000000000003"
"2016","All","All","Scotland","Female","Main scheme applicant","All","8520","28640","0.297"
"2017","All","All","Scotland","Female","Main scheme applicant","All","8590","27820","0.309"
"2018","All","All","Scotland","Female","Main scheme applicant","All","8600","27330","0.315"
"2019","All","All","Scotland","Female","Main scheme applicant","All","8480","26390","0.321"
"2020","All","All","Scotland","Female","Main scheme applicant","All","8800","26010","0.338"
"2021","All","All","Scotland","Female","Main scheme applicant","All","10070","26770","0.376"
"2022","All","All","Scotland","Female","Main scheme applicant","All","9840","27390","0.359"
"2023","All","All","Scotland","Female","Main scheme applicant","All","9600","27970","0.343"
"2006","All","All","Wales","Female","Main scheme applicant","All","5480","19370","0.28300000000000003"
"2007","All","All","Wales","Female","Main scheme applicant","All","5220","18990","0.275"
"2008","All","All","Wales","Female","Main scheme applicant","All","5590","19090","0.293"
"2009","All","All","Wales","Female","Main scheme applicant","All","5880","19530","0.301"
"2010","All","All","Wales","Female","Main scheme applicant","All","5600","19880","0.281"
"2011","All","All","Wales","Female","Main scheme applicant","All","5360","19000","0.28200000000000003"
"2012","All","All","Wales","Female","Main scheme applicant","All","5580","18800","0.297"
"2013","All","All","Wales","Female","Main scheme applicant","All","5480","18430","0.298"
"2014","All","All","Wales","Female","Main scheme applicant","All","5670","18230","0.311"
"2015","All","All","Wales","Female","Main scheme applicant","All","6070","18320","0.331"
"2016","All","All","Wales","Female","Main scheme applicant","All","6150","17770","0.34600000000000003"
"2017","All","All","Wales","Female","Main scheme applicant","All","5960","17340","0.34400000000000003"
"2018","All","All","Wales","Female","Main scheme applicant","All","5800","16730","0.34700000000000003"
"2019","All","All","Wales","Female","Main scheme applicant","All","5740","16100","0.356"
"2020","All","All","Wales","Female","Main scheme applicant","All","5850","15720","0.372"
"2021","All","All","Wales","Female","Main scheme applicant","All","6550","15960","0.41100000000000003"
"2022","All","All","Wales","Female","Main scheme applicant","All","6330","16520","0.383"
"2023","All","All","Wales","Female","Main scheme applicant","All","6110","17200","0.355"
"2006","All","All","England","Male","Main scheme applicant","All","70890","332100","0.213"
"2007","All","All","England","Male","Main scheme applicant","All","71130","327910","0.217"
"2008","All","All","England","Male","Main scheme applicant","All","74220","336660","0.22"
"2009","All","All","England","Male","Main scheme applicant","All","78490","342500","0.229"
"2010","All","All","England","Male","Main scheme applicant","All","79930","336200","0.23800000000000002"
"2011","All","All","England","Male","Main scheme applicant","All","82890","329110","0.252"
"2012","All","All","England","Male","Main scheme applicant","All","78700","332250","0.23700000000000002"
"2013","All","All","England","Male","Main scheme applicant","All","81850","326760","0.25"
"2014","All","All","England","Male","Main scheme applicant","All","84460","324000","0.261"
"2015","All","All","England","Male","Main scheme applicant","All","87310","329560","0.265"
"2016","All","All","England","Male","Main scheme applicant","All","88700","322880","0.275"
"2017","All","All","England","Male","Main scheme applicant","All","89720","319730","0.281"
"2018","All","All","England","Male","Main scheme applicant","All","87900","312490","0.281"
"2019","All","All","England","Male","Main scheme applicant","All","89300","305830","0.292"
"2020","All","All","England","Male","Main scheme applicant","All","94420","302270","0.312"
"2021","All","All","England","Male","Main scheme applicant","All","101840","312290","0.326"
"2022","All","All","England","Male","Main scheme applicant","All","103650","320710","0.323"
"2023","All","All","England","Male","Main scheme applicant","All","101970","329990","0.309"
"2006","All","All","Northern Ireland","Male","Main scheme applicant","All","3770","13680","0.275"
"2007","All","All","Northern Ireland","Male","Main scheme applicant","All","3810","13500","0.28200000000000003"
"2008","All","All","Northern Ireland","Male","Main scheme applicant","All","3790","13280","0.28600000000000003"
"2009","All","All","Northern Ireland","Male","Main scheme applicant","All","4040","13310","0.303"
"2010","All","All","Northern Ireland","Male","Main scheme applicant","All","3820","13070","0.292"
"2011","All","All","Northern Ireland","Male","Main scheme applicant","All","3810","12660","0.301"
"2012","All","All","Northern Ireland","Male","Main scheme applicant","All","3670","12750","0.28800000000000003"
"2013","All","All","Northern Ireland","Male","Main scheme applicant","All","3900","12440","0.313"
