"Year","Subject group HECoS","Detailed subject group HECoS","IMD2019 NIMDM2017 SIMD2012 2016 2020 WIMD2019","Domicile","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2022","(CAH09) mathematical sciences","(CAH09-01-02) operational research","Quintile 4","England","30","30","0.936"
"2023","(CAH09) mathematical sciences","(CAH09-01-02) operational research","Quintile 4","England","30","30","0.981"
"2019","(CAH09) mathematical sciences","(CAH09-01-03) statistics","Quintile 4","Northern Ireland","15","15","0.9480000000000001"
"2020","(CAH09) mathematical sciences","(CAH09-01-03) statistics","Quintile 4","Northern Ireland","10","10","1.139"
"2021","(CAH09) mathematical sciences","(CAH09-01-03) statistics","Quintile 4","Northern Ireland","10","10","1.139"
"2022","(CAH09) mathematical sciences","(CAH09-01-03) statistics","Quintile 4","Northern Ireland","15","15","0.899"
"2023","(CAH09) mathematical sciences","(CAH09-01-03) statistics","Quintile 4","Northern Ireland","10","10"," "
"2019","(CAH09) mathematical sciences","(CAH09-01-03) statistics","Quintile 4","England","200","150","0.758"
"2020","(CAH09) mathematical sciences","(CAH09-01-03) statistics","Quintile 4","England","240","190","0.787"
"2021","(CAH09) mathematical sciences","(CAH09-01-03) statistics","Quintile 4","England","335","245","0.734"
"2022","(CAH09) mathematical sciences","(CAH09-01-03) statistics","Quintile 4","England","355","220","0.625"
"2023","(CAH09) mathematical sciences","(CAH09-01-03) statistics","Quintile 4","England","380","225","0.592"
"2019","(CAH09) mathematical sciences","(CAH09-01-03) statistics","Quintile 4","Scotland","70","55","0.767"
"2020","(CAH09) mathematical sciences","(CAH09-01-03) statistics","Quintile 4","Scotland","65","55","0.8140000000000001"
"2021","(CAH09) mathematical sciences","(CAH09-01-03) statistics","Quintile 4","Scotland","65","50","0.756"
"2022","(CAH09) mathematical sciences","(CAH09-01-03) statistics","Quintile 4","Scotland","65","50","0.737"
"2023","(CAH09) mathematical sciences","(CAH09-01-03) statistics","Quintile 4","Scotland","75","50","0.664"
"2020","(CAH09) mathematical sciences","(CAH09-01-03) statistics","Quintile 4","Wales","10","5"," "
"2021","(CAH09) mathematical sciences","(CAH09-01-03) statistics","Quintile 4","Wales","5","5"," "
"2022","(CAH09) mathematical sciences","(CAH09-01-03) statistics","Quintile 4","Wales","10","10"," "
"2023","(CAH09) mathematical sciences","(CAH09-01-03) statistics","Quintile 4","Wales","10","5"," "
"2019","(CAH22) education and teaching","(CAH22-01-01) education","Quintile 4","Northern Ireland","130","105","0.8210000000000001"
"2020","(CAH22) education and teaching","(CAH22-01-01) education","Quintile 4","Northern Ireland","125","105","0.847"
"2021","(CAH22) education and teaching","(CAH22-01-01) education","Quintile 4","Northern Ireland","115","105","0.897"
"2022","(CAH22) education and teaching","(CAH22-01-01) education","Quintile 4","Northern Ireland","150","130","0.87"
"2023","(CAH22) education and teaching","(CAH22-01-01) education","Quintile 4","Northern Ireland","120","105","0.884"
"2019","(CAH22) education and teaching","(CAH22-01-01) education","Quintile 4","England","3615","3190","0.882"
"2020","(CAH22) education and teaching","(CAH22-01-01) education","Quintile 4","England","3075","2680","0.872"
"2021","(CAH22) education and teaching","(CAH22-01-01) education","Quintile 4","England","3265","2900","0.889"
"2022","(CAH22) education and teaching","(CAH22-01-01) education","Quintile 4","England","3320","2830","0.852"
"2023","(CAH22) education and teaching","(CAH22-01-01) education","Quintile 4","England","3000","2625","0.875"
"2019","(CAH22) education and teaching","(CAH22-01-01) education","Quintile 4","Scotland","530","185","0.34500000000000003"
"2020","(CAH22) education and teaching","(CAH22-01-01) education","Quintile 4","Scotland","570","210","0.367"
"2021","(CAH22) education and teaching","(CAH22-01-01) education","Quintile 4","Scotland","590","210","0.352"
"2022","(CAH22) education and teaching","(CAH22-01-01) education","Quintile 4","Scotland","510","205","0.402"
"2023","(CAH22) education and teaching","(CAH22-01-01) education","Quintile 4","Scotland","485","220","0.454"
"2019","(CAH22) education and teaching","(CAH22-01-01) education","Quintile 4","Wales","330","300","0.905"
"2020","(CAH22) education and teaching","(CAH22-01-01) education","Quintile 4","Wales","275","245","0.895"
"2021","(CAH22) education and teaching","(CAH22-01-01) education","Quintile 4","Wales","300","275","0.923"
"2022","(CAH22) education and teaching","(CAH22-01-01) education","Quintile 4","Wales","370","305","0.8250000000000001"
"2023","(CAH22) education and teaching","(CAH22-01-01) education","Quintile 4","Wales","310","250","0.799"
"2019","(CAH22) education and teaching","(CAH22-01-02) teacher training","Quintile 4","Northern Ireland","455","205","0.454"
"2020","(CAH22) education and teaching","(CAH22-01-02) teacher training","Quintile 4","Northern Ireland","395","195","0.495"
"2021","(CAH22) education and teaching","(CAH22-01-02) teacher training","Quintile 4","Northern Ireland","355","165","0.459"
"2022","(CAH22) education and teaching","(CAH22-01-02) teacher training","Quintile 4","Northern Ireland","375","170","0.457"
"2023","(CAH22) education and teaching","(CAH22-01-02) teacher training","Quintile 4","Northern Ireland","305","135","0.44"
"2019","(CAH22) education and teaching","(CAH22-01-02) teacher training","Quintile 4","England","5110","2865","0.561"
"2020","(CAH22) education and teaching","(CAH22-01-02) teacher training","Quintile 4","England","4660","2665","0.5720000000000001"
"2021","(CAH22) education and teaching","(CAH22-01-02) teacher training","Quintile 4","England","5185","3475","0.67"
"2022","(CAH22) education and teaching","(CAH22-01-02) teacher training","Quintile 4","England","5255","3165","0.602"
"2023","(CAH22) education and teaching","(CAH22-01-02) teacher training","Quintile 4","England","4330","2510","0.579"
"2019","(CAH22) education and teaching","(CAH22-01-02) teacher training","Quintile 4","Scotland","4680","1155","0.247"
"2020","(CAH22) education and teaching","(CAH22-01-02) teacher training","Quintile 4","Scotland","4795","1320","0.276"
"2021","(CAH22) education and teaching","(CAH22-01-02) teacher training","Quintile 4","Scotland","5730","1310","0.229"
"2022","(CAH22) education and teaching","(CAH22-01-02) teacher training","Quintile 4","Scotland","4675","1285","0.275"
"2023","(CAH22) education and teaching","(CAH22-01-02) teacher training","Quintile 4","Scotland","3655","1250","0.342"
"2019","(CAH22) education and teaching","(CAH22-01-02) teacher training","Quintile 4","Wales","300","155","0.509"
"2020","(CAH22) education and teaching","(CAH22-01-02) teacher training","Quintile 4","Wales","290","155","0.536"
"2021","(CAH22) education and teaching","(CAH22-01-02) teacher training","Quintile 4","Wales","405","280","0.687"
"2022","(CAH22) education and teaching","(CAH22-01-02) teacher training","Quintile 4","Wales","715","405","0.5690000000000001"
"2023","(CAH22) education and teaching","(CAH22-01-02) teacher training","Quintile 4","Wales","620","335","0.543"
"2019","(CAH06) agriculture, food and related studies","(CAH06-01-04) rural estate management","Quintile 4","England","50","50","0.967"
"2020","(CAH06) agriculture, food and related studies","(CAH06-01-04) rural estate management","Quintile 4","England","45","40","0.916"
"2021","(CAH06) agriculture, food and related studies","(CAH06-01-04) rural estate management","Quintile 4","England","60","55","0.9420000000000001"
"2022","(CAH06) agriculture, food and related studies","(CAH06-01-04) rural estate management","Quintile 4","England","65","60","0.919"
"2023","(CAH06) agriculture, food and related studies","(CAH06-01-04) rural estate management","Quintile 4","England","60","55","0.9480000000000001"
"2019","(CAH06) agriculture, food and related studies","(CAH06-01-04) rural estate management","Quintile 4","Scotland","20","20","0.9580000000000001"
"2020","(CAH06) agriculture, food and related studies","(CAH06-01-04) rural estate management","Quintile 4","Scotland","30","25","0.867"
"2021","(CAH06) agriculture, food and related studies","(CAH06-01-04) rural estate management","Quintile 4","Scotland","35","30","0.893"
"2022","(CAH06) agriculture, food and related studies","(CAH06-01-04) rural estate management","Quintile 4","Scotland","35","35","0.979"
"2023","(CAH06) agriculture, food and related studies","(CAH06-01-04) rural estate management","Quintile 4","Scotland","30","25","0.8270000000000001"
"2019","(CAH06) agriculture, food and related studies","(CAH06-01-04) rural estate management","Quintile 4","Wales","5","5"," "
"2020","(CAH06) agriculture, food and related studies","(CAH06-01-04) rural estate management","Quintile 4","Wales","5","5"," "
"2021","(CAH06) agriculture, food and related studies","(CAH06-01-04) rural estate management","Quintile 4","Wales","5","5"," "
"2022","(CAH06) agriculture, food and related studies","(CAH06-01-04) rural estate management","Quintile 4","Wales","5","5"," "
"2023","(CAH06) agriculture, food and related studies","(CAH06-01-04) rural estate management","Quintile 4","Wales","5","5"," "
"2019","(CAH06) agriculture, food and related studies","(CAH06-01-02) agricultural sciences","Quintile 4","Northern Ireland","5","5"," "
"2020","(CAH06) agriculture, food and related studies","(CAH06-01-02) agricultural sciences","Quintile 4","Northern Ireland","5","5"," "
"2021","(CAH06) agriculture, food and related studies","(CAH06-01-02) agricultural sciences","Quintile 4","Northern Ireland","5","5"," "
"2022","(CAH06) agriculture, food and related studies","(CAH06-01-02) agricultural sciences","Quintile 4","Northern Ireland","5","5"," "
"2023","(CAH06) agriculture, food and related studies","(CAH06-01-02) agricultural sciences","Quintile 4","Northern Ireland","5","5"," "
"2019","(CAH06) agriculture, food and related studies","(CAH06-01-02) agricultural sciences","Quintile 4","England","95","90","0.9430000000000001"
"2020","(CAH06) agriculture, food and related studies","(CAH06-01-02) agricultural sciences","Quintile 4","England","85","75","0.902"
"2021","(CAH06) agriculture, food and related studies","(CAH06-01-02) agricultural sciences","Quintile 4","England","100","95","0.9510000000000001"
"2022","(CAH06) agriculture, food and related studies","(CAH06-01-02) agricultural sciences","Quintile 4","England","100","95","0.9520000000000001"
"2023","(CAH06) agriculture, food and related studies","(CAH06-01-02) agricultural sciences","Quintile 4","England","95","90","0.925"
"2019","(CAH06) agriculture, food and related studies","(CAH06-01-02) agricultural sciences","Quintile 4","Scotland","10","10"," "
"2020","(CAH06) agriculture, food and related studies","(CAH06-01-02) agricultural sciences","Quintile 4","Scotland","5","5"," "
"2021","(CAH06) agriculture, food and related studies","(CAH06-01-02) agricultural sciences","Quintile 4","Scotland","5","5"," "
"2022","(CAH06) agriculture, food and related studies","(CAH06-01-02) agricultural sciences","Quintile 4","Scotland","5","5"," "
"2023","(CAH06) agriculture, food and related studies","(CAH06-01-02) agricultural sciences","Quintile 4","Scotland","5","5"," "
"2019","(CAH06) agriculture, food and related studies","(CAH06-01-02) agricultural sciences","Quintile 4","Wales","10","10"," "
"2020","(CAH06) agriculture, food and related studies","(CAH06-01-02) agricultural sciences","Quintile 4","Wales","5","5"," "
"2021","(CAH06) agriculture, food and related studies","(CAH06-01-02) agricultural sciences","Quintile 4","Wales","10","10"," "
"2022","(CAH06) agriculture, food and related studies","(CAH06-01-02) agricultural sciences","Quintile 4","Wales","15","15","1.083"
"2023","(CAH06) agriculture, food and related studies","(CAH06-01-02) agricultural sciences","Quintile 4","Wales","15","10","0.807"
"2019","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","Quintile 4","Northern Ireland","65","55","0.8220000000000001"
"2020","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","Quintile 4","Northern Ireland","95","70","0.75"
"2021","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","Quintile 4","Northern Ireland","100","90","0.908"
"2022","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","Quintile 4","Northern Ireland","75","65","0.898"
"2023","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","Quintile 4","Northern Ireland","90","85","0.927"
"2019","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","Quintile 4","England","820","730","0.892"
"2020","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","Quintile 4","England","765","680","0.891"
"2021","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","Quintile 4","England","925","840","0.91"
"2022","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","Quintile 4","England","960","885","0.92"
"2023","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","Quintile 4","England","920","840","0.913"
"2019","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","Quintile 4","Scotland","260","210","0.8130000000000001"
"2020","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","Quintile 4","Scotland","295","250","0.851"
"2021","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","Quintile 4","Scotland","325","295","0.902"
"2022","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","Quintile 4","Scotland","395","355","0.893"
"2023","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","Quintile 4","Scotland","360","310","0.865"
"2019","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","Quintile 4","Wales","100","85","0.858"
"2020","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","Quintile 4","Wales","110","100","0.912"
"2021","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","Quintile 4","Wales","130","125","0.9530000000000001"
"2022","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","Quintile 4","Wales","155","145","0.932"
"2023","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","Quintile 4","Wales","110","105","0.9390000000000001"
"2019","(CAH06) agriculture, food and related studies","(CAH06-01-01) animal science","Quintile 4","Northern Ireland","45","45","0.9540000000000001"
"2020","(CAH06) agriculture, food and related studies","(CAH06-01-01) animal science","Quintile 4","Northern Ireland","50","45","0.881"
"2021","(CAH06) agriculture, food and related studies","(CAH06-01-01) animal science","Quintile 4","Northern Ireland","40","35","0.912"
"2022","(CAH06) agriculture, food and related studies","(CAH06-01-01) animal science","Quintile 4","Northern Ireland","60","60","0.978"
