"Year","Subject group HECoS","Detailed subject group HECoS","Provider country","Main scheme applicant","Main scheme application","Accepted applicants"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","All","All","All","2575"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","All","All","All","3225"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","All","All","All","3200"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","All","All","All","3170"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","All","All","All","3410"
"2019","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","All","All","All","1125"
"2020","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","All","All","All","1300"
"2021","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","All","All","All","1295"
"2022","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","All","All","All","1220"
"2023","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","All","All","All","3740"
"2019","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","All","All","All","9230"
"2020","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","All","All","All","9560"
"2021","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","All","All","All","9820"
"2022","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","All","All","All","10035"
"2023","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","All","All","All","10300"
"2019","(CAH02) subjects allied to medicine","(CAH02-02-02) toxicology","All","All","All","30"
"2020","(CAH02) subjects allied to medicine","(CAH02-02-02) toxicology","All","All","All","30"
"2021","(CAH02) subjects allied to medicine","(CAH02-02-02) toxicology","All","All","All","20"
"2022","(CAH02) subjects allied to medicine","(CAH02-02-02) toxicology","All","All","All","25"
"2023","(CAH02) subjects allied to medicine","(CAH02-02-02) toxicology","All","All","All","35"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-02) adult nursing","All","All","All","15330"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-02) adult nursing","All","All","All","19115"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-02) adult nursing","All","All","All","19790"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-02) adult nursing","All","All","All","17700"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-02) adult nursing","All","All","All","15010"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-05) children's nursing","All","All","All","3120"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-05) children's nursing","All","All","All","4105"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-05) children's nursing","All","All","All","3980"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-05) children's nursing","All","All","All","3710"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-05) children's nursing","All","All","All","3580"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-03) community nursing","All","All","All","15"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-03) community nursing","All","All","All","30"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-03) community nursing","All","All","All","50"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-03) community nursing","All","All","All","25"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-03) community nursing","All","All","All","15"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-09) others in nursing","All","All","All","320"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-09) others in nursing","All","All","All","375"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-09) others in nursing","All","All","All","370"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-09) others in nursing","All","All","All","400"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-09) others in nursing","All","All","All","435"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-06) dental nursing","All","All","All","150"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-06) dental nursing","All","All","All","195"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-06) dental nursing","All","All","All","200"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-06) dental nursing","All","All","All","200"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-06) dental nursing","All","All","All","225"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-08) learning disabilities nursing","All","All","All","660"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-08) learning disabilities nursing","All","All","All","755"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-08) learning disabilities nursing","All","All","All","845"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-08) learning disabilities nursing","All","All","All","700"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-08) learning disabilities nursing","All","All","All","530"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","All","All","All","4580"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","All","All","All","6410"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","All","All","All","5890"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","All","All","All","5355"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","All","All","All","5310"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","All","All","All","3620"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","All","All","All","4250"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","All","All","All","4215"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","All","All","All","3940"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","All","All","All","4020"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","All","All","All","2025"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","All","All","All","1935"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","All","All","All","1935"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","All","All","All","1690"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","All","All","All","1560"
"2019","(CAH19) language and area studies","(CAH19-01-05) creative writing","All","All","All","1790"
"2020","(CAH19) language and area studies","(CAH19-01-05) creative writing","All","All","All","1820"
"2021","(CAH19) language and area studies","(CAH19-01-05) creative writing","All","All","All","1705"
"2022","(CAH19) language and area studies","(CAH19-01-05) creative writing","All","All","All","1825"
"2023","(CAH19) language and area studies","(CAH19-01-05) creative writing","All","All","All","1785"
"2019","(CAH19) language and area studies","(CAH19-04-08) American and Australasian studies","All","All","All","410"
"2020","(CAH19) language and area studies","(CAH19-04-08) American and Australasian studies","All","All","All","275"
"2021","(CAH19) language and area studies","(CAH19-04-08) American and Australasian studies","All","All","All","265"
"2022","(CAH19) language and area studies","(CAH19-04-08) American and Australasian studies","All","All","All","250"
"2023","(CAH19) language and area studies","(CAH19-04-08) American and Australasian studies","All","All","All","170"
"2019","(CAH19) language and area studies","(CAH19-01-06) others in English studies","All","All","All","75"
"2020","(CAH19) language and area studies","(CAH19-01-06) others in English studies","All","All","All","65"
"2021","(CAH19) language and area studies","(CAH19-01-06) others in English studies","All","All","All","60"
"2022","(CAH19) language and area studies","(CAH19-01-06) others in English studies","All","All","All","50"
"2023","(CAH19) language and area studies","(CAH19-01-06) others in English studies","All","All","All","60"
"2019","(CAH19) language and area studies","(CAH19-01-02) English language","All","All","All","1160"
"2020","(CAH19) language and area studies","(CAH19-01-02) English language","All","All","All","1040"
"2021","(CAH19) language and area studies","(CAH19-01-02) English language","All","All","All","855"
"2022","(CAH19) language and area studies","(CAH19-01-02) English language","All","All","All","790"
"2023","(CAH19) language and area studies","(CAH19-01-02) English language","All","All","All","780"
"2019","(CAH19) language and area studies","(CAH19-01-03) literature in English","All","All","All","4200"
"2020","(CAH19) language and area studies","(CAH19-01-03) literature in English","All","All","All","3880"
"2021","(CAH19) language and area studies","(CAH19-01-03) literature in English","All","All","All","3700"
"2022","(CAH19) language and area studies","(CAH19-01-03) literature in English","All","All","All","3675"
"2023","(CAH19) language and area studies","(CAH19-01-03) literature in English","All","All","All","3805"
"2019","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","All","All","All","4555"
"2020","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","All","All","All","4320"
"2021","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","All","All","All","4095"
"2022","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","All","All","All","3955"
"2023","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","All","All","All","3770"
"2019","(CAH19) language and area studies","(CAH19-04-01) French studies","All","All","All","1150"
"2020","(CAH19) language and area studies","(CAH19-04-01) French studies","All","All","All","1050"
"2021","(CAH19) language and area studies","(CAH19-04-01) French studies","All","All","All","910"
"2022","(CAH19) language and area studies","(CAH19-04-01) French studies","All","All","All","850"
"2023","(CAH19) language and area studies","(CAH19-04-01) French studies","All","All","All","770"
"2019","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","All","All","All","430"
"2020","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","All","All","All","390"
