"Year","Achieved A level points","Ethnic group","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2020","17 point(s)","Black","All","All","340","320","0.9410000000000001","0"
"2021","17 point(s)","Black","All","All","485","430","0.889","0"
"2022","17 point(s)","Black","All","All","410","350","0.847","0"
"2023","17 point(s)","Black","All","All","250","225","0.904","0"
"2010","18 point(s)","Black","All","All","25","20","0.731","0"
"2011","18 point(s)","Black","All","All","40","35","0.85","0"
"2012","18 point(s)","Black","All","All","40","30","0.78","0"
"2013","18 point(s)","Black","All","All","45","40","0.851","0"
"2014","18 point(s)","Black","All","All","50","45","0.902","0"
"2015","18 point(s)","Black","All","All","55","50","0.889","0"
"2016","18 point(s)","Black","All","All","65","55","0.844","0"
"2017","18 point(s)","Black","All","All","75","70","0.9460000000000001","0"
"2018","18 point(s)","Black","All","All","80","75","0.9500000000000001","0"
"2019","18 point(s)","Black","All","All","85","80","0.9520000000000001","0"
"2020","18 point(s)","Black","All","All","290","280","0.966","0"
"2021","18 point(s)","Black","All","All","460","400","0.874","0"
"2022","18 point(s)","Black","All","All","360","320","0.889","0"
"2023","18 point(s)","Black","All","All","165","155","0.927","0"
"2010","3 point(s)","Asian","All","All","60","40","0.645","0"
"2011","3 point(s)","Asian","All","All","60","30","0.517","0"
"2012","3 point(s)","Asian","All","All","45","25","0.558","0"
"2013","3 point(s)","Asian","All","All","45","30","0.659","0"
"2014","3 point(s)","Asian","All","All","50","35","0.771","0"
"2015","3 point(s)","Asian","All","All","45","25","0.558","0"
"2016","3 point(s)","Asian","All","All","45","35","0.723","0"
"2017","3 point(s)","Asian","All","All","55","40","0.684","0"
"2018","3 point(s)","Asian","All","All","55","45","0.772","0"
"2019","3 point(s)","Asian","All","All","110","75","0.713","0"
"2020","3 point(s)","Asian","All","All","55","40","0.736","0"
"2021","3 point(s)","Asian","All","All","90","55","0.64","0"
"2022","3 point(s)","Asian","All","All","135","90","0.654","0"
"2023","3 point(s)","Asian","All","All","210","155","0.729","0"
"2010","4 point(s)","Asian","All","All","205","120","0.5750000000000001","0"
"2011","4 point(s)","Asian","All","All","195","130","0.655","0"
"2012","4 point(s)","Asian","All","All","165","105","0.641","0"
"2013","4 point(s)","Asian","All","All","150","110","0.73","0"
"2014","4 point(s)","Asian","All","All","190","130","0.686","0"
"2015","4 point(s)","Asian","All","All","175","130","0.733","0"
"2016","4 point(s)","Asian","All","All","190","135","0.711","0"
"2017","4 point(s)","Asian","All","All","185","140","0.751","0"
"2018","4 point(s)","Asian","All","All","285","215","0.759","0"
"2019","4 point(s)","Asian","All","All","400","315","0.781","0"
"2020","4 point(s)","Asian","All","All","155","125","0.804","0"
"2021","4 point(s)","Asian","All","All","210","160","0.762","0"
"2022","4 point(s)","Asian","All","All","350","255","0.729","0"
"2023","4 point(s)","Asian","All","All","545","380","0.6960000000000001","0"
"2010","5 point(s)","Asian","All","All","430","305","0.711","0"
"2011","5 point(s)","Asian","All","All","405","270","0.66","0"
"2012","5 point(s)","Asian","All","All","395","280","0.706","0"
"2013","5 point(s)","Asian","All","All","375","275","0.727","0"
"2014","5 point(s)","Asian","All","All","410","315","0.766","0"
"2015","5 point(s)","Asian","All","All","420","325","0.773","0"
"2016","5 point(s)","Asian","All","All","390","300","0.766","0"
"2017","5 point(s)","Asian","All","All","460","360","0.79","5"
"2018","5 point(s)","Asian","All","All","615","490","0.797","0"
"2019","5 point(s)","Asian","All","All","765","605","0.791","0"
"2020","5 point(s)","Asian","All","All","355","285","0.804","0"
"2021","5 point(s)","Asian","All","All","370","300","0.81","0"
"2022","5 point(s)","Asian","All","All","670","545","0.8130000000000001","0"
"2023","5 point(s)","Asian","All","All","1020","795","0.777","5"
"2010","6 point(s)","Asian","All","All","765","580","0.761","0"
"2011","6 point(s)","Asian","All","All","790","575","0.725","0"
"2012","6 point(s)","Asian","All","All","725","540","0.747","0"
"2013","6 point(s)","Asian","All","All","665","520","0.786","0"
"2014","6 point(s)","Asian","All","All","800","640","0.798","0"
"2015","6 point(s)","Asian","All","All","735","590","0.806","0"
"2016","6 point(s)","Asian","All","All","800","685","0.852","0"
"2017","6 point(s)","Asian","All","All","865","700","0.807","0"
"2018","6 point(s)","Asian","All","All","905","745","0.8270000000000001","0"
"2019","6 point(s)","Asian","All","All","1245","1015","0.8150000000000001","0"
"2020","6 point(s)","Asian","All","All","590","485","0.8230000000000001","0"
"2021","6 point(s)","Asian","All","All","630","515","0.8220000000000001","0"
"2022","6 point(s)","Asian","All","All","1055","855","0.8140000000000001","0"
"2023","6 point(s)","Asian","All","All","1470","1175","0.799","0"
"2010","7 point(s)","Asian","All","All","1075","840","0.781","0"
"2011","7 point(s)","Asian","All","All","1115","885","0.793","0"
"2012","7 point(s)","Asian","All","All","1040","820","0.788","0"
"2013","7 point(s)","Asian","All","All","1005","795","0.792","0"
"2014","7 point(s)","Asian","All","All","1075","890","0.8280000000000001","0"
"2015","7 point(s)","Asian","All","All","1160","960","0.8270000000000001","0"
"2016","7 point(s)","Asian","All","All","1180","1000","0.845","0"
"2017","7 point(s)","Asian","All","All","1230","1060","0.86","0"
"2018","7 point(s)","Asian","All","All","1335","1140","0.852","0"
"2019","7 point(s)","Asian","All","All","1625","1370","0.843","0"
"2020","7 point(s)","Asian","All","All","1010","830","0.8250000000000001","0"
"2021","7 point(s)","Asian","All","All","990","840","0.849","0"
"2022","7 point(s)","Asian","All","All","1430","1185","0.8270000000000001","0"
"2023","7 point(s)","Asian","All","All","1925","1545","0.802","0"
"2010","8 point(s)","Asian","All","All","1315","1060","0.806","0"
"2011","8 point(s)","Asian","All","All","1345","1105","0.8230000000000001","0"
"2012","8 point(s)","Asian","All","All","1320","1065","0.807","0"
"2013","8 point(s)","Asian","All","All","1340","1130","0.845","0"
"2014","8 point(s)","Asian","All","All","1450","1180","0.8130000000000001","0"
"2015","8 point(s)","Asian","All","All","1495","1275","0.853","0"
"2016","8 point(s)","Asian","All","All","1610","1375","0.854","0"
