"Year","Subject group HECoS","Detailed subject group HECoS","Ethnic group","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2021","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","Black","1335","900","0.675"
"2022","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","Black","1560","975","0.625"
"2023","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","Black","1560","930","0.595"
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","Black","1620","995","0.614"
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","Black","1775","1185","0.667"
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","Black","1975","1415","0.717"
"2022","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","Black","1950","1310","0.672"
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","Black","1920","1340","0.6990000000000001"
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","Black","445","210","0.468"
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","Black","455","245","0.54"
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","Black","460","270","0.591"
"2022","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","Black","525","295","0.5630000000000001"
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","Black","530","305","0.5720000000000001"
"2019","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","Black","1430","525","0.366"
"2020","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","Black","1300","520","0.399"
"2021","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","Black","1460","640","0.437"
"2022","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","Black","1450","590","0.40800000000000003"
"2023","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","Black","1670","660","0.396"
"2019","(CAH25) design, and creative and performing arts","(CAH25-02-04) dance","Black","260","115","0.447"
"2020","(CAH25) design, and creative and performing arts","(CAH25-02-04) dance","Black","190","95","0.502"
"2021","(CAH25) design, and creative and performing arts","(CAH25-02-04) dance","Black","205","120","0.578"
"2022","(CAH25) design, and creative and performing arts","(CAH25-02-04) dance","Black","250","120","0.47400000000000003"
"2023","(CAH25) design, and creative and performing arts","(CAH25-02-04) dance","Black","225","105","0.47000000000000003"
"2019","(CAH25) design, and creative and performing arts","(CAH25-02-01) performing arts (non-specific)","Black","135","65","0.482"
"2020","(CAH25) design, and creative and performing arts","(CAH25-02-01) performing arts (non-specific)","Black","80","45","0.578"
"2021","(CAH25) design, and creative and performing arts","(CAH25-02-01) performing arts (non-specific)","Black","55","40","0.768"
"2022","(CAH25) design, and creative and performing arts","(CAH25-02-01) performing arts (non-specific)","Black","70","45","0.672"
"2023","(CAH25) design, and creative and performing arts","(CAH25-02-01) performing arts (non-specific)","Black","55","25","0.46"
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-05) others in creative arts and design","Black","65","35","0.5660000000000001"
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-05) others in creative arts and design","Black","70","45","0.61"
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-05) others in creative arts and design","Black","40","30","0.6980000000000001"
"2022","(CAH25) design, and creative and performing arts","(CAH25-01-05) others in creative arts and design","Black","35","20","0.546"
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-05) others in creative arts and design","Black","40","30","0.754"
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","Black","80","50","0.647"
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","Black","95","70","0.758"
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","Black","100","75","0.77"
"2022","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","Black","165","110","0.653"
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","Black","140","80","0.581"
"2019","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","Black","380","270","0.705"
"2020","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","Black","480","375","0.781"
"2021","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","Black","485","365","0.757"
"2022","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","Black","530","395","0.75"
"2023","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","Black","615","440","0.711"
"2019","(CAH10) engineering and technology","(CAH10-03-02) materials technology","Black","60","40","0.683"
"2020","(CAH10) engineering and technology","(CAH10-03-02) materials technology","Black","80","65","0.786"
"2021","(CAH10) engineering and technology","(CAH10-03-02) materials technology","Black","55","45","0.8270000000000001"
"2022","(CAH10) engineering and technology","(CAH10-03-02) materials technology","Black","15","15","0.977"
"2023","(CAH10) engineering and technology","(CAH10-03-02) materials technology","Black","85","65","0.772"
"2019","(CAH10) engineering and technology","(CAH10-03-06) others in technology","Black","150","120","0.794"
"2020","(CAH10) engineering and technology","(CAH10-03-06) others in technology","Black","140","110","0.774"
"2021","(CAH10) engineering and technology","(CAH10-03-06) others in technology","Black","185","150","0.805"
"2022","(CAH10) engineering and technology","(CAH10-03-06) others in technology","Black","285","225","0.789"
"2023","(CAH10) engineering and technology","(CAH10-03-06) others in technology","Black","250","200","0.807"
"2019","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","Black","425","305","0.716"
"2020","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","Black","520","380","0.734"
"2021","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","Black","475","345","0.729"
"2022","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","Black","620","470","0.758"
"2023","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","Black","550","385","0.6990000000000001"
"2019","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","Black","1125","795","0.706"
"2020","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","Black","1250","915","0.733"
"2021","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","Black","1415","995","0.704"
"2022","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","Black","1445","1020","0.705"
"2023","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","Black","1560","1090","0.7000000000000001"
"2019","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","Black","1685","1140","0.676"
"2020","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","Black","1725","1160","0.672"
"2021","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","Black","1890","1210","0.64"
"2022","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","Black","2065","1325","0.641"
"2023","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","Black","2405","1500","0.624"
"2019","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","Black","2050","1480","0.722"
"2020","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","Black","1990","1485","0.746"
"2021","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","Black","2160","1605","0.742"
"2022","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","Black","2170","1490","0.6880000000000001"
"2023","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","Black","1985","1375","0.6920000000000001"
"2019","(CAH10) engineering and technology","(CAH10-03-05) biotechnology","Black","55","40","0.761"
"2020","(CAH10) engineering and technology","(CAH10-03-05) biotechnology","Black","70","55","0.8180000000000001"
"2021","(CAH10) engineering and technology","(CAH10-03-05) biotechnology","Black","30","25","0.843"
"2022","(CAH10) engineering and technology","(CAH10-03-05) biotechnology","Black","75","65","0.855"
"2023","(CAH10) engineering and technology","(CAH10-03-05) biotechnology","Black","95","80","0.8310000000000001"
"2019","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","Black","1270","965","0.761"
"2020","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","Black","1190","895","0.752"
"2021","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","Black","1035","790","0.763"
"2022","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","Black","915","650","0.71"
"2023","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","Black","1075","780","0.724"
"2019","(CAH10) engineering and technology","(CAH10-03-03) polymers and textiles","Black","5","5"," "
"2020","(CAH10) engineering and technology","(CAH10-03-03) polymers and textiles","Black","5","5"," "
"2021","(CAH10) engineering and technology","(CAH10-03-03) polymers and textiles","Black","5","0"," "
"2022","(CAH10) engineering and technology","(CAH10-03-03) polymers and textiles","Black","5","5"," "
"2023","(CAH10) engineering and technology","(CAH10-03-03) polymers and textiles","Black","10","10"," "
"2019","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","Black","1425","1000","0.7020000000000001"
"2020","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","Black","1570","1170","0.746"
"2021","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","Black","1625","1155","0.712"
"2022","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","Black","1740","1250","0.72"
"2023","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","Black","1655","1175","0.71"
"2019","(CAH10) engineering and technology","(CAH10-01-10) others in engineering","Black","5","0"," "
"2020","(CAH10) engineering and technology","(CAH10-01-10) others in engineering","Black","10","10"," "
"2021","(CAH10) engineering and technology","(CAH10-01-10) others in engineering","Black","5","0"," "
"2023","(CAH10) engineering and technology","(CAH10-01-10) others in engineering","Black","5","0"," "
"2019","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","Black","2450","1760","0.719"
