"Year","Predicted A level points","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2011","14 point(s)","Quintile 1","All","Not main scheme application","155","145","0.9480000000000001","0"
"2012","14 point(s)","Quintile 1","All","Not main scheme application","165","155","0.934","0"
"2013","14 point(s)","Quintile 1","All","Not main scheme application","165","160","0.9580000000000001","0"
"2014","14 point(s)","Quintile 1","All","Not main scheme application","215","205","0.9530000000000001","0"
"2015","14 point(s)","Quintile 1","All","Not main scheme application","230","215","0.9430000000000001","0"
"2016","14 point(s)","Quintile 1","All","Not main scheme application","280","265","0.9540000000000001","0"
"2017","14 point(s)","Quintile 1","All","Not main scheme application","325","310","0.966","0"
"2018","14 point(s)","Quintile 1","All","Not main scheme application","310","295","0.964","0"
"2019","14 point(s)","Quintile 1","All","Not main scheme application","360","345","0.964","0"
"2020","14 point(s)","Quintile 1","All","Not main scheme application","350","340","0.969","0"
"2021","14 point(s)","Quintile 1","All","Not main scheme application","205","190","0.931","0"
"2022","14 point(s)","Quintile 1","All","Not main scheme application","350","325","0.937","0"
"2023","14 point(s)","Quintile 1","All","Not main scheme application","400","385","0.9580000000000001","0"
"2010","15 point(s)","Quintile 1","All","Not main scheme application","125","115","0.935","0"
"2011","15 point(s)","Quintile 1","All","Not main scheme application","140","135","0.9510000000000001","0"
"2012","15 point(s)","Quintile 1","All","Not main scheme application","150","135","0.919","0"
"2013","15 point(s)","Quintile 1","All","Not main scheme application","150","145","0.9470000000000001","0"
"2014","15 point(s)","Quintile 1","All","Not main scheme application","195","185","0.9380000000000001","0"
"2015","15 point(s)","Quintile 1","All","Not main scheme application","165","155","0.928","0"
"2016","15 point(s)","Quintile 1","All","Not main scheme application","190","180","0.9380000000000001","0"
"2017","15 point(s)","Quintile 1","All","Not main scheme application","260","240","0.922","0"
"2018","15 point(s)","Quintile 1","All","Not main scheme application","280","260","0.925","0"
"2019","15 point(s)","Quintile 1","All","Not main scheme application","360","345","0.9500000000000001","0"
"2020","15 point(s)","Quintile 1","All","Not main scheme application","305","280","0.928","0"
"2021","15 point(s)","Quintile 1","All","Not main scheme application","230","210","0.909","0"
"2022","15 point(s)","Quintile 1","All","Not main scheme application","385","365","0.9400000000000001","0"
"2023","15 point(s)","Quintile 1","All","Not main scheme application","455","420","0.917","0"
"2010","16 point(s)","Quintile 1","All","Not main scheme application","20","20","0.9470000000000001","0"
"2011","16 point(s)","Quintile 1","All","Not main scheme application","45","40","0.909","0"
"2012","16 point(s)","Quintile 1","All","Not main scheme application","45","45","0.9570000000000001","0"
"2013","16 point(s)","Quintile 1","All","Not main scheme application","60","55","0.966","0"
"2014","16 point(s)","Quintile 1","All","Not main scheme application","65","65","0.9400000000000001","0"
"2015","16 point(s)","Quintile 1","All","Not main scheme application","85","80","0.976","0"
"2016","16 point(s)","Quintile 1","All","Not main scheme application","80","75","0.9390000000000001","0"
"2017","16 point(s)","Quintile 1","All","Not main scheme application","105","100","0.962","0"
"2018","16 point(s)","Quintile 1","All","Not main scheme application","130","120","0.908","0"
"2019","16 point(s)","Quintile 1","All","Not main scheme application","175","165","0.9540000000000001","0"
"2020","16 point(s)","Quintile 1","All","Not main scheme application","175","165","0.965","0"
"2021","16 point(s)","Quintile 1","All","Not main scheme application","100","85","0.859","0"
"2022","16 point(s)","Quintile 1","All","Not main scheme application","225","205","0.906","0"
"2023","16 point(s)","Quintile 1","All","Not main scheme application","305","280","0.919","0"
"2010","17 point(s)","Quintile 1","All","Not main scheme application","5","5"," ","0"
"2011","17 point(s)","Quintile 1","All","Not main scheme application","15","10","0.769","0"
"2012","17 point(s)","Quintile 1","All","Not main scheme application","20","20","0.9470000000000001","0"
"2013","17 point(s)","Quintile 1","All","Not main scheme application","20","20","0.9550000000000001","0"
"2014","17 point(s)","Quintile 1","All","Not main scheme application","20","20","0.905","0"
"2015","17 point(s)","Quintile 1","All","Not main scheme application","25","25","0.96","0"
"2016","17 point(s)","Quintile 1","All","Not main scheme application","40","40","0.9520000000000001","0"
"2017","17 point(s)","Quintile 1","All","Not main scheme application","50","45","0.922","0"
"2018","17 point(s)","Quintile 1","All","Not main scheme application","70","65","0.914","0"
"2019","17 point(s)","Quintile 1","All","Not main scheme application","90","80","0.901","0"
"2020","17 point(s)","Quintile 1","All","Not main scheme application","75","75","0.961","0"
"2021","17 point(s)","Quintile 1","All","Not main scheme application","55","50","0.857","0"
"2022","17 point(s)","Quintile 1","All","Not main scheme application","115","100","0.885","0"
"2023","17 point(s)","Quintile 1","All","Not main scheme application","155","140","0.903","0"
"2010","18 point(s)","Quintile 1","All","Not main scheme application","5","5"," ","0"
"2011","18 point(s)","Quintile 1","All","Not main scheme application","10","10","1","0"
"2012","18 point(s)","Quintile 1","All","Not main scheme application","10","5"," ","0"
"2013","18 point(s)","Quintile 1","All","Not main scheme application","10","10"," ","0"
"2014","18 point(s)","Quintile 1","All","Not main scheme application","15","15","1","0"
"2015","18 point(s)","Quintile 1","All","Not main scheme application","20","20","0.9550000000000001","0"
"2016","18 point(s)","Quintile 1","All","Not main scheme application","20","15","0.81","0"
"2017","18 point(s)","Quintile 1","All","Not main scheme application","20","20","0.909","0"
"2018","18 point(s)","Quintile 1","All","Not main scheme application","40","30","0.842","0"
"2019","18 point(s)","Quintile 1","All","Not main scheme application","55","50","0.962","0"
"2020","18 point(s)","Quintile 1","All","Not main scheme application","50","45","0.9400000000000001","0"
"2021","18 point(s)","Quintile 1","All","Not main scheme application","30","25","0.897","0"
"2022","18 point(s)","Quintile 1","All","Not main scheme application","90","80","0.921","0"
"2023","18 point(s)","Quintile 1","All","Not main scheme application","120","110","0.915","0"
"2019","3 point(s)","Quintile 2","All","Not main scheme application","5","0"," ","0"
"2010","4 point(s)","Quintile 2","All","Not main scheme application","5","0"," ","0"
"2011","4 point(s)","Quintile 2","All","Not main scheme application","5","5"," ","0"
"2012","4 point(s)","Quintile 2","All","Not main scheme application","5","0"," ","0"
"2020","4 point(s)","Quintile 2","All","Not main scheme application","5","5"," ","0"
"2021","4 point(s)","Quintile 2","All","Not main scheme application","5","5"," ","0"
"2022","4 point(s)","Quintile 2","All","Not main scheme application","5","5"," ","0"
"2010","5 point(s)","Quintile 2","All","Not main scheme application","15","15","0.765","0"
"2011","5 point(s)","Quintile 2","All","Not main scheme application","20","15","0.684","0"
"2012","5 point(s)","Quintile 2","All","Not main scheme application","5","5"," ","0"
"2013","5 point(s)","Quintile 2","All","Not main scheme application","5","5"," ","0"
"2014","5 point(s)","Quintile 2","All","Not main scheme application","5","0"," ","0"
"2015","5 point(s)","Quintile 2","All","Not main scheme application","5","5"," ","0"
"2017","5 point(s)","Quintile 2","All","Not main scheme application","5","5"," ","0"
"2018","5 point(s)","Quintile 2","All","Not main scheme application","5","5"," ","0"
"2019","5 point(s)","Quintile 2","All","Not main scheme application","10","10"," ","0"
"2020","5 point(s)","Quintile 2","All","Not main scheme application","10","10"," ","0"
"2021","5 point(s)","Quintile 2","All","Not main scheme application","10","10"," ","0"
"2022","5 point(s)","Quintile 2","All","Not main scheme application","10","5"," ","0"
"2023","5 point(s)","Quintile 2","All","Not main scheme application","10","10"," ","0"
"2010","6 point(s)","Quintile 2","All","Not main scheme application","55","45","0.807","0"
"2011","6 point(s)","Quintile 2","All","Not main scheme application","45","35","0.767","0"
"2012","6 point(s)","Quintile 2","All","Not main scheme application","40","30","0.8160000000000001","0"
"2013","6 point(s)","Quintile 2","All","Not main scheme application","20","20","0.909","0"
"2014","6 point(s)","Quintile 2","All","Not main scheme application","25","20","0.84","0"
"2015","6 point(s)","Quintile 2","All","Not main scheme application","20","20","0.9520000000000001","0"
"2016","6 point(s)","Quintile 2","All","Not main scheme application","15","15","1","0"
"2017","6 point(s)","Quintile 2","All","Not main scheme application","15","15","0.8240000000000001","0"
"2018","6 point(s)","Quintile 2","All","Not main scheme application","10","10","1","0"
"2019","6 point(s)","Quintile 2","All","Not main scheme application","15","15","1","0"
"2020","6 point(s)","Quintile 2","All","Not main scheme application","20","20","0.9520000000000001","0"
"2021","6 point(s)","Quintile 2","All","Not main scheme application","25","20","0.917","0"
"2022","6 point(s)","Quintile 2","All","Not main scheme application","30","30","0.967","0"
"2023","6 point(s)","Quintile 2","All","Not main scheme application","25","20","0.8","0"
"2010","7 point(s)","Quintile 2","All","Not main scheme application","100","90","0.909","0"
"2011","7 point(s)","Quintile 2","All","Not main scheme application","95","70","0.726","0"
"2012","7 point(s)","Quintile 2","All","Not main scheme application","60","50","0.881","0"
"2013","7 point(s)","Quintile 2","All","Not main scheme application","45","40","0.932","0"
"2014","7 point(s)","Quintile 2","All","Not main scheme application","35","35","0.9460000000000001","0"
"2015","7 point(s)","Quintile 2","All","Not main scheme application","40","35","0.857","0"
"2016","7 point(s)","Quintile 2","All","Not main scheme application","40","40","0.927","0"
"2017","7 point(s)","Quintile 2","All","Not main scheme application","30","25","0.929","0"
"2018","7 point(s)","Quintile 2","All","Not main scheme application","20","20","0.9550000000000001","0"
"2019","7 point(s)","Quintile 2","All","Not main scheme application","35","35","0.971","0"
"2020","7 point(s)","Quintile 2","All","Not main scheme application","30","30","1","0"
"2021","7 point(s)","Quintile 2","All","Not main scheme application","35","30","0.9390000000000001","0"
"2022","7 point(s)","Quintile 2","All","Not main scheme application","45","45","1","0"
"2023","7 point(s)","Quintile 2","All","Not main scheme application","45","45","0.935","0"
"2010","8 point(s)","Quintile 2","All","Not main scheme application","155","125","0.79","0"
"2011","8 point(s)","Quintile 2","All","Not main scheme application","180","155","0.845","0"
"2012","8 point(s)","Quintile 2","All","Not main scheme application","125","105","0.849","0"
"2013","8 point(s)","Quintile 2","All","Not main scheme application","105","95","0.923","0"
"2014","8 point(s)","Quintile 2","All","Not main scheme application","75","60","0.805","0"
"2015","8 point(s)","Quintile 2","All","Not main scheme application","95","85","0.876","0"
"2016","8 point(s)","Quintile 2","All","Not main scheme application","80","75","0.913","0"
"2017","8 point(s)","Quintile 2","All","Not main scheme application","65","65","0.9550000000000001","0"
"2018","8 point(s)","Quintile 2","All","Not main scheme application","80","70","0.9","0"
"2019","8 point(s)","Quintile 2","All","Not main scheme application","75","65","0.918","0"
"2020","8 point(s)","Quintile 2","All","Not main scheme application","80","75","0.9380000000000001","0"
"2021","8 point(s)","Quintile 2","All","Not main scheme application","85","80","0.964","0"
"2022","8 point(s)","Quintile 2","All","Not main scheme application","100","95","0.922","0"
"2023","8 point(s)","Quintile 2","All","Not main scheme application","80","70","0.889","0"
"2010","9 point(s)","Quintile 2","All","Not main scheme application","305","260","0.855","0"
"2011","9 point(s)","Quintile 2","All","Not main scheme application","300","250","0.8270000000000001","0"
"2012","9 point(s)","Quintile 2","All","Not main scheme application","275","245","0.894","0"
"2013","9 point(s)","Quintile 2","All","Not main scheme application","195","175","0.893","0"
"2014","9 point(s)","Quintile 2","All","Not main scheme application","180","160","0.893","0"
"2015","9 point(s)","Quintile 2","All","Not main scheme application","175","160","0.898","0"
"2016","9 point(s)","Quintile 2","All","Not main scheme application","170","160","0.936","0"
"2017","9 point(s)","Quintile 2","All","Not main scheme application","160","150","0.9430000000000001","0"
"2018","9 point(s)","Quintile 2","All","Not main scheme application","175","170","0.96","0"
"2019","9 point(s)","Quintile 2","All","Not main scheme application","185","175","0.9410000000000001","0"
"2020","9 point(s)","Quintile 2","All","Not main scheme application","160","150","0.9430000000000001","0"
"2021","9 point(s)","Quintile 2","All","Not main scheme application","150","140","0.9590000000000001","0"
"2022","9 point(s)","Quintile 2","All","Not main scheme application","190","170","0.905","0"
"2023","9 point(s)","Quintile 2","All","Not main scheme application","185","165","0.896","0"
"2010","10 point(s)","Quintile 2","All","Not main scheme application","280","250","0.886","0"
"2011","10 point(s)","Quintile 2","All","Not main scheme application","355","305","0.854","0"
"2012","10 point(s)","Quintile 2","All","Not main scheme application","310","275","0.893","0"
"2013","10 point(s)","Quintile 2","All","Not main scheme application","245","230","0.9390000000000001","0"
"2014","10 point(s)","Quintile 2","All","Not main scheme application","305","270","0.885","0"
"2015","10 point(s)","Quintile 2","All","Not main scheme application","285","265","0.927","0"
"2016","10 point(s)","Quintile 2","All","Not main scheme application","250","230","0.924","0"
"2017","10 point(s)","Quintile 2","All","Not main scheme application","260","250","0.962","0"
"2018","10 point(s)","Quintile 2","All","Not main scheme application","220","205","0.936","0"
"2019","10 point(s)","Quintile 2","All","Not main scheme application","215","195","0.916","0"
"2020","10 point(s)","Quintile 2","All","Not main scheme application","225","210","0.933","0"
"2021","10 point(s)","Quintile 2","All","Not main scheme application","215","205","0.963","0"
"2022","10 point(s)","Quintile 2","All","Not main scheme application","230","215","0.931","0"
"2023","10 point(s)","Quintile 2","All","Not main scheme application","245","225","0.918","0"
"2010","11 point(s)","Quintile 2","All","Not main scheme application","280","250","0.89","0"
"2011","11 point(s)","Quintile 2","All","Not main scheme application","400","370","0.918","0"
"2012","11 point(s)","Quintile 2","All","Not main scheme application","365","340","0.934","0"
"2013","11 point(s)","Quintile 2","All","Not main scheme application","325","290","0.895","0"
"2014","11 point(s)","Quintile 2","All","Not main scheme application","345","315","0.913","0"
"2015","11 point(s)","Quintile 2","All","Not main scheme application","370","345","0.935","0"
"2016","11 point(s)","Quintile 2","All","Not main scheme application","350","320","0.915","0"
"2017","11 point(s)","Quintile 2","All","Not main scheme application","315","295","0.934","0"
"2018","11 point(s)","Quintile 2","All","Not main scheme application","285","265","0.929","0"
"2019","11 point(s)","Quintile 2","All","Not main scheme application","285","265","0.93","0"
"2020","11 point(s)","Quintile 2","All","Not main scheme application","310","295","0.9520000000000001","0"
"2021","11 point(s)","Quintile 2","All","Not main scheme application","285","270","0.9510000000000001","0"
"2022","11 point(s)","Quintile 2","All","Not main scheme application","335","315","0.935","0"
"2023","11 point(s)","Quintile 2","All","Not main scheme application","330","315","0.9460000000000001","0"
"2010","12 point(s)","Quintile 2","All","Not main scheme application","310","275","0.899","0"
"2011","12 point(s)","Quintile 2","All","Not main scheme application","450","395","0.882","0"
"2012","12 point(s)","Quintile 2","All","Not main scheme application","355","325","0.905","0"
"2013","12 point(s)","Quintile 2","All","Not main scheme application","410","375","0.914","0"
"2014","12 point(s)","Quintile 2","All","Not main scheme application","420","395","0.9430000000000001","0"
"2015","12 point(s)","Quintile 2","All","Not main scheme application","460","435","0.9390000000000001","0"
"2016","12 point(s)","Quintile 2","All","Not main scheme application","455","435","0.9560000000000001","0"
"2017","12 point(s)","Quintile 2","All","Not main scheme application","450","420","0.9420000000000001","0"
"2018","12 point(s)","Quintile 2","All","Not main scheme application","455","435","0.9580000000000001","0"
"2019","12 point(s)","Quintile 2","All","Not main scheme application","495","465","0.9380000000000001","0"
"2020","12 point(s)","Quintile 2","All","Not main scheme application","490","480","0.98","0"
"2021","12 point(s)","Quintile 2","All","Not main scheme application","425","405","0.9550000000000001","0"
"2022","12 point(s)","Quintile 2","All","Not main scheme application","430","400","0.933","0"
"2023","12 point(s)","Quintile 2","All","Not main scheme application","510","475","0.933","0"
"2010","13 point(s)","Quintile 2","All","Not main scheme application","300","265","0.89","0"
"2011","13 point(s)","Quintile 2","All","Not main scheme application","370","340","0.924","0"
"2012","13 point(s)","Quintile 2","All","Not main scheme application","360","335","0.936","0"
"2013","13 point(s)","Quintile 2","All","Not main scheme application","355","330","0.927","0"
"2014","13 point(s)","Quintile 2","All","Not main scheme application","480","445","0.925","0"
"2015","13 point(s)","Quintile 2","All","Not main scheme application","505","465","0.925","0"
"2016","13 point(s)","Quintile 2","All","Not main scheme application","520","490","0.9390000000000001","0"
"2017","13 point(s)","Quintile 2","All","Not main scheme application","525","500","0.9450000000000001","0"
"2018","13 point(s)","Quintile 2","All","Not main scheme application","530","505","0.9510000000000001","0"
"2019","13 point(s)","Quintile 2","All","Not main scheme application","515","490","0.9480000000000001","0"
"2020","13 point(s)","Quintile 2","All","Not main scheme application","595","580","0.975","0"
"2021","13 point(s)","Quintile 2","All","Not main scheme application","380","360","0.9530000000000001","0"
"2022","13 point(s)","Quintile 2","All","Not main scheme application","480","455","0.9420000000000001","0"
"2023","13 point(s)","Quintile 2","All","Not main scheme application","530","505","0.9580000000000001","0"
"2010","14 point(s)","Quintile 2","All","Not main scheme application","255","235","0.921","0"
"2011","14 point(s)","Quintile 2","All","Not main scheme application","295","270","0.916","0"
