"Year","Subject group HECoS","Detailed subject group HECoS","POLAR4 Quintile","Main scheme applicant","Main scheme application","Accepted applicants"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-04) heritage studies","Quintile 2","Not main scheme applicant","All","5"
"2019","(CAH11) computing","(CAH11-01-08) others in computing","Quintile 2","Not main scheme applicant","All","25"
"2020","(CAH11) computing","(CAH11-01-08) others in computing","Quintile 2","Not main scheme applicant","All","45"
"2021","(CAH11) computing","(CAH11-01-08) others in computing","Quintile 2","Not main scheme applicant","All","20"
"2022","(CAH11) computing","(CAH11-01-08) others in computing","Quintile 2","Not main scheme applicant","All","25"
"2023","(CAH11) computing","(CAH11-01-08) others in computing","Quintile 2","Not main scheme applicant","All","35"
"2019","(CAH11) computing","(CAH11-01-05) artificial intelligence","Quintile 2","Not main scheme applicant","All","5"
"2020","(CAH11) computing","(CAH11-01-05) artificial intelligence","Quintile 2","Not main scheme applicant","All","5"
"2021","(CAH11) computing","(CAH11-01-05) artificial intelligence","Quintile 2","Not main scheme applicant","All","5"
"2022","(CAH11) computing","(CAH11-01-05) artificial intelligence","Quintile 2","Not main scheme applicant","All","5"
"2023","(CAH11) computing","(CAH11-01-05) artificial intelligence","Quintile 2","Not main scheme applicant","All","5"
"2019","(CAH11) computing","(CAH11-01-07) business computing","Quintile 2","Not main scheme applicant","All","50"
"2020","(CAH11) computing","(CAH11-01-07) business computing","Quintile 2","Not main scheme applicant","All","55"
"2021","(CAH11) computing","(CAH11-01-07) business computing","Quintile 2","Not main scheme applicant","All","25"
"2022","(CAH11) computing","(CAH11-01-07) business computing","Quintile 2","Not main scheme applicant","All","50"
"2023","(CAH11) computing","(CAH11-01-07) business computing","Quintile 2","Not main scheme applicant","All","30"
"2019","(CAH11) computing","(CAH11-01-06) computer games and animation","Quintile 2","Not main scheme applicant","All","120"
"2020","(CAH11) computing","(CAH11-01-06) computer games and animation","Quintile 2","Not main scheme applicant","All","120"
"2021","(CAH11) computing","(CAH11-01-06) computer games and animation","Quintile 2","Not main scheme applicant","All","120"
"2022","(CAH11) computing","(CAH11-01-06) computer games and animation","Quintile 2","Not main scheme applicant","All","110"
"2023","(CAH11) computing","(CAH11-01-06) computer games and animation","Quintile 2","Not main scheme applicant","All","125"
"2019","(CAH11) computing","(CAH11-01-01) computer science","Quintile 2","Not main scheme applicant","All","330"
"2020","(CAH11) computing","(CAH11-01-01) computer science","Quintile 2","Not main scheme applicant","All","330"
"2021","(CAH11) computing","(CAH11-01-01) computer science","Quintile 2","Not main scheme applicant","All","270"
"2022","(CAH11) computing","(CAH11-01-01) computer science","Quintile 2","Not main scheme applicant","All","260"
"2023","(CAH11) computing","(CAH11-01-01) computer science","Quintile 2","Not main scheme applicant","All","285"
"2019","(CAH11) computing","(CAH11-01-02) information technology","Quintile 2","Not main scheme applicant","All","60"
"2020","(CAH11) computing","(CAH11-01-02) information technology","Quintile 2","Not main scheme applicant","All","75"
"2021","(CAH11) computing","(CAH11-01-02) information technology","Quintile 2","Not main scheme applicant","All","40"
"2022","(CAH11) computing","(CAH11-01-02) information technology","Quintile 2","Not main scheme applicant","All","65"
"2023","(CAH11) computing","(CAH11-01-02) information technology","Quintile 2","Not main scheme applicant","All","65"
"2019","(CAH11) computing","(CAH11-01-03) information systems","Quintile 2","Not main scheme applicant","All","15"
"2020","(CAH11) computing","(CAH11-01-03) information systems","Quintile 2","Not main scheme applicant","All","10"
"2021","(CAH11) computing","(CAH11-01-03) information systems","Quintile 2","Not main scheme applicant","All","10"
"2022","(CAH11) computing","(CAH11-01-03) information systems","Quintile 2","Not main scheme applicant","All","10"
"2023","(CAH11) computing","(CAH11-01-03) information systems","Quintile 2","Not main scheme applicant","All","15"
"2019","(CAH11) computing","(CAH11-01-04) software engineering","Quintile 2","Not main scheme applicant","All","85"
"2020","(CAH11) computing","(CAH11-01-04) software engineering","Quintile 2","Not main scheme applicant","All","115"
"2021","(CAH11) computing","(CAH11-01-04) software engineering","Quintile 2","Not main scheme applicant","All","85"
"2022","(CAH11) computing","(CAH11-01-04) software engineering","Quintile 2","Not main scheme applicant","All","95"
"2023","(CAH11) computing","(CAH11-01-04) software engineering","Quintile 2","Not main scheme applicant","All","125"
"2019","(CAH26) geography, earth and environmental studies","(CAH26-01-06) earth sciences","Quintile 2","Not main scheme applicant","All","5"
"2020","(CAH26) geography, earth and environmental studies","(CAH26-01-06) earth sciences","Quintile 2","Not main scheme applicant","All","5"
"2021","(CAH26) geography, earth and environmental studies","(CAH26-01-06) earth sciences","Quintile 2","Not main scheme applicant","All","5"
"2022","(CAH26) geography, earth and environmental studies","(CAH26-01-06) earth sciences","Quintile 2","Not main scheme applicant","All","5"
"2023","(CAH26) geography, earth and environmental studies","(CAH26-01-06) earth sciences","Quintile 2","Not main scheme applicant","All","5"
"2019","(CAH26) geography, earth and environmental studies","(CAH26-01-04) environmental sciences","Quintile 2","Not main scheme applicant","All","15"
"2020","(CAH26) geography, earth and environmental studies","(CAH26-01-04) environmental sciences","Quintile 2","Not main scheme applicant","All","15"
"2021","(CAH26) geography, earth and environmental studies","(CAH26-01-04) environmental sciences","Quintile 2","Not main scheme applicant","All","15"
"2022","(CAH26) geography, earth and environmental studies","(CAH26-01-04) environmental sciences","Quintile 2","Not main scheme applicant","All","10"
"2023","(CAH26) geography, earth and environmental studies","(CAH26-01-04) environmental sciences","Quintile 2","Not main scheme applicant","All","10"
"2019","(CAH26) geography, earth and environmental studies","(CAH26-01-02) physical geographical sciences","Quintile 2","Not main scheme applicant","All","10"
"2020","(CAH26) geography, earth and environmental studies","(CAH26-01-02) physical geographical sciences","Quintile 2","Not main scheme applicant","All","10"
"2021","(CAH26) geography, earth and environmental studies","(CAH26-01-02) physical geographical sciences","Quintile 2","Not main scheme applicant","All","10"
"2022","(CAH26) geography, earth and environmental studies","(CAH26-01-02) physical geographical sciences","Quintile 2","Not main scheme applicant","All","5"
"2023","(CAH26) geography, earth and environmental studies","(CAH26-01-02) physical geographical sciences","Quintile 2","Not main scheme applicant","All","5"
"2019","(CAH26) geography, earth and environmental studies","(CAH26-01-01) geography (non-specific)","Quintile 2","Not main scheme applicant","All","5"
"2020","(CAH26) geography, earth and environmental studies","(CAH26-01-01) geography (non-specific)","Quintile 2","Not main scheme applicant","All","5"
"2021","(CAH26) geography, earth and environmental studies","(CAH26-01-01) geography (non-specific)","Quintile 2","Not main scheme applicant","All","5"
"2022","(CAH26) geography, earth and environmental studies","(CAH26-01-01) geography (non-specific)","Quintile 2","Not main scheme applicant","All","5"
"2019","(CAH26) geography, earth and environmental studies","(CAH26-01-03) human geography","Quintile 2","Not main scheme applicant","All","50"
"2020","(CAH26) geography, earth and environmental studies","(CAH26-01-03) human geography","Quintile 2","Not main scheme applicant","All","10"
"2021","(CAH26) geography, earth and environmental studies","(CAH26-01-03) human geography","Quintile 2","Not main scheme applicant","All","5"
"2022","(CAH26) geography, earth and environmental studies","(CAH26-01-03) human geography","Quintile 2","Not main scheme applicant","All","10"
"2023","(CAH26) geography, earth and environmental studies","(CAH26-01-03) human geography","Quintile 2","Not main scheme applicant","All","5"
"2019","(CAH07) physical sciences","(CAH07-04-02) forensic and archaeological sciences","Quintile 2","Not main scheme applicant","All","45"
"2020","(CAH07) physical sciences","(CAH07-04-02) forensic and archaeological sciences","Quintile 2","Not main scheme applicant","All","45"
"2021","(CAH07) physical sciences","(CAH07-04-02) forensic and archaeological sciences","Quintile 2","Not main scheme applicant","All","30"
"2022","(CAH07) physical sciences","(CAH07-04-02) forensic and archaeological sciences","Quintile 2","Not main scheme applicant","All","35"
"2023","(CAH07) physical sciences","(CAH07-04-02) forensic and archaeological sciences","Quintile 2","Not main scheme applicant","All","25"
"2019","(CAH07) physical sciences","(CAH07-04-03) sciences (non-specific)","Quintile 2","Not main scheme applicant","All","10"
"2020","(CAH07) physical sciences","(CAH07-04-03) sciences (non-specific)","Quintile 2","Not main scheme applicant","All","15"
"2021","(CAH07) physical sciences","(CAH07-04-03) sciences (non-specific)","Quintile 2","Not main scheme applicant","All","5"
"2022","(CAH07) physical sciences","(CAH07-04-03) sciences (non-specific)","Quintile 2","Not main scheme applicant","All","15"
"2023","(CAH07) physical sciences","(CAH07-04-03) sciences (non-specific)","Quintile 2","Not main scheme applicant","All","10"
"2019","(CAH07) physical sciences","(CAH07-02-01) chemistry","Quintile 2","Not main scheme applicant","All","30"
"2020","(CAH07) physical sciences","(CAH07-02-01) chemistry","Quintile 2","Not main scheme applicant","All","25"
"2021","(CAH07) physical sciences","(CAH07-02-01) chemistry","Quintile 2","Not main scheme applicant","All","10"
"2022","(CAH07) physical sciences","(CAH07-02-01) chemistry","Quintile 2","Not main scheme applicant","All","20"
"2023","(CAH07) physical sciences","(CAH07-02-01) chemistry","Quintile 2","Not main scheme applicant","All","30"
"2019","(CAH07) physical sciences","(CAH07-01-01) physics","Quintile 2","Not main scheme applicant","All","10"
"2020","(CAH07) physical sciences","(CAH07-01-01) physics","Quintile 2","Not main scheme applicant","All","10"
"2021","(CAH07) physical sciences","(CAH07-01-01) physics","Quintile 2","Not main scheme applicant","All","15"
"2022","(CAH07) physical sciences","(CAH07-01-01) physics","Quintile 2","Not main scheme applicant","All","5"
"2023","(CAH07) physical sciences","(CAH07-01-01) physics","Quintile 2","Not main scheme applicant","All","10"
"2019","(CAH04) psychology","(CAH04-01-02) applied psychology","Quintile 2","Not main scheme applicant","All","50"
"2020","(CAH04) psychology","(CAH04-01-02) applied psychology","Quintile 2","Not main scheme applicant","All","50"
"2021","(CAH04) psychology","(CAH04-01-02) applied psychology","Quintile 2","Not main scheme applicant","All","45"
"2022","(CAH04) psychology","(CAH04-01-02) applied psychology","Quintile 2","Not main scheme applicant","All","35"
"2023","(CAH04) psychology","(CAH04-01-02) applied psychology","Quintile 2","Not main scheme applicant","All","40"
