"Year","Predicted A level points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2021","13 point(s)","18","Scotland","All","Main scheme applicant","All","15","15","0.929","0"
"2022","13 point(s)","18","Scotland","All","Main scheme applicant","All","15","10","0.6880000000000001","0"
"2023","13 point(s)","18","Scotland","All","Main scheme applicant","All","25","20","0.917","0"
"2010","13 point(s)","18","Wales","All","Main scheme applicant","All","1135","980","0.863","0"
"2011","13 point(s)","18","Wales","All","Main scheme applicant","All","1085","945","0.873","0"
"2012","13 point(s)","18","Wales","All","Main scheme applicant","All","1075","960","0.895","0"
"2013","13 point(s)","18","Wales","All","Main scheme applicant","All","1035","935","0.904","0"
"2014","13 point(s)","18","Wales","All","Main scheme applicant","All","1040","925","0.89","0"
"2015","13 point(s)","18","Wales","All","Main scheme applicant","All","1070","950","0.889","0"
"2016","13 point(s)","18","Wales","All","Main scheme applicant","All","1060","970","0.915","0"
"2017","13 point(s)","18","Wales","All","Main scheme applicant","All","945","855","0.904","0"
"2018","13 point(s)","18","Wales","All","Main scheme applicant","All","910","840","0.923","0"
"2019","13 point(s)","18","Wales","All","Main scheme applicant","All","805","730","0.905","0"
"2020","13 point(s)","18","Wales","All","Main scheme applicant","All","760","720","0.9440000000000001","0"
"2021","13 point(s)","18","Wales","All","Main scheme applicant","All","880","810","0.919","0"
"2022","13 point(s)","18","Wales","All","Main scheme applicant","All","855","735","0.863","0"
"2023","13 point(s)","18","Wales","All","Main scheme applicant","All","770","685","0.888","0"
"2010","14 point(s)","18","Northern Ireland","All","Main scheme applicant","All","1285","1090","0.847","0"
"2011","14 point(s)","18","Northern Ireland","All","Main scheme applicant","All","1375","1135","0.8250000000000001","0"
"2012","14 point(s)","18","Northern Ireland","All","Main scheme applicant","All","1375","1135","0.8280000000000001","0"
"2013","14 point(s)","18","Northern Ireland","All","Main scheme applicant","All","1390","1210","0.868","0"
"2014","14 point(s)","18","Northern Ireland","All","Main scheme applicant","All","1410","1185","0.84","0"
"2015","14 point(s)","18","Northern Ireland","All","Main scheme applicant","All","1510","1230","0.8140000000000001","0"
"2016","14 point(s)","18","Northern Ireland","All","Main scheme applicant","All","1535","1245","0.8130000000000001","0"
"2017","14 point(s)","18","Northern Ireland","All","Main scheme applicant","All","1465","1200","0.8180000000000001","0"
"2018","14 point(s)","18","Northern Ireland","All","Main scheme applicant","All","1425","1130","0.795","0"
"2019","14 point(s)","18","Northern Ireland","All","Main scheme applicant","All","1190","995","0.835","0"
"2020","14 point(s)","18","Northern Ireland","All","Main scheme applicant","All","1155","1040","0.901","0"
"2021","14 point(s)","18","Northern Ireland","All","Main scheme applicant","All","1265","1125","0.888","0"
"2022","14 point(s)","18","Northern Ireland","All","Main scheme applicant","All","1250","1060","0.85","0"
"2023","14 point(s)","18","Northern Ireland","All","Main scheme applicant","All","1305","1080","0.8280000000000001","0"
"2010","14 point(s)","18","England","All","Main scheme applicant","All","19565","16620","0.85","0"
"2011","14 point(s)","18","England","All","Main scheme applicant","All","19560","17375","0.888","0"
"2012","14 point(s)","18","England","All","Main scheme applicant","All","19900","17490","0.879","0"
"2013","14 point(s)","18","England","All","Main scheme applicant","All","20575","18300","0.889","0"
"2014","14 point(s)","18","England","All","Main scheme applicant","All","20930","18540","0.886","0"
"2015","14 point(s)","18","England","All","Main scheme applicant","All","21825","19505","0.894","0"
"2016","14 point(s)","18","England","All","Main scheme applicant","All","22315","19940","0.893","0"
"2017","14 point(s)","18","England","All","Main scheme applicant","All","23200","20630","0.889","0"
"2018","14 point(s)","18","England","All","Main scheme applicant","All","22920","20350","0.888","0"
"2019","14 point(s)","18","England","All","Main scheme applicant","All","22225","19685","0.886","0"
"2020","14 point(s)","18","England","All","Main scheme applicant","All","21890","19965","0.912","0"
"2021","14 point(s)","18","England","All","Main scheme applicant","All","22150","19970","0.902","0"
"2022","14 point(s)","18","England","All","Main scheme applicant","All","22395","19530","0.872","0"
"2023","14 point(s)","18","England","All","Main scheme applicant","All","22430","19285","0.86","0"
"2010","14 point(s)","18","Scotland","All","Main scheme applicant","All","35","25","0.75","0"
"2011","14 point(s)","18","Scotland","All","Main scheme applicant","All","30","25","0.774","0"
"2012","14 point(s)","18","Scotland","All","Main scheme applicant","All","40","35","0.921","0"
"2013","14 point(s)","18","Scotland","All","Main scheme applicant","All","25","20","0.8150000000000001","0"
"2014","14 point(s)","18","Scotland","All","Main scheme applicant","All","30","25","0.844","0"
"2015","14 point(s)","18","Scotland","All","Main scheme applicant","All","45","40","0.8300000000000001","0"
"2016","14 point(s)","18","Scotland","All","Main scheme applicant","All","30","25","0.742","0"
"2017","14 point(s)","18","Scotland","All","Main scheme applicant","All","35","30","0.9390000000000001","0"
"2018","14 point(s)","18","Scotland","All","Main scheme applicant","All","30","20","0.714","0"
"2019","14 point(s)","18","Scotland","All","Main scheme applicant","All","25","25","0.963","0"
"2020","14 point(s)","18","Scotland","All","Main scheme applicant","All","25","25","0.92","0"
"2021","14 point(s)","18","Scotland","All","Main scheme applicant","All","25","25","0.889","0"
"2022","14 point(s)","18","Scotland","All","Main scheme applicant","All","20","15","0.842","0"
"2023","14 point(s)","18","Scotland","All","Main scheme applicant","All","25","20","0.875","0"
"2010","14 point(s)","18","Wales","All","Main scheme applicant","All","1070","970","0.907","0"
"2011","14 point(s)","18","Wales","All","Main scheme applicant","All","1035","915","0.886","0"
"2012","14 point(s)","18","Wales","All","Main scheme applicant","All","1065","965","0.91","0"
"2013","14 point(s)","18","Wales","All","Main scheme applicant","All","1050","970","0.927","0"
"2014","14 point(s)","18","Wales","All","Main scheme applicant","All","1020","930","0.914","0"
"2015","14 point(s)","18","Wales","All","Main scheme applicant","All","1090","1010","0.928","0"
"2016","14 point(s)","18","Wales","All","Main scheme applicant","All","1085","1005","0.924","0"
"2017","14 point(s)","18","Wales","All","Main scheme applicant","All","990","930","0.9400000000000001","0"
"2018","14 point(s)","18","Wales","All","Main scheme applicant","All","870","805","0.925","0"
"2019","14 point(s)","18","Wales","All","Main scheme applicant","All","860","780","0.91","0"
"2020","14 point(s)","18","Wales","All","Main scheme applicant","All","810","770","0.9490000000000001","0"
"2021","14 point(s)","18","Wales","All","Main scheme applicant","All","985","890","0.903","0"
"2022","14 point(s)","18","Wales","All","Main scheme applicant","All","975","855","0.88","0"
"2023","14 point(s)","18","Wales","All","Main scheme applicant","All","840","750","0.894","0"
"2010","15 point(s)","18","Northern Ireland","All","Main scheme applicant","All","1980","1720","0.867","0"
"2011","15 point(s)","18","Northern Ireland","All","Main scheme applicant","All","1665","1465","0.879","0"
"2012","15 point(s)","18","Northern Ireland","All","Main scheme applicant","All","1550","1325","0.856","0"
"2013","15 point(s)","18","Northern Ireland","All","Main scheme applicant","All","1705","1475","0.863","0"
"2014","15 point(s)","18","Northern Ireland","All","Main scheme applicant","All","1485","1245","0.838","0"
"2015","15 point(s)","18","Northern Ireland","All","Main scheme applicant","All","1590","1335","0.84","0"
"2016","15 point(s)","18","Northern Ireland","All","Main scheme applicant","All","1485","1270","0.854","0"
"2017","15 point(s)","18","Northern Ireland","All","Main scheme applicant","All","1560","1310","0.839","0"
"2018","15 point(s)","18","Northern Ireland","All","Main scheme applicant","All","1515","1295","0.852","0"
"2019","15 point(s)","18","Northern Ireland","All","Main scheme applicant","All","1280","1095","0.853","0"
"2020","15 point(s)","18","Northern Ireland","All","Main scheme applicant","All","1430","1290","0.902","0"
"2021","15 point(s)","18","Northern Ireland","All","Main scheme applicant","All","1640","1435","0.876","0"
"2022","15 point(s)","18","Northern Ireland","All","Main scheme applicant","All","1820","1550","0.851","0"
"2023","15 point(s)","18","Northern Ireland","All","Main scheme applicant","All","1735","1455","0.84","0"
"2010","15 point(s)","18","England","All","Main scheme applicant","All","25030","21690","0.867","0"
"2011","15 point(s)","18","England","All","Main scheme applicant","All","22925","20405","0.89","0"
"2012","15 point(s)","18","England","All","Main scheme applicant","All","21400","18895","0.883","0"
"2013","15 point(s)","18","England","All","Main scheme applicant","All","21965","19605","0.893","0"
"2014","15 point(s)","18","England","All","Main scheme applicant","All","21290","18955","0.89","0"
"2015","15 point(s)","18","England","All","Main scheme applicant","All","21150","18955","0.896","0"
"2016","15 point(s)","18","England","All","Main scheme applicant","All","21365","19175","0.897","0"
"2017","15 point(s)","18","England","All","Main scheme applicant","All","22690","20310","0.895","0"
"2018","15 point(s)","18","England","All","Main scheme applicant","All","22935","20430","0.891","0"
"2019","15 point(s)","18","England","All","Main scheme applicant","All","23230","20520","0.883","0"
"2020","15 point(s)","18","England","All","Main scheme applicant","All","23430","20945","0.894","0"
"2021","15 point(s)","18","England","All","Main scheme applicant","All","24670","21750","0.882","0"
"2022","15 point(s)","18","England","All","Main scheme applicant","All","24620","20965","0.852","0"
"2023","15 point(s)","18","England","All","Main scheme applicant","All","25280","21640","0.856","0"
"2010","15 point(s)","18","Scotland","All","Main scheme applicant","All","55","45","0.8250000000000001","0"
"2011","15 point(s)","18","Scotland","All","Main scheme applicant","All","40","30","0.795","0"
"2012","15 point(s)","18","Scotland","All","Main scheme applicant","All","45","45","0.936","0"
"2013","15 point(s)","18","Scotland","All","Main scheme applicant","All","55","45","0.87","0"
"2014","15 point(s)","18","Scotland","All","Main scheme applicant","All","40","30","0.8210000000000001","0"
"2015","15 point(s)","18","Scotland","All","Main scheme applicant","All","30","25","0.9","0"
"2016","15 point(s)","18","Scotland","All","Main scheme applicant","All","20","15","0.762","0"
"2017","15 point(s)","18","Scotland","All","Main scheme applicant","All","40","35","0.868","0"
"2018","15 point(s)","18","Scotland","All","Main scheme applicant","All","35","30","0.833","0"
"2019","15 point(s)","18","Scotland","All","Main scheme applicant","All","40","35","0.897","0"
"2020","15 point(s)","18","Scotland","All","Main scheme applicant","All","25","20","0.75","0"
"2021","15 point(s)","18","Scotland","All","Main scheme applicant","All","35","35","0.892","0"
"2022","15 point(s)","18","Scotland","All","Main scheme applicant","All","20","20","0.8180000000000001","0"
"2023","15 point(s)","18","Scotland","All","Main scheme applicant","All","30","30","0.903","0"
"2010","15 point(s)","18","Wales","All","Main scheme applicant","All","1320","1175","0.888","0"
"2011","15 point(s)","18","Wales","All","Main scheme applicant","All","1160","1020","0.88","0"
"2012","15 point(s)","18","Wales","All","Main scheme applicant","All","1195","1080","0.904","0"
"2013","15 point(s)","18","Wales","All","Main scheme applicant","All","1035","940","0.906","0"
"2014","15 point(s)","18","Wales","All","Main scheme applicant","All","1035","935","0.901","0"
