"Year","Predicted SQA advanced higher points","Ethnic group","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2018","11 point(s)","Other","All","All","5","5"," ","0"
"2020","11 point(s)","Other","All","All","5","5"," ","0"
"2021","11 point(s)","Other","All","All","5","5"," ","0"
"2022","11 point(s)","Other","All","All","10","5"," ","0"
"2023","11 point(s)","Other","All","All","5","5"," ","0"
"2010","12 point(s)","Other","All","All","5","5"," ","0"
"2011","12 point(s)","Other","All","All","5","0"," ","0"
"2012","12 point(s)","Other","All","All","5","5"," ","0"
"2013","12 point(s)","Other","All","All","10","5"," ","0"
"2014","12 point(s)","Other","All","All","10","5"," ","0"
"2015","12 point(s)","Other","All","All","10","5"," ","0"
"2016","12 point(s)","Other","All","All","10","10","0.917","0"
"2017","12 point(s)","Other","All","All","15","10","0.857","0"
"2018","12 point(s)","Other","All","All","10","10","1","0"
"2019","12 point(s)","Other","All","All","20","15","0.9440000000000001","0"
"2020","12 point(s)","Other","All","All","20","15","0.833","0"
"2021","12 point(s)","Other","All","All","25","20","0.731","0"
"2022","12 point(s)","Other","All","All","40","35","0.854","0"
"2023","12 point(s)","Other","All","All","30","25","0.844","0"
"2018","9 point(s)","Unknown or Prefer Not To Say","All","All","5","0"," ","0"
"2023","9 point(s)","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2011","10 point(s)","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2018","10 point(s)","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2010","11 point(s)","Unknown or Prefer Not To Say","All","All","5","0"," ","0"
"2011","11 point(s)","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2015","11 point(s)","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2016","11 point(s)","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2017","11 point(s)","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2018","11 point(s)","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2020","11 point(s)","Unknown or Prefer Not To Say","All","All","10","10"," ","0"
"2023","11 point(s)","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2010","12 point(s)","Unknown or Prefer Not To Say","All","All","10","10"," ","0"
"2011","12 point(s)","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2012","12 point(s)","Unknown or Prefer Not To Say","All","All","5","0"," ","0"
"2013","12 point(s)","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2014","12 point(s)","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2015","12 point(s)","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2016","12 point(s)","Unknown or Prefer Not To Say","All","All","15","10","0.857","0"
"2017","12 point(s)","Unknown or Prefer Not To Say","All","All","15","10","0.8","0"
"2018","12 point(s)","Unknown or Prefer Not To Say","All","All","15","15","0.882","0"
"2019","12 point(s)","Unknown or Prefer Not To Say","All","All","20","20","0.864","0"
"2020","12 point(s)","Unknown or Prefer Not To Say","All","All","10","10","0.917","0"
"2021","12 point(s)","Unknown or Prefer Not To Say","All","All","15","15","0.8130000000000001","0"
"2022","12 point(s)","Unknown or Prefer Not To Say","All","All","25","20","0.741","0"
"2023","12 point(s)","Unknown or Prefer Not To Say","All","All","15","15","0.933","0"
"2010","All","White","All","All","1820","1675","0.92","0"
"2011","All","White","All","All","1920","1765","0.919","0"
"2012","All","White","All","All","1885","1700","0.902","0"
"2013","All","White","All","All","2065","1905","0.923","0"
"2014","All","White","All","All","2000","1840","0.919","0"
"2015","All","White","All","All","2075","1895","0.914","0"
"2016","All","White","All","All","2035","1865","0.917","0"
"2017","All","White","All","All","2000","1840","0.919","0"
"2018","All","White","All","All","2060","1900","0.922","0"
"2019","All","White","All","All","1930","1790","0.929","0"
"2020","All","White","All","All","1875","1745","0.931","0"
"2021","All","White","All","All","2225","2060","0.928","0"
"2022","All","White","All","All","2210","2040","0.922","0"
"2023","All","White","All","All","2255","2135","0.9460000000000001","0"
"2010","All","Black","All","All","5","5"," ","0"
"2011","All","Black","All","All","10","10"," ","0"
"2012","All","Black","All","All","15","10","0.857","0"
"2013","All","Black","All","All","20","15","0.842","0"
"2014","All","Black","All","All","10","10","1","0"
"2015","All","Black","All","All","10","10"," ","0"
"2016","All","Black","All","All","20","15","0.9440000000000001","0"
"2017","All","Black","All","All","20","15","0.85","0"
"2018","All","Black","All","All","35","35","0.892","0"
"2019","All","Black","All","All","25","20","0.9570000000000001","0"
"2020","All","Black","All","All","45","40","0.913","0"
"2021","All","Black","All","All","50","40","0.875","0"
"2022","All","Black","All","All","50","45","0.92","0"
"2023","All","Black","All","All","90","85","0.966","0"
"2010","All","Asian","All","All","90","80","0.89","0"
"2011","All","Asian","All","All","95","80","0.8320000000000001","0"
"2012","All","Asian","All","All","120","100","0.8170000000000001","0"
"2013","All","Asian","All","All","120","105","0.874","0"
"2014","All","Asian","All","All","120","110","0.924","0"
"2015","All","Asian","All","All","180","160","0.883","0"
"2016","All","Asian","All","All","180","155","0.866","0"
"2017","All","Asian","All","All","190","165","0.868","0"
"2018","All","Asian","All","All","190","170","0.895","0"
"2019","All","Asian","All","All","215","195","0.903","0"
"2020","All","Asian","All","All","270","240","0.886","0"
"2021","All","Asian","All","All","265","225","0.852","0"
"2022","All","Asian","All","All","345","315","0.905","0"
"2023","All","Asian","All","All","410","385","0.934","0"
"2010","All","Mixed","All","All","35","30","0.833","0"
"2011","All","Mixed","All","All","50","45","0.9380000000000001","0"
"2012","All","Mixed","All","All","45","40","0.886","0"
"2013","All","Mixed","All","All","50","45","0.88","0"
"2014","All","Mixed","All","All","55","45","0.833","0"
"2015","All","Mixed","All","All","65","55","0.836","0"
"2016","All","Mixed","All","All","65","60","0.9380000000000001","0"
"2017","All","Mixed","All","All","70","60","0.886","0"
"2018","All","Mixed","All","All","70","65","0.875","0"
"2019","All","Mixed","All","All","75","65","0.882","0"
"2020","All","Mixed","All","All","90","85","0.9450000000000001","0"
"2021","All","Mixed","All","All","110","100","0.9","0"
"2022","All","Mixed","All","All","125","115","0.928","0"
"2023","All","Mixed","All","All","140","135","0.9510000000000001","0"
"2010","All","Other","All","All","10","5"," ","0"
"2011","All","Other","All","All","10","5"," ","0"
"2012","All","Other","All","All","10","10"," ","0"
"2013","All","Other","All","All","10","10"," ","0"
"2014","All","Other","All","All","15","10","0.733","0"
"2015","All","Other","All","All","15","10","0.733","0"
"2016","All","Other","All","All","20","15","0.895","0"
"2017","All","Other","All","All","20","15","0.85","0"
"2018","All","Other","All","All","20","20","1","0"
"2019","All","Other","All","All","25","20","0.913","0"
"2020","All","Other","All","All","30","25","0.862","0"
"2021","All","Other","All","All","30","25","0.781","0"
"2022","All","Other","All","All","60","55","0.883","0"
"2023","All","Other","All","All","50","45","0.843","0"
"2010","All","Unknown or Prefer Not To Say","All","All","15","10","0.769","0"
"2011","All","Unknown or Prefer Not To Say","All","All","15","15","0.929","0"
"2012","All","Unknown or Prefer Not To Say","All","All","5","5"," ","0"
"2013","All","Unknown or Prefer Not To Say","All","All","10","10"," ","0"
"2014","All","Unknown or Prefer Not To Say","All","All","10","10"," ","0"
"2015","All","Unknown or Prefer Not To Say","All","All","10","10","0.917","0"
"2016","All","Unknown or Prefer Not To Say","All","All","20","20","0.857","0"
"2017","All","Unknown or Prefer Not To Say","All","All","20","20","0.864","0"
"2018","All","Unknown or Prefer Not To Say","All","All","30","30","0.903","0"
"2019","All","Unknown or Prefer Not To Say","All","All","25","20","0.88","0"
"2020","All","Unknown or Prefer Not To Say","All","All","25","20","0.913","0"
"2021","All","Unknown or Prefer Not To Say","All","All","20","15","0.773","0"
"2022","All","Unknown or Prefer Not To Say","All","All","30","25","0.767","0"
"2023","All","Unknown or Prefer Not To Say","All","All","30","25","0.893","0"
"2012","5 point(s)","All","All","All","5","5"," ","0"
"2015","5 point(s)","All","All","All","5","0"," ","0"
"2019","5 point(s)","All","All","All","5","5"," ","0"
"2021","5 point(s)","All","All","All","5","0"," ","0"
"2022","5 point(s)","All","All","All","5","5"," ","0"
"2023","5 point(s)","All","All","All","5","5"," ","0"
"2010","6 point(s)","All","All","All","25","20","0.769","0"
"2011","6 point(s)","All","All","All","25","20","0.87","0"
"2012","6 point(s)","All","All","All","20","15","0.762","0"
"2013","6 point(s)","All","All","All","20","15","0.833","0"
"2014","6 point(s)","All","All","All","20","15","0.778","0"
"2015","6 point(s)","All","All","All","20","15","0.65","0"
"2016","6 point(s)","All","All","All","10","5"," ","0"
"2017","6 point(s)","All","All","All","15","10"," ","0"
"2018","6 point(s)","All","All","All","10","10"," ","0"
"2019","6 point(s)","All","All","All","15","10"," ","0"
"2020","6 point(s)","All","All","All","15","15","0.9410000000000001","0"
"2021","6 point(s)","All","All","All","15","10","0.846","0"
"2022","6 point(s)","All","All","All","15","15","1","0"
"2023","6 point(s)","All","All","All","15","15","0.929","0"
"2010","7 point(s)","All","All","All","60","60","0.9520000000000001","0"
"2011","7 point(s)","All","All","All","60","45","0.776","0"
"2012","7 point(s)","All","All","All","40","35","0.805","0"
"2013","7 point(s)","All","All","All","55","50","0.877","0"
"2014","7 point(s)","All","All","All","50","45","0.863","0"
"2015","7 point(s)","All","All","All","40","35","0.868","0"
"2016","7 point(s)","All","All","All","30","25","0.833","0"
"2017","7 point(s)","All","All","All","30","20","0.786","0"
"2018","7 point(s)","All","All","All","30","25","0.793","0"
"2019","7 point(s)","All","All","All","30","25","0.8","0"
"2020","7 point(s)","All","All","All","20","20","1","0"
"2021","7 point(s)","All","All","All","25","20","0.917","0"
"2022","7 point(s)","All","All","All","40","35","0.9","0"
"2023","7 point(s)","All","All","All","40","35","0.921","0"
"2010","8 point(s)","All","All","All","135","120","0.882","0"
"2011","8 point(s)","All","All","All","115","105","0.915","0"
"2012","8 point(s)","All","All","All","115","95","0.8230000000000001","0"
"2013","8 point(s)","All","All","All","120","105","0.861","0"
"2014","8 point(s)","All","All","All","80","75","0.901","0"
"2015","8 point(s)","All","All","All","80","70","0.864","0"
"2016","8 point(s)","All","All","All","90","80","0.89","0"
"2017","8 point(s)","All","All","All","55","50","0.86","0"
"2018","8 point(s)","All","All","All","70","65","0.901","0"
"2019","8 point(s)","All","All","All","75","70","0.919","0"
"2020","8 point(s)","All","All","All","60","55","0.933","0"
"2021","8 point(s)","All","All","All","70","60","0.853","0"
"2022","8 point(s)","All","All","All","80","70","0.863","0"
"2023","8 point(s)","All","All","All","70","60","0.859","0"
"2010","9 point(s)","All","All","All","230","215","0.918","0"
"2011","9 point(s)","All","All","All","225","200","0.897","0"
"2012","9 point(s)","All","All","All","240","205","0.866","0"
"2013","9 point(s)","All","All","All","235","210","0.894","0"
"2014","9 point(s)","All","All","All","195","175","0.903","0"
"2015","9 point(s)","All","All","All","250","215","0.871","0"
"2016","9 point(s)","All","All","All","230","205","0.895","0"
"2017","9 point(s)","All","All","All","200","180","0.89","0"
"2018","9 point(s)","All","All","All","210","190","0.9","0"
"2019","9 point(s)","All","All","All","235","220","0.936","0"
"2020","9 point(s)","All","All","All","175","165","0.9540000000000001","0"
"2021","9 point(s)","All","All","All","170","145","0.875","0"
"2022","9 point(s)","All","All","All","155","145","0.935","0"
"2023","9 point(s)","All","All","All","200","185","0.915","0"
"2010","10 point(s)","All","All","All","290","265","0.913","0"
"2011","10 point(s)","All","All","All","305","285","0.9380000000000001","0"
"2012","10 point(s)","All","All","All","280","250","0.887","0"
"2013","10 point(s)","All","All","All","290","265","0.913","0"
"2014","10 point(s)","All","All","All","315","295","0.9390000000000001","0"
"2015","10 point(s)","All","All","All","295","270","0.922","0"
"2016","10 point(s)","All","All","All","255","240","0.934","0"
"2017","10 point(s)","All","All","All","250","230","0.932","0"
"2018","10 point(s)","All","All","All","240","220","0.908","0"
"2019","10 point(s)","All","All","All","250","225","0.907","0"
"2020","10 point(s)","All","All","All","270","250","0.9400000000000001","0"
"2021","10 point(s)","All","All","All","250","220","0.892","0"
"2022","10 point(s)","All","All","All","270","245","0.918","0"
"2023","10 point(s)","All","All","All","285","265","0.9430000000000001","0"
"2010","11 point(s)","All","All","All","315","295","0.933","0"
"2011","11 point(s)","All","All","All","350","320","0.914","0"
"2012","11 point(s)","All","All","All","330","295","0.897","0"
"2013","11 point(s)","All","All","All","370","345","0.935","0"
"2014","11 point(s)","All","All","All","335","310","0.928","0"
"2015","11 point(s)","All","All","All","385","360","0.935","0"
"2016","11 point(s)","All","All","All","400","370","0.918","0"
"2017","11 point(s)","All","All","All","365","330","0.909","0"
"2018","11 point(s)","All","All","All","375","345","0.928","0"
"2019","11 point(s)","All","All","All","305","285","0.932","0"
"2020","11 point(s)","All","All","All","345","310","0.893","0"
"2021","11 point(s)","All","All","All","385","355","0.927","0"
"2022","11 point(s)","All","All","All","370","350","0.9380000000000001","0"
"2023","11 point(s)","All","All","All","400","375","0.935","0"
"2010","12 point(s)","All","All","All","910","835","0.917","0"
"2011","12 point(s)","All","All","All","1020","940","0.921","0"
"2012","12 point(s)","All","All","All","1045","965","0.92","0"
"2013","12 point(s)","All","All","All","1180","1095","0.928","0"
