"Year","POLAR4 Quintile","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","Quintile 5","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","40","25","0.65","0"
"2006","Quintile 5","25 - 29","Wales","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2007","Quintile 5","25 - 29","Wales","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2008","Quintile 5","25 - 29","Wales","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2009","Quintile 5","25 - 29","Wales","All","Main scheme applicant","Not main scheme application","10","10","1","0"
"2010","Quintile 5","25 - 29","Wales","All","Main scheme applicant","Not main scheme application","10","10","0.917","0"
"2011","Quintile 5","25 - 29","Wales","All","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2012","Quintile 5","25 - 29","Wales","All","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2013","Quintile 5","25 - 29","Wales","All","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2014","Quintile 5","25 - 29","Wales","All","Main scheme applicant","Not main scheme application","15","10","0.714","0"
"2015","Quintile 5","25 - 29","Wales","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2016","Quintile 5","25 - 29","Wales","All","Main scheme applicant","Not main scheme application","15","10"," ","0"
"2017","Quintile 5","25 - 29","Wales","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2018","Quintile 5","25 - 29","Wales","All","Main scheme applicant","Not main scheme application","15","10"," ","0"
"2019","Quintile 5","25 - 29","Wales","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","Quintile 5","25 - 29","Wales","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","Quintile 5","25 - 29","Wales","All","Main scheme applicant","Not main scheme application","15","10"," ","0"
"2022","Quintile 5","25 - 29","Wales","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2023","Quintile 5","25 - 29","Wales","All","Main scheme applicant","Not main scheme application","15","10","0.733","0"
"2006","Unknown","30 - 34","England","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2007","Unknown","30 - 34","England","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2008","Unknown","30 - 34","England","All","Main scheme applicant","Not main scheme application","15","10","0.75","0"
"2009","Unknown","30 - 34","England","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2010","Unknown","30 - 34","England","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2011","Unknown","30 - 34","England","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","Unknown","30 - 34","England","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","Unknown","30 - 34","England","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2015","Unknown","30 - 34","England","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","Unknown","30 - 34","England","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2008","Unknown","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2006","Quintile 1","30 - 34","Northern Ireland","All","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2007","Quintile 1","30 - 34","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2008","Quintile 1","30 - 34","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","Quintile 1","30 - 34","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","Quintile 1","30 - 34","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2014","Quintile 1","30 - 34","Northern Ireland","All","Main scheme applicant","Not main scheme application","15","10","0.857","0"
"2015","Quintile 1","30 - 34","Northern Ireland","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2016","Quintile 1","30 - 34","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2017","Quintile 1","30 - 34","Northern Ireland","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2018","Quintile 1","30 - 34","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","Quintile 1","30 - 34","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","Quintile 1","30 - 34","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2021","Quintile 1","30 - 34","Northern Ireland","All","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2022","Quintile 1","30 - 34","Northern Ireland","All","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2023","Quintile 1","30 - 34","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2006","Quintile 1","30 - 34","England","All","Main scheme applicant","Not main scheme application","75","60","0.849","0"
"2007","Quintile 1","30 - 34","England","All","Main scheme applicant","Not main scheme application","90","75","0.852","0"
"2008","Quintile 1","30 - 34","England","All","Main scheme applicant","Not main scheme application","115","100","0.903","0"
"2009","Quintile 1","30 - 34","England","All","Main scheme applicant","Not main scheme application","185","130","0.717","0"
"2010","Quintile 1","30 - 34","England","All","Main scheme applicant","Not main scheme application","230","125","0.55","0"
"2011","Quintile 1","30 - 34","England","All","Main scheme applicant","Not main scheme application","345","160","0.457","0"
"2012","Quintile 1","30 - 34","England","All","Main scheme applicant","Not main scheme application","330","185","0.5700000000000001","0"
"2013","Quintile 1","30 - 34","England","All","Main scheme applicant","Not main scheme application","325","185","0.5690000000000001","0"
"2014","Quintile 1","30 - 34","England","All","Main scheme applicant","Not main scheme application","340","215","0.63","0"
"2015","Quintile 1","30 - 34","England","All","Main scheme applicant","Not main scheme application","290","160","0.561","0"
"2016","Quintile 1","30 - 34","England","All","Main scheme applicant","Not main scheme application","270","150","0.555","0"
"2017","Quintile 1","30 - 34","England","All","Main scheme applicant","Not main scheme application","190","125","0.67","0"
"2018","Quintile 1","30 - 34","England","All","Main scheme applicant","Not main scheme application","165","105","0.632","0"
"2019","Quintile 1","30 - 34","England","All","Main scheme applicant","Not main scheme application","160","115","0.734","0"
"2020","Quintile 1","30 - 34","England","All","Main scheme applicant","Not main scheme application","150","100","0.656","0"
"2021","Quintile 1","30 - 34","England","All","Main scheme applicant","Not main scheme application","170","115","0.676","0"
"2022","Quintile 1","30 - 34","England","All","Main scheme applicant","Not main scheme application","190","115","0.598","0"
"2023","Quintile 1","30 - 34","England","All","Main scheme applicant","Not main scheme application","165","105","0.629","0"
"2006","Quintile 1","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2007","Quintile 1","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2009","Quintile 1","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2010","Quintile 1","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2011","Quintile 1","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","Quintile 1","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","10","0"," ","0"
"2013","Quintile 1","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","15","10"," ","0"
"2014","Quintile 1","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2015","Quintile 1","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","15","5"," ","0"
"2016","Quintile 1","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2017","Quintile 1","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","20","10"," ","0"
"2018","Quintile 1","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2019","Quintile 1","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2020","Quintile 1","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","25","10","0.47800000000000004","0"
"2021","Quintile 1","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2022","Quintile 1","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","15","10","0.706","0"
"2023","Quintile 1","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2006","Quintile 1","30 - 34","Wales","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2007","Quintile 1","30 - 34","Wales","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2008","Quintile 1","30 - 34","Wales","All","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2009","Quintile 1","30 - 34","Wales","All","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2010","Quintile 1","30 - 34","Wales","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2011","Quintile 1","30 - 34","Wales","All","Main scheme applicant","Not main scheme application","20","15","0.842","0"
"2012","Quintile 1","30 - 34","Wales","All","Main scheme applicant","Not main scheme application","25","15","0.652","0"
"2013","Quintile 1","30 - 34","Wales","All","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2014","Quintile 1","30 - 34","Wales","All","Main scheme applicant","Not main scheme application","20","15","0.7000000000000001","0"
"2015","Quintile 1","30 - 34","Wales","All","Main scheme applicant","Not main scheme application","15","10","0.769","0"
"2016","Quintile 1","30 - 34","Wales","All","Main scheme applicant","Not main scheme application","15","10","0.588","0"
"2017","Quintile 1","30 - 34","Wales","All","Main scheme applicant","Not main scheme application","15","10","0.857","0"
"2018","Quintile 1","30 - 34","Wales","All","Main scheme applicant","Not main scheme application","20","10","0.611","0"
"2019","Quintile 1","30 - 34","Wales","All","Main scheme applicant","Not main scheme application","15","10","0.667","0"
"2020","Quintile 1","30 - 34","Wales","All","Main scheme applicant","Not main scheme application","15","10"," ","0"
