"------------------------------------------------------------------"
"Sex, area background and ethnic group			"
"------------------------------------------------------------------"
"This file contains data used reported in the Sex, area background and ethnic group reports, covering all providers for whom reports have been published on the UCAS website."
"Cycle years: 2010 - 2021"
"Cycle reference point: End of Cycle"
"Applicant coverage: UK domiciled"
"Equality dimensions: Sex, POLAR4, SIMD 2016, ethnic group"
"Statistics reported:"
"June deadline applicants, placed June deadline applicants, all placed applicants, June deadline applicants per 10,000 population, placed June deadline applicants per 10,000 population,"
"all placed applicants per 10,000 population"
"June deadline applications, offers, offer rate, average offer rate, percentage point difference between offer rate and average offer rate, contribution of group to the average offer rate"
"Non-disclosure controls: To avoid the disclosure of information about any individual the following measures are taken"
"Applicants, placed applicants, applications and offers are rounded to the nearest 5."
"Applicants/placed applicants per 10,000 population figures are reported as 0 if the applicant/placed applicant figures are rounded to 0."
"All statistics related to the offer rate are not reported when the number of applications for a group is less than 10. The percentage point difference between the offer rate and"
"the average offer rate is not reported when the number of applications for a group is less than 50."
"Offer rates are reported as 0% if there are fewer than 5 offers, and 100% if the number of offers is within 5 of the number of applications. When the offer rate is reported as 0% or 100%,"
"it is reported in italics."
"------------------------------------------------------------------"
Please refer to the Sex, area background and ethnic group reports specified above for technical notes and definitions.
Data lines are comma delimited.
Data follows - 2808 lines in total
------------------------------------------------------------------
appl_higher_lev_dom,Cycle,statistic,equality_dimension,agegroup,value
UK providers,2011,June deadline applications,POLAR4 Q4,All ages,557385
UK providers,2011,June deadline applications,POLAR4 Q5,All ages,743685
UK providers,2011,June deadline applications,Men,All ages,1053810
UK providers,2011,June deadline applications,Women,All ages,1345895
UK providers,2012,June deadline applications,Total,All ages,2191665
UK providers,2012,June deadline applications,White ethnic group,All ages,1631750
UK providers,2012,June deadline applications,Black ethnic group,All ages,188110
UK providers,2012,June deadline applications,Asian ethnic group,All ages,243070
UK providers,2012,June deadline applications,Mixed ethnic group,All ages,80970
UK providers,2012,June deadline applications,Other ethnic group,All ages,32805
UK providers,2012,June deadline applications,POLAR4 Q1,All ages,251530
UK providers,2012,June deadline applications,POLAR4 Q2,All ages,337500
UK providers,2012,June deadline applications,POLAR4 Q3,All ages,417605
UK providers,2012,June deadline applications,POLAR4 Q4,All ages,507225
UK providers,2012,June deadline applications,POLAR4 Q5,All ages,672770
UK providers,2012,June deadline applications,Men,All ages,947795
UK providers,2012,June deadline applications,Women,All ages,1243870
UK providers,2013,June deadline applications,Total,All ages,2241075
UK providers,2013,June deadline applications,White ethnic group,All ages,1667845
UK providers,2013,June deadline applications,Black ethnic group,All ages,188180
UK providers,2013,June deadline applications,Asian ethnic group,All ages,251130
UK providers,2013,June deadline applications,Mixed ethnic group,All ages,85515
UK providers,2013,June deadline applications,Other ethnic group,All ages,33280
UK providers,2013,June deadline applications,POLAR4 Q1,All ages,257995
UK providers,2013,June deadline applications,POLAR4 Q2,All ages,343745
UK providers,2013,June deadline applications,POLAR4 Q3,All ages,427670
UK providers,2013,June deadline applications,POLAR4 Q4,All ages,519390
UK providers,2013,June deadline applications,POLAR4 Q5,All ages,688070
UK providers,2013,June deadline applications,Men,All ages,971840
UK providers,2013,June deadline applications,Women,All ages,1269235
UK providers,2014,June deadline applications,Total,All ages,2322760
UK providers,2014,June deadline applications,White ethnic group,All ages,1715905
UK providers,2014,June deadline applications,Black ethnic group,All ages,197240
UK providers,2014,June deadline applications,Asian ethnic group,All ages,265400
UK providers,2014,June deadline applications,Mixed ethnic group,All ages,92575
UK providers,2014,June deadline applications,Other ethnic group,All ages,36990
UK providers,2014,June deadline applications,POLAR4 Q1,All ages,278940
UK providers,2014,June deadline applications,POLAR4 Q2,All ages,364485
UK providers,2014,June deadline applications,POLAR4 Q3,All ages,443370
UK providers,2014,June deadline applications,POLAR4 Q4,All ages,534035
UK providers,2014,June deadline applications,POLAR4 Q5,All ages,698095
UK providers,2014,June deadline applications,Men,All ages,1002410
UK providers,2014,June deadline applications,Women,All ages,1320345
UK providers,2015,June deadline applications,Total,All ages,2365095
UK providers,2015,June deadline applications,White ethnic group,All ages,1727335
UK providers,2015,June deadline applications,Black ethnic group,All ages,202715
UK providers,2015,June deadline applications,Asian ethnic group,All ages,277515
UK providers,2015,June deadline applications,Mixed ethnic group,All ages,99225
UK providers,2015,June deadline applications,Other ethnic group,All ages,39230
UK providers,2015,June deadline applications,POLAR4 Q1,All ages,283195
UK providers,2015,June deadline applications,POLAR4 Q2,All ages,370900
UK providers,2015,June deadline applications,POLAR4 Q3,All ages,451795
UK providers,2015,June deadline applications,POLAR4 Q4,All ages,543610
UK providers,2015,June deadline applications,POLAR4 Q5,All ages,712035
UK providers,2015,June deadline applications,Men,All ages,1012715
UK providers,2015,June deadline applications,Women,All ages,1352380
UK providers,2016,June deadline applications,Total,All ages,2365525
UK providers,2016,June deadline applications,White ethnic group,All ages,1710555
UK providers,2016,June deadline applications,Black ethnic group,All ages,205710
UK providers,2016,June deadline applications,Asian ethnic group,All ages,284930
UK providers,2016,June deadline applications,Mixed ethnic group,All ages,102730
UK providers,2016,June deadline applications,Other ethnic group,All ages,41175
UK providers,2016,June deadline applications,POLAR4 Q1,All ages,283640
UK providers,2016,June deadline applications,POLAR4 Q2,All ages,370100
UK providers,2016,June deadline applications,POLAR4 Q3,All ages,449760
UK providers,2016,June deadline applications,POLAR4 Q4,All ages,541240
UK providers,2016,June deadline applications,POLAR4 Q5,All ages,717160
UK providers,2016,June deadline applications,Men,All ages,1008005
UK providers,2016,June deadline applications,Women,All ages,1357520
UK providers,2017,June deadline applications,Total,All ages,2265910
UK providers,2017,June deadline applications,White ethnic group,All ages,1630580
UK providers,2017,June deadline applications,Black ethnic group,All ages,188545
UK providers,2017,June deadline applications,Asian ethnic group,All ages,282365
UK providers,2017,June deadline applications,Mixed ethnic group,All ages,102245
UK providers,2017,June deadline applications,Other ethnic group,All ages,42475
UK providers,2017,June deadline applications,POLAR4 Q1,All ages,270855
UK providers,2017,June deadline applications,POLAR4 Q2,All ages,350015
UK providers,2017,June deadline applications,POLAR4 Q3,All ages,430345
UK providers,2017,June deadline applications,POLAR4 Q4,All ages,517845
UK providers,2017,June deadline applications,POLAR4 Q5,All ages,693630
UK providers,2017,June deadline applications,Men,All ages,972125
UK providers,2017,June deadline applications,Women,All ages,1293785
UK providers,2018,June deadline applications,Total,All ages,2174575
UK providers,2018,June deadline applications,White ethnic group,All ages,1544035
UK providers,2018,June deadline applications,Black ethnic group,All ages,179580
UK providers,2018,June deadline applications,Asian ethnic group,All ages,285800
UK providers,2018,June deadline applications,Mixed ethnic group,All ages,102095
UK providers,2018,June deadline applications,Other ethnic group,All ages,43145
UK providers,2018,June deadline applications,POLAR4 Q1,All ages,258665
UK providers,2018,June deadline applications,POLAR4 Q2,All ages,335465
UK providers,2018,June deadline applications,POLAR4 Q3,All ages,406560
UK providers,2018,June deadline applications,POLAR4 Q4,All ages,499500
UK providers,2018,June deadline applications,POLAR4 Q5,All ages,671170
UK providers,2018,June deadline applications,Men,All ages,929470
UK providers,2018,June deadline applications,Women,All ages,1245105
UK providers,2019,June deadline applications,Total,All ages,2149820
UK providers,2019,June deadline applications,White ethnic group,All ages,1488200
UK providers,2019,June deadline applications,Black ethnic group,All ages,185395
UK providers,2019,June deadline applications,Asian ethnic group,All ages,302180
UK providers,2019,June deadline applications,Mixed ethnic group,All ages,106200
UK providers,2019,June deadline applications,Other ethnic group,All ages,47630
UK providers,2019,June deadline applications,POLAR4 Q1,All ages,259555
UK providers,2019,June deadline applications,POLAR4 Q2,All ages,328965
UK providers,2019,June deadline applications,POLAR4 Q3,All ages,405680
UK providers,2019,June deadline applications,POLAR4 Q4,All ages,491380
UK providers,2019,June deadline applications,POLAR4 Q5,All ages,661060
UK providers,2019,June deadline applications,Men,All ages,912385
UK providers,2019,June deadline applications,Women,All ages,1237435
UK providers,2020,June deadline applications,Total,All ages,2174425
UK providers,2020,June deadline applications,White ethnic group,All ages,1477150
UK providers,2020,June deadline applications,Black ethnic group,All ages,196050
UK providers,2020,June deadline applications,Asian ethnic group,All ages,317340
UK providers,2020,June deadline applications,Mixed ethnic group,All ages,111460
UK providers,2020,June deadline applications,Other ethnic group,All ages,50975
UK providers,2020,June deadline applications,POLAR4 Q1,All ages,267030
UK providers,2020,June deadline applications,POLAR4 Q2,All ages,336710
UK providers,2020,June deadline applications,POLAR4 Q3,All ages,407050
UK providers,2020,June deadline applications,POLAR4 Q4,All ages,493765
UK providers,2020,June deadline applications,POLAR4 Q5,All ages,666935
UK providers,2020,June deadline applications,Men,All ages,909650
UK providers,2020,June deadline applications,Women,All ages,1264775
UK providers,2021,June deadline applications,Total,All ages,2377960
UK providers,2021,June deadline applications,White ethnic group,All ages,1616010
UK providers,2021,June deadline applications,Black ethnic group,All ages,212775
UK providers,2021,June deadline applications,Asian ethnic group,All ages,343870
UK providers,2021,June deadline applications,Mixed ethnic group,All ages,125900
UK providers,2021,June deadline applications,Other ethnic group,All ages,56090
UK providers,2021,June deadline applications,POLAR4 Q1,All ages,293190
UK providers,2021,June deadline applications,POLAR4 Q2,All ages,370740
UK providers,2021,June deadline applications,POLAR4 Q3,All ages,448125
UK providers,2021,June deadline applications,POLAR4 Q4,All ages,537300
UK providers,2021,June deadline applications,POLAR4 Q5,All ages,725610
UK providers,2021,June deadline applications,Men,All ages,981435
UK providers,2021,June deadline applications,Women,All ages,1396525
UK providers,2010,Offers,Total,All ages,1365365
UK providers,2010,Offers,White ethnic group,All ages,1087680
UK providers,2010,Offers,Black ethnic group,All ages,72025
UK providers,2010,Offers,Asian ethnic group,All ages,137225
UK providers,2010,Offers,Mixed ethnic group,All ages,45340
UK providers,2010,Offers,Other ethnic group,All ages,13595
UK providers,2010,Offers,POLAR4 Q1,All ages,138635
UK providers,2010,Offers,POLAR4 Q2,All ages,200610
UK providers,2010,Offers,POLAR4 Q3,All ages,255735
UK providers,2010,Offers,POLAR4 Q4,All ages,319070
UK providers,2010,Offers,POLAR4 Q5,All ages,448285
UK providers,2010,Offers,Men,All ages,643530
UK providers,2010,Offers,Women,All ages,721835
UK providers,2011,Offers,Total,All ages,1364880
UK providers,2011,Offers,White ethnic group,All ages,1078325
UK providers,2011,Offers,Black ethnic group,All ages,73410
UK providers,2011,Offers,Asian ethnic group,All ages,141190
UK providers,2011,Offers,Mixed ethnic group,All ages,48455
UK providers,2011,Offers,Other ethnic group,All ages,14225
UK providers,2011,Offers,POLAR4 Q1,All ages,140825
UK providers,2011,Offers,POLAR4 Q2,All ages,200215
UK providers,2011,Offers,POLAR4 Q3,All ages,252870
UK providers,2011,Offers,POLAR4 Q4,All ages,317685
UK providers,2011,Offers,POLAR4 Q5,All ages,450540
UK providers,2011,Offers,Men,All ages,645345
UK providers,2011,Offers,Women,All ages,719530
UK providers,2012,Offers,Total,All ages,1314280
UK providers,2012,Offers,White ethnic group,All ages,1025510
UK providers,2012,Offers,Black ethnic group,All ages,75255
UK providers,2012,Offers,Asian ethnic group,All ages,140680
UK providers,2012,Offers,Mixed ethnic group,All ages,47270
UK providers,2012,Offers,Other ethnic group,All ages,17610
UK providers,2012,Offers,POLAR4 Q1,All ages,136985
UK providers,2012,Offers,POLAR4 Q2,All ages,193620
UK providers,2012,Offers,POLAR4 Q3,All ages,244925
UK providers,2012,Offers,POLAR4 Q4,All ages,305195
UK providers,2012,Offers,POLAR4 Q5,All ages,431000
UK providers,2012,Offers,Men,All ages,613955
UK providers,2012,Offers,Women,All ages,700325
UK providers,2013,Offers,Total,All ages,1424555
UK providers,2013,Offers,White ethnic group,All ages,1105285
UK providers,2013,Offers,Black ethnic group,All ages,83535
UK providers,2013,Offers,Asian ethnic group,All ages,154725
UK providers,2013,Offers,Mixed ethnic group,All ages,53395
UK providers,2013,Offers,Other ethnic group,All ages,19250
UK providers,2013,Offers,POLAR4 Q1,All ages,151555
UK providers,2013,Offers,POLAR4 Q2,All ages,211905
UK providers,2013,Offers,POLAR4 Q3,All ages,267615
UK providers,2013,Offers,POLAR4 Q4,All ages,329800
UK providers,2013,Offers,POLAR4 Q5,All ages,461440
UK providers,2013,Offers,Men,All ages,668800
UK providers,2013,Offers,Women,All ages,755755
UK providers,2014,Offers,Total,All ages,1500875
UK providers,2014,Offers,White ethnic group,All ages,1155595
UK providers,2014,Offers,Black ethnic group,All ages,89840
UK providers,2014,Offers,Asian ethnic group,All ages,167055
UK providers,2014,Offers,Mixed ethnic group,All ages,58780
UK providers,2014,Offers,Other ethnic group,All ages,21605
UK providers,2014,Offers,POLAR4 Q1,All ages,168795
UK providers,2014,Offers,POLAR4 Q2,All ages,229185
UK providers,2014,Offers,POLAR4 Q3,All ages,282110
UK providers,2014,Offers,POLAR4 Q4,All ages,344215
UK providers,2014,Offers,POLAR4 Q5,All ages,474455
UK providers,2014,Offers,Men,All ages,699350
UK providers,2014,Offers,Women,All ages,801525
UK providers,2015,Offers,Total,All ages,1557525
UK providers,2015,Offers,White ethnic group,All ages,1183270
UK providers,2015,Offers,Black ethnic group,All ages,96480
UK providers,2015,Offers,Asian ethnic group,All ages,177980
UK providers,2015,Offers,Mixed ethnic group,All ages,65095
UK providers,2015,Offers,Other ethnic group,All ages,23485
UK providers,2015,Offers,POLAR4 Q1,All ages,175320
UK providers,2015,Offers,POLAR4 Q2,All ages,237450
UK providers,2015,Offers,POLAR4 Q3,All ages,293255
UK providers,2015,Offers,POLAR4 Q4,All ages,357020
