"------------------------------------------------------------------"
"Sex, area background and ethnic group			"
"------------------------------------------------------------------"
"This file contains data used reported in the Sex, area background and ethnic group reports, covering all providers for whom reports have been published on the UCAS website."
"Cycle years: 2010 - 2021"
"Cycle reference point: End of Cycle"
"Applicant coverage: UK domiciled"
"Equality dimensions: Sex, POLAR4, SIMD 2016, ethnic group"
"Statistics reported:"
"June deadline applicants, placed June deadline applicants, all placed applicants, June deadline applicants per 10,000 population, placed June deadline applicants per 10,000 population,"
"all placed applicants per 10,000 population"
"June deadline applications, offers, offer rate, average offer rate, percentage point difference between offer rate and average offer rate, contribution of group to the average offer rate"
"Non-disclosure controls: To avoid the disclosure of information about any individual the following measures are taken"
"Applicants, placed applicants, applications and offers are rounded to the nearest 5."
"Applicants/placed applicants per 10,000 population figures are reported as 0 if the applicant/placed applicant figures are rounded to 0."
"All statistics related to the offer rate are not reported when the number of applications for a group is less than 10. The percentage point difference between the offer rate and"
"the average offer rate is not reported when the number of applications for a group is less than 50."
"Offer rates are reported as 0% if there are fewer than 5 offers, and 100% if the number of offers is within 5 of the number of applications. When the offer rate is reported as 0% or 100%,"
"it is reported in italics."
"------------------------------------------------------------------"
Please refer to the Sex, area background and ethnic group reports specified above for technical notes and definitions.
Data lines are comma delimited.
Data follows - 12312 lines in total
------------------------------------------------------------------
inst_cntry_2021_map,Cycle,statistic,equality_dimension,agegroup,value
English providers,2011,Offers,Mixed ethnic group,All ages,44980
English providers,2011,Offers,Other ethnic group,All ages,13675
English providers,2011,Offers,POLAR4 Q1,All ages,123830
English providers,2011,Offers,POLAR4 Q2,All ages,173660
English providers,2011,Offers,POLAR4 Q3,All ages,216700
English providers,2011,Offers,POLAR4 Q4,All ages,272250
English providers,2011,Offers,POLAR4 Q5,All ages,375820
English providers,2011,Offers,Men,All ages,551240
English providers,2011,Offers,Women,All ages,613330
English providers,2012,Offers,Total,All ages,1106675
English providers,2012,Offers,White ethnic group,All ages,832720
English providers,2012,Offers,Black ethnic group,All ages,72915
English providers,2012,Offers,Asian ethnic group,All ages,133400
English providers,2012,Offers,Mixed ethnic group,All ages,43690
English providers,2012,Offers,Other ethnic group,All ages,16800
English providers,2012,Offers,POLAR4 Q1,All ages,119315
English providers,2012,Offers,POLAR4 Q2,All ages,166755
English providers,2012,Offers,POLAR4 Q3,All ages,207270
English providers,2012,Offers,POLAR4 Q4,All ages,257750
English providers,2012,Offers,POLAR4 Q5,All ages,353475
English providers,2012,Offers,Men,All ages,516970
English providers,2012,Offers,Women,All ages,589705
English providers,2013,Offers,Total,All ages,1205330
English providers,2013,Offers,White ethnic group,All ages,902655
English providers,2013,Offers,Black ethnic group,All ages,80870
English providers,2013,Offers,Asian ethnic group,All ages,146715
English providers,2013,Offers,Mixed ethnic group,All ages,49315
English providers,2013,Offers,Other ethnic group,All ages,18310
English providers,2013,Offers,POLAR4 Q1,All ages,132465
English providers,2013,Offers,POLAR4 Q2,All ages,182945
English providers,2013,Offers,POLAR4 Q3,All ages,228315
English providers,2013,Offers,POLAR4 Q4,All ages,280435
English providers,2013,Offers,POLAR4 Q5,All ages,379340
English providers,2013,Offers,Men,All ages,564300
English providers,2013,Offers,Women,All ages,641030
English providers,2014,Offers,Total,All ages,1270425
English providers,2014,Offers,White ethnic group,All ages,943515
English providers,2014,Offers,Black ethnic group,All ages,86760
English providers,2014,Offers,Asian ethnic group,All ages,158185
English providers,2014,Offers,Mixed ethnic group,All ages,54345
English providers,2014,Offers,Other ethnic group,All ages,20490
English providers,2014,Offers,POLAR4 Q1,All ages,147515
English providers,2014,Offers,POLAR4 Q2,All ages,197745
English providers,2014,Offers,POLAR4 Q3,All ages,240680
English providers,2014,Offers,POLAR4 Q4,All ages,292100
English providers,2014,Offers,POLAR4 Q5,All ages,390555
English providers,2014,Offers,Men,All ages,590805
English providers,2014,Offers,Women,All ages,679620
English providers,2015,Offers,Total,All ages,1322025
English providers,2015,Offers,White ethnic group,All ages,968265
English providers,2015,Offers,Black ethnic group,All ages,93245
English providers,2015,Offers,Asian ethnic group,All ages,168390
English providers,2015,Offers,Mixed ethnic group,All ages,60015
English providers,2015,Offers,Other ethnic group,All ages,22145
English providers,2015,Offers,POLAR4 Q1,All ages,153665
English providers,2015,Offers,POLAR4 Q2,All ages,205125
English providers,2015,Offers,POLAR4 Q3,All ages,250440
English providers,2015,Offers,POLAR4 Q4,All ages,304330
English providers,2015,Offers,POLAR4 Q5,All ages,406855
English providers,2015,Offers,Men,All ages,604940
English providers,2015,Offers,Women,All ages,717080
English providers,2016,Offers,Total,All ages,1332200
English providers,2016,Offers,White ethnic group,All ages,965310
English providers,2016,Offers,Black ethnic group,All ages,95360
English providers,2016,Offers,Asian ethnic group,All ages,174545
English providers,2016,Offers,Mixed ethnic group,All ages,62855
English providers,2016,Offers,Other ethnic group,All ages,23435
English providers,2016,Offers,POLAR4 Q1,All ages,155305
English providers,2016,Offers,POLAR4 Q2,All ages,206280
English providers,2016,Offers,POLAR4 Q3,All ages,250525
English providers,2016,Offers,POLAR4 Q4,All ages,304855
English providers,2016,Offers,POLAR4 Q5,All ages,413500
English providers,2016,Offers,Men,All ages,604280
English providers,2016,Offers,Women,All ages,727915
English providers,2017,Offers,Total,All ages,1324700
English providers,2017,Offers,White ethnic group,All ages,948050
English providers,2017,Offers,Black ethnic group,All ages,95665
English providers,2017,Offers,Asian ethnic group,All ages,179910
English providers,2017,Offers,Mixed ethnic group,All ages,64960
English providers,2017,Offers,Other ethnic group,All ages,25455
English providers,2017,Offers,POLAR4 Q1,All ages,155300
English providers,2017,Offers,POLAR4 Q2,All ages,203490
English providers,2017,Offers,POLAR4 Q3,All ages,248775
English providers,2017,Offers,POLAR4 Q4,All ages,303270
English providers,2017,Offers,POLAR4 Q5,All ages,412215
English providers,2017,Offers,Men,All ages,597165
English providers,2017,Offers,Women,All ages,727530
English providers,2018,Offers,Total,All ages,1300080
English providers,2018,Offers,White ethnic group,All ages,910400
English providers,2018,Offers,Black ethnic group,All ages,100020
English providers,2018,Offers,Asian ethnic group,All ages,186225
English providers,2018,Offers,Mixed ethnic group,All ages,66080
English providers,2018,Offers,Other ethnic group,All ages,26390
English providers,2018,Offers,POLAR4 Q1,All ages,153040
English providers,2018,Offers,POLAR4 Q2,All ages,200130
English providers,2018,Offers,POLAR4 Q3,All ages,242570
English providers,2018,Offers,POLAR4 Q4,All ages,299765
English providers,2018,Offers,POLAR4 Q5,All ages,402935
English providers,2018,Offers,Men,All ages,577795
English providers,2018,Offers,Women,All ages,722280
English providers,2019,Offers,Total,All ages,1304120
English providers,2019,Offers,White ethnic group,All ages,887225
English providers,2019,Offers,Black ethnic group,All ages,106740
English providers,2019,Offers,Asian ethnic group,All ages,199070
English providers,2019,Offers,Mixed ethnic group,All ages,69740
English providers,2019,Offers,Other ethnic group,All ages,29745
English providers,2019,Offers,POLAR4 Q1,All ages,156805
English providers,2019,Offers,POLAR4 Q2,All ages,198520
English providers,2019,Offers,POLAR4 Q3,All ages,244445
English providers,2019,Offers,POLAR4 Q4,All ages,300055
English providers,2019,Offers,POLAR4 Q5,All ages,402590
English providers,2019,Offers,Men,All ages,577130
English providers,2019,Offers,Women,All ages,726990
English providers,2020,Offers,Total,All ages,1319845
English providers,2020,Offers,White ethnic group,All ages,876530
English providers,2020,Offers,Black ethnic group,All ages,114795
English providers,2020,Offers,Asian ethnic group,All ages,210600
English providers,2020,Offers,Mixed ethnic group,All ages,73625
English providers,2020,Offers,Other ethnic group,All ages,31945
English providers,2020,Offers,POLAR4 Q1,All ages,162280
English providers,2020,Offers,POLAR4 Q2,All ages,203290
English providers,2020,Offers,POLAR4 Q3,All ages,246425
English providers,2020,Offers,POLAR4 Q4,All ages,301365
English providers,2020,Offers,POLAR4 Q5,All ages,405060
English providers,2020,Offers,Men,All ages,573315
English providers,2020,Offers,Women,All ages,746530
English providers,2021,Offers,Total,All ages,1412120
English providers,2021,Offers,White ethnic group,All ages,943515
English providers,2021,Offers,Black ethnic group,All ages,120675
English providers,2021,Offers,Asian ethnic group,All ages,220715
English providers,2021,Offers,Mixed ethnic group,All ages,80885
English providers,2021,Offers,Other ethnic group,All ages,33685
English providers,2021,Offers,POLAR4 Q1,All ages,176205
English providers,2021,Offers,POLAR4 Q2,All ages,221735
English providers,2021,Offers,POLAR4 Q3,All ages,266000
English providers,2021,Offers,POLAR4 Q4,All ages,319625
English providers,2021,Offers,POLAR4 Q5,All ages,427030
English providers,2021,Offers,Men,All ages,609525
English providers,2021,Offers,Women,All ages,802595
English providers,2010,Offer rate,Total,All ages,0.589
English providers,2010,Offer rate,White ethnic group,All ages,0.617
English providers,2010,Offer rate,Black ethnic group,All ages,0.402
English providers,2010,Offer rate,Asian ethnic group,All ages,0.58
English providers,2010,Offer rate,Mixed ethnic group,All ages,0.559
English providers,2010,Offer rate,Other ethnic group,All ages,0.525
English providers,2010,Offer rate,POLAR4 Q1,All ages,0.542
English providers,2010,Offer rate,POLAR4 Q2,All ages,0.571
English providers,2010,Offer rate,POLAR4 Q3,All ages,0.581
English providers,2010,Offer rate,POLAR4 Q4,All ages,0.589
English providers,2010,Offer rate,POLAR4 Q5,All ages,0.623
English providers,2010,Offer rate,Men,All ages,0.632
English providers,2010,Offer rate,Women,All ages,0.556
English providers,2011,Offer rate,Total,All ages,0.57
English providers,2011,Offer rate,White ethnic group,All ages,0.601
English providers,2011,Offer rate,Black ethnic group,All ages,0.374
English providers,2011,Offer rate,Asian ethnic group,All ages,0.554
English providers,2011,Offer rate,Mixed ethnic group,All ages,0.548
English providers,2011,Offer rate,Other ethnic group,All ages,0.511
English providers,2011,Offer rate,POLAR4 Q1,All ages,0.516
English providers,2011,Offer rate,POLAR4 Q2,All ages,0.545
English providers,2011,Offer rate,POLAR4 Q3,All ages,0.559
English providers,2011,Offer rate,POLAR4 Q4,All ages,0.57
English providers,2011,Offer rate,POLAR4 Q5,All ages,0.611
English providers,2011,Offer rate,Men,All ages,0.613
English providers,2011,Offer rate,Women,All ages,0.536
English providers,2012,Offer rate,Total,All ages,0.6
English providers,2012,Offer rate,White ethnic group,All ages,0.633
English providers,2012,Offer rate,Black ethnic group,All ages,0.401
English providers,2012,Offer rate,Asian ethnic group,All ages,0.583
English providers,2012,Offer rate,Mixed ethnic group,All ages,0.584
English providers,2012,Offer rate,Other ethnic group,All ages,0.54
English providers,2012,Offer rate,POLAR4 Q1,All ages,0.542
